sound	en	best_fr	good_candidates	total_candidates
0.962	walt	volts	1	1
0.962	mixture	mixte	3	3
0.962	leeks	luxe	2	2
0.962	fleet	flûte	2	2
0.962	enter	n	2	2
0.962	end	n	1	1
0.962	else	elle	1	1
0.962	elder	elle	1	2
0.962	effort	f	1	1
0.962	cling	cligne	2	2
0.962	cliff	clive	1	1
0.961	upper	happe	1	1
0.961	ugh	hague	1	1
0.961	selfish	selles fâche	1	1
0.961	pleat	plisse	2	2
0.961	offer	œuf	6	6
0.961	off	œuf	2	2
0.961	odd	andes	1	1
0.961	monthly	mènent lis	1	4
0.961	inner	n	1	1
0.961	inn	n	1	1
0.961	geed	gin	1	1
0.961	floss	flotte	2	2
0.961	filters	filtre	6	6
0.961	earn	n	1	1
0.961	earl	elle	1	1
0.961	daddy	dits dis	2	3
0.961	confess	con fesses	6	6
0.961	conceit	con site	2	2
0.961	concede	con cid	3	4
0.961	cloth	cloche	2	2
0.961	blued	blouse	2	2
0.961	ass	as	3	3
0.961	ash	h	1	1
0.961	app	happe	1	1
0.961	anne	âne	2	2
0.961	ann	âne	2	2
0.960	taste	té ost	4	6
0.960	sauced	soft	1	1
0.960	himself	aimes elfes	1	1
0.960	gladly	glande lies	3	3
0.960	fluid	floue ode	4	4
0.960	discussed	dis caste	3	3
0.960	blade	blé ode	3	3
0.959	stickers	stick	2	2
0.959	slipped	slip	2	2
0.959	maxed	mixte	1	1
0.959	lists	liste	3	3
0.959	listed	liste	4	4
0.959	lifted	lift	1	3
0.959	films	film	1	1
0.959	filmed	film	5	5
0.959	entomb	aident hume	1	1
0.959	endive	haines ive	1	1
0.959	clips	clip	1	3
0.959	clicks	clic	2	2
0.959	church	tchatche	1	1
0.958	wall	vol	1	1
0.958	ticked	dicte	1	1
0.958	technically	techniques lies	3	3
0.958	skep	skip	1	1
0.958	ships	gypse	2	2
0.958	plug	plaque	1	1
0.958	plead	plaide	3	3
0.958	pecked	picte	2	2
0.958	left	lift	1	1
0.958	guilt	kilt	1	1
0.958	fleck	flics	1	1
0.958	flag	flaque	2	2
0.958	entertain	aident théine	1	1
0.958	did	dite	2	2
0.958	desk	disque	2	2
0.958	decked	dicte	2	2
0.958	chat	tchad	3	3
0.958	bleat	blettes	2	2
0.957	tepee	tipi	1	1
0.957	teeth	tite	1	2
0.957	teepee	tipi	1	1
0.957	shed	chaîne	1	1
0.957	seth	cette	1	1
0.957	police	pelisse	6	7
0.957	offset	offset	1	1
0.957	method	met aide	3	3
0.957	meany	mini	5	5
0.957	meanie	mini	1	1
0.957	install	haines taule	4	6
0.957	except	excepte	5	5
0.957	deli	delhi	2	2
0.957	delhi	delhi	1	1
0.957	coward	caïd	2	2
0.957	coolly	coulis	1	1
0.957	coolie	coulis	1	1
0.957	chemise	chemisent	3	3
0.957	boutique	boutiques	1	1
0.957	booboo	boubou	1	1
0.956	movies	mous vases	3	3
0.956	gesture	geste	3	3
0.956	excessive	excès sève	4	4
0.955	veldt	volts	1	1
0.955	tossed	test	2	2
0.955	stuck	stock	2	2
0.955	stack	stick	2	2
0.955	slap	slip	1	1
0.955	skirt	skate	1	1
0.955	siege	site	2	3
0.955	shipped	chips	1	1
0.955	shelter	celtes	1	1
0.955	seizes	six	2	3
0.955	seized	six	2	4
0.955	seeded	site	2	2
0.955	sacked	secte	2	2
0.955	plans	plane	1	1
0.955	planned	plane	4	4
0.955	pieces	pise	3	3
0.955	patches	patch	2	2
0.955	pastor	pistes	4	5
0.955	past	pistes	2	6
0.955	passed	piste	2	2
0.955	measures	mèche	2	6
0.955	measured	mèche	2	6
0.955	matched	matchs	1	1
0.955	licks	lynx	1	1
0.955	leases	lise	2	2
0.955	leaked	ligue	2	2
0.955	laughter	lift	2	2
0.955	laughed	lift	2	2
0.955	last	liste	2	2
0.955	jan	gin	1	2
0.955	gulf	golfe	3	3
0.955	glasses	glace	2	2
0.955	first	faste	2	3
0.955	feast	piste	6	7
0.955	facts	fax	1	2
0.955	dissed	test	2	2
0.955	diesel	dises houle	4	5
0.955	cyst	zeste	4	4
0.955	cursed	caste	2	3
0.955	coupon	coupent aune	3	3
0.955	clued	claude	2	2
0.955	clerk	claque	3	4
0.955	classy	clans sis	3	3
0.955	cist	zeste	2	2
0.955	chicks	tchèque	1	1
0.955	chest	geste	4	7
0.955	ceded	site	2	4
0.955	causes	cause	3	3
0.955	burst	poste	2	2
0.955	bucked	pacte	1	1
0.955	backed	pacte	1	1
0.954	pizza	but ce	3	3
0.954	lady	lé édit	3	3
0.954	elect	legs	1	1
0.953	seen	seine	5	5
0.953	scene	seine	6	7
0.953	reveals	ville	1	2
0.953	revealed	ville	1	5
0.953	remember	même	1	1
0.953	receptor	cep	3	4
0.953	receipts	site	1	9
0.953	recalled	col	1	4
0.953	neck	nique	2	2
0.953	level	lez vil	2	2
0.953	events	veine	3	3
0.953	depend	peine	2	5
0.952	venture	veine	2	2
0.952	vendors	veine	2	4
0.952	spent	peine	2	2
0.952	spend	peine	1	1
0.952	spencer	peine	1	1
0.952	spells	pelle	1	3
0.952	spelled	pelle	1	1
0.952	speakers	pique	1	1
0.952	settlers	cette	2	2
0.952	sensors	saine	3	5
0.952	senses	saine	3	5
0.952	sends	saine	1	1
0.952	secret	sic	3	3
0.952	schools	coule	1	1
0.952	repeat	bit	2	8
0.952	michelle	michel	3	3
0.952	members	même	2	4
0.952	lenses	laine	3	6
0.952	lenders	laine	2	2
0.952	gender	gêne	1	1
0.952	fields	file	1	1
0.952	cents	saine	1	2
0.952	centres	saine	1	1
0.952	centers	saine	2	3
0.952	centered	saine	3	9
0.952	censors	saine	2	4
0.952	censored	saine	3	5
0.952	censers	saine	2	2
0.952	belts	belle	3	3
0.952	beaches	bit	2	2
0.951	vaccine	vaccine	6	6
0.951	respected	spectre	5	5
0.951	pax	pacs	2	2
0.951	packs	pacs	2	2
0.951	murdered	mode	2	2
0.951	mags	max	2	2
0.951	lapped	laps	2	2
0.951	jeff	chef	1	1
0.951	jack	jack	1	1
0.951	exactly	exacts lies	6	6
0.951	connect	connecte	4	4
0.951	collector	collecte	5	5
0.951	collect	collecte	4	4
0.951	chin	gin	2	2
0.951	cheat	gîte	1	8
0.951	cadge	catch	2	2
0.951	blip	plèbe	2	2
0.951	accept	excepte	10	10
0.950	these	disent	2	2
0.950	then	gène	3	3
0.950	theme	cime	1	2
0.950	surf	sauf	1	1
0.950	should	chaude	2	2
0.950	shirt	chatte	1	4
0.950	sean	chaîne	1	1
0.950	sat	cette	2	2
0.950	san	saine	1	1
0.950	purse	passent	1	1
0.950	null	nil	5	5
0.950	mud	mode	1	1
0.950	moss	boss	3	3
0.950	loss	laisse	2	2
0.950	look	loque	1	1
0.950	lib	limbes	1	1
0.950	lawn	laine	1	1
0.950	lap	lippe	1	1
0.950	lag	ligue	1	1
0.950	just	geste	2	2
0.950	intact	aident acte	4	4
0.950	gloves	glaive	1	3
0.950	girl	gueule	1	1
0.950	gap	guêpes	1	1
0.950	firm	femme	1	1
0.950	fat	faites	1	3
0.950	doom	dôme	1	1
0.950	curve	cave	1	4
0.950	chon	tchad	1	1
0.950	cat	quitte	1	4
0.950	beam	mime	2	2
0.949	tommy	tamis	1	1
0.949	songs	sonne	1	1
0.949	northwest	nœud ouest	2	2
0.949	mommy	mamie	3	8
0.949	molly	mali	1	1
0.949	mise	messie	3	4
0.949	length	laine	1	3
0.949	fatigue	fatigue	1	1
0.949	combe	commet	1	1
0.949	cocky	kaki	1	1
0.949	capsule	caps houle	3	3
0.949	bust	peste	3	3
0.949	bussed	peste	1	1
0.949	bonnie	banni	2	2
0.949	affect	affecte	6	6
0.948	yourself	ions elfes	2	2
0.948	confessed	con veste	4	4
0.948	blocks	blague	3	3
0.948	blocked	blague	5	5
0.947	teen	fine	1	1
0.947	takes	té axes	3	3
0.947	sixteen	sixtine	2	3
0.947	pectin	pectine	1	1
0.947	laws	love	2	3
0.947	dismiss	d miss	1	1
0.947	buddhist	bouddhiste	4	4
0.947	baseball	pays bol	2	2
0.947	ali	allie	1	1
0.946	scenic	cynique	1	3
0.946	resolve	salve	1	2
0.946	collectively	collectives lies	4	4
0.945	settees	sottises	1	1
0.945	machine	machine	2	2
0.945	leadership	lient chipe	1	1
0.945	effect	infecte	3	5
0.945	detector	détecte	2	2
0.945	detect	détecte	5	5
0.945	destiny	destins nient	5	5
0.945	costume	costume	5	5
0.945	bikini	bikini	1	1
0.945	assessed	inceste	2	2
0.944	vessel	vaisselle	2	3
0.944	tipi	tipi	1	1
0.944	shimmy	chimie	1	1
0.944	points	poète	1	1
0.944	pointed	poète	2	6
0.944	peppy	pépie	2	2
0.944	midi	midi	2	2
0.944	middy	midi	1	1
0.944	meatball	but bol	2	3
0.944	condemn	con thème	2	5
0.944	colonel	quenelle	1	1
0.944	burden	bedaine	1	1
0.944	benny	béni	1	1
0.943	steely	stylé	2	2
0.943	relieved	livres	1	2
0.943	quip	clip	2	2
0.943	myself	mas elfes	3	3
0.943	meantime	minent âme	2	2
0.943	glad	glandes	1	1
0.943	elite	élite	5	5
0.943	cleat	quid	2	2
0.943	boxer	max	3	3
0.943	box	max	2	4
0.942	testy	tester	1	1
0.942	taxi	taxi	3	3
0.942	pesty	pester	2	2
0.942	penguin	pain gouine	3	3
0.942	lipped	lift	1	1
0.942	flaws	flotte	2	4
0.942	context	khan texte	4	4
0.941	teston	taies tonnes	1	1
0.941	telly	delhi	2	2
0.941	tawny	tonner	1	1
0.941	soupy	souper	1	1
0.941	sheeny	chiner	1	1
0.941	shake	chez hic	2	2
0.941	saucy	ceci	2	2
0.941	sally	sali	1	1
0.941	sake	ses hic	3	4
0.941	puppy	papi	3	3
0.941	peaky	piquer	1	1
0.941	pally	pâli	2	2
0.941	moony	muni	1	1
0.941	money	manie	1	4
0.941	missy	messie	2	2
0.941	mercy	messie	1	2
0.941	mammy	mamie	2	2
0.941	mallee	mali	1	1
0.941	make	mes hic	2	2
0.941	loopy	loupé	1	1
0.941	looby	lubie	1	1
0.941	lessee	laisser	1	1
0.941	legally	ligues allie	1	2
0.941	lassie	lacis	1	1
0.941	khaki	kaki	3	3
0.941	kaki	kaki	2	2
0.941	kadi	caddie	1	1
0.941	islam	islam	1	1
0.941	installed	haines solde	2	6
0.941	indie	hindi	2	2
0.941	exist	existe	5	5
0.941	easel	isole	1	1
0.941	dummy	demi	4	4
0.941	danny	déni	2	3
0.941	cully	colis	1	1
0.941	cuddy	caddie	1	1
0.941	coffee	confie	1	3
0.941	cadi	caddie	1	1
0.941	caddy	caddie	1	1
0.941	caddie	caddie	1	1
0.941	bunny	banni	3	4
0.941	body	bandit	7	8
0.941	beefy	biffer	2	2
0.941	beanie	béni	1	1
0.941	bawdy	bondi	8	8
0.940	were	le	2	2
0.940	tweet	twist	3	3
0.940	massage	message	2	2
0.940	eddie	édit	2	2
0.939	tiny	thaï nient	2	2
0.939	swam	souabe	2	2
0.939	stan	stade	1	1
0.939	sane	ses haines	4	4
0.939	pushed	poste	1	3
0.939	peaceful	pis folle	3	5
0.939	main	mes haines	2	2
0.939	legendary	laid gênent ri	1	3
0.939	feedback	fient bac	1	2
0.939	feasible	fies belle	3	3
0.939	exceed	excite	3	3
0.939	colin	câline	1	1
0.939	clem	club	2	2
0.939	chock	jack	2	2
0.939	choc	jack	2	2
0.939	chan	tchad	1	1
0.939	belong	bloc	2	2
0.938	techniques	technique	2	2
0.938	specs	sphinx	2	4
0.938	specks	sphinx	2	2
0.938	semester	semestre	4	4
0.938	portion	poches haines	2	2
0.938	next	textes	1	1
0.938	exact	exact	7	9
0.937	stats	stade	3	3
0.937	slept	slip	1	1
0.937	skilled	guilde	1	1
0.937	sissy	ceci	1	1
0.937	pom	paume	1	1
0.937	palmer	paume	1	1
0.937	octave	active	1	1
0.937	mom	môme	5	7
0.937	manifest	manifeste	4	4
0.937	magazine	magazines	2	2
0.937	divvy	devis	1	1
0.937	collective	collectives	3	3
0.937	chips	gypse	1	3
0.937	bomb	baume	1	3
0.937	blacks	blague	2	2
0.937	bad	bandes	1	1
0.937	alley	allie	1	2
0.937	abbey	habit	2	2
0.936	venues	vaine douze	1	1
0.936	suicide	saouls aède	2	3
0.936	secede	ces ides	2	2
0.936	plastic	plastique	4	4
0.936	pix	fixe	1	1
0.936	pics	fixe	1	1
0.936	picks	fixe	2	3
0.936	nicked	dicte	1	1
0.936	mexican	mexicaine	5	5
0.936	mentally	mènent relis	1	2
0.936	fixed	textes	4	4
0.935	tennis	tennis	2	2
0.935	stupid	stupide	2	2
0.935	prestige	presse tiges	5	5
0.935	planted	plane	6	6
0.935	nfl	un eiffel	1	1
0.935	limit	limite	3	7
0.935	forks	fox	1	5
0.935	enforce	haines fosses	3	3
0.935	disses	disent	2	2
0.935	civic	civique	3	6
0.935	cellist	céleste	2	2
0.935	breezes	brise	2	2
0.935	benefit	ben faites	1	3
0.935	bellies	belize	2	2
0.934	vet	vestes	4	8
0.934	tactic	tactique	3	3
0.934	split	plainte	1	3
0.934	slapped	slip	1	1
0.934	shepherd	chef	1	1
0.934	sheet	schiste	2	2
0.934	nest	nette	6	6
0.934	messed	mettent	3	3
0.934	melody	mie ledit	4	4
0.934	meets	miss	4	4
0.934	lost	lotte	2	2
0.934	lets	laissent	4	4
0.934	leeds	lise	1	1
0.934	leads	lisent	2	2
0.934	lasts	liste	1	1
0.934	lasted	liste	1	1
0.934	keeps	kif	1	1
0.934	feeds	fine	1	1
0.934	fantastic	fanent aztèques	4	4
0.934	explicit	explicite	6	6
0.934	deeds	disent	3	3
0.934	deaths	dette	2	4
0.934	cost	cote	4	6
0.934	ceased	site	4	5
0.934	caused	code	2	6
0.934	boobs	boum	1	1
0.934	belief	bluff	1	1
0.934	beds	baise	1	1
0.934	appeals	épile	1	1
0.934	appealed	épile	1	1
0.934	acoustic	acoustique	4	4
0.933	yemen	yémen	2	2
0.933	weekly	oui pli	1	1
0.933	villain	vilaine	3	4
0.933	valid	valide	3	5
0.933	texas	texas	1	1
0.933	releases	lise	2	3
0.933	reduces	douze	1	4
0.933	passive	passive	4	5
0.933	palmy	pâmer	2	2
0.933	massive	massive	4	4
0.933	latin	latine	3	5
0.933	kami	camée	2	2
0.933	kali	calé	2	2
0.933	gorgeous	godes os	1	1
0.933	genesis	djinns hisse	1	2
0.933	expecting	s pectine	1	1
0.933	costly	cassent lis	1	4
0.933	cecal	séquelles	2	2
0.933	caution	cochonne	2	2
0.933	cabin	cabine	4	5
0.933	bullet	boulettes	2	4
0.933	billy	bis lies	2	2
0.932	vaccines	vaccine	5	5
0.932	tics	sexe	2	2
0.932	ticks	sexe	3	3
0.932	textbook	tex tchèques	3	3
0.932	tablet	tablette	3	3
0.932	sleeve	slave	2	2
0.932	pecs	boxe	3	3
0.932	pecks	boxe	2	2
0.932	peach	patch	5	10
0.932	looks	luxe	1	1
0.932	lacks	lynx	1	1
0.932	extensive	axent haines ive	2	2
0.932	expect	inspecte	4	4
0.932	domestic	domestiques	4	4
0.932	detective	détective	3	5
0.932	connects	connecte	3	3
0.932	conclude	con claude	4	5
0.932	concealed	con tilde	1	1
0.932	clash	cloches	2	2
0.932	clan	clones	2	2
0.932	black	bloquent	2	2
0.932	backs	max	2	2
0.932	accepts	excepte	6	6
0.932	accepted	excepte	5	5
0.931	wife	oies if	1	1
0.931	stalky	stocker	2	2
0.931	scenes	seine	3	3
0.931	piecing	piscine	1	1
0.931	permit	pommettes	1	2
0.931	palette	palette	2	2
0.931	nixed	mixte	1	1
0.931	mississippi	mississippi	1	1
0.931	galaxy	galaxie	3	3
0.931	exclusively	exclusives lies	4	4
0.931	equally	hic relis	1	1
0.931	deacon	déconne	1	2
0.931	dallas	délaisse	1	1
0.931	cookies	conquise	3	3
0.931	calling	colline	2	2
0.931	buses	base	1	2
0.931	bubble	babel	3	3
0.931	beloved	bluff	1	1
0.930	wedgie	ouais chie	2	2
0.930	testis	taies dix	2	2
0.930	testes	taies dix	4	4
0.930	success	secs ace	4	4
0.930	examine	examine	2	2
0.930	effective	effective	1	1
0.930	completely	con plient lis	1	4
0.930	commit	commettent	1	2
0.930	bodies	baptise	1	1
0.930	batman	but man	1	1
0.929	zigs	sexe	1	1
0.929	toss	torse	2	2
0.929	torn	tonne	4	4
0.929	this	dix	2	2
0.929	terrors	thèse	3	3
0.929	tent	tête	4	4
0.929	tens	thèse	3	7
0.929	stab	stade	1	1
0.929	source	sauce	4	4
0.929	shores	choses	3	3
0.929	shells	chaise	2	2
0.929	shelf	chef	4	4
0.929	shares	chaise	4	5
0.929	settler	celle	2	2
0.929	setters	seize	2	2
0.929	searched	cette	1	1
0.929	purchased	paient schiste	2	2
0.929	port	potes	4	4
0.929	plots	place	3	4
0.929	peters	pise	2	2
0.929	pairs	pèse	7	7
0.929	object	abject	2	5
0.929	metres	mise	2	3
0.929	merged	mode	1	1
0.929	med	merde	3	3
0.929	lowered	lots ode	1	1
0.929	line	lacs haines	2	3
0.929	leaves	lise	2	3
0.929	leaks	lisse	4	4
0.929	lauder	lord	2	2
0.929	kept	quête	1	1
0.929	kent	quête	1	1
0.929	guests	caisse	1	1
0.929	fork	foc	4	8
0.929	force	fausse	6	7
0.929	football	fait bol	2	3
0.929	fence	fesse	3	4
0.929	feminist	féministe	3	3
0.929	felt	faîtes	3	4
0.929	fell	faible	3	3
0.929	fastest	fats test	1	1
0.929	doors	doses	2	2
0.929	discipline	discipline	4	4
0.929	desert	dette	3	6
0.929	dent	dette	3	3
0.929	delta	delta	1	1
0.929	dealt	dette	3	3
0.929	deals	disent	3	3
0.929	daughters	dose	2	2
0.929	court	cotes	5	5
0.929	corn	conne	3	3
0.929	cork	coq	3	3
0.929	cord	codes	5	5
0.929	chloroform	chloroforme	1	1
0.929	censure	sèches	2	3
0.929	born	bonnes	3	3
0.929	beaters	bise	2	2
0.929	bears	baise	1	1
0.929	beams	bise	2	2
0.929	active	active	4	4
0.928	zippy	zipper	1	1
0.928	tiki	tiquer	2	2
0.928	testa	tester	2	2
0.928	teddy	dédie	2	2
0.928	talky	toquer	2	2
0.928	talkie	toquer	2	2
0.928	softball	savent bol	2	2
0.928	shinny	chiner	2	2
0.928	shelly	chili	1	1
0.928	scotch	sketch	1	3
0.928	picky	piquer	2	2
0.928	limy	limer	2	2
0.928	lengths	laine	1	3
0.928	fenny	fini	2	2
0.928	dozen	des aine	5	5
0.928	costa	costaud	1	1
0.928	cedi	céder	2	2
0.928	budgie	badger	2	2
0.928	bally	poli	2	2
0.928	affects	affect	4	4
0.928	affected	affect	5	5
0.927	victim	piquent aime	2	2
0.927	stoup	soupe	2	2
0.927	stoop	soupe	2	2
0.927	steam	cime	4	4
0.927	stall	sols	3	3
0.927	similar	semelle	1	5
0.927	seventeen	sève cantine	2	2
0.927	largely	lads lis	1	1
0.927	keyboard	kif ode	1	3
0.927	jerk	jack	2	2
0.927	felony	félonie	1	2
0.927	entities	aident dix	2	2
0.927	emmet	émettent	2	2
0.927	digit	dit gîte	2	2
0.927	begin	béguines	1	1
0.927	anise	anis	2	2
0.927	anis	anise	1	1
0.927	alleys	élise	1	1
0.927	album	album	1	1
0.926	shortly	chope lies	2	2
0.926	marquee	maquis	2	2
0.926	fifa	fifa	1	1
0.926	festival	festival	5	6
0.926	enemies	ennemies	6	6
0.926	easy	ici	2	2
0.926	easier	ici	1	1
0.926	counsel	cannes elle	1	1
0.926	council	cannes elle	1	5
0.925	visa	visés	4	4
0.925	that	date	2	4
0.925	than	gène	2	2
0.925	separately	sep repli	1	1
0.925	seamy	chimie	1	1
0.925	platform	plat sommes	7	8
0.925	pawpaw	pompon	2	2
0.925	pappy	pipi	2	2
0.925	paddy	pédé	2	2
0.925	novel	navale	1	1
0.925	nerve	neuve	1	3
0.925	nelly	delhi	2	2
0.925	murphy	méfie	1	1
0.925	moolah	moulé	2	2
0.925	miffy	méfie	1	1
0.925	maximum	maximum	5	8
0.925	massy	messie	1	1
0.925	loony	luné	2	2
0.925	looney	luné	2	2
0.925	lit	lutte	2	2
0.925	levee	lever	1	1
0.925	lackey	laqué	3	4
0.925	kim	comme	1	1
0.925	kick	coq	2	2
0.925	haul	col	1	1
0.925	hall	col	1	1
0.925	funny	finie	3	3
0.925	fully	folie	2	2
0.925	fila	filer	2	2
0.925	fellah	fêlé	1	1
0.925	fella	fêlé	1	1
0.925	dippy	dépit	1	1
0.925	dilly	délit	2	2
0.925	derby	débit	2	2
0.925	cuisine	couine	3	4
0.925	canny	canée	2	2
0.925	bernie	boni	1	1
0.925	beamy	mimi	1	1
0.925	beady	midi	1	1
0.925	basket	bas quitte	1	2
0.924	weeks	luxe	2	2
0.924	teeny	fini	2	2
0.924	subjective	sapent choquent ive	6	6
0.924	strep	steppes	3	3
0.924	starred	stade	3	3
0.924	spill	style	1	1
0.924	software	savent ouais	2	2
0.924	sheets	chips	1	1
0.924	priest	piste	4	4
0.924	parked	pacte	1	1
0.924	parch	patch	1	1
0.924	obsessed	inceste	3	6
0.924	marques	max	2	2
0.924	marks	max	2	2
0.924	march	match	5	7
0.924	lazy	lé xi	2	2
0.924	kindly	cannes lis	1	2
0.924	karst	caste	1	1
0.924	johns	jazz	1	1
0.924	jobs	jazz	1	1
0.924	engineered	haines jeun ides	1	1
0.924	depth	dette	1	1
0.924	creature	kitsch	2	3
0.924	consent	con celtes	1	2
0.924	concert	caste	1	1
0.924	clot	claude	2	4
0.924	clarke	claque	1	1
0.924	clark	claque	1	1
0.924	berlin	baleine	1	1
0.923	xxx	excède sexes	2	2
0.923	tension	tain chaîne	2	3
0.923	temple	tain paul	2	3
0.923	tali	talus	2	2
0.923	stocks	saxe	1	1
0.923	splash	planche	1	1
0.923	specific	spécifique	3	3
0.923	slim	slip	1	1
0.923	sexual	sexuelle	4	4
0.923	purposes	popes aise	1	1
0.923	mention	main chaîne	1	2
0.923	landlord	lad lotte	2	2
0.922	verdict	vindicte	1	1
0.922	shots	chasse	1	1
0.922	pots	passent	1	2
0.922	modern	man	4	7
0.922	magazines	magazines	1	1
0.922	lots	lasse	1	1
0.922	forked	fox	2	3
0.922	fond	fade	1	1
0.922	fiscal	fiscale	1	1
0.922	fathers	phase	1	1
0.922	exodus	excès os	2	3
0.922	exists	existent	5	5
0.921	tinny	tenez	1	1
0.921	tightly	taillent lis	3	3
0.921	template	tain plainte	1	1
0.921	stop	step	2	2
0.921	stock	stock	2	2
0.921	speed	spi	5	6
0.921	settee	synthé	2	2
0.921	scheme	ski	2	2
0.921	pleasure	plaie	3	3
0.921	please	plie	3	4
0.921	pleader	plie	2	2
0.921	pentagon	peinent gaine	2	2
0.921	job	jobs	2	2
0.921	jaw	job	2	2
0.921	golf	golf	2	2
0.921	gasoline	gazoline	2	2
0.921	faeces	fies hisse	2	3
0.921	emcees	un sise	2	2
0.921	doctor	dicte	3	3
0.921	diplomat	diplomate	3	5
0.921	clues	clou	2	2
0.921	blue	blouse	7	7
0.921	bloc	bloc	4	4
0.921	blew	blouse	2	2
0.920	testing	destine	4	4
0.920	setup	sait happe	2	2
0.920	season	scies haine	3	3
0.920	petty	pays	4	4
0.920	perry	pays	2	2
0.920	peri	pays	3	3
0.920	pennis	pénis	2	2
0.920	needle	nid elle	2	2
0.920	lethal	lient elle	3	5
0.920	devil	dévale	4	6
0.920	deserve	des ève	1	1
0.920	commodities	comment dix	1	1
0.920	chile	chili	2	2
0.920	bullied	bolide	1	1
0.920	acne	acné	2	2
0.920	acme	acmé	2	2
0.919	stunned	stade	2	3
0.919	stand	stade	2	2
0.919	stance	stade	1	1
0.919	seesaw	ciseaux	2	2
0.919	nonetheless	naines laisse	2	3
0.919	lippy	libye	1	1
0.919	liberty	libye	1	2
0.919	belongs	bloc	1	1
0.919	belonged	bloc	1	1
0.918	unless	en laisse	1	1
0.918	stelae	delhi	3	3
0.918	softly	savent lis	2	2
0.918	salad	salade	3	3
0.918	needy	midi	1	2
0.918	madding	médine	1	1
0.918	lauding	loden	1	1
0.918	kopje	copie	1	1
0.918	forget	faites	1	1
0.918	forever	fèves	1	1
0.918	deceit	dite	2	3
0.918	decease	dix	2	2
0.918	copy	copie	4	6
0.918	colly	colis	1	1
0.918	collie	colis	1	1
0.918	clusters	clause	3	3
0.918	caress	caisse	5	5
0.918	budding	badine	1	1
0.918	avenue	avenues	1	1
0.918	antique	antiques	5	5
0.917	whenever	un ève	1	1
0.917	toddler	tales	2	2
0.917	tackle	teckel	1	1
0.917	successive	successive	3	3
0.917	stork	stock	1	2
0.917	squad	squat	2	7
0.917	shops	chasse	1	1
0.917	sherman	chemine	1	1
0.917	sharp	chape	2	2
0.917	shark	chaque	1	1
0.917	settle	sait elle	3	3
0.917	seedy	citer	2	2
0.917	pops	passent	1	2
0.917	popped	pâte	1	1
0.917	metal	met elle	3	7
0.917	memories	mêmes grises	3	5
0.917	mashie	magie	1	1
0.917	mart	mate	1	1
0.917	leaky	ligués	2	2
0.917	karl	cale	1	1
0.917	exclusive	exclusive	6	6
0.917	early	allie	1	1
0.917	disclose	dis clause	2	3
0.917	dentist	donnent est	3	3
0.917	cubby	képi	2	2
0.917	cox	casse	1	1
0.917	cops	casse	1	1
0.917	cons	case	1	1
0.917	comp	cap	1	1
0.917	cars	case	2	2
0.917	carl	cale	1	1
0.917	cabby	képi	1	1
0.917	cabbie	képi	1	1
0.917	bombs	base	1	3
0.917	bombers	base	1	1
0.917	bevy	bévue	2	2
0.917	bevvy	bévue	2	2
0.917	bars	base	3	3
0.917	annie	henni	1	1
0.916	vending	vin digne	1	1
0.916	tending	tain digne	1	1
0.916	ten	tiennes	5	5
0.916	sweet	site	5	6
0.916	sweat	cette	4	7
0.916	suite	site	4	4
0.916	sudan	soudaine	2	2
0.916	smell	selles	3	4
0.916	sending	sain digne	1	1
0.916	scending	sain digne	1	1
0.916	ricked	dicte	2	2
0.916	proof	pouf	6	6
0.916	prep	pep	4	4
0.916	pending	pain digne	1	1
0.916	mending	main digne	1	1
0.916	lept	loft	2	2
0.916	lending	lin digne	1	1
0.916	leapt	loft	2	2
0.916	keys	crise	3	7
0.916	keep	clips	4	5
0.916	juice	douce	2	2
0.916	jews	douze	1	1
0.916	guess	graisse	3	3
0.916	greed	guides	4	4
0.916	fruit	foutent	5	5
0.916	firmly	faiblit	1	3
0.916	fees	frise	2	6
0.916	drawn	donnent	3	4
0.916	deuce	douces	2	2
0.916	cute	coûte	2	3
0.916	crude	coude	6	6
0.916	crewed	coude	2	2
0.916	cress	caisse	2	2
0.916	creel	kil	2	2
0.916	crawl	col	4	5
0.916	cheep	type	2	2
0.916	cheap	type	2	2
0.916	canal	quenelle	2	3
0.916	bruise	bouse	2	2
0.916	brought	botte	2	2
0.916	broom	boum	3	3
0.916	brews	bouse	2	2
0.916	brett	bêtes	1	1
0.916	brawn	bonne	2	2
0.916	brawl	bol	2	2
0.916	bonding	ban digne	1	2
0.916	bloom	boum	1	1
0.916	bleed	bide	2	2
0.916	bedding	bedaine	2	2
0.916	bawling	pollen	2	2
0.916	balling	pollen	2	2
0.915	vengeance	vaine jeans	2	3
0.915	veggie	fidji	1	1
0.915	tunes	tous	1	1
0.915	tools	tous	1	1
0.915	tender	tête	2	4
0.915	tend	tête	2	2
0.915	teacher	tige	2	4
0.915	teach	tige	1	1
0.915	sticks	sphinx	1	1
0.915	simply	sain plie	3	4
0.915	similarly	simili	1	1
0.915	sensing	sain signe	1	1
0.915	seeds	six	2	4
0.915	seeders	six	2	2
0.915	glasgow	glass go	1	1
0.915	founders	fanent aise	1	2
0.915	founded	fanent aide	1	3
0.915	ford	fautes	2	2
0.915	flags	flics	2	2
0.915	fender	faites	2	2
0.915	exhibited	exhibent aide	2	5
0.915	doomed	doute	1	1
0.915	conclusion	con clous haine	4	4
0.915	cleaning	clinique	2	2
0.915	cedars	six	2	3
