a	b	hops	quality	subchain
fr:room	fr:rumeur	2	0.987	~ fr:room en:rumor ~ fr:rumeur
en:shooter	fr:shootes	2	0.987	en:shooter ≈ fr:shooter ~ fr:shootes
en:shooter	en:shoot	3	0.987	en:shooter ≈ fr:shooter ~ fr:shootes ≈ en:shoot
en:shooter	fr:shoot	4	0.987	en:shooter ≈ fr:shooter ~ fr:shootes ≈ en:shoot ~ fr:shoot
en:shooter	en:chute	5	0.987	en:shooter ≈ fr:shooter ~ fr:shootes ≈ en:shoot ~ fr:shoot ≈ en:chute
en:shooter	fr:chute	6	0.987	en:shooter ≈ fr:shooter ~ fr:shootes ≈ en:shoot ~ fr:shoot ≈ en:chute ~ fr:chute
fr:shooter	en:shoot	2	0.987	≈ fr:shooter fr:shootes ≈ en:shoot
fr:shooter	fr:shoot	3	0.987	≈ fr:shooter fr:shootes ≈ en:shoot ~ fr:shoot
fr:shooter	en:chute	4	0.987	≈ fr:shooter fr:shootes ≈ en:shoot ~ fr:shoot ≈ en:chute
fr:shooter	fr:chute	5	0.987	≈ fr:shooter fr:shootes ≈ en:shoot ~ fr:shoot ≈ en:chute ~ fr:chute
en:stem	fr:messe	2	0.987	en:stem ≈ fr:stemms ~ fr:messe
en:stem	en:mess	3	0.987	en:stem ≈ fr:stemms ~ fr:messe ≈ en:mess
en:stem	fr:mess	4	0.987	en:stem ≈ fr:stemms ~ fr:messe ≈ en:mess ~ fr:mess
fr:stemms	en:mess	2	0.987	≈ fr:stemms fr:messe ≈ en:mess
fr:stemms	fr:mess	3	0.987	≈ fr:stemms fr:messe ≈ en:mess ~ fr:mess
fr:messe	fr:mess	2	0.987	~ fr:messe ≈ en:mess fr:mess
en:tarty	fr:tata	2	0.987	en:tarty ≈ fr:tati ~ fr:tata
en:toot	fr:toutou	2	0.987	en:toot ≈ fr:toute ~ fr:toutou
en:truce	fr:fourrés	2	0.987	en:truce ≈ fr:trousse ~ fr:fourrés
fr:six	fr:seize	2	0.986	~ fr:six en:seize ~ fr:seize
fr:six	en:says	3	0.986	~ fr:six en:seize ~ fr:seize ≈ en:says
en:ea	fr:hai	2	0.986	en:ea ≈ fr:hi ~ fr:hai
fr:fesses	fr:boutis	2	0.986	≈ fr:fesses en:booty ≈ fr:boutis
fr:fesses	fr:bout	3	0.986	≈ fr:fesses en:booty ≈ fr:boutis ~ fr:bout
en:booty	fr:bout	2	0.986	= en:booty ≈ fr:boutis fr:bout
en:fess	en:booty	2	0.986	en:fess ≈ fr:fesses = en:booty
en:fess	fr:boutis	3	0.986	en:fess ≈ fr:fesses = en:booty ≈ fr:boutis
en:fess	fr:bout	4	0.986	en:fess ≈ fr:fesses = en:booty ≈ fr:boutis ~ fr:bout
en:fess	en:boo	5	0.986	en:fess ≈ fr:fesses = en:booty ≈ fr:boutis ~ fr:bout ≈ en:boo
en:fess	fr:boo	6	0.986	en:fess ≈ fr:fesses = en:booty ≈ fr:boutis ~ fr:bout ≈ en:boo ~ fr:boo
fr:fesses	en:boo	4	0.986	≈ fr:fesses en:booty ≈ fr:boutis ~ fr:bout ≈ en:boo
fr:fesses	fr:boo	5	0.986	≈ fr:fesses en:booty ≈ fr:boutis ~ fr:bout ≈ en:boo ~ fr:boo
en:booty	en:boo	3	0.986	= en:booty ≈ fr:boutis fr:bout ≈ en:boo
en:booty	fr:boo	4	0.986	= en:booty ≈ fr:boutis fr:bout ≈ en:boo ~ fr:boo
fr:boutis	en:boo	2	0.986	≈ fr:boutis ~ fr:bout ≈ en:boo
fr:boutis	fr:boo	3	0.986	≈ fr:boutis ~ fr:bout ≈ en:boo fr:boo
fr:bout	fr:boo	2	0.986	~ fr:bout ≈ en:boo ~ fr:boo
en:kami	fr:ouïe	2	0.986	en:kami ~ en:we ≈ fr:ouïe
en:freaky	fr:fric	2	0.986	en:freaky ~ en:freak ≈ fr:fric
en:knew	fr:notre	2	0.986	en:knew ≈ fr:nous ~ fr:notre
en:em	fr:aine	2	0.986	≈ en:em ~ en:en ≈ fr:aine
en:ms	fr:aimes	2	0.986	en:ms ≈ fr:aiment ès ~ fr:aimes
en:ms	en:em	3	0.986	en:ms ≈ fr:aiment ès ~ fr:aimes ≈ en:em
en:ms	en:en	4	0.986	en:ms ≈ fr:aiment ès ~ fr:aimes ≈ en:em ~ en:en
en:ms	fr:aine	5	0.986	en:ms ≈ fr:aiment ès ~ fr:aimes ≈ en:em ~ en:en ≈ fr:aine
fr:aiment ès	en:em	2	0.986	≈ fr:aiment ès fr:aimes ≈ en:em
fr:aiment ès	en:en	3	0.986	≈ fr:aiment ès fr:aimes ≈ en:em ~ en:en
fr:aiment ès	fr:aine	4	0.986	≈ fr:aiment ès fr:aimes ≈ en:em ~ en:en ≈ fr:aine
fr:aimes	en:en	2	0.986	~ fr:aimes ≈ en:em en:en
fr:aimes	fr:aine	3	0.986	~ fr:aimes ≈ en:em en:en ≈ fr:aine
en:new	fr:notre	2	0.986	en:new ≈ fr:nous ~ fr:notre
en:newer	fr:notre	2	0.986	en:newer ≈ fr:nous ~ fr:notre
en:nu	fr:notre	2	0.986	en:nu ≈ fr:nous ~ fr:notre
en:peeler	fr:piégé	2	0.986	en:peeler ≈ fr:pilé ~ fr:piégé
en:scilla	en:seller	2	0.986	en:scilla ≈ fr:seller ~ en:seller
en:scilla	fr:selles	3	0.986	en:scilla ≈ fr:seller ~ en:seller ≈ fr:selles
en:scilla	fr:verte	4	0.986	en:scilla ≈ fr:seller ~ en:seller ≈ fr:selles ~ fr:verte
en:six	en:seize	2	0.986	en:six ~ fr:six ≈ en:seize
en:six	fr:seize	3	0.986	en:six ~ fr:six ≈ en:seize ~ fr:seize
fr:seize	en:said	2	0.986	~ fr:seize ≈ en:says ~ en:said
fr:seize	fr:cède	3	0.986	~ fr:seize ≈ en:says ~ en:said fr:cède
en:says	fr:cède	2	0.986	≈ en:says ~ en:said ≈ fr:cède
en:sheen	fr:chinoise	2	0.986	en:sheen ≈ fr:chines ~ fr:chinoise
en:six	en:says	4	0.986	en:six ~ fr:six ≈ en:seize ~ fr:seize ≈ en:says
en:six	en:said	5	0.986	en:six ~ fr:six ≈ en:seize ~ fr:seize ≈ en:says ~ en:said
en:six	fr:cède	6	0.986	en:six ~ fr:six ≈ en:seize ~ fr:seize ≈ en:says ~ en:said ≈ fr:cède
fr:six	en:said	4	0.986	~ fr:six en:seize ~ fr:seize ≈ en:says ~ en:said
fr:six	fr:cède	5	0.986	~ fr:six en:seize ~ fr:seize ≈ en:says ~ en:said ≈ fr:cède
en:seize	en:said	3	0.986	≈ en:seize ~ fr:seize en:says ~ en:said
en:seize	fr:cède	4	0.986	≈ en:seize ~ fr:seize en:says ~ en:said ≈ fr:cède
en:talk	fr:tendues	2	0.986	en:talk ≈ fr:tocs ~ fr:tendues
en:terry	fr:faits rient	2	0.986	en:terry ≈ fr:tait rient ~ fr:faits rient
en:terry	en:ferry	3	0.986	en:terry ≈ fr:tait rient ~ fr:faits rient ≈ en:ferry
en:terry	fr:ferry	4	0.986	en:terry ≈ fr:tait rient ~ fr:faits rient ≈ en:ferry ~ fr:ferry
en:terry	en:fairy	5	0.986	en:terry ≈ fr:tait rient ~ fr:faits rient ≈ en:ferry ~ fr:ferry ≈ en:fairy
en:terry	fr:fées	6	0.986	en:terry ≈ fr:tait rient ~ fr:faits rient ≈ en:ferry ~ fr:ferry ≈ en:fairy = fr:fées
fr:tait rient	en:ferry	2	0.986	≈ fr:tait rient fr:faits rient ≈ en:ferry
fr:tait rient	fr:ferry	3	0.986	≈ fr:tait rient fr:faits rient ≈ en:ferry ~ fr:ferry
fr:tait rient	en:fairy	4	0.986	≈ fr:tait rient fr:faits rient ≈ en:ferry ~ fr:ferry ≈ en:fairy
fr:tait rient	fr:fées	5	0.986	≈ fr:tait rient fr:faits rient ≈ en:ferry ~ fr:ferry ≈ en:fairy = fr:fées
en:terry	fr:fée	6	0.986	en:terry ≈ fr:tait rient ~ fr:faits rient ≈ en:ferry ~ fr:ferry ≈ en:fairy = fr:fée
fr:tait rient	fr:fée	5	0.986	≈ fr:tait rient fr:faits rient ≈ en:ferry ~ fr:ferry ≈ en:fairy = fr:fée
en:active	en:octave	2	0.985	en:active ~ fr:active ≈ en:octave
en:active	fr:octave	3	0.985	en:active ~ fr:active ≈ en:octave ~ fr:octave
fr:active	fr:octave	2	0.985	~ fr:active en:octave ~ fr:octave
en:cell	fr:tome	2	0.985	en:cell ≈ fr:selle ~ fr:tome
en:coo	fr:coupes	4	0.985	en:coo ≈ fr:coup ~ en:coup ≈ fr:coupe ~ fr:coupes
fr:coup	fr:coupes	3	0.985	≈ fr:coup en:coup ≈ fr:coupe ~ fr:coupes
en:coo	en:coupe	5	0.985	en:coo ≈ fr:coup ~ en:coup ≈ fr:coupe ~ fr:coupes ≈ en:coupe
en:coo	fr:coupé	6	0.985	en:coo ≈ fr:coup ~ en:coup ≈ fr:coupe ~ fr:coupes ≈ en:coupe = fr:coupé
fr:coup	en:coupe	4	0.985	≈ fr:coup en:coup ≈ fr:coupe ~ fr:coupes ≈ en:coupe
fr:coup	fr:coupé	5	0.985	≈ fr:coup en:coup ≈ fr:coupe ~ fr:coupes ≈ en:coupe = fr:coupé
en:coup	fr:coupes	2	0.985	~ en:coup ≈ fr:coupe fr:coupes
en:coup	en:coupe	3	0.985	~ en:coup ≈ fr:coupe fr:coupes ≈ en:coupe
en:coup	fr:coupé	4	0.985	~ en:coup ≈ fr:coupe fr:coupes ≈ en:coupe = fr:coupé
fr:coupe	en:coupe	2	0.985	≈ fr:coupe ~ fr:coupes ≈ en:coupe
fr:coupe	fr:coupé	3	0.985	≈ fr:coupe ~ fr:coupes ≈ en:coupe fr:coupé
fr:coupes	fr:coupé	2	0.985	~ fr:coupes ≈ en:coupe = fr:coupé
en:gene	en:jinn	4	0.985	~ en:gene fr:jean ~ en:jean ≈ fr:djinns = en:jinn
en:gene	fr:gin	5	0.985	~ en:gene fr:jean ~ en:jean ≈ fr:djinns = en:jinn ≈ fr:gin
en:genes	fr:djinns	4	0.985	en:genes ~ en:gene ≈ fr:jean ~ en:jean ≈ fr:djinns
en:genes	en:jinn	5	0.985	en:genes ~ en:gene ≈ fr:jean ~ en:jean ≈ fr:djinns = en:jinn
en:genes	fr:gin	6	0.985	en:genes ~ en:gene ≈ fr:jean ~ en:jean ≈ fr:djinns = en:jinn ≈ fr:gin
en:paired	fr:perdue	2	0.985	en:paired ≈ fr:perdent ~ fr:perdue
en:room	fr:rumeurs	3	0.985	en:room ~ fr:room ≈ en:rumor ~ fr:rumeurs
fr:room	fr:rumeurs	2	0.985	~ fr:room en:rumor ~ fr:rumeurs
en:scilla	fr:selle	3	0.985	en:scilla ≈ fr:seller ~ en:seller ≈ fr:selle
en:scilla	fr:tome	4	0.985	en:scilla ≈ fr:seller ~ en:seller ≈ fr:selle ~ fr:tome
en:sherry	fr:chéri	2	0.985	en:sherry ≈ fr:chérie ~ fr:chéri
en:sued	fr:soudée	2	0.985	en:sued ≈ fr:soudent ~ fr:soudée
en:terrors	fr:terrestre	3	0.985	en:terrors ~ en:terror ≈ fr:terre ~ fr:terrestre
en:terror	fr:terrestre	2	0.985	~ en:terror fr:terre ~ fr:terrestre
en:meals	fr:mille	2	0.984	en:meals ~ en:meal ≈ fr:mille
en:bream	fr:bresse	2	0.984	en:bream ≈ fr:brime ~ fr:bresse
fr:soupe	fr:super	2	0.984	~ fr:soupe ≈ en:super ~ fr:super
en:geed	fr:gins	2	0.984	en:geed ≈ fr:gin ~ fr:gins
en:geed	en:jean	3	0.984	en:geed ≈ fr:gin ~ fr:gins ≈ en:jean
en:geed	fr:jean	4	0.984	en:geed ≈ fr:gin ~ fr:gins ≈ en:jean ~ fr:jean
en:geed	en:gene	5	0.984	en:geed ≈ fr:gin ~ fr:gins ≈ en:jean ~ fr:jean ≈ en:gene
en:geed	fr:gene	6	0.984	en:geed ≈ fr:gin ~ fr:gins ≈ en:jean ~ fr:jean ≈ en:gene ~ fr:gene
en:moolah	fr:chanvre	2	0.984	en:moolah ≈ fr:moulé ~ fr:chanvre
en:shooters	en:chute	4	0.984	en:shooters ~ fr:shootes ≈ en:shoot ~ fr:shoot ≈ en:chute
en:shooters	fr:chute	5	0.984	en:shooters ~ fr:shootes ≈ en:shoot ~ fr:shoot ≈ en:chute ~ fr:chute
fr:soupe	fr:soupes	2	0.984	≈ fr:soupe en:soup ≈ fr:soupes
fr:soupe	fr:soupes ta	3	0.984	≈ fr:soupe en:soup ≈ fr:soupes ~ fr:soupes ta
fr:soupe	en:superstar	4	0.984	≈ fr:soupe en:soup ≈ fr:soupes ~ fr:soupes ta ≈ en:superstar
fr:soupe	fr:superstar	5	0.984	≈ fr:soupe en:soup ≈ fr:soupes ~ fr:soupes ta ≈ en:superstar ~ fr:superstar
en:soup	fr:soupes ta	2	0.984	~ en:soup ≈ fr:soupes fr:soupes ta
en:soup	en:superstar	3	0.984	~ en:soup ≈ fr:soupes fr:soupes ta ≈ en:superstar
en:soup	fr:superstar	4	0.984	~ en:soup ≈ fr:soupes fr:soupes ta ≈ en:superstar ~ fr:superstar
fr:soupes	en:superstar	2	0.984	≈ fr:soupes ~ fr:soupes ta ≈ en:superstar
fr:soupes	fr:superstar	3	0.984	≈ fr:soupes ~ fr:soupes ta ≈ en:superstar fr:superstar
fr:soupes ta	fr:superstar	2	0.984	~ fr:soupes ta ≈ en:superstar ~ fr:superstar
en:shoe	fr:piégé	2	0.984	en:shoe ≈ fr:choux ~ fr:piégé
en:shoo	fr:piégé	2	0.984	en:shoo ≈ fr:choux ~ fr:piégé
fr:soupes	en:super	3	0.984	~ fr:soupes ≈ en:soup fr:soupe ≈ en:super
fr:soupes	fr:super	4	0.984	~ fr:soupes ≈ en:soup fr:soupe ≈ en:super ~ fr:super
en:super	en:soup	2	0.984	en:super ≈ fr:soupe ~ en:soup
en:super	fr:soupes	3	0.984	en:super ≈ fr:soupe ~ en:soup ≈ fr:soupes
en:super	fr:soupes ta	4	0.984	en:super ≈ fr:soupe ~ en:soup ≈ fr:soupes ~ fr:soupes ta
en:super	en:superstar	5	0.984	en:super ≈ fr:soupe ~ en:soup ≈ fr:soupes ~ fr:soupes ta ≈ en:superstar
en:super	fr:superstar	6	0.984	en:super ≈ fr:soupe ~ en:soup ≈ fr:soupes ~ fr:soupes ta ≈ en:superstar ~ fr:superstar
en:superstar	fr:soupes	2	0.984	en:superstar ≈ fr:soupes ta ~ fr:soupes
en:superstar	en:soup	3	0.984	en:superstar ≈ fr:soupes ta ~ fr:soupes ≈ en:soup
en:superstar	fr:soupe	4	0.984	en:superstar ≈ fr:soupes ta ~ fr:soupes ≈ en:soup ~ fr:soupe
en:superstar	en:super	5	0.984	en:superstar ≈ fr:soupes ta ~ fr:soupes ≈ en:soup ~ fr:soupe ≈ en:super
en:superstar	fr:super	6	0.984	en:superstar ≈ fr:soupes ta ~ fr:soupes ≈ en:soup ~ fr:soupe ≈ en:super ~ fr:super
fr:soupes ta	en:soup	2	0.984	≈ fr:soupes ta fr:soupes ≈ en:soup
fr:soupes ta	fr:soupe	3	0.984	≈ fr:soupes ta fr:soupes ≈ en:soup ~ fr:soupe
fr:soupes ta	en:super	4	0.984	≈ fr:soupes ta fr:soupes ≈ en:soup ~ fr:soupe ≈ en:super
fr:soupes ta	fr:super	5	0.984	≈ fr:soupes ta fr:soupes ≈ en:soup ~ fr:soupe ≈ en:super ~ fr:super
fr:soupes	fr:soupe	2	0.984	~ fr:soupes ≈ en:soup fr:soupe
en:zest	fr:zèle	2	0.984	en:zest ≈ fr:zeste ~ fr:zèle
en:awed	fr:émise	2	0.983	en:awed ≈ fr:odes ~ fr:émise
en:bye	en:buy	2	0.983	en:bye ~ fr:bye ≈ en:buy
en:bed	en:lee	2	0.983	en:bed = fr:lit ≈ en:lee
en:bed	fr:lee	3	0.983	en:bed = fr:lit ≈ en:lee ~ fr:lee
en:beds	en:lee	2	0.983	en:beds = fr:lits ≈ en:lee
en:beds	fr:lee	3	0.983	en:beds = fr:lits ≈ en:lee ~ fr:lee
fr:lits	fr:lee	2	0.983	= fr:lits en:lee ~ fr:lee
en:borne	fr:naître	3	0.983	en:borne ~ fr:borne ≈ en:born = fr:naître
fr:borne	fr:naître	2	0.983	~ fr:borne en:born = fr:naître
en:bye	fr:acheter	3	0.983	en:bye ~ fr:bye ≈ en:buy = fr:acheter
fr:bye	fr:acheter	2	0.983	~ fr:bye en:buy = fr:acheter
fr:coupe	fr:coup	2	0.983	= fr:coupe en:coup ~ fr:coup
en:cut	en:cooper	2	0.983	en:cut = fr:coupe ≈ en:cooper
en:cut	en:coup	2	0.983	en:cut = fr:coupe ≈ en:coup
en:cut	fr:coup	3	0.983	en:cut = fr:coupe ≈ en:coup ~ fr:coup
en:cut	fr:cooper	3	0.983	en:cut = fr:coupe ≈ en:cooper ~ fr:cooper
en:sees	fr:hans	3	0.983	≈ en:sees ~ en:seen ≈ fr:seine fr:hans
en:seen	fr:hans	2	0.983	~ en:seen ≈ fr:seine ~ fr:hans
en:daughter	en:sleep	2	0.983	en:daughter ≈ fr:dors = en:sleep
en:daughter	fr:slip	3	0.983	en:daughter ≈ fr:dors = en:sleep ≈ fr:slip
fr:dors	fr:slip	2	0.983	≈ fr:dors en:sleep ≈ fr:slip
en:seas	en:sees	3	0.983	~ en:seas fr:sise ~ fr:sises ≈ en:sees
en:fetter	fr:célébrer	2	0.983	en:fetter ≈ fr:fêter ~ fr:célébrer
fr:sises	en:seen	2	0.983	~ fr:sises ≈ en:sees ~ en:seen
en:freaky	fr:friche	3	0.983	en:freaky ~ en:freak ≈ fr:fric ~ fr:friche
en:gen	en:jean	3	0.983	en:gen ~ en:gene ≈ fr:jean ~ en:jean
en:gen	fr:gins	4	0.983	en:gen ~ en:gene ≈ fr:jean ~ en:jean ≈ fr:gins
en:gen	fr:gin dôme	5	0.983	en:gen ~ en:gene ≈ fr:jean ~ en:jean ≈ fr:gins ~ fr:gin dôme
fr:legs	fr:patte	2	0.983	~ fr:legs en:leg = fr:patte
fr:legs	fr:jambes	2	0.983	~ fr:legs en:leg = fr:jambes
fr:legs	fr:cuisse	2	0.983	~ fr:legs en:leg = fr:cuisse
en:legs	en:leg	2	0.983	en:legs ~ fr:legs ≈ en:leg
en:legs	fr:patte	3	0.983	en:legs ~ fr:legs ≈ en:leg = fr:patte
en:legs	fr:jambes	3	0.983	en:legs ~ fr:legs ≈ en:leg = fr:jambes
en:legs	fr:cuisse	3	0.983	en:legs ~ fr:legs ≈ en:leg = fr:cuisse
en:levy	fr:ondes	2	0.983	en:levy ≈ fr:lez vies ~ fr:ondes
en:moo	fr:moue	2	0.983	en:moo ≈ fr:moues ~ fr:moue
en:moolah	fr:brulé	2	0.983	en:moolah ≈ fr:moulé ~ fr:brulé
en:moose	fr:moussent	3	0.983	en:moose ≈ fr:mousse ~ en:mousse ≈ fr:moussent
en:moose	fr:moulage	4	0.983	en:moose ≈ fr:mousse ~ en:mousse ≈ fr:moussent ~ fr:moulage
fr:mousse	fr:moussent	2	0.983	≈ fr:mousse en:mousse ≈ fr:moussent
fr:mousse	fr:moulage	3	0.983	≈ fr:mousse en:mousse ≈ fr:moussent ~ fr:moulage
en:mousse	fr:moulage	2	0.983	~ en:mousse ≈ fr:moussent fr:moulage
en:mu	fr:moue	2	0.983	en:mu ≈ fr:moues ~ fr:moue
en:niche	fr:niche	2	0.983	en:niche ≈ fr:niches ~ fr:niche
en:peeler	fr:pigé	2	0.983	en:peeler ≈ fr:pilé ~ fr:pigé
en:reds	en:rouge	2	0.983	en:reds = fr:rouges ≈ en:rouge
en:reds	fr:rouge	3	0.983	en:reds = fr:rouges ≈ en:rouge ~ fr:rouge
fr:rouges	fr:rouge	2	0.983	= fr:rouges en:rouge ~ fr:rouge
en:seller	en:cellar	2	0.983	en:seller ~ fr:seller ≈ en:cellar
en:seller	fr:cellier	3	0.983	en:seller ~ fr:seller ≈ en:cellar = fr:cellier
fr:seller	fr:cellier	2	0.983	~ fr:seller en:cellar = fr:cellier
en:seller	fr:cave	3	0.983	en:seller ~ fr:seller ≈ en:cellar = fr:cave
fr:seller	fr:cave	2	0.983	~ fr:seller en:cellar = fr:cave
en:scratch	en:grief	2	0.983	en:scratch = fr:griffe ≈ en:grief
en:scratch	fr:grief	3	0.983	en:scratch = fr:griffe ≈ en:grief ~ fr:grief
fr:griffe	fr:grief	2	0.983	= fr:griffe en:grief ~ fr:grief
en:seas	en:seen	4	0.983	~ en:seas fr:sise ~ fr:sises ≈ en:sees ~ en:seen
en:seas	fr:hans	6	0.983	en:seas ≈ fr:sise ~ fr:sises ≈ en:sees ~ en:seen ≈ fr:seine ~ fr:hans
fr:sise	en:seen	3	0.983	≈ fr:sise ~ fr:sises en:sees ~ en:seen
fr:sise	fr:hans	5	0.983	≈ fr:sise fr:sises ≈ en:sees ~ en:seen ≈ fr:seine ~ fr:hans
fr:sises	fr:hans	4	0.983	~ fr:sises ≈ en:sees en:seen ≈ fr:seine ~ fr:hans
en:seize	en:seen	4	0.983	en:seize ≈ fr:sise ~ fr:sises ≈ en:sees ~ en:seen
en:seize	fr:hans	6	0.983	en:seize ≈ fr:sise ~ fr:sises ≈ en:sees ~ en:seen ≈ fr:seine ~ fr:hans
en:seizes	fr:sise	2	0.983	en:seizes ~ en:seas ≈ fr:sise
en:seizes	fr:sises	3	0.983	en:seizes ~ en:seas ≈ fr:sise ~ fr:sises
en:seizes	en:sees	4	0.983	en:seizes ~ en:seas ≈ fr:sise ~ fr:sises ≈ en:sees
en:seizes	en:seen	5	0.983	en:seizes ~ en:seas ≈ fr:sise ~ fr:sises ≈ en:sees ~ en:seen
en:seizes	fr:seine	6	0.983	en:seizes ~ en:seas ≈ fr:sise ~ fr:sises ≈ en:sees ~ en:seen ≈ fr:seine
fr:shoot	fr:chute	5	0.983	≈ fr:shoot en:shoot ≈ fr:shoote ~ fr:shootes ≈ en:chute ~ fr:chute
en:should	en:shoot	2	0.983	en:should ≈ fr:shoot ~ en:shoot
en:should	fr:shoote	3	0.983	en:should ≈ fr:shoot ~ en:shoot ≈ fr:shoote
en:should	fr:shootes	4	0.983	en:should ≈ fr:shoot ~ en:shoot ≈ fr:shoote ~ fr:shootes
en:should	en:chute	5	0.983	en:should ≈ fr:shoot ~ en:shoot ≈ fr:shoote ~ fr:shootes ≈ en:chute
en:should	fr:chute	6	0.983	en:should ≈ fr:shoot ~ en:shoot ≈ fr:shoote ~ fr:shootes ≈ en:chute ~ fr:chute
fr:shoot	fr:shoote	2	0.983	≈ fr:shoot en:shoot ≈ fr:shoote
fr:shoot	fr:shootes	3	0.983	≈ fr:shoot en:shoot ≈ fr:shoote ~ fr:shootes
fr:shoot	en:chute	4	0.983	≈ fr:shoot en:shoot ≈ fr:shoote ~ fr:shootes ≈ en:chute
en:shoot	fr:shootes	2	0.983	~ en:shoot ≈ fr:shoote fr:shootes
en:worst	en:peter	2	0.983	en:worst = fr:pire ≈ en:peter
en:worst	fr:peter	3	0.983	en:worst = fr:pire ≈ en:peter ~ fr:peter
fr:pire	fr:peter	2	0.983	= fr:pire en:peter ~ fr:peter
en:talk	fr:pendre	2	0.983	en:talk ≈ fr:tocs ~ fr:pendre
en:tea	fr:thés	2	0.983	en:tea ≈ fr:tee ~ fr:thés
en:troops	en:troupe	2	0.983	en:troops = fr:troupes ≈ en:troupe
en:troops	fr:troupe	3	0.983	en:troops = fr:troupes ≈ en:troupe ~ fr:troupe
fr:troupes	fr:troupe	2	0.983	= fr:troupes en:troupe ~ fr:troupe
en:anise	en:anis	2	0.982	en:anise ~ fr:anise ≈ en:anis
en:anise	fr:anis	3	0.982	en:anise ~ fr:anise ≈ en:anis ~ fr:anis
fr:anise	fr:anis	2	0.982	~ fr:anise en:anis ~ fr:anis
fr:sexe	en:sex	2	0.982	≈ fr:sexe ~ fr:sexes ≈ en:sex
fr:sexe	fr:sexuel	3	0.982	≈ fr:sexe ~ fr:sexes ≈ en:sex fr:sexuel
fr:sexes	fr:sexuel	2	0.982	~ fr:sexes ≈ en:sex ~ fr:sexuel
en:ben	fr:saisis	2	0.982	en:ben ≈ fr:bennes ~ fr:saisis
fr:aimes	fr:ist	2	0.982	~ fr:aimes ≈ en:em fr:ist
en:crack	en:cruck	2	0.982	en:crack ~ fr:crack ≈ en:cruck
en:crack	en:cruet	3	0.982	en:crack ~ fr:crack ≈ en:cruck ~ en:cruet
en:crack	fr:croûte	4	0.982	en:crack ~ fr:crack ≈ en:cruck ~ en:cruet ≈ fr:croûte
fr:crack	en:cruet	2	0.982	~ fr:crack en:cruck ~ en:cruet
fr:crack	fr:croûte	3	0.982	~ fr:crack en:cruck ~ en:cruet ≈ fr:croûte
en:cruck	fr:croûte	2	0.982	≈ en:cruck ~ en:cruet fr:croûte
en:sees	fr:seine	3	0.982	≈ en:sees ~ en:seen ≈ fr:seines fr:seine
en:sees	fr:seines	2	0.982	≈ en:sees ~ en:seen ≈ fr:seines
en:seen	fr:seine	2	0.982	~ en:seen ≈ fr:seines ~ fr:seine
en:dealer	fr:dealers	2	0.982	en:dealer ≈ fr:dealer ~ fr:dealers
en:debt	en:sees	5	0.982	en:debt ≈ fr:dettes ~ en:seas ≈ fr:sise ~ fr:sises ≈ en:sees
en:debt	fr:vues	6	0.982	en:debt ≈ fr:dettes ~ en:seas ≈ fr:sise ~ fr:sises ≈ en:sees ~ fr:vues
fr:dettes	en:sees	4	0.982	≈ fr:dettes en:seas ≈ fr:sise ~ fr:sises ≈ en:sees
fr:dettes	fr:vues	5	0.982	≈ fr:dettes en:seas ≈ fr:sise ~ fr:sises ≈ en:sees ~ fr:vues
en:seas	fr:vues	4	0.982	~ en:seas ≈ fr:sise fr:sises ≈ en:sees ~ fr:vues
fr:secs	en:sex	4	0.982	≈ fr:secs en:secs ≈ fr:sexe ~ fr:sexes ≈ en:sex
en:sec	fr:sexe	3	0.982	en:sec ≈ fr:secs ~ en:secs ≈ fr:sexe
en:sec	en:sex	5	0.982	en:sec ≈ fr:secs ~ en:secs ≈ fr:sexe ~ fr:sexes ≈ en:sex
en:sec	fr:sexes	4	0.982	en:sec ≈ fr:secs ~ en:secs ≈ fr:sexe ~ fr:sexes
en:secs	en:sex	3	0.982	~ en:secs ≈ fr:sexe fr:sexes ≈ en:sex
en:eating	fr:hit	2	0.982	en:eating ~ en:eat ≈ fr:hit
en:fetter	fr:célébrée	2	0.982	en:fetter ≈ fr:fêter ~ fr:célébrée
en:sec	en:secs	2	0.982	en:sec ≈ fr:secs ~ en:secs
en:sec	fr:sexuel	6	0.982	en:sec ≈ fr:secs ~ en:secs ≈ fr:sexe ~ fr:sexes ≈ en:sex ~ fr:sexuel
fr:secs	fr:sexuel	5	0.982	≈ fr:secs en:secs ≈ fr:sexe ~ fr:sexes ≈ en:sex ~ fr:sexuel
en:secs	fr:sexuel	4	0.982	~ en:secs ≈ fr:sexe fr:sexes ≈ en:sex ~ fr:sexuel
fr:sises	fr:seine	4	0.982	~ fr:sises ≈ en:sees en:seen ≈ fr:seines ~ fr:seine
en:grill	fr:grilles	3	0.982	en:grill ~ fr:grill ≈ en:grille ~ fr:grilles
fr:grill	fr:grilles	2	0.982	~ fr:grill en:grille ~ fr:grilles
en:mall	fr:moussa	2	0.982	en:mall ≈ fr:molle ~ fr:moussa
en:moo	fr:fourrés	2	0.982	en:moo ≈ fr:moues ~ fr:fourrés
en:ms	fr:ist	4	0.982	en:ms ≈ fr:aiment ès ~ fr:aimes ≈ en:em ~ fr:ist
fr:aiment ès	fr:ist	3	0.982	≈ fr:aiment ès fr:aimes ≈ en:em ~ fr:ist
en:mu	fr:fourrés	2	0.982	en:mu ≈ fr:moues ~ fr:fourrés
