en	fr	combo	tier	cognate	src_en	src_fr	src_tier	zipf_en	zipf_fr
pities	prise	0.852	DUAL-S	0	pity	pris	GOLD	1.92	5.04
bbc	bibis	0.852	DUAL-S	0	bbc	bibi	A	4.57	1.6
correct	correctes	0.85	DUAL-S	1	correct	correcte	DUAL-S	4.79	3.15
esteem	estimant	0.85	DUAL-S	0	esteem	estime	DUAL-S	3.9	3.63
esteem	estimait	0.85	DUAL-S	0	esteem	estime	DUAL-S	3.9	3.5
excel	excellent	0.85	DUAL-S	0	excel	excelle	DUAL-S	3.73	4.65
excel	excellait	0.85	DUAL-S	0	excel	excelle	DUAL-S	3.73	2.36
excel	excellant	0.85	DUAL-S	0	excel	excelle	DUAL-S	3.73	1.97
excel	excella	0.85	DUAL-S	1	excel	excelle	DUAL-S	3.73	1.72
pressed	pressante	0.85	DUAL-S	1	pressing	pressants	DUAL-S	4.12	2.85
pressed	pressantes	0.85	DUAL-S	0	pressing	pressants	DUAL-S	4.12	2.52
semesters	semestre	0.85	DUAL-S	1	semester	semestre	DUAL-S	3.0	3.96
stress	stressant	0.85	DUAL-S	1	stress	stressé	DUAL-S	4.73	3.35
testers	testeuse	0.85	DUAL-S	1	tester	testeur	DUAL-S	3.01	1.58
text	texto	0.85	DUAL-S	1	texting	texto	DUAL-S	5.01	3.56
text	textos	0.85	DUAL-S	1	texting	textos	DUAL-S	5.01	3.36
easy	zizis	0.85	DUAL-S	0	easy	zizi	A	5.29	2.13
excelled	excède	0.85	DUAL-S	0	excel	excède	A	3.19	3.21
excelled	excèdent	0.85	DUAL-S	0	excel	excède	A	3.19	2.59
street	stricts	0.85	DUAL-S	0	street	strict	A	5.28	3.06
texture	texte	0.85	DUAL-S	1	texture	textes	A	3.93	5.08
festive	festives	0.849	DUAL-S	1	festive	festif	DUAL-S	3.58	2.67
morbid	morbides	0.849	DUAL-S	1	morbid	morbide	DUAL-S	3.26	2.6
strict	stricts	0.849	DUAL-S	1	strict	stricte	DUAL-S	4.23	3.06
stricter	stricte	0.849	DUAL-S	1	strict	stricte	DUAL-S	3.23	3.78
stricter	strict	0.849	DUAL-S	1	strict	stricte	DUAL-S	3.23	3.81
stricter	strictes	0.849	DUAL-S	1	strict	stricte	DUAL-S	3.23	3.5
stricter	stricts	0.849	DUAL-S	1	strict	stricte	DUAL-S	3.23	3.06
clean	clignent	0.849	DUAL-S	0	clean	cligne	STRICT-GOLD	4.97	1.69
cleaner	clignent	0.849	DUAL-S	0	clean	cligne	STRICT-GOLD	3.9	1.69
northeast	nordiste	0.849	DUAL-S	0	northeast	nordistes	STRICT-GOLD	4.06	2.91
export	expertes	0.849	DUAL-S	0	export	experte	LOOP2	4.24	2.66
crest	crêtes	0.848	DUAL-S	0	crest	crête	DUAL-S	3.65	3.21
forts	fortes	0.848	DUAL-S	1	fort	forte	DUAL-S	3.23	4.43
frets	frette	0.848	DUAL-S	0	fret	frette	DUAL-S	2.65	2.56
grouped	groupe	0.848	DUAL-S	1	group	groupe	DUAL-S	3.52	5.53
grouped	groupes	0.848	DUAL-S	1	group	groupe	DUAL-S	3.52	4.96
pests	pestes	0.848	DUAL-S	1	pest	peste	DUAL-S	3.41	2.54
pests	pestent	0.848	DUAL-S	0	pest	peste	DUAL-S	3.41	1.85
porch	porches	0.848	DUAL-S	1	porch	porche	DUAL-S	3.85	2.33
pressed	presse	0.848	DUAL-S	1	press	presse	DUAL-S	4.12	5.04
pressed	presses	0.848	DUAL-S	1	press	presse	DUAL-S	4.12	3.7
pressed	pressent	0.848	DUAL-S	1	press	presse	DUAL-S	4.12	3.19
sects	secte	0.848	DUAL-S	1	sect	secte	DUAL-S	3.14	3.88
sexed	sexe	0.848	DUAL-S	1	sex	sexe	DUAL-S	2.48	4.75
sexed	sexes	0.848	DUAL-S	1	sex	sexe	DUAL-S	2.48	3.86
stressed	stresser	0.848	DUAL-S	1	stress	stressé	DUAL-S	4.18	3.16
stressed	stressés	0.848	DUAL-S	1	stress	stressé	DUAL-S	4.18	2.87
trooped	troupe	0.848	DUAL-S	1	troop	troupe	DUAL-S	1.97	4.17
trooped	troupes	0.848	DUAL-S	0	troop	troupe	DUAL-S	1.97	4.66
vests	veste	0.848	DUAL-S	1	vest	veste	DUAL-S	3.19	4.22
vexed	vexe	0.848	DUAL-S	1	vexed	vexé	DUAL-S	2.81	2.83
vexed	vexent	0.848	DUAL-S	0	vexed	vexé	DUAL-S	2.81	1.83
blest	blesse	0.848	DUAL-S	0	bless	blesse	S	2.16	3.79
brutes	broute	0.848	DUAL-S	1	brute	broute	S	2.6	2.37
brutes	broutent	0.848	DUAL-S	0	brute	broute	S	2.6	2.08
cliques	clic	0.848	DUAL-S	0	clique	clic	S	2.66	3.79
cliques	clics	0.848	DUAL-S	0	clique	clic	S	2.66	3.46
creaks	crique	0.848	DUAL-S	0	creak	crique	S	2.15	2.98
creaks	criques	0.848	DUAL-S	0	creak	crique	S	2.15	2.58
creaked	crique	0.848	DUAL-S	0	creak	crique	S	2.04	2.98
creaked	criques	0.848	DUAL-S	0	creak	crique	S	2.04	2.58
creased	crisse	0.848	DUAL-S	0	crease	crisse	S	2.46	2.85
creased	crissent	0.848	DUAL-S	0	crease	crisse	S	2.46	2.12
crossed	crosses	0.848	DUAL-S	1	cross	crosse	S	4.35	2.68
fleshed	flèche	0.848	DUAL-S	0	flesh	flèche	S	2.72	3.99
fleshed	flèches	0.848	DUAL-S	0	flesh	flèche	S	2.72	3.72
freaks	fric	0.848	DUAL-S	0	freak	fric	S	3.56	3.99
freaks	frics	0.848	DUAL-S	0	freak	fric	S	3.56	1.91
freaked	fric	0.848	DUAL-S	0	freak	fric	S	3.52	3.99
freaked	frics	0.848	DUAL-S	0	freak	fric	S	3.52	1.91
roosts	rouste	0.848	DUAL-S	0	roost	rouste	S	2.13	2.33
scoots	scout	0.848	DUAL-S	0	scoot	scout	S	1.94	3.27
scoots	scouts	0.848	DUAL-S	1	scoot	scout	S	1.94	3.36
scoots	scoute	0.848	DUAL-S	0	scoot	scout	S	1.94	2.11
sleeps	slips	0.848	DUAL-S	0	sleep	slip	S	3.71	2.92
stalked	stock	0.848	DUAL-S	0	stalk	stock	S	3.21	4.16
stalked	stocks	0.848	DUAL-S	0	stalk	stock	S	3.21	3.87
stalks	stock	0.848	DUAL-S	0	stalk	stock	S	3.16	4.16
stalks	stocks	0.848	DUAL-S	0	stalk	stock	S	3.16	3.87
stalked	stocke	0.848	DUAL-S	0	stalk	stocke	S	3.21	2.98
stalked	stockent	0.848	DUAL-S	0	stalk	stocke	S	3.21	2.63
stalks	stocke	0.848	DUAL-S	0	stalk	stocke	S	3.16	2.98
stalks	stockent	0.848	DUAL-S	0	stalk	stocke	S	3.16	2.63
stalked	stockes	0.848	DUAL-S	0	stalk	stockes	S	3.21	1.69
stalks	stockes	0.848	DUAL-S	0	stalk	stockes	S	3.16	1.69
steps	steppe	0.848	DUAL-S	0	step	steppe	S	4.73	2.81
stepped	steppe	0.848	DUAL-S	1	step	steppe	S	4.2	2.81
tests	testent	0.848	DUAL-S	0	test	testent	S	4.67	2.95
tests	testes	0.848	DUAL-S	1	test	testes	S	4.67	2.67
troupes	troupe	0.848	DUAL-S	1	troupe	troupes	S	2.34	4.17
vaults	volts	0.848	DUAL-S	0	vault	volts	S	3.2	3.27
vaults	volt	0.848	DUAL-S	0	vault	volts	S	3.2	2.97
vexed	vexes	0.848	DUAL-S	1	vex	vexes	S	2.81	1.67
dressed	dresse	0.848	DUAL-S	1	dress	dresse	STRICT-GOLD	4.42	3.83
dressed	dressent	0.848	DUAL-S	1	dress	dresse	STRICT-GOLD	4.42	3.22
grouped	group	0.848	DUAL-S	1	groups	group	STRICT-GOLD	3.52	4.05
grouped	groups	0.848	DUAL-S	1	groups	group	STRICT-GOLD	3.52	2.77
streak	triques	0.848	DUAL-S	0	streak	trique	STRICT-GOLD	4.06	1.69
cheques	tchèque	0.848	DUAL-S	0	cheque	tchèque	LOOP2	3.1	3.96
cheques	tchèques	0.848	DUAL-S	1	cheque	tchèque	LOOP2	3.1	3.25
pleats	plisse	0.848	DUAL-S	0	pleat	plisse	LOOP8	2.37	2.39
pressed	prêtes	0.848	DUAL-S	0	press	prêt	LOOP3	4.12	3.8
pressed	prêtent	0.848	DUAL-S	0	pressed	prête	LOOP3	4.12	3.45
sexed	sectes	0.848	DUAL-S	0	sex	sectes	LOOP12	2.48	3.31
sext	sectes	0.848	DUAL-S	0	sext	secte	LOOP5	2.3	3.31
caressed	crêtes	0.848	DUAL-S	0	caressed	crête	GOLD	2.51	3.21
frost	frottent	0.848	DUAL-S	0	frost	frotte	GOLD	3.95	2.78
quest	couettes	0.848	DUAL-S	0	quest	couette	GOLD	4.27	2.79
sprees	prise	0.848	DUAL-S	0	spree	pris	GOLD	2.52	5.04
stream	triment	0.848	DUAL-S	0	stream	trime	GOLD	4.62	2.06
stream	trimes	0.848	DUAL-S	0	stream	trime	GOLD	4.62	1.69
sects	sexe	0.848	DUAL-S	0	sect	sexe	LOOP1	3.14	4.75
sects	sexes	0.848	DUAL-S	0	sect	sexe	LOOP1	3.14	3.86
creep	cryptes	0.848	DUAL-S	0	creep	crypte	A	3.84	2.36
crossed	crottes	0.848	DUAL-S	0	crossed	crotte	A	4.35	3.16
flossed	flotte	0.848	DUAL-S	0	floss	flotte	A	1.72	4.29
flossed	flottes	0.848	DUAL-S	0	floss	flotte	A	1.72	3.17
flossed	flottent	0.848	DUAL-S	0	floss	flotte	A	1.72	2.96
greases	grise	0.848	DUAL-S	0	grease	gris	A	2.1	3.94
greases	grises	0.848	DUAL-S	1	grease	gris	A	2.1	3.36
merry	mercis	0.848	DUAL-S	0	merry	merci	A	3.83	2.67
merrier	merci	0.848	DUAL-S	0	merry	merci	A	2.64	5.62
merrier	mercis	0.848	DUAL-S	0	merry	merci	A	2.64	2.67
trimmer	stream	0.848	DUAL-S	0	trim	stream	A	2.78	3.57
tweet	twists	0.848	DUAL-S	0	tweet	twist	A	4.17	1.92
breezed	brise	0.847	DUAL-S	0	breeze	brise	DUAL-S	2.23	4.12
breezed	brisent	0.847	DUAL-S	0	breeze	brise	DUAL-S	2.23	3.08
breezed	brises	0.847	DUAL-S	0	breeze	brises	DUAL-S	2.23	2.98
collect	collectes	0.847	DUAL-S	1	collect	collecte	DUAL-S	4.37	3.0
ferried	ferries	0.847	DUAL-S	1	ferry	ferries	DUAL-S	2.54	3.0
formal	formelles	0.847	DUAL-S	0	formal	formel	DUAL-S	4.45	3.16
formel	formelles	0.847	DUAL-S	1	formel	formelle	DUAL-S	1.23	3.16
normed	norme	0.847	DUAL-S	1	norm	norme	DUAL-S	1.93	4.25
normed	normes	0.847	DUAL-S	1	norm	norme	DUAL-S	1.93	4.39
orgy	orgies	0.847	DUAL-S	0	orgy	orgie	DUAL-S	3.24	2.77
spored	spores	0.847	DUAL-S	1	spore	spores	DUAL-S	1.55	3.04
vested	veste	0.847	DUAL-S	1	vest	veste	DUAL-S	3.45	4.22
vested	vestes	0.847	DUAL-S	1	vest	veste	DUAL-S	3.45	3.36
corned	corne	0.847	DUAL-S	1	corn	corne	S	2.63	3.61
corned	cornes	0.847	DUAL-S	1	corn	corne	S	2.63	3.58
cornered	corne	0.847	DUAL-S	1	corner	corne	S	3.18	3.61
cornered	cornes	0.847	DUAL-S	0	corner	corne	S	3.18	3.58
grieved	grive	0.847	DUAL-S	1	grieve	grive	S	2.68	2.45
grieved	grives	0.847	DUAL-S	1	grieve	grive	S	2.68	2.43
pressured	prêche	0.847	DUAL-S	0	pressure	prêche	S	3.5	3.25
pressured	prêches	0.847	DUAL-S	0	pressure	prêche	S	3.5	2.75
pressured	prêchent	0.847	DUAL-S	0	pressure	prêche	S	3.5	2.68
stemmed	stemm	0.847	DUAL-S	1	stem	stemm	S	3.21	0.0
stemmed	stemms	0.847	DUAL-S	1	stem	stemms	S	3.21	0.0
stemmed	stems	0.847	DUAL-S	0	stem	stems	S	3.21	1.01
tested	testent	0.847	DUAL-S	1	test	testent	S	4.48	2.95
tested	testes	0.847	DUAL-S	1	test	testes	S	4.48	2.67
vaulted	volts	0.847	DUAL-S	0	vault	volts	S	3.08	3.27
vaulted	volt	0.847	DUAL-S	0	vault	volts	S	3.08	2.97
wrested	restent	0.847	DUAL-S	0	wrest	reste	S	2.44	4.63
wrested	restes	0.847	DUAL-S	1	wrest	reste	S	2.44	4.28
extra	extraient	0.847	DUAL-S	0	extra	extrait	STRICT-GOLD	4.98	2.34
extra	extrais	0.847	DUAL-S	1	extra	extrait	STRICT-GOLD	4.98	2.21
stemmed	stem	0.847	DUAL-S	0	stems	stem	STRICT-GOLD	3.21	2.49
rested	restent	0.847	DUAL-S	1	rested	reste	LOOP2	3.59	4.63
rested	restes	0.847	DUAL-S	1	rested	reste	LOOP2	3.59	4.28
spread	sprays	0.847	DUAL-S	0	spread	spray	LOOP4	4.81	2.27
stored	stores	0.847	DUAL-S	1	store	stores	LOOP6	4.18	3.11
collector	collectes	0.847	DUAL-S	1	collector	collecte	GOLD	3.91	3.0
declare	claire	0.847	DUAL-S	1	declare	clair	GOLD	4.05	4.62
declare	claires	0.847	DUAL-S	0	declare	clair	GOLD	4.05	3.95
forge	forgent	0.847	DUAL-S	1	forge	forges	GOLD	3.78	2.54
friend	freinent	0.847	DUAL-S	0	friend	freine	GOLD	5.37	2.72
vaccine	vaccinent	0.847	DUAL-S	1	vaccine	vacciner	GOLD	4.0	1.6
breeds	brisent	0.847	DUAL-S	0	breeds	brise	A	3.68	3.08
floored	flores	0.847	DUAL-S	1	floor	flore	A	2.93	3.04
ruble	roubles	0.846	DUAL-S	1	ruble	rouble	DUAL-S	2.62	3.24
recoup	recoupent	0.846	DUAL-S	1	recoup	recoupe	S	2.98	2.69
smell	semelles	0.846	DUAL-S	1	smell	semelle	S	4.49	3.15
briefer	briefe	0.846	DUAL-S	1	brief	briefe	STRICT-GOLD	2.16	2.35
metal	merles	0.846	DUAL-S	0	metal	merle	A	4.82	2.51
repair	repaires	0.846	DUAL-S	1	repair	repaire	A	4.41	2.47
progress	progressent	0.845	DUAL-S	1	progresses	progresse	DUAL-S	4.78	3.2
knew	nounous	0.845	DUAL-S	0	knew	nounou	A	5.2	2.51
new	nounous	0.845	DUAL-S	0	new	nounou	A	6.25	2.51
chords	corde	0.844	DUAL-S	0	chord	corde	DUAL-S	3.5	4.11
chords	cordes	0.844	DUAL-S	1	chord	corde	DUAL-S	3.5	4.04
clares	claire	0.844	DUAL-S	1	clare	claire	DUAL-S	1.64	4.62
clares	clair	0.844	DUAL-S	0	clare	claire	DUAL-S	1.64	4.89
clares	claires	0.844	DUAL-S	1	clare	claire	DUAL-S	1.64	3.95
clares	clairs	0.844	DUAL-S	1	clare	claire	DUAL-S	1.64	3.84
presses	pressent	0.844	DUAL-S	1	press	presse	DUAL-S	3.52	3.19
rupees	roupie	0.844	DUAL-S	0	rupee	roupie	DUAL-S	3.39	2.43
scepter	sceptres	0.844	DUAL-S	1	scepter	sceptre	DUAL-S	2.73	1.82
vexes	vexe	0.844	DUAL-S	1	vexed	vexé	DUAL-S	1.81	2.83
vexes	vexent	0.844	DUAL-S	0	vexed	vexé	DUAL-S	1.81	1.83
blesses	blesse	0.844	DUAL-S	1	bless	blesse	S	2.61	3.79
borns	borne	0.844	DUAL-S	1	born	borne	S	2.24	3.84
borns	bornes	0.844	DUAL-S	1	born	borne	S	2.24	4.07
breeds	brides	0.844	DUAL-S	0	breed	bride	S	3.68	2.86
breeders	bride	0.844	DUAL-S	0	breeder	bridé	S	3.46	3.41
breeders	brides	0.844	DUAL-S	0	breeder	bridé	S	3.46	2.86
cleaves	clive	0.844	DUAL-S	0	cleave	clive	S	2.46	3.09
coolies	coulis	0.844	DUAL-S	1	coolie	coulis	S	2.07	2.75
corns	corne	0.844	DUAL-S	1	corn	corne	S	2.45	3.61
corns	cornes	0.844	DUAL-S	1	corn	corne	S	2.45	3.58
creases	crisse	0.844	DUAL-S	0	crease	crisse	S	2.71	2.85
creases	crissent	0.844	DUAL-S	0	crease	crisse	S	2.71	2.12
fleshes	flèche	0.844	DUAL-S	0	flesh	flèche	S	1.75	3.99
fleshes	flèches	0.844	DUAL-S	0	flesh	flèche	S	1.75	3.72
formers	forme	0.844	DUAL-S	1	former	forme	S	2.45	5.35
formers	formes	0.844	DUAL-S	1	former	forme	S	2.45	4.71
formers	forment	0.844	DUAL-S	0	former	forme	S	2.45	4.26
genes	djinn	0.844	DUAL-S	0	gene	djinn	S	4.14	2.64
genes	djinns	0.844	DUAL-S	0	gene	djinn	S	4.14	2.47
genes	gins	0.844	DUAL-S	0	gene	gin	S	4.14	1.96
greaves	grive	0.844	DUAL-S	0	greave	grive	S	2.8	2.45
greaves	grives	0.844	DUAL-S	1	greave	grive	S	2.8	2.43
grieves	grive	0.844	DUAL-S	1	grieve	grive	S	2.57	2.45
grieves	grives	0.844	DUAL-S	1	grieve	grive	S	2.57	2.43
meanies	mini	0.844	DUAL-S	0	meanie	mini	S	2.09	4.54
meanies	minis	0.844	DUAL-S	0	meanie	mini	S	2.09	2.8
meanies	minnie	0.844	DUAL-S	0	meany	minnie	S	2.09	2.94
pooches	putsch	0.844	DUAL-S	0	pooch	putsch	S	2.12	3.26
pooches	putschs	0.844	DUAL-S	0	pooch	putschs	S	2.12	1.6
pressures	prêches	0.844	DUAL-S	0	pressure	prêche	S	3.91	2.75
pressures	prêchent	0.844	DUAL-S	0	pressure	prêche	S	3.91	2.68
queens	couinent	0.844	DUAL-S	0	queen	couine	S	4.06	1.82
queens	couines	0.844	DUAL-S	0	queen	couines	S	4.06	1.03
stealers	style	0.844	DUAL-S	0	stealer	stylé	S	2.2	4.98
stems	stemm	0.844	DUAL-S	1	stem	stemm	S	3.83	0.0
stems	stemms	0.844	DUAL-S	1	stem	stemms	S	3.83	0.0
suited	sourdre	0.844	DUAL-S	0	suited	sourde	S	4.03	1.75
teepees	tipi	0.844	DUAL-S	0	teepee	tipi	S	1.71	2.56
teepees	tipis	0.844	DUAL-S	0	teepee	tipi	S	1.71	2.14
tepees	tipi	0.844	DUAL-S	0	tepee	tipi	S	1.6	2.56
tepees	tipis	0.844	DUAL-S	0	tepee	tipi	S	1.6	2.14
tresses	tresse	0.844	DUAL-S	1	tress	tresses	S	2.54	3.02
truces	trousse	0.844	DUAL-S	0	truce	trousse	S	1.89	3.48
truces	trousses	0.844	DUAL-S	0	truce	trousse	S	1.89	3.21
broads	brode	0.844	DUAL-S	0	broad	brode	STRICT-GOLD	2.74	2.42
dresses	dressent	0.844	DUAL-S	1	dress	dresse	STRICT-GOLD	4.05	3.22
pressers	presses	0.844	DUAL-S	1	pressers	presse	STRICT-GOLD	2.03	3.7
pressers	pressent	0.844	DUAL-S	1	pressers	presse	STRICT-GOLD	2.03	3.19
claires	clair	0.844	DUAL-S	1	claire	clair	LOOP2	1.59	4.89
claires	claire	0.844	DUAL-S	1	claire	clair	LOOP2	1.59	4.62
claires	clairs	0.844	DUAL-S	1	claire	clair	LOOP2	1.59	3.84
stealers	styles	0.844	DUAL-S	0	stealer	style	LOOP2	2.2	3.97
testers	tests	0.844	DUAL-S	1	testers	test	LOOP12	3.01	4.43
greeters	grise	0.844	DUAL-S	0	greeter	gris	GOLD	1.86	3.94
greeters	grises	0.844	DUAL-S	0	greeter	gris	GOLD	1.86	3.36
reprove	prouve	0.844	DUAL-S	1	reprove	prouvent	GOLD	1.79	4.35
steeper	strip	0.844	DUAL-S	0	steep	strip	GOLD	2.91	3.56
strep	steppe	0.844	DUAL-S	0	strep	steppes	GOLD	2.73	2.81
bruces	brousse	0.844	DUAL-S	0	bruce	brousse	A	1.59	3.39
bruces	brousses	0.844	DUAL-S	0	bruce	brousse	A	1.59	1.91
cuisine	couinent	0.844	DUAL-S	0	cuisine	couine	A	3.81	1.82
floors	flores	0.844	DUAL-S	1	floor	flore	A	4.04	3.04
messy	mercis	0.844	DUAL-S	0	messy	merci	A	3.87	2.67
priest	pistent	0.844	DUAL-S	0	priest	piste	A	4.33	1.81
recruit	croûtes	0.844	DUAL-S	0	recruit	croûte	A	3.89	2.8
reform	forme	0.844	DUAL-S	0	reform	formes	A	4.53	5.35
reform	forment	0.844	DUAL-S	0	reform	formes	A	4.53	4.26
cliched	cliché	0.843	DUAL-S	1	cliche	cliché	DUAL-S	2.35	3.88
cliched	clichés	0.843	DUAL-S	0	cliche	cliché	DUAL-S	2.35	4.02
cliched	clichée	0.843	DUAL-S	1	cliche	cliché	DUAL-S	2.35	1.7
escorts	escorté	0.843	DUAL-S	1	escort	escorte	DUAL-S	3.42	3.01
escorts	escorter	0.843	DUAL-S	1	escort	escorte	DUAL-S	3.42	2.97
escorts	escortés	0.843	DUAL-S	1	escort	escorte	DUAL-S	3.42	2.66
escorts	escortée	0.843	DUAL-S	1	escort	escorte	DUAL-S	3.42	2.46
beached	bits	0.843	DUAL-S	0	beach	bits	LOOP3	2.61	3.46
beached	bit	0.843	DUAL-S	0	beach	bits	LOOP3	2.61	3.44
approve	prouve	0.843	DUAL-S	1	approve	prouvent	GOLD	4.08	4.35
asleep	slips	0.843	DUAL-S	0	asleep	slip	A	4.36	2.92
beached	bite	0.843	DUAL-S	0	beach	bite	A	2.61	4.24
beached	bites	0.843	DUAL-S	0	beach	bite	A	2.61	3.52
cordoned	corde	0.842	DUAL-S	1	cordon	cordons	DUAL-S	2.43	4.11
cordoned	cordes	0.842	DUAL-S	0	cordon	cordons	DUAL-S	2.43	4.04
cliches	cliché	0.841	DUAL-S	1	cliche	cliché	DUAL-S	2.81	3.88
cliches	clichés	0.841	DUAL-S	1	cliche	cliché	DUAL-S	2.81	4.02
cliches	clichée	0.841	DUAL-S	1	cliche	cliché	DUAL-S	2.81	1.7
recipe	respirait	0.841	DUAL-S	0	recipe	respirer	LOOP6	4.23	2.9
readied	raide	0.841	DUAL-S	0	ready	raide	GOLD	2.59	3.59
readied	raides	0.841	DUAL-S	0	ready	raide	GOLD	2.59	3.12
expose	expo	0.841	DUAL-S	1	exposed	expo	A	3.98	3.88
expose	expos	0.841	DUAL-S	1	exposed	expo	A	3.98	3.33
greedier	gris	0.841	DUAL-S	0	greedy	gris	A	1.64	4.34
readied	raids	0.841	DUAL-S	0	ready	raids	A	2.59	3.58
readied	raid	0.841	DUAL-S	0	ready	raids	A	2.59	3.89
pleasures	plaise	0.839	DUAL-S	0	pleasure	plais	STRICT-GOLD	3.54	3.65
pledge	plaident	0.839	DUAL-S	0	pledge	plaide	GOLD	4.0	2.87
very	verni	0.839	DUAL-S	0	very	vernis	GOLD	6.0	2.81
very	vernie	0.839	DUAL-S	0	very	vernis	GOLD	6.0	2.33
very	vernies	0.839	DUAL-S	0	very	vernis	GOLD	6.0	2.25
breed	bridge	0.839	DUAL-S	0	breeds	bridge	A	4.08	3.57
breed	bridges	0.839	DUAL-S	0	breeds	bridge	A	4.08	2.79
pleasures	plaisent	0.839	DUAL-S	0	pleasure	plaît	A	3.54	3.58
vary	verni	0.839	DUAL-S	0	vary	vernis	A	4.25	2.81
vary	vernie	0.839	DUAL-S	0	vary	vernis	A	4.25	2.33
vary	vernies	0.839	DUAL-S	0	vary	vernis	A	4.25	2.25
expressive	expressifs	0.838	DUAL-S	1	expressive	expressif	DUAL-S	3.43	2.66
floral	florale	0.838	DUAL-S	1	floral	floraux	DUAL-S	3.77	2.85
floral	florales	0.838	DUAL-S	1	floral	floraux	DUAL-S	3.77	2.74
terror	terreurs	0.838	DUAL-S	0	terror	terreur	DUAL-S	4.26	2.77
stressed	restent	0.838	DUAL-S	0	stressed	reste	GOLD	4.18	4.63
stressed	restes	0.838	DUAL-S	0	stressed	reste	GOLD	4.18	4.28
leak	lyriques	0.838	DUAL-S	0	leak	lyrique	A	4.09	3.16
prairie	pris	0.838	DUAL-S	0	prairie	prit	A	3.7	5.44
extort	extorque	0.837	DUAL-S	0	extort	extorquer	DUAL-S	2.82	1.73
extort	extorquent	0.837	DUAL-S	1	extort	extorquer	DUAL-S	2.82	1.63
precess	princesses	0.837	DUAL-S	0	precess	princesse	S	1.43	3.5
streaks	stricte	0.837	DUAL-S	0	streaked	strict	S	3.31	3.78
streaks	strictes	0.837	DUAL-S	0	streaked	strict	S	3.31	3.5
streaks	stricts	0.837	DUAL-S	0	streaked	strict	S	3.31	3.06
detector	détectent	0.837	DUAL-S	0	detector	détecte	STRICT-GOLD	3.71	2.72
professor	professent	0.837	DUAL-S	0	professor	professe	LOOP2	4.9	2.25
perplex	perplexe	0.836	DUAL-S	1	perplexed	perplexe	DUAL-S	1.88	3.49
perplex	perplexes	0.836	DUAL-S	1	perplexed	perplexe	DUAL-S	1.88	2.62
distress	stressent	0.836	DUAL-S	0	distress	stresse	STRICT-GOLD	3.95	2.12
dare	derrières	0.836	DUAL-S	0	dare	derrière	A	4.31	2.99
exposure	expos	0.836	DUAL-S	1	exposure	expo	A	4.44	3.33
sexy	sexiste	0.835	DUAL-S	0	sexy	sexistes	GOLD	4.42	3.35
sexier	sexistes	0.835	DUAL-S	0	sexy	sexistes	GOLD	2.95	3.28
sexier	sexiste	0.835	DUAL-S	1	sexy	sexistes	GOLD	2.95	3.35
explores	explose	0.834	DUAL-S	1	explore	explose	LOOP2	3.64	3.88
cone	cônes	0.833	DUAL-S	0	cone	cône	DUAL-S	3.83	3.13
cria	crie	0.833	DUAL-S	1	cria	crié	DUAL-S	1.53	4.02
cria	crient	0.833	DUAL-S	0	cria	crié	DUAL-S	1.53	3.54
cria	cries	0.833	DUAL-S	0	cria	crié	DUAL-S	1.53	3.07
dome	dômes	0.833	DUAL-S	0	dome	dôme	DUAL-S	3.9	2.82
moolah	moules	0.833	DUAL-S	0	moolah	moulé	S	2.35	3.54
arrive	raves	0.833	DUAL-S	0	arrive	rave	STRICT-GOLD	4.38	2.5
goal	gaules	0.833	DUAL-S	0	goal	gaule	STRICT-GOLD	5.06	3.12
meta	mer	0.833	DUAL-S	0	meta	mers	STRICT-GOLD	3.74	5.1
mole	môles	0.833	DUAL-S	0	mole	môle	STRICT-GOLD	3.67	1.54
ride	rades	0.833	DUAL-S	0	ride	rade	STRICT-GOLD	4.85	2.11
road	rôdent	0.833	DUAL-S	0	road	rôde	STRICT-GOLD	5.24	2.54
shout	chattes	0.833	DUAL-S	0	shout	chatte	STRICT-GOLD	4.06	3.07
pile	pâles	0.833	DUAL-S	0	pile	pâle	LOOP2	4.14	2.96
dime	dams	0.833	DUAL-S	0	dime	dam	GOLD	3.66	2.36
knight	natte	0.833	DUAL-S	0	knight	nattes	GOLD	4.28	2.64
kyle	cales	0.833	DUAL-S	0	kyle	cale	GOLD	4.14	2.98
live	laves	0.833	DUAL-S	0	live	lave	GOLD	5.54	3.12
live	lavent	0.833	DUAL-S	0	live	lave	GOLD	5.54	2.91
might	mat	0.833	DUAL-S	0	might	mate	GOLD	5.66	4.04
might	mats	0.833	DUAL-S	0	might	mate	GOLD	5.66	3.04
might	mates	0.833	DUAL-S	0	might	mate	GOLD	5.66	2.85
mine	mannes	0.833	DUAL-S	0	mine	manne	GOLD	5.04	1.93
night	natte	0.833	DUAL-S	0	night	nattes	GOLD	5.61	2.64
pita	pire	0.833	DUAL-S	0	pita	pires	GOLD	3.0	5.1
rode	rôdent	0.833	DUAL-S	0	rode	rôde	GOLD	3.91	2.54
solar	saules	0.833	DUAL-S	0	solar	saule	GOLD	4.53	2.91
sole	saules	0.833	DUAL-S	0	sole	saule	GOLD	4.29	2.91
souk	sac	0.833	DUAL-S	0	souk	sacs	GOLD	2.35	4.8
toll	taules	0.833	DUAL-S	0	toll	taule	GOLD	4.08	1.83
toll	tôles	0.833	DUAL-S	0	toll	tôle	GOLD	4.08	2.89
