en_phrase	fr_phrase	combo	coverage	fluency
are as	assises	0.474	1.00	0.319
her daughters	on horde	0.524	0.83	0.508
am glad	on glass	0.473	0.83	0.767
hear that	ils êtes	0.479	0.83	0.493
can tell	con tels	0.768	1.00	0.454
my love	madame	0.559	0.83	0.775
description of	krypton as	0.459	0.82	0.408
after his	et douze	0.467	0.83	0.830
his two	les tout	0.549	1.00	0.646
five minutes	failles main s	0.586	0.90	0.477
sit down	set out	0.499	1.00	0.867
was and	les aides	0.485	0.83	0.532
he walked	collecte	0.537	1.00	0.340
is also	idoles au	0.454	0.86	0.380
seeing that	cygnes as	0.541	0.86	0.475
leave to	les tout	0.676	1.00	0.646
dear lizzy	droits et	0.491	0.86	0.767
of others	aux aise	0.470	0.80	0.374
them they	thèmes a	0.494	0.83	0.647
pleased with	plus vite	0.521	1.00	0.840
young woman	on romaine	0.462	0.88	0.585
head to	et tout	0.640	0.80	0.817
as mr	aux piste	0.550	1.00	0.451
mother was	mais as	0.497	0.83	0.722
first and	fait hard	0.544	0.86	0.450
then be	vain vie	0.525	1.00	0.437
do but	double	0.661	0.80	0.529
to conceal	secondes il	0.557	1.00	0.581
there will	service	0.477	1.00	0.594
not as	notice	0.518	1.00	0.507
the eyes	dièse	0.487	0.80	0.097
was perfectly	les fait inclus	0.454	0.91	0.599
what does	et douze	0.488	0.83	0.830
sir and	salade	0.539	0.83	0.327
to pay	taper	0.653	0.80	0.316
not long	nid legs	0.474	1.00	0.344
that our	détails	0.515	1.00	0.472
and tell	un tel	0.689	1.00	0.798
danger of	d grave	0.570	0.78	0.598
have got	des gâte	0.468	1.00	0.401
matter with	marquise	0.474	1.00	0.509
of little	australe	0.459	0.86	0.131
be taken	but étonne	0.615	0.88	0.582
thing in	son n	0.504	1.00	0.659
day in	divine	0.561	1.00	0.379
nothing at	d un hâte	0.459	1.00	0.667
the occasion	secrets n	0.510	0.89	0.514
get the	dit je	0.458	1.00	0.840
that miss	d baisse	0.489	1.00	0.574
retired to	et hais tout	0.546	1.00	0.511
by mr	baptiste	0.704	0.86	0.233
yes and	et hard	0.470	0.83	0.573
came into	commun de	0.501	0.88	0.515
to walk	avec	0.490	0.80	0.614
have an	usine	0.478	0.80	0.443
entering the	en train de	0.567	1.00	0.899
upon your	opinion	0.477	0.86	0.549
possibility of	pas building	0.509	0.82	0.508
very ill	venise	0.475	0.83	0.476
off in	est une	0.494	1.00	0.880
his manner	des man	0.485	1.00	0.731
quite as	toit as	0.479	0.86	0.609
be true	but roue	0.813	1.00	0.588
his affection	aux et excède	0.462	0.90	0.439
not appear	d être	0.460	0.86	0.921
of either	invite	0.511	1.00	0.422
together in	seconds in	0.464	0.88	0.661
taking the	pékin de	0.505	0.88	0.556
was already	les offrait et	0.526	1.00	0.538
powers of	pas as	0.600	0.83	0.741
was full	les full	0.475	1.00	0.636
to sleep	taux type	0.643	1.00	0.470
to spend	tous peine	0.706	0.86	0.464
house of	massive	0.482	0.83	0.316
one time	veulent âme	0.574	0.86	0.428
good enough	goût un if	0.557	1.00	0.759
to explain	mecs plaine	0.583	0.80	0.358
not and	nature	0.461	0.83	0.563
and since	in six	0.498	0.86	0.798
for having	forêts un	0.491	0.88	0.514
on these	en dise	0.616	1.00	0.767
he says	et onze	0.507	0.80	0.767
mean to	mon tout	0.725	1.00	0.574
here he	chérie	0.502	0.80	0.353
not more	d maures	0.658	1.00	0.423
on every	on ouvrit	0.655	1.00	0.492
however the	arrêts de	0.454	0.86	0.568
but little	but lord	0.518	0.88	0.798
belonged to	blocs tout	0.781	1.00	0.430
him up	on hep	0.508	0.80	0.427
very soon	ferez une	0.520	1.00	0.767
effect of	et active	0.534	1.00	0.554
unknown to	n en tout	0.562	0.88	0.880
its being	s bine	0.581	0.86	0.390
he but	écoute	0.493	0.80	0.501
there seemed	terrible	0.475	0.86	0.591
he added	gardes	0.462	0.80	0.382
my spirits	pas fritz	0.533	0.80	0.383
have now	avenir	0.491	0.83	0.516
than ever	genève	0.711	1.00	0.413
fellow creatures	célébrité	0.476	0.82	0.275
you if	juif	0.491	1.00	0.403
man he	main qui	0.622	1.00	0.563
between his	et ligneuses	0.503	0.88	0.343
be all	viol	0.645	1.00	0.376
aware that	envers a	0.473	0.86	0.705
doubt of	d if	0.490	0.83	0.942
but let	but let	0.534	1.00	0.900
or not	en hâte	0.509	0.80	0.767
voice and	vous hard	0.536	0.86	0.527
the circumstances	d aucun stand	0.453	0.85	0.660
could never	con ève	0.709	0.83	0.311
was she	les j	0.503	1.00	0.645
voice was	vous vases	0.559	0.86	0.500
it of	grave	0.496	1.00	0.509
distance of	dit on savent	0.561	0.89	0.662
feelings which	physiques ouest	0.554	1.00	0.419
him now	un are	0.493	0.83	0.754
ere long	hermine	0.539	1.00	0.403
my family	met aboli	0.568	0.89	0.332
and may	in mes	0.462	0.83	0.681
you what	relate	0.462	1.00	0.476
not by	d bah	0.496	0.83	0.548
sheet of	chient as	0.594	1.00	0.427
to these	taux use	0.599	1.00	0.516
the winter	sellette	0.465	0.83	0.068
to hope	découpe	0.482	0.83	0.202
health and	kelvin	0.464	0.86	0.085
back the	banques a	0.507	1.00	0.669
the woman	deviennent	0.457	0.86	0.411
sir but	sympa	0.509	0.80	0.468
he knows	héloïse	0.489	0.83	0.369
wanted to	est tout	0.536	0.86	0.767
to encounter	son carte	0.532	0.78	0.589
were always	corollaire	0.495	0.78	0.131
not see	d si	0.594	1.00	0.647
have told	savent autre	0.531	0.88	0.458
then we	un oui	0.623	0.80	0.543
so we	série	0.585	0.80	0.577
had long	et lobe	0.473	0.83	0.441
there you	sérieux	0.502	1.00	0.522
as was	aux vases	0.481	1.00	0.416
quantity of	con trouve	0.591	0.78	0.416
to become	symptômes	0.459	0.86	0.369
the beginning	toboggan in	0.454	1.00	0.502
this place	les places	0.617	0.88	0.767
man had	madame	0.483	0.83	0.775
he put	écoute	0.509	0.80	0.501
himself with	on solfège	0.468	0.80	0.445
came on	carbone	0.639	1.00	0.380
be that	bitter	0.600	0.80	0.500
yes he	et qui	0.488	0.80	0.927
to carry	secret	0.468	0.83	0.598
belonging to	plan on tout	0.550	1.00	0.630
while in	latine	0.499	0.83	0.348
place where	plus verre	0.686	0.88	0.517
even so	hivers au	0.574	0.86	0.374
especially as	et bacheliers	0.510	0.90	0.423
circumstance that	secondes en stade	0.500	0.92	0.511
ask you	et coup	0.522	0.80	0.550
you don	yeux are	0.470	1.00	0.606
and why	en loua	0.533	0.83	0.767
me how	milan	0.578	0.80	0.316
man but	main but	0.594	1.00	0.658
if any	et henni	0.693	1.00	0.321
moment the	moment de	0.622	0.78	0.798
the noble	son hôtel	0.537	0.88	0.551
some small	sommes vol	0.625	1.00	0.422
we found	vit hard	0.468	0.86	0.364
ll be	interdits	0.472	1.00	0.298
that and	d inde	0.505	0.83	0.556
body and	but yen	0.453	0.86	0.542
said my	sait pas	0.593	0.83	0.767
any way	on hiver	0.481	1.00	0.655
do to	tout est	0.611	1.00	0.890
him then	ils n	0.548	0.83	0.817
or if	honnête	0.494	1.00	0.379
the heavy	poésies	0.479	0.83	0.185
the coroner	reconnais	0.576	0.86	0.323
