score	sound	cos	hops	seed	endpoint	chain
0.7936	0.922	0.139	6	explorer	exploser	en:explorer ≈ fr:explorent ~ en:explore ≈ fr:explose ~ en:explode ≈ fr:explosent ~ fr:exploser
0.7934	0.891	0.109	5	deport	soft	en:deport ≈ fr:dépote ~ fr:dédie ≈ en:teddy ~ en:stuffed ≈ fr:soft
0.7931	0.915	0.133	6	ticked eel	hibou	en:ticked eel ≈ fr:textile ~ en:textile ≈ fr:taxent al ~ fr:al ≈ en:owl = fr:hibou
0.7927	0.884	0.103	6	appealed	sphinx	en:appealed ~ en:appeal ≈ fr:pile = en:stack ≈ fr:stick ~ en:sticks ≈ fr:sphinx
0.7925	0.891	0.111	6	rally	pline	en:rally ~ fr:rallye ≈ en:rightly ~ en:right ≈ fr:rate = en:spleen ≈ fr:pline
0.7925	0.929	0.147	5	connects	trous	en:connects = fr:relie ≈ en:really ~ en:truly ≈ fr:trous lies ~ fr:trous
0.7920	0.910	0.130	6	feed	phase	en:feed = fr:fil ≈ en:feel ~ en:feels ≈ fr:files ~ en:files ≈ fr:phase
0.7914	0.899	0.120	6	eggs	route	en:eggs ~ en:eggers ≈ fr:aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
0.7911	0.900	0.121	6	breasts	raids	en:breasts ~ en:breast ≈ fr:restent ~ fr:restera ≈ en:red error ~ en:red ≈ fr:raids
0.7911	0.870	0.091	6	grades	crack	en:grades ~ fr:grade ≈ en:cried ~ en:cries ≈ fr:crasse ~ en:cruck ≈ fr:crack
0.7909	0.909	0.130	6	teaches	sandwichs	en:teaches ≈ fr:dit chaise ~ fr:sain dit chaise ≈ en:sandwiches ~ fr:sandwich ≈ en:sandwich = fr:sandwichs
0.7909	0.892	0.113	6	lenders	quad	en:lenders ~ en:lender ≈ fr:lin des ~ fr:s ri ≈ en:necessary ~ en:required ≈ fr:quad
0.7908	0.905	0.126	6	merger	modeste	en:merger ≈ fr:met chez ~ fr:bossent chez ≈ en:moisture ~ en:moist ≈ fr:modestes ~ fr:modeste
0.7907	0.914	0.135	6	sleep	bits	en:sleep ~ fr:spi ≈ en:speed ~ fr:vitesse ≈ en:beaters ~ en:beat ≈ fr:bits
0.7907	0.934	0.153	5	stuffed	expulser	en:stuffed ~ en:teddy ≈ fr:dédie ~ fr:dépote ≈ en:deport = fr:expulser
0.7906	0.961	0.177	4	disport	expulser	en:disport ≈ fr:despote ~ fr:dépote ≈ en:deport = fr:expulser
0.7903	0.904	0.126	5	connect	italie	en:connect ~ fr:connecte ≈ en:connects = fr:relie ≈ en:italy ~ fr:italie
0.7896	0.916	0.138	6	feast	file	en:feast = fr:festin ≈ en:fest ~ fr:fête ≈ en:felt ~ en:feel ≈ fr:file
0.7896	0.937	0.157	6	bride	rient haine	en:bride ~ fr:bride ≈ en:breed = fr:race ≈ en:writes ~ en:written ≈ fr:rient haine
0.7895	0.896	0.119	3	shave	rising	en:shave = fr:rase ≈ en:rise ~ fr:rising
0.7890	0.893	0.116	6	caps	polis mène	en:caps ~ fr:caps ≈ en:cap ~ fr:cap ≈ en:cop ~ en:policeman ≈ fr:polis mène
0.7880	0.936	0.158	3	liquid	leader	en:liquid ~ fr:liquide ≈ en:leader ~ fr:leader
0.7879	0.920	0.144	6	couture	naïfs	en:couture ≈ fr:couteau = en:knife ≈ fr:naïf ~ en:naive ≈ fr:naïve ~ fr:naïfs
0.7875	0.911	0.136	6	exhibits	sourde	en:exhibits ~ en:exhibited ≈ fr:exhibent aide ~ fr:fait aide ≈ en:fitted ~ en:suited ≈ fr:sourde
0.7872	0.951	0.172	5	portraits	pire	en:portraits ≈ fr:pot reps ~ fr:peut aise ≈ en:peters ~ en:peter ≈ fr:pire
0.7872	0.930	0.154	6	dj	gin	en:dj ~ fr:djinn ≈ en:jean ~ fr:jean ≈ en:gene ~ en:genes ≈ fr:gin
0.7871	0.950	0.171	2	dynasty	diner	en:dynasty ≈ fr:dîners tee ~ fr:diner
0.7871	0.954	0.175	4	anatomy	autonomie	en:anatomy ≈ fr:hennit omis ~ fr:otan omis ≈ en:autonomy ~ fr:autonomie
0.7869	0.897	0.123	4	bush	bride	en:bush = fr:brousse ≈ en:brews ~ en:brewed ≈ fr:bride
0.7869	0.872	0.098	6	setters	symptômes	en:setters ~ fr:sets ≈ en:set ~ en:sets ≈ fr:set ~ en:set um ≈ fr:symptômes
0.7868	0.905	0.131	6	connect	trous lies	en:connect ~ fr:connecte ≈ en:connects = fr:relie ≈ en:really ~ en:truly ≈ fr:trous lies
0.7860	0.894	0.121	6	buses	base	en:buses = fr:bus ≈ en:boots = fr:bottes ≈ en:bought ~ en:buys ≈ fr:base
0.7852	0.899	0.127	6	eggers	routes	en:eggers ~ en:eggs ≈ fr:aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes
0.7851	0.956	0.179	2	forty	électeurs	en:forty ≈ fr:voter ~ fr:électeurs
0.7851	0.859	0.086	5	tax	touch	en:tax ~ fr:taxes ≈ en:tasks ~ fr:tâche ≈ en:touch ~ fr:touch
0.7849	0.885	0.113	5	slave	installer	en:slave ~ fr:slave ≈ en:sleeve ~ fr:haines taule ≈ en:install ~ fr:installer
0.7849	0.854	0.081	6	kenneth	quad tee	en:kenneth ~ en:kennedy ≈ fr:conneries ~ fr:connerie ≈ en:quantities ~ en:quantity ≈ fr:quad tee
0.7848	0.919	0.146	6	speeding	triste	en:speeding ~ fr:vitesse ≈ en:beaters ~ en:beater ≈ fr:bitter ~ en:triste ≈ fr:triste
0.7848	0.893	0.121	5	milk	basses	en:milk ~ fr:latte ≈ en:lot ~ fr:lot ≈ en:low = fr:basses
0.7846	0.924	0.151	6	sacked	sexes	en:sacked ≈ fr:sectes ~ fr:secte ≈ en:sicked ~ en:sicks ≈ fr:sexe ~ fr:sexes
0.7845	0.979	0.199	6	builders	bell	en:builders ≈ fr:belles aise ~ fr:belles ≈ en:belle ~ fr:belle ≈ en:bell ~ fr:bell
0.7845	0.921	0.148	6	offshore	chic	en:offshore ≈ fr:offshore ~ en:seaport ≈ fr:chipote ~ fr:chique ≈ en:chic ~ fr:chic
0.7843	0.947	0.172	6	treason	aides aise	en:treason ≈ fr:tries haine ~ fr:haines tri ≈ en:entry ~ en:enters ≈ fr:aident aise ~ fr:aides aise
0.7837	0.948	0.173	6	vengeance	gene	en:vengeance ≈ fr:vin jeans ~ en:jeans ≈ fr:gin ~ fr:gins ≈ en:gene ~ fr:gene
0.7836	0.913	0.142	6	wheel	rate	en:wheel = fr:roue ≈ en:rooter ~ en:root ≈ fr:route ~ en:route ≈ fr:rate
0.7835	0.894	0.124	6	cases	ski	en:cases ~ fr:case ≈ en:skies ~ fr:skies ≈ en:ski ~ en:skiing ≈ fr:ski
0.7835	0.897	0.127	6	doll	crosse	en:doll = fr:poupée ≈ en:poop = fr:crotte ≈ en:crossed ~ en:cross ≈ fr:crosse
0.7834	0.882	0.112	5	tribal	trump	en:tribal ~ en:tribe ≈ fr:trappes ~ fr:trappe ≈ en:trump ~ fr:trump
0.7834	0.902	0.132	5	laundry	pep	en:laundry ≈ fr:donnent ri ~ fr:paies pèsent ≈ en:peppers ~ en:pepper ≈ fr:pep
0.7832	0.928	0.156	3	shave	rise	en:shave = fr:rase ≈ en:rise ~ fr:rise
0.7824	0.917	0.147	6	beaches	cut	en:beaches ≈ fr:but chaise ~ fr:coud chaise ≈ en:coaches ~ fr:coach ≈ en:cutch ~ fr:cut
0.7823	0.918	0.148	4	moo	lune	en:moo ≈ fr:moue ~ fr:mou ≈ en:moon ~ fr:lune
0.7823	0.916	0.146	6	damn	dresse	en:damn ~ fr:damne ≈ en:down ~ fr:down ≈ en:gown ~ en:dress ≈ fr:dresse
0.7819	0.907	0.138	6	freebie	routes	en:freebie ~ en:free ≈ fr:fruits ~ en:fruit ≈ fr:route ~ en:route ≈ fr:routes
0.7819	0.906	0.137	5	palestine	pulpe	en:palestine ~ fr:palestine ≈ en:pallet in ~ fr:palpe ≈ en:pulp ~ fr:pulpe
0.7818	0.949	0.176	6	role	neutres	en:role ≈ fr:roll ~ en:roll ≈ fr:rôle ~ fr:nouent rôle ≈ en:neutral = fr:neutres
0.7814	0.934	0.163	6	seized	sexes	en:seized ~ en:seize ≈ fr:six ~ en:six ≈ fr:sexe ~ en:sex ≈ fr:sexes
0.7812	0.934	0.164	6	wheelchair	mème	en:wheelchair ≈ fr:veulent chez ~ fr:mènent chez ≈ en:miniature ~ fr:mini ≈ en:meanie ~ fr:mème
0.7812	0.933	0.163	6	dry	sectes	en:dry = fr:sec ≈ en:sec ~ en:secs ≈ fr:sexe ~ en:sex ≈ fr:sectes
0.7811	0.862	0.094	6	flame	tels	en:flame ~ en:flames ≈ fr:flemme ~ fr:taule ≈ en:told ~ en:tell ≈ fr:tels
0.7810	0.920	0.151	6	fertility	imprimante	en:fertility ≈ fr:fait lady ~ en:lady ≈ fr:lé édit ~ fr:brin tes ≈ en:printer ~ fr:imprimante
0.7809	0.883	0.116	6	stretch	infrastructure	en:stretch ≈ fr:stretch ~ en:stretching ≈ fr:stretching ~ fr:on stretch ≈ en:infrastructure ~ fr:infrastructure
0.7809	0.880	0.113	6	boobs	raid	en:boobs ~ en:breast ≈ fr:restent ~ fr:restera ≈ en:red error ~ en:red ≈ fr:raid
0.7808	0.905	0.137	5	connect	italia	en:connect ~ fr:connecte ≈ en:connects = fr:relie ≈ en:italy ~ fr:italia
0.7805	0.964	0.190	2	designers	dis année	en:designers ~ en:designer ≈ fr:dis année
0.7800	0.913	0.146	5	slaves	ferry	en:slaves ~ en:slavery ≈ fr:les ri ~ fr:faits rient ≈ en:ferry ~ fr:ferry
0.7799	0.902	0.135	6	bus	base	en:bus ~ fr:bus ≈ en:boots = fr:bottes ≈ en:bought ~ en:buys ≈ fr:base
0.7799	0.909	0.142	6	risen	rient haine	en:risen ~ en:rice ≈ fr:races ~ fr:race ≈ en:writes ~ en:written ≈ fr:rient haine
0.7793	0.868	0.102	6	owed	soft	en:owed ~ en:owes ≈ fr:oses ~ fr:os ≈ en:sauce ~ en:sauced ≈ fr:soft
0.7792	0.892	0.126	6	deed irked	symptômes	en:deed irked ~ en:deed ≈ fr:dit ~ fr:cet ≈ en:set ~ en:set um ≈ fr:symptômes
0.7791	0.893	0.128	6	red error	tapes	en:red error ~ en:red ≈ fr:raide = en:steep ≈ fr:type ~ en:type ≈ fr:tapes
0.7790	0.927	0.160	6	type	coûte	en:type ~ fr:type ≈ en:tape = fr:cassette ≈ en:cosset ~ en:coot ≈ fr:coûte
0.7789	0.893	0.128	6	crab	crimes	en:crab = fr:crabes ≈ en:crime ~ fr:crime ≈ en:creamy ~ en:cream ≈ fr:crimes
0.7788	0.880	0.115	6	souped arse	flexibles	en:souped arse ~ en:soupy ≈ fr:souper ~ en:soup ≈ fr:souple = en:flexible ≈ fr:flexibles
0.7787	0.907	0.141	6	seat	odeur	en:seat ≈ fr:citent ~ fr:citer ≈ en:seedy ~ fr:semelle ≈ en:smell ~ fr:odeur
0.7783	0.909	0.144	6	festivals	file	en:festivals = fr:fêtes ≈ en:fest ~ fr:fête ≈ en:felt ~ en:feel ≈ fr:file
0.7783	0.802	0.030	4	grape	grippe	en:grape ~ fr:grappes ≈ en:grasp ~ en:grip ≈ fr:grippe
0.7783	0.906	0.141	4	metric	surf	en:metric ≈ fr:met reg ~ fr:sauf ≈ en:surf ~ fr:surf
0.7782	0.889	0.125	6	races	pline	en:races ~ fr:race ≈ en:routes ~ en:route ≈ fr:rate = en:spleen ≈ fr:pline
0.7782	0.885	0.121	6	appeals	sphinx	en:appeals ~ en:appeal ≈ fr:pile = en:stack ≈ fr:stick ~ en:sticks ≈ fr:sphinx
0.7777	0.915	0.150	6	beams	leaders	en:beams ≈ fr:bises = en:kisses ≈ fr:quais aise ~ fr:lient aise ≈ en:leaders ~ fr:leaders
0.7776	0.935	0.168	6	sped	bites	en:sped ≈ fr:speed ~ fr:vitesse ≈ en:beaters ~ en:beat ≈ fr:bite ~ fr:bites
0.7773	0.920	0.155	6	releases	trous	en:releases ≈ fr:relis aise ~ fr:relis ≈ en:really ~ en:truly ≈ fr:trous lies ~ fr:trous
0.7772	0.920	0.155	6	fertility	imprimantes	en:fertility ≈ fr:fait lady ~ en:lady ≈ fr:lé édit ~ fr:brin tes ≈ en:printer = fr:imprimantes
0.7772	0.912	0.148	6	goddamn	dresse	en:goddamn ~ fr:damne ≈ en:down ~ fr:down ≈ en:gown ~ en:dress ≈ fr:dresse
0.7772	0.890	0.127	6	brood	stream	en:brood ~ en:bread ≈ fr:raide = en:steep ≈ fr:strip ~ en:strip ≈ fr:stream
0.7771	0.897	0.134	5	sold	storm	en:sold ~ en:sells ≈ fr:selle ~ fr:tome ≈ en:storm ~ fr:storm
0.7770	0.930	0.165	6	lenses	route	en:lenses ≈ fr:laines aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes ~ fr:route
0.7769	0.930	0.165	4	template	densité	en:template ≈ fr:tain plainte ~ fr:tain cité ≈ en:density ~ fr:densité
0.7769	0.903	0.140	6	booked	bugs	en:booked ≈ fr:books ~ en:books ≈ fr:boxe ~ fr:box ≈ en:bugs ~ fr:bugs
0.7767	0.942	0.175	6	texting	tester	en:texting ~ en:text ≈ fr:teste ~ en:test ≈ fr:testent ~ en:testa ≈ fr:tester
0.7765	0.910	0.147	6	rental	anneaux	en:rental ≈ fr:rhin tel ~ fr:rhin des ≈ en:render ~ en:rendering ≈ fr:reines ring ~ fr:anneaux
0.7763	0.806	0.037	2	lump	lampes	en:lump ≈ fr:lampe ~ fr:lampes
0.7763	0.877	0.115	6	policeman	lies lie	en:policeman ≈ fr:polis mène ~ fr:polis ≈ en:purely ~ en:strictly ≈ fr:strictes lies ~ fr:lies lie
0.7761	0.891	0.129	6	foam	skate	en:foam ~ en:sticky ≈ fr:ski ~ en:ski ≈ fr:skie ~ en:skid ≈ fr:skate
0.7761	0.906	0.143	5	coaches	sofa	en:coaches ~ fr:coach ≈ en:catch ~ fr:catch ≈ en:couch ~ fr:sofa
0.7759	0.932	0.168	6	tartar	dec	en:tartar ≈ fr:tâter ~ fr:tiquent ≈ en:teak = fr:teck ≈ en:dec ~ fr:dec
0.7758	0.901	0.139	6	case	ski	en:case ~ fr:case ≈ en:skies ~ fr:skies ≈ en:ski ~ en:skiing ≈ fr:ski
0.7757	0.866	0.104	6	performer	chips	en:performer ~ en:performing ≈ fr:former ~ en:former ≈ fr:formes = en:shapes ≈ fr:chips
0.7754	0.910	0.148	6	seat	labour	en:seat ≈ fr:site ~ en:website ≈ fr:limbes hâte ~ fr:limbes ≈ en:labour ~ fr:labour
0.7754	0.920	0.157	6	cream	kitty	en:cream ≈ fr:crimes ~ fr:crime ≈ en:scream = fr:crie ≈ en:kitty ~ fr:kitty
0.7752	0.917	0.155	6	shattered	bride	en:shattered ~ fr:brisées ≈ en:breeze = fr:brise ≈ en:breeds ~ en:breed ≈ fr:bride
0.7751	0.908	0.146	5	slaves	ferries	en:slaves ~ en:slavery ≈ fr:les ri ~ fr:faits rient ≈ en:ferry ~ fr:ferries
0.7749	0.912	0.150	6	deed irked	tests	en:deed irked ~ en:deeds ≈ fr:dises ~ en:dissed ≈ fr:test ~ en:test ≈ fr:tests
0.7748	0.909	0.148	6	mortgages	cut	en:mortgages ≈ fr:moquent chaise ~ fr:coud chaise ≈ en:coaches ~ fr:coach ≈ en:cutch ~ fr:cut
0.7745	0.930	0.167	6	lenses	routes	en:lenses ≈ fr:laines aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route ~ fr:routes
0.7744	0.956	0.190	6	sick	secs	en:sick ~ en:sicks ≈ fr:sexe ~ fr:sexes ≈ en:secs ~ en:sec ≈ fr:secs
0.7744	0.900	0.140	6	breasts	raid	en:breasts ~ en:breast ≈ fr:restent ~ fr:restera ≈ en:red error ~ en:red ≈ fr:raid
0.7740	0.900	0.140	6	sentenced	delhi	en:sentenced ~ fr:peines ≈ en:pen ~ fr:stylé ≈ en:stela ~ en:stelae ≈ fr:delhi
0.7740	0.917	0.156	6	cream	cat	en:cream ≈ fr:crimes ~ fr:crime ≈ en:scream = fr:crie ≈ en:kitty ~ fr:cat
0.7739	0.851	0.091	3	puppy	canyon	en:puppy ~ fr:canine ≈ en:canyon ~ fr:canyon
0.7739	0.925	0.163	6	rented	reines ring	en:rented ~ en:rental ≈ fr:rhin tel ~ fr:rhin des ≈ en:render ~ en:rendering ≈ fr:reines ring
0.7738	0.970	0.202	5	costs	cassettes	en:costs ~ fr:coûte ≈ en:coot ~ en:cosset ≈ fr:cassette ~ fr:cassettes
0.7734	0.874	0.115	5	cleaning	clash	en:cleaning ~ en:cleaner ≈ fr:cligne ~ fr:cloche ≈ en:clash ~ fr:clash
0.7732	0.923	0.162	2	red aura	restaurateurs	en:red aura ≈ fr:restaurer ~ fr:restaurateurs
0.7730	0.905	0.146	6	ferry	riche	en:ferry ≈ fr:faits rient ~ fr:rient geste ≈ en:richest ~ en:rich ≈ fr:riches ~ fr:riche
0.7729	0.899	0.140	6	eggers	route	en:eggers ~ en:eggs ≈ fr:aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
0.7728	0.925	0.165	6	deed	tests	en:deed ~ en:deeds ≈ fr:dises ~ en:dissed ≈ fr:test ~ en:test ≈ fr:tests
0.7728	0.915	0.155	6	coaching	rites rite	en:coaching ≈ fr:coud chine ~ fr:rient chine ≈ en:reaching ~ en:reach ≈ fr:rites ~ fr:rites rite
0.7727	0.927	0.166	6	bikes	bites	en:bikes ~ fr:vélos tee ≈ en:velocity = fr:vitesse ≈ en:beaters ~ en:beat ≈ fr:bites
0.7725	0.911	0.152	6	deed arse	tests	en:deed arse ~ en:deeds ≈ fr:dises ~ en:dissed ≈ fr:test ~ en:test ≈ fr:tests
0.7723	0.919	0.160	6	peacock	burke	en:peacock ≈ fr:bicoque ~ fr:bique ≈ en:beak = fr:bec ≈ en:burke ~ fr:burke
0.7719	0.910	0.152	3	flights	flatté	en:flights ~ en:flight ≈ fr:flatte ~ fr:flatté
0.7717	0.921	0.162	4	moo	moon	en:moo ≈ fr:moue ~ fr:mou ≈ en:moon ~ fr:moon
0.7717	0.888	0.131	5	slave	installe	en:slave ~ fr:slave ≈ en:sleeve ~ fr:haines taule ≈ en:install ~ fr:installe
0.7716	0.930	0.170	6	lens	route	en:lens ~ en:lenses ≈ fr:laines aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
0.7714	0.937	0.177	5	beaten	réunions	en:beaten ~ en:beating ≈ fr:meeting ~ en:meeting ≈ fr:meetings ~ fr:réunions
0.7710	0.922	0.164	4	meal	messie	en:meal ~ en:meals ≈ fr:mise ~ en:mise ≈ fr:messie
0.7707	0.930	0.171	6	petrol	rôles	en:petrol ≈ fr:paient rôle ~ en:role ≈ fr:roll ~ en:roll ≈ fr:rôle ~ fr:rôles
0.7703	0.880	0.125	3	processing	protestations	en:processing ~ en:processed ≈ fr:proteste ~ fr:protestations
0.7703	0.890	0.135	6	rendering	rhin tel	en:rendering ~ en:rendered ≈ fr:reines aide ~ fr:reines ≈ en:rented ~ en:rental ≈ fr:rhin tel
0.7703	0.911	0.154	6	fastest	usure	en:fastest ≈ fr:fats test ~ fr:fat ≈ en:fi ~ fr:fi ≈ en:fe ~ fr:usure
0.7702	0.879	0.124	6	receipts	roses	en:receipts = fr:recettes ≈ en:russet ~ en:russell ≈ fr:rôles ~ en:roles ≈ fr:roses
0.7702	0.900	0.144	6	rat	bride	en:rat ~ en:rotten ≈ fr:rat haine ~ en:rats ≈ fr:race = en:breed ≈ fr:bride
0.7700	0.983	0.217	3	fried	free	en:fried = fr:frit ≈ en:free ~ fr:free
0.7700	0.908	0.152	6	talkers	stock	en:talkers ~ en:talk ≈ fr:stocks ~ fr:stockes ≈ en:stalk ~ en:stalky ≈ fr:stock
0.7700	0.857	0.102	6	ought rally	pline	en:ought rally ~ fr:rallye ≈ en:rightly ~ en:right ≈ fr:rate = en:spleen ≈ fr:pline
0.7699	0.931	0.173	6	debt inner	teste	en:debt inner ≈ fr:destinée = en:destiny ≈ fr:destins nient ~ fr:destine ≈ en:testing ~ fr:teste
0.7698	0.904	0.148	5	editing	sourde	en:editing ≈ fr:aidait in ~ fr:fait aide ≈ en:fitted ~ en:suited ≈ fr:sourde
0.7697	0.939	0.180	6	baptist	bat	en:baptist ≈ fr:battent est ~ fr:bat né ≈ en:partner ~ en:partners ≈ fr:bat noces ~ fr:bat
0.7696	0.970	0.207	5	arrows	partager	en:arrows = fr:flèches ≈ en:flesh = fr:chair ≈ en:share = fr:partager
0.7693	0.920	0.164	6	texture	conférencier	en:texture ≈ fr:taxent chez ~ fr:liguent chez ≈ en:lecture ~ fr:lecture ≈ en:lecturer = fr:conférencier
0.7692	0.940	0.182	6	extending	lynx	en:extending ~ en:extended ≈ fr:axent haines aide ~ fr:laids haine ≈ en:lesson ~ en:leks ≈ fr:lynx
0.7691	0.936	0.178	6	dew	suédois	en:dew ≈ fr:doux = en:sweet ≈ fr:souhaitent ~ fr:souhaite ≈ en:swede = fr:suédois
0.7690	0.853	0.098	3	cabin	combiner	en:cabin = fr:cabane ≈ en:combine = fr:combiner
0.7689	0.883	0.129	4	sheen	rationnels	en:sheen ≈ fr:chinent ~ fr:chenal ≈ en:rational = fr:rationnels
0.7685	0.886	0.133	6	bond	bye	en:bond ~ en:bonds ≈ fr:base ~ fr:bases ≈ en:buys ~ en:buy ≈ fr:bye
0.7677	0.907	0.154	6	steep	file	en:steep = fr:raide ≈ en:thread = fr:fil ≈ en:feel ~ en:feels ≈ fr:file
0.7676	0.923	0.168	6	deleted	as tracts	en:deleted ≈ fr:délit aide ~ fr:dis traquent aide ≈ en:distracted ~ en:distract ≈ fr:dis tracts ~ fr:as tracts
0.7676	0.891	0.139	6	songwriter	impôts	en:songwriter ≈ fr:son raté ~ fr:té hic ≈ en:take ~ en:takes ≈ fr:taxe ~ fr:impôts
0.7675	0.949	0.191	5	skies	whisky	en:skies ~ fr:skies ≈ en:ski ~ fr:ski ≈ en:whiskey ~ fr:whisky
0.7674	0.883	0.131	6	dealer	saines êtes	en:dealer ~ fr:dealer ≈ en:dilly ~ fr:dilate ≈ en:daylight ~ en:sunset ≈ fr:saines êtes
0.7674	0.882	0.130	6	souped arse	flexible	en:souped arse ~ en:soupy ≈ fr:souper ~ en:soup ≈ fr:souple = en:flexible ≈ fr:flexible
0.7672	0.946	0.189	5	prisoners	désaccord	en:prisoners ~ fr:prisonniers ≈ en:frisson ya ~ fr:dis aigri ≈ en:disagree = fr:désaccord
0.7672	0.920	0.166	6	risen	routes	en:risen ~ en:rice ≈ fr:races ~ fr:race ≈ en:routes ~ en:route ≈ fr:routes
0.7671	0.906	0.153	6	battery	bandits	en:battery ~ fr:batterie ≈ en:bawdry ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bandits
0.7669	0.877	0.126	6	manners meant	estimations	en:manners meant ≈ fr:management ~ fr:gestion ≈ en:shit your ~ fr:est merde ≈ en:estimated ~ fr:estimations
0.7668	0.919	0.166	6	murder	route	en:murder ~ en:murders ≈ fr:met aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
0.7667	0.930	0.176	6	dj	jeans	en:dj ~ fr:djinn ≈ en:jean ~ fr:jean ≈ en:gene ~ en:genes ≈ fr:jeans
0.7662	0.912	0.160	6	khan	aident aise	en:khan ~ fr:khan tri ≈ en:country ~ fr:country ≈ en:entry ~ en:enters ≈ fr:aident aise
0.7660	0.924	0.171	6	printed	tweeter	en:printed ≈ fr:prennent aide ~ fr:tissent aide ≈ en:twisted ~ fr:twist ≈ en:tweet ~ fr:tweeter
0.7659	0.911	0.159	5	wizard	sourde	en:wizard ≈ fr:ouais aide ~ fr:fait aide ≈ en:fitted ~ en:suited ≈ fr:sourde
0.7656	0.929	0.176	6	bitcoin	corner	en:bitcoin ≈ fr:but conne ~ fr:conne ≈ en:corn ~ fr:cornes ≈ en:corner ~ fr:corner
0.7655	0.970	0.211	3	designers	année,	en:designers ~ en:designer ≈ fr:dis année ~ fr:année,
0.7653	0.920	0.168	6	couture	naïf	en:couture ≈ fr:couteau = en:knife ≈ fr:naïfs ~ fr:naïve ≈ en:naive ~ fr:naïf
0.7652	0.922	0.170	6	stopped	stores	en:stopped ~ fr:stoppes ≈ en:stalk ~ en:stalky ≈ fr:stocker = en:store ≈ fr:stores
0.7652	0.924	0.172	6	diesel	propose	en:diesel ≈ fr:dis elle ~ fr:propos elle ≈ en:proposal ~ fr:proposes ≈ en:propose ~ fr:propose
0.7650	0.926	0.174	6	lens	routine	en:lens ~ en:lenses ≈ fr:laines aise ~ fr:ruent aise ≈ en:rooters ~ en:rooting ≈ fr:routine
0.7650	0.911	0.160	3	wrecks	grecque	en:wrecks ~ en:wreck ≈ fr:grecs ~ fr:grecque
0.7646	0.941	0.187	6	trustee	six	en:trustee ~ en:trustees ≈ fr:tracent hisse ~ fr:seines ≈ en:seen ~ en:sees ≈ fr:six
0.7641	0.893	0.144	3	sleeve	installation	en:sleeve ~ fr:haines taule ≈ en:install ~ fr:installation
0.7640	0.899	0.150	6	league	veil	en:league ≈ fr:ligues = en:leagues ≈ fr:lise ~ fr:ville ≈ en:veil ~ fr:veil
0.7639	0.861	0.113	6	cheapest	type	en:cheapest ~ en:cheap ≈ fr:types ~ en:type ≈ fr:tape ~ en:tape ≈ fr:type
0.7639	0.906	0.157	6	podcast	poteries	en:podcast ≈ fr:pot caste ~ fr:pot reps ≈ en:portraits ~ en:portrait ≈ fr:poterie ~ fr:poteries
0.7638	0.973	0.215	3	kaki	arrogant	en:kaki ~ fr:kaki ≈ en:cocky = fr:arrogant
0.7636	0.923	0.173	6	exhibited	tweeter	en:exhibited ≈ fr:exhibent aide ~ fr:tissent aide ≈ en:twisted ~ fr:twist ≈ en:tweet ~ fr:tweeter
0.7633	0.930	0.179	6	port	imaginaire	en:port ≈ fr:pote = en:buddy ≈ fr:baux dits ~ fr:fanent ci ≈ en:fantasy = fr:imaginaire
0.7632	0.955	0.201	6	callers	pas elle	en:callers ~ en:caller ≈ fr:coller ~ en:colly ≈ fr:colis = en:parcel ≈ fr:pas elle
0.7631	0.928	0.178	6	shapes	former	en:shapes = fr:formes ≈ en:form = fr:forme ≈ en:former ~ en:formerly ≈ fr:former
0.7631	0.916	0.167	6	expense	type	en:expense ~ fr:coûte ≈ en:coot ~ en:cosset ≈ fr:cassette = en:tape ≈ fr:type
0.7629	0.876	0.129	5	duck	orthodoxie	en:duck ~ en:ducks ≈ fr:axe ~ fr:hochet axe ≈ en:orthodox = fr:orthodoxie
0.7629	0.930	0.180	6	doses	soft	en:doses ~ fr:doses ≈ en:does ~ en:do ≈ fr:doux = en:soft ≈ fr:soft
0.7628	0.938	0.187	4	cell	storm	en:cell ≈ fr:selle ~ fr:tome ≈ en:storm ~ fr:storm
0.7628	0.918	0.169	4	wardrobe	confesse	en:wardrobe ≈ fr:vont robe ~ fr:con veste ≈ en:confessed ~ fr:confesse
0.7628	0.923	0.174	3	lease	weed	en:lease ~ fr:leasing ≈ en:weeding ~ fr:weed
0.7623	0.939	0.188	5	cellular	storm	en:cellular ~ en:cell ≈ fr:selle ~ fr:tome ≈ en:storm ~ fr:storm
0.7622	0.841	0.094	3	trash	pupille	en:trash = fr:poubelle ≈ en:pupil ~ fr:pupille
0.7621	0.905	0.158	6	mixture	mac	en:mixture ~ fr:mixte ≈ en:maxed ~ fr:max ≈ en:macs ~ en:mac ≈ fr:mac
0.7620	0.941	0.190	6	boss	mousse	en:boss ≈ fr:bosse ~ fr:boss ≈ en:moss = fr:mousses ≈ en:mousse ~ fr:mousse
