tier	score	en	fr	flags	en_ipa	fr_ipa	alignment
S	1.0	ferry	faits rient	multiword	fɛɹi	fɛʁi	f:f ɛ:ɛ ɹ:ɹ i:i
B	1.0	stakes	steaks	loanword	steɪks	steɪks	
S	1.0	seller	sels		sɛlɚ	sɛl	s:s ɛ:ɛ l:l
S	1.0	seller	selles		sɛlɚ	sɛl	s:s ɛ:ɛ l:l
S	1.0	seller	selle		sɛlɚ	sɛl	s:s ɛ:ɛ l:l
S	1.0	coup	coupes		kuːp	kup	k:k u:u p:p
S	1.0	coup	coupent		kuːp	kup	k:k u:u p:p
S	1.0	coup	coupe		kuːp	kup	k:k u:u p:p
S	1.0	escort	escorte	cognate	ɛskɔːɹt	ɛskɔʁt	ɛ:ɛ s:s k:k ɔ:ɔ ɹ:ɹ t:t
S	1.0	pause	pose		pɔːz	pɔz	p:p ɔ:ɔ z:z
S	1.0	clause	close		klɔːz	klɔz	k:k l:l ɔ:ɔ z:z
S	1.0	berry	bey rient	multiword	bɛɹi	bɛʁi	b:b ɛ:ɛ ɹ:ɹ i:i
S	1.0	bees	bises		biːz	biz	b:b i:i z:z
S	1.0	bees	bise		biːz	biz	b:b i:i z:z
S	1.0	cooler	coule		kuːlɚ	kul	k:k u:u l:l
B	1.0	cooler	cool	loanword	kuːlɚ	kuːl	
S	1.0	flu	floue		fluː	flu	f:f l:l u:u
S	1.0	flu	flou		fluː	flu	f:f l:l u:u
S	1.0	pee	pis		piː	pi	p:p i:i
S	1.0	pee	pie		piː	pi	p:p i:i
S	1.0	pee	pi		piː	pi	p:p i:i
B	1.0	brake	break	loanword	bɹeɪk	bɹeɪk	
S	1.0	plea	plis		pliː	pli	p:p l:l i:i
S	1.0	plea	plie		pliː	pli	p:p l:l i:i
S	1.0	plea	pli		pliː	pli	p:p l:l i:i
S	1.0	fare	fers		fɛɹ	fɛʁ	f:f ɛ:ɛ ɹ:ɹ
S	1.0	fare	fer		fɛɹ	fɛʁ	f:f ɛ:ɛ ɹ:ɹ
S	1.0	fare	faire		fɛɹ	fɛʁ	f:f ɛ:ɛ ɹ:ɹ
S	1.0	newer	nous		nuːɚ	nu	n:n u:u
S	1.0	norm	normes	cognate	nɔːɹm	nɔʁm	n:n ɔ:ɔ ɹ:ɹ m:m
S	1.0	norm	norme	cognate	nɔːɹm	nɔʁm	n:n ɔ:ɔ ɹ:ɹ m:m
S	1.0	boo	bouts		buː	bu	b:b u:u
S	1.0	boo	bout		buː	bu	b:b u:u
S	1.0	boo	boue		buː	bu	b:b u:u
S	1.0	cs	sis ès	multiword	siːɛs	siɛs	s:s i:i ɛ:ɛ s:s
S	1.0	esteem	estiment		ɛstiːm	ɛstim	ɛ:ɛ s:s t:t i:i m:m
S	1.0	esteem	estime	cognate	ɛstiːm	ɛstim	ɛ:ɛ s:s t:t i:i m:m
S	1.0	sued	soude		suːd	sud	s:s u:u d:d
S	1.0	tel	tels	cognate	tɛl	tɛl	t:t ɛ:ɛ l:l
S	1.0	tel	telles		tɛl	tɛl	t:t ɛ:ɛ l:l
S	1.0	tel	telle		tɛl	tɛl	t:t ɛ:ɛ l:l
S	1.0	vault	volts		vɔlt	vɔlt	v:v ɔ:ɔ l:l t:t
B	1.0	aye	eye	loanword	aɪ	aɪ	
S	1.0	bury	bey rient	multiword	bɛɹi	bɛʁi	b:b ɛ:ɛ ɹ:ɹ i:i
S	1.0	heir	ère		ɛɹ	ɛʁ	ɛ:ɛ ɹ:ɹ
S	1.0	heir	airs		ɛɹ	ɛʁ	ɛ:ɛ ɹ:ɹ
S	1.0	heir	aires		ɛɹ	ɛʁ	ɛ:ɛ ɹ:ɹ
B	1.0	haul	hall	loanword	hɔːl	hɔːl	
S	1.0	pl	pie aile	multiword	piːɛl	piɛl	p:p i:i ɛ:ɛ l:l
S	1.0	messy	messie		mɛsi	mɛsi	m:m ɛ:ɛ s:s i:i
S	1.0	wee	oui		wiː	wi	w:w i:i
S	1.0	breeze	brise	cognate	bɹiːz	bʁiz	b:b ɹ:ɹ i:i z:z
S	1.0	levy	lès vies	multiword	lɛvi	lɛvi	l:l ɛ:ɛ v:v i:i
B	1.0	mock	mark	loanword	mɑːk	mɑːk	
S	1.0	envy	haines vies	multiword	ɛnvi	ɛnvi	ɛ:ɛ n:n v:v i:i
S	1.0	ml	aiment aile	multiword	ɛmɛl	ɛmɛl	ɛ:ɛ m:m ɛ:ɛ l:l
S	1.0	ruler	roule		ɹuːlɚ	ʁul	ɹ:ɹ u:u l:l
S	1.0	merry	mairies		mɛɹi	mɛʁi	m:m ɛ:ɛ ɹ:ɹ i:i
S	1.0	merry	mairie		mɛɹi	mɛʁi	m:m ɛ:ɛ ɹ:ɹ i:i
S	1.0	ea	hit		iː	i	i:i
S	1.0	ea	hi		iː	i	i:i
S	1.0	awe	oh		ɔː	ɔ	ɔ:ɔ
S	1.0	peel	piles		piːl	pil	p:p i:i l:l
S	1.0	peel	pile		piːl	pil	p:p i:i l:l
S	1.0	belle	belles	cognate	bɛl	bɛl	b:b ɛ:ɛ l:l
S	1.0	belle	bel		bɛl	bɛl	b:b ɛ:ɛ l:l
B	1.0	fuller	full	loanword	fʊlɚ	fʊl	
S	1.0	paired	perdent		pɛɹd	pɛʁd	p:p ɛ:ɛ ɹ:ɹ d:d
S	1.0	paired	perde		pɛɹd	pɛʁd	p:p ɛ:ɛ ɹ:ɹ d:d
B	1.0	whiskey	whisky	cognate,loanword	wɪski	wɪski	
B	1.0	liner	line	loanword	laɪnɚ	laɪn	
S	1.0	mesh	mèches		mɛʃ	mɛʃ	m:m ɛ:ɛ ʃ:ʃ
S	1.0	mesh	mèche		mɛʃ	mɛʃ	m:m ɛ:ɛ ʃ:ʃ
S	1.0	prestige	pressent tiges	multiword	pɹɛstiːʒ	pʁɛstiʒ	p:p ɹ:ɹ ɛ:ɛ s:s t:t i:i ʒ:ʒ
S	1.0	excel	excelle	cognate	ɛksɛl	ɛksɛl	ɛ:ɛ k:k s:s ɛ:ɛ l:l
B	1.0	rumor	room	loanword	ɹuːmɚ	ɹuːm	
S	1.0	vest	vestes		vɛst	vɛst	v:v ɛ:ɛ s:s t:t
S	1.0	vest	veste		vɛst	vɛst	v:v ɛ:ɛ s:s t:t
S	1.0	yen	yens	cognate	jɛn	jɛn	j:j ɛ:ɛ n:n
S	1.0	beck	bec		bɛk	bɛk	b:b ɛ:ɛ k:k
S	1.0	ls	aile ès	multiword	ɛlɛs	ɛlɛs	ɛ:ɛ l:l ɛ:ɛ s:s
S	1.0	beware	boues aires	multiword	bᵻwɛɹ	bwɛʁ	b:b w:w ɛ:ɛ ɹ:ɹ
S	1.0	moody	mous dits	multiword	muːdi	mudi	m:m u:u d:d i:i
S	1.0	pd	pie dits	multiword	piːdiː	pidi	p:p i:i d:d i:i
S	1.0	peek	piques		piːk	pik	p:p i:i k:k
S	1.0	peek	pique		piːk	pik	p:p i:i k:k
S	1.0	peek	pics		piːk	pik	p:p i:i k:k
S	1.0	prairie	prairies	cognate	pɹɛɹi	pʁɛʁi	p:p ɹ:ɹ ɛ:ɛ ɹ:ɹ i:i
B	1.0	footballer	football	loanword	fʊtbɔːlɚ	fʊtbɔːl	
S	1.0	mu	mous		muː	mu	m:m u:u
S	1.0	mu	mou		muː	mu	m:m u:u
S	1.0	troop	troupes	cognate	tɹuːp	tʁup	t:t ɹ:ɹ u:u p:p
S	1.0	troop	troupe	cognate	tɹuːp	tʁup	t:t ɹ:ɹ u:u p:p
S	1.0	dd	dits dis	multiword	diːdiː	didi	d:d i:i d:d i:i
S	1.0	sushi	saoul chie	multiword	suːʃi	suʃi	s:s u:u ʃ:ʃ i:i
S	1.0	tutor	tours		tuːɾɚ	tuʁ	t:t u:u ɹ:ɹ
S	1.0	tutor	tour		tuːɾɚ	tuʁ	t:t u:u ɹ:ɹ
S	1.0	freezer	frise		fɹiːzɚ	fʁiz	f:f ɹ:ɹ i:i z:z
S	1.0	poop	poupe		puːp	pup	p:p u:u p:p
S	1.0	rouge	rouges	cognate	ɹuːʒ	ʁuʒ	ɹ:ɹ u:u ʒ:ʒ
S	1.0	wed	oued		wɛd	wɛd	w:w ɛ:ɛ d:d
B	0.927	rounded	round	loanword	ɹaʊndᵻd	ɹaʊnd	
S	0.912	protest	proteste		pɹoʊtɛst	pʁotɛst	p:p ɹ:ɹ o:o t:t ɛ:ɛ s:s t:t
S	0.9	expose	exposent		ɛkspoʊz	ɛkspoz	ɛ:ɛ k:k s:s p:p o:o z:z
B	0.898	discounts	discount	loanword	dɪskaʊnts	dɪskaʊnt	
B	0.892	ended	end	loanword	ɛndᵻd	ɛnd	
A	0.892	ordered	hordes		ɔːɹdɚd	ɔʁd	ɔ:ɔ ɹ:ɹ d:· d:d
A	0.892	ordered	horde		ɔːɹdɚd	ɔʁd	ɔ:ɔ ɹ:ɹ d:· d:d
A	0.892	mortar	morts		mɔːɹɾɚ	mɔʁ	m:m ɔ:ɔ ɹ:· ɹ:ɹ
A	0.892	mortar	mort		mɔːɹɾɚ	mɔʁ	m:m ɔ:ɔ ɹ:· ɹ:ɹ
A	0.892	mortar	more		mɔːɹɾɚ	mɔʁ	m:m ɔ:ɔ ɹ:· ɹ:ɹ
A	0.891	excessive	excès sève	multiword	ɛksɛsɪv	ɛksɛsɛv	ɛ:ɛ k:k s:s ɛ:ɛ s:s ɪ:ɛ v:v
A	0.886	expressed	expresse		ɛkspɹɛst	ɛkspʁɛs	ɛ:ɛ k:k s:s p:p ɹ:ɹ ɛ:ɛ s:s t:·
B	0.886	expressed	express	loanword	ɛkspɹɛst	ɛkspɹɛs	
A	0.886	explore	exploré		ɛksploːɹ	ɛksploʁe	ɛ:ɛ k:k s:s p:p l:l o:o ɹ:ɹ ·:e
A	0.886	explore	explorer	cognate	ɛksploːɹ	ɛksploʁe	ɛ:ɛ k:k s:s p:p l:l o:o ɹ:ɹ ·:e
A	0.886	explorer	exploré		ɛksploːɹɚ	ɛksploʁe	ɛ:ɛ k:k s:s p:p l:l o:o ɹ:ɹ ·:e
A	0.885	regime	régimes	cognate	ɹeɪʒiːm	ʁeʒim	ɹ:ɹ e:e ʒ:ʒ i:i m:m
A	0.885	regime	régime	cognate	ɹeɪʒiːm	ʁeʒim	ɹ:ɹ e:e ʒ:ʒ i:i m:m
A	0.885	outlet	athlètes		aʊtlɛt	atlɛt	a:a t:t l:l ɛ:ɛ t:t
A	0.885	outlet	athlète		aʊtlɛt	atlɛt	a:a t:t l:l ɛ:ɛ t:t
B	0.885	swinging	swing	loanword	swɪŋɪŋ	swɪŋ	
A	0.882	stressed	stresse		stɹɛst	stʁɛs	s:s t:t ɹ:ɹ ɛ:ɛ s:s t:·
B	0.882	stressed	stress	loanword	stɹɛst	stɹɛs	
A	0.881	exactly	exacts lies	multiword	ɛɡzæktli	ɛɡzaktli	ɛ:ɛ ɡ:ɡ z:z æ:a k:k t:t l:l i:i
A	0.881	platform	plateformes	cognate	plætfɔːɹm	platfɔʁm	p:p l:l æ:a t:t f:f ɔ:ɔ ɹ:ɹ m:m
A	0.881	platform	plateforme	cognate	plætfɔːɹm	platfɔʁm	p:p l:l æ:a t:t f:f ɔ:ɔ ɹ:ɹ m:m
A	0.881	strictly	strictes lies	multiword	stɹɪktli	stʁiktli	s:s t:t ɹ:ɹ ɪ:i k:k t:t l:l i:i
A	0.881	technically	techniques lies	multiword	tɛknɪkli	tɛknikli	t:t ɛ:ɛ k:k n:n ɪ:i k:k l:l i:i
A	0.881	memorable	mêmes rebelle	multiword	mɛmɚɹəbəl	mɛmʁəbɛl	m:m ɛ:ɛ m:m ɹ:ɹ ə:ə b:b ə:ɛ l:l
A	0.88	xxx	excède sexes	multiword	ɛksɛksɛks	ɛksɛdsɛks	ɛ:ɛ k:k s:s ɛ:ɛ k:d s:s ɛ:ɛ k:k s:s
A	0.875	census	saines cessent	multiword	sɛnsəs	sɛnsɛs	s:s ɛ:ɛ n:n s:s ə:ɛ s:s
A	0.874	generally	gin relis	multiword	dʒɛnɚɹəli	dʒinʁəli	d:d ʒ:ʒ ɛ:i n:n ɹ:ɹ ə:ə l:l i:i
B	0.87	countries	country	loanword	kʌntɹiz	kʌntɹi	
A	0.87	respect	respectent		ɹᵻspɛkt	ʁɛspɛkt	ɹ:ɹ ·:ɛ s:s p:p ɛ:ɛ k:k t:t
A	0.87	respect	respecte	cognate	ɹᵻspɛkt	ʁɛspɛkt	ɹ:ɹ ·:ɛ s:s p:p ɛ:ɛ k:k t:t
A	0.87	except	excepté	cognate	ɛksɛpt	ɛksɛpte	ɛ:ɛ k:k s:s ɛ:ɛ p:p t:t ·:e
B	0.87	designed	design	loanword	dɪzaɪnd	dɪzaɪn	
B	0.87	buildings	building	loanword	bɪldɪŋz	bɪldɪŋ	
A	0.87	express	exprès	cognate	ɛkspɹɛs	ɛkspʁɛ	ɛ:ɛ k:k s:s p:p ɹ:ɹ ɛ:ɛ s:·
B	0.87	businesses	business	loanword	bɪznəsᵻz	bɪznəs	
A	0.87	techniques	technique	cognate	tɛkniːks	tɛknik	t:t ɛ:ɛ k:k n:n i:i k:k s:·
B	0.87	designs	design	cognate,loanword	dɪzaɪnz	dɪzaɪn	
A	0.87	separately	sep repli	multiword	sɛpɹətli	sɛpʁəpli	s:s ɛ:ɛ p:p ɹ:ɹ ə:ə t:p l:l i:i
B	0.87	designers	design	loanword	dɪzaɪnɚz	dɪzaɪn	
A	0.87	semester	semestre	cognate	səmɛstɚ	səmɛstʁ	s:s ə:ə m:m ɛ:ɛ s:s t:t ·:ɹ
B	0.87	depressing	pressing	loanword	dᵻpɹɛsɪŋ	pɹɛsɪŋ	
B	0.87	raining	training	loanword	ɹeɪnɪŋ	tɹeɪnɪŋ	
B	0.87	rebuilding	building	loanword	ɹᵻbɪldɪŋ	bɪldɪŋ	
A	0.866	export	exporte		ɛkspoːɹt	ɛkspɔʁt	ɛ:ɛ k:k s:s p:p o:ɔ ɹ:ɹ t:t
A	0.866	formally	formait lies	multiword	fɔːɹməli	fɔʁmɛli	f:f ɔ:ɔ ɹ:ɹ m:m ə:ɛ l:l i:i
A	0.866	telegraph	telles graphe	multiword	tɛlᵻɡɹæf	tɛlɡʁaf	t:t ɛ:ɛ l:l ɡ:ɡ ɹ:ɹ æ:a f:f
A	0.866	explorer	explore		ɛksploːɹɚ	ɛksplɔʁ	ɛ:ɛ k:k s:s p:p l:l o:ɔ ɹ:ɹ
A	0.865	lastly	list lies	multiword	læstli	listli	l:l æ:i s:s t:t l:l i:i
A	0.864	post	postent		poʊst	post	p:p o:o s:s t:t
A	0.864	media	midi		miːdiːə	midi	m:m i:i d:d i:i
A	0.864	daily	délits		deɪli	deli	d:d e:e l:l i:i
A	0.864	daily	délit		deɪli	deli	d:d e:e l:l i:i
A	0.864	easily	hit zizi	multiword	iːzili	izizi	i:i z:z i:i l:z i:i
A	0.864	crown	crânes		kɹaʊn	kʁaːn	k:k ɹ:ɹ a:a n:n
A	0.864	crown	crâne		kɹaʊn	kʁaːn	k:k ɹ:ɹ a:a n:n
A	0.864	crown	crane		kɹaʊn	kʁan	k:k ɹ:ɹ a:a n:n
A	0.864	gross	grosses		ɡɹoʊs	ɡʁos	ɡ:ɡ ɹ:ɹ o:o s:s
A	0.864	gross	grosse		ɡɹoʊs	ɡʁos	ɡ:ɡ ɹ:ɹ o:o s:s
B	0.864	boost	booster	cognate,loanword	buːst	buːstə	
A	0.864	globe	globes	cognate	ɡloʊb	ɡlob	ɡ:ɡ l:l o:o b:b
A	0.864	poster	postent		poʊstɚ	post	p:p o:o s:s t:t
A	0.864	couch	catch		kaʊtʃ	katʃ	k:k a:a t:t ʃ:ʃ
A	0.864	mighty	maris		maɪɾi	maʁi	m:m a:a ɹ:ɹ i:i
A	0.864	mighty	marient		maɪɾi	maʁi	m:m a:a ɹ:ɹ i:i
A	0.864	mighty	marie		maɪɾi	maʁi	m:m a:a ɹ:ɹ i:i
A	0.864	scout	skate		skaʊt	skat	s:s k:k a:a t:t
A	0.864	prone	prône		pɹoʊn	pʁoːn	p:p ɹ:ɹ o:o n:n
A	0.864	fries	phrases		fɹaɪz	fʁaz	f:f ɹ:ɹ a:a z:z
A	0.864	fries	phrase		fɹaɪz	fʁaz	f:f ɹ:ɹ a:a z:z
A	0.864	naive	naïve	cognate	naɪiːv	naiv	n:n a:a i:i v:v
B	0.864	thrill	thriller	loanword	θɹɪl	θɹɪlə	
A	0.864	clone	clones	cognate	kloʊn	klon	k:k l:l o:o n:n
A	0.863	textile	tex tacle	multiword	tɛkstaɪl	tɛkstakl	t:t ɛ:ɛ k:k s:s t:t a:a ·:k l:l
B	0.861	sticks	steaks	loanword	stɪks	steɪks	
A	0.86	treaty	tri		tɹiːɾi	tʁi	t:t ɹ:· i:· ɹ:ɹ i:i
B	0.86	kicking	king	loanword	kɪkɪŋ	kɪŋ	
B	0.86	ringing	ring	loanword	ɹɪŋɪŋ	ɹɪŋ	
A	0.859	transform	transforment		tɹænsfɔːɹm	tʁɑ̃sfɔʁm	t:t ɹ:ɹ æ:ɑ n:n s:s f:f ɔ:ɔ ɹ:ɹ m:m
A	0.859	transform	transforme	cognate	tɹænsfɔːɹm	tʁɑ̃sfɔʁm	t:t ɹ:ɹ æ:ɑ n:n s:s f:f ɔ:ɔ ɹ:ɹ m:m
B	0.858	trading	training	loanword	tɹeɪdɪŋ	tɹeɪnɪŋ	
A	0.858	extreme	extrêmes	cognate	ɛkstɹiːm	ɛkstʁɛm	ɛ:ɛ k:k s:s t:t ɹ:ɹ i:ɛ m:m
A	0.858	extreme	extrême	cognate	ɛkstɹiːm	ɛkstʁɛm	ɛ:ɛ k:k s:s t:t ɹ:ɹ i:ɛ m:m
A	0.858	excuse	exquis housse	multiword	ɛkskjuːs	ɛkskius	ɛ:ɛ k:k s:s k:k j:i u:u s:s
A	0.858	destiny	destins nient	multiword	dɛstɪni	dɛstɛ̃ni	d:d ɛ:ɛ s:s t:t ɪ:ɛ̃ n:n i:i
A	0.858	machinery	machines rient	multiword	məʃiːnɚɹi	maʃinʁi	m:m ə:a ʃ:ʃ i:i n:n ɹ:ɹ i:i
A	0.855	airport	aires pertes	multiword	ɛɹpoːɹt	ɛʁpɛʁt	ɛ:ɛ ɹ:ɹ p:p o:ɛ ɹ:ɹ t:t
A	0.855	necessarily	nécessaires lies	multiword	nɛsɪsɛɹᵻli	nesɛsɛʁli	n:n ɛ:e s:s ɪ:ɛ s:s ɛ:ɛ ɹ:ɹ l:l i:i
A	0.855	airborne	aires berne	multiword	ɛɹboːɹn	ɛʁbɛʁn	ɛ:ɛ ɹ:ɹ b:b o:ɛ ɹ:ɹ n:n
A	0.854	extreme	expriment		ɛkstɹiːm	ɛkspʁim	ɛ:ɛ k:k s:s t:p ɹ:ɹ i:i m:m
A	0.852	pretty	prie rient	multiword	pɹɪɾi	pʁiʁi	p:p ɹ:ɹ ɪ:i ɹ:ɹ i:i
A	0.85	street	strictes		stɹiːt	stʁikt	s:s t:t ɹ:ɹ i:i ·:k t:t
A	0.85	street	stricte		stɹiːt	stʁikt	s:s t:t ɹ:ɹ i:i ·:k t:t
A	0.85	street	strict		stɹiːt	stʁikt	s:s t:t ɹ:ɹ i:i ·:k t:t
B	0.85	takes	steaks	loanword	teɪks	steɪks	
A	0.85	director	directs		dᵻɹɛktɚ	diʁɛkt	d:d ·:i ɹ:ɹ ɛ:ɛ k:k t:t
A	0.85	director	directes		dᵻɹɛktɚ	diʁɛkt	d:d ·:i ɹ:ɹ ɛ:ɛ k:k t:t
A	0.85	director	directe		dᵻɹɛktɚ	diʁɛkt	d:d ·:i ɹ:ɹ ɛ:ɛ k:k t:t
B	0.85	ground	round	loanword	ɡɹaʊnd	ɹaʊnd	
A	0.85	direct	directs	cognate	dᵻɹɛkt	diʁɛkt	d:d ·:i ɹ:ɹ ɛ:ɛ k:k t:t
A	0.85	direct	directes	cognate	dᵻɹɛkt	diʁɛkt	d:d ·:i ɹ:ɹ ɛ:ɛ k:k t:t
A	0.85	direct	directe	cognate	dᵻɹɛkt	diʁɛkt	d:d ·:i ɹ:ɹ ɛ:ɛ k:k t:t
A	0.85	correct	corrects	cognate	kɚɹɛkt	koʁɛkt	k:k ·:o ɹ:ɹ ɛ:ɛ k:k t:t
A	0.85	correct	correcte	cognate	kɚɹɛkt	koʁɛkt	k:k ·:o ɹ:ɹ ɛ:ɛ k:k t:t
A	0.85	stress	stressée		stɹɛs	stʁɛse	s:s t:t ɹ:ɹ ɛ:ɛ s:s ·:e
A	0.85	stress	stressé	cognate	stɹɛs	stʁɛse	s:s t:t ɹ:ɹ ɛ:ɛ s:s ·:e
B	0.85	ladies	lady	loanword	leɪdiz	leɪdi	
B	0.85	desire	design	loanword	dɪzaɪɚ	dɪzaɪn	
B	0.85	bunch	brunch	loanword	bʌntʃ	bɹʌntʃ	
A	0.85	reform	réformes	cognate	ɹᵻfɔːɹm	ʁefɔʁm	ɹ:ɹ ·:e f:f ɔ:ɔ ɹ:ɹ m:m
A	0.85	reform	réforme	cognate	ɹᵻfɔːɹm	ʁefɔʁm	ɹ:ɹ ·:e f:f ɔ:ɔ ɹ:ɹ m:m
A	0.85	barely	berline		bɛɹli	bɛʁlin	b:b ɛ:ɛ ɹ:ɹ l:l i:i ·:n
B	0.85	breaks	break	cognate,loanword	bɹeɪks	bɹeɪk	
B	0.85	babies	baby	loanword	beɪbiz	beɪbi	
A	0.85	enemies	ennemies	cognate	ɛnəmiz	ɛnəmi	ɛ:ɛ n:n ə:ə m:m i:i z:·
A	0.85	regret	regrettent		ɹᵻɡɹɛt	ʁəɡʁɛt	ɹ:ɹ ·:ə ɡ:ɡ ɹ:ɹ ɛ:ɛ t:t
A	0.85	regret	regrette	cognate	ɹᵻɡɹɛt	ʁəɡʁɛt	ɹ:ɹ ·:ə ɡ:ɡ ɹ:ɹ ɛ:ɛ t:t
A	0.85	texts	textes	cognate	tɛksts	tɛkst	t:t ɛ:ɛ k:k s:s t:t s:·
A	0.85	texts	texte	cognate	tɛksts	tɛkst	t:t ɛ:ɛ k:k s:s t:t s:·
B	0.85	rounds	round	loanword	ɹaʊndz	ɹaʊnd	
A	0.85	recipe	respire		ɹɛsᵻpiː	ʁɛspiʁ	ɹ:ɹ ɛ:ɛ s:s p:p i:i ·:ɹ
B	0.85	trusted	trust	loanword	tɹʌstᵻd	tɹʌst	
B	0.85	stake	steaks	loanword	steɪk	steɪks	
A	0.85	scream	escrime		skɹiːm	ɛskʁim	·:ɛ s:s k:k ɹ:ɹ i:i m:m
B	0.85	staring	string	loanword	stɛɹɪŋ	stɹɪŋ	
A	0.85	streak	strictes		stɹiːk	stʁikt	s:s t:t ɹ:ɹ i:i k:k ·:t
A	0.85	streak	stricte		stɹiːk	stʁikt	s:s t:t ɹ:ɹ i:i k:k ·:t
A	0.85	streak	strict		stɹiːk	stʁikt	s:s t:t ɹ:ɹ i:i k:k ·:t
B	0.85	strings	string	cognate,loanword	stɹɪŋz	stɹɪŋ	
B	0.85	stakes	steak	loanword	steɪks	steɪk	
B	0.85	steak	steaks	cognate,loanword	steɪk	steɪks	
B	0.85	renowned	round	loanword	ɹᵻnaʊnd	ɹaʊnd	
B	0.85	steering	string	loanword	stɪɹɪŋ	stɹɪŋ	
A	0.85	texture	textes		tɛkstʃɚ	tɛkst	t:t ɛ:ɛ k:k s:s t:t ʃ:·
A	0.85	texture	texte		tɛkstʃɚ	tɛkst	t:t ɛ:ɛ k:k s:s t:t ʃ:·
B	0.85	brakes	break	loanword	bɹeɪks	bɹeɪk	
A	0.85	esteem	estimés		ɛstiːm	ɛstime	ɛ:ɛ s:s t:t i:i m:m ·:e
B	0.85	punched	punch	loanword	pʌntʃt	pʌntʃ	
B	0.85	bidding	building	loanword	bɪdɪŋ	bɪldɪŋ	
B	0.85	trusts	trust	cognate,loanword	tɹʌsts	tɹʌst	
B	0.85	surround	round	loanword	sɚɹaʊnd	ɹaʊnd	
A	0.85	corpse	corpus		kɔːɹps	kɔʁpys	k:k ɔ:ɔ ɹ:ɹ p:p ·:y s:s
B	0.85	drowned	round	loanword	dɹaʊnd	ɹaʊnd	
A	0.85	excel	excellents		ɛksɛl	ɛksɛlɑ̃	ɛ:ɛ k:k s:s ɛ:ɛ l:l ·:ɑ̃
A	0.85	excel	excellent		ɛksɛl	ɛksɛlɑ̃	ɛ:ɛ k:k s:s ɛ:ɛ l:l ·:ɑ̃
A	0.85	sketches	sketch		skɛtʃᵻz	skɛtʃ	s:s k:k ɛ:ɛ t:t ʃ:ʃ z:·
B	0.85	stirring	string	loanword	stɜːɹɪŋ	stɹɪŋ	
B	0.85	trustee	trust	loanword	tɹʌstiː	tɹʌst	
B	0.85	tying	timing	loanword	taɪɪŋ	taɪmɪŋ	
B	0.85	punches	punch	loanword	pʌntʃᵻz	pʌntʃ	
A	0.849	created	crié hordes	multiword	kɹiːeɪɾᵻd	kʁieɔʁd	k:k ɹ:ɹ i:i e:e ɪ:ɔ ɹ:ɹ d:d
A	0.849	export	experte		ɛkspoːɹt	ɛkspɛʁt	ɛ:ɛ k:k s:s p:p o:ɛ ɹ:ɹ t:t
A	0.848	expect	experte		ɛkspɛkt	ɛkspɛʁt	ɛ:ɛ k:k s:s p:p ɛ:ɛ ·:ɹ k:· t:t
A	0.847	likely	laïques lies	multiword	laɪkli	laikli	l:l a:a ɪ:i k:k l:l i:i
A	0.847	extra	extraits		ɛkstɹə	ɛkstʁɛ	ɛ:ɛ k:k s:s t:t ɹ:ɹ ə:ɛ
A	0.847	extra	extrait		ɛkstɹə	ɛkstʁɛ	ɛ:ɛ k:k s:s t:t ɹ:ɹ ə:ɛ
A	0.847	engine	haines gin	multiword	ɛndʒɪn	ɛndʒin	ɛ:ɛ n:n d:d ʒ:ʒ ɪ:i n:n
A	0.847	exist	existent	cognate	ɛɡzɪst	ɛɡzist	ɛ:ɛ ɡ:ɡ z:z ɪ:i s:s t:t
A	0.847	exist	existe	cognate	ɛɡzɪst	ɛɡzist	ɛ:ɛ ɡ:ɡ z:z ɪ:i s:s t:t
A	0.847	supreme	supprime		suːpɹiːm	sypʁim	s:s u:y p:p ɹ:ɹ i:i m:m
A	0.847	revenue	rêvais nous	multiword	ɹɛvənuː	ʁɛvɛnu	ɹ:ɹ ɛ:ɛ v:v ə:ɛ n:n u:u
A	0.847	exact	exacts	cognate	ɛɡzækt	ɛɡzakt	ɛ:ɛ ɡ:ɡ z:z æ:a k:k t:t
A	0.847	exact	exactes	cognate	ɛɡzækt	ɛɡzakt	ɛ:ɛ ɡ:ɡ z:z æ:a k:k t:t
A	0.847	exact	exacte	cognate	ɛɡzækt	ɛɡzakt	ɛ:ɛ ɡ:ɡ z:z æ:a k:k t:t
A	0.847	formal	formelle	cognate	fɔːɹməl	fɔʁmɛl	f:f ɔ:ɔ ɹ:ɹ m:m ə:ɛ l:l
A	0.847	formal	formel	cognate	fɔːɹməl	fɔʁmɛl	f:f ɔ:ɔ ɹ:ɹ m:m ə:ɛ l:l
B	0.847	swimming	swing	loanword	swɪmɪŋ	swɪŋ	
A	0.847	aspect	aspects	cognate	æspɛkt	aspɛkt	æ:a s:s p:p ɛ:ɛ k:k t:t
A	0.847	connect	connecte		kənɛkt	kɔnɛkt	k:k ə:ɔ n:n ɛ:ɛ k:k t:t
A	0.847	collect	collecte		kəlɛkt	kɔlɛkt	k:k ə:ɔ l:l ɛ:ɛ k:k t:t
A	0.847	creek	critiques		kɹiːk	kʁitik	k:k ɹ:ɹ ·:i ·:t i:i k:k
A	0.847	creek	critiquent		kɹiːk	kʁitik	k:k ɹ:ɹ ·:i ·:t i:i k:k
A	0.847	creek	critique		kɹiːk	kʁitik	k:k ɹ:ɹ ·:i ·:t i:i k:k
