combined	sound	semantic	band	en	fr	flags	en_ipa	fr_ipa
0.853	0.915	0.864	identical	escheat	égide	generative	ɛʃiːt	eʒid
0.853	1.0	0.706	close	booed	boude		buːd	bud
0.853	0.97	0.758	close	suitor	soudé	generative	suːtɐ	sude
0.853	1.0	0.705	close	beck	bec		bɛk	bɛk
0.852	1.0	0.703	close	pieced	pistent		piːst	pist
0.852	1.0	0.703	close	form	formes	cognate	fɔːm	fɔʁm
0.851	0.97	0.755	close	tardy	tandis	generative	tɑːdi	tɑ̃di
0.851	0.97	0.755	close	madder	médée	generative	mædɐ	mede
0.850	0.94	0.808	identical	bleat	blettes	generative	bliːt	blɛt
0.849	0.975	0.742	close	feller	fêlé	generative	fɛlɐ	fele
0.849	0.975	0.741	close	commie	commis	generative	kɒmi	kɔmi
0.848	0.96	0.767	close	so	ce	funcword	səʊ	sə
0.848	0.97	0.749	close	fessed	veste	generative	fɛst	vɛst
0.848	0.945	0.795	close	titre	titi	generative	tɪtɐ	titi
0.848	1.0	0.696	close	nu	noue		nuː	nu
0.848	0.85	0.994	identical	correct	correcte	cognate	kəɹɛkt	koʁɛkt
0.847	1.0	0.695	close	see	scie		siː	si
0.847	1.0	0.695	close	pieced	pistes		piːst	pist
0.847	1.0	0.695	close	been	bine	funcword	biːn	bin
0.847	1.0	0.694	close	pooh	pouls		puː	pu
0.847	0.952	0.779	close	tinder	tain des	multiword	tɪndɐ	tɛ̃ de
0.847	0.956	0.772	close	cecal	séquelles	generative	sɛkəl	sekɛl
0.847	0.87	0.947	identical	respect	respecte	cognate	ɹɪspɛkt	ʁɛspɛkt
0.847	0.96	0.764	close	creditors	crédit aise	multiword	kɹɛdɪtəz	kʁedi ɛz
0.847	0.95	0.783	close	lewis	louise	generative	luːiz	lwiz
0.847	0.9	0.881	identical	expose	exposent		ɛkspoʊz	ɛkspoz
0.846	0.94	0.801	identical	miffy	méfie	generative	mɪfi	mefi
0.846	0.97	0.745	close	trews	trousse	generative	tɹuːz	tʁus
0.846	0.85	0.991	identical	reform	réforme	cognate	ɹᵻfɔːɹm	ʁefɔʁm
0.846	1.0	0.691	close	moolah	moulé	generative	muːlɐ	mule
0.845	0.97	0.743	close	caddy	caddie	generative	kædi	kadi
0.845	0.969	0.745	close	tractive	traquent ive	multiword,generative	tɹæktɪv	tʁak iv
0.845	1.0	0.690	close	booed	boudes		buːd	bud
0.845	1.0	0.690	close	seek	sic		siːk	sik
0.845	0.988	0.710	close	carport	capote	generative	kɑːpɔːt	kapɔt
0.844	0.97	0.741	close	rutty	rôti	generative	ɹʌti	ʁoti
0.844	0.95	0.777	close	but	bête	funcword	bʌt	bɛt
0.844	0.97	0.740	close	alter	haleter	generative	ɒltɐ	alte
0.844	0.952	0.772	close	caress	caresse	generative	kəɹɛs	kaʁɛs
0.844	0.97	0.739	close	cadi	caddie	generative	kædi	kadi
0.844	1.0	0.687	close	chic	chique		ʃiːk	ʃik
0.843	0.97	0.738	close	mammy	mamie	generative	mæmi	mami
0.843	1.0	0.685	close	seem	cime		siːm	sim
0.842	0.952	0.769	close	pleader	plaider	generative	pliːdɐ	plɛde
0.842	0.97	0.736	close	spat	spath	generative	spæt	spat
0.842	0.94	0.791	close	secretly	secret lis	multiword	siːkɹətli	səkʁɛ lis
0.842	1.0	0.683	close	toot	toute		tuːt	tut
0.842	0.976	0.725	close	pesty	pester	generative	pɛsti	pɛste
0.841	1.0	0.683	close	bet	bête		bɛt	bɛt
0.841	1.0	0.683	close	eve	ives		iːv	iv
0.841	1.0	0.682	close	teak	tics		tiːk	tik
0.841	0.85	0.979	identical	reform	réformes	cognate	ɹᵻfɔːɹm	ʁefɔʁm
0.841	1.0	0.682	close	teak	tiques		tiːk	tik
0.841	0.94	0.789	close	reeked	rixe	generative	ɹiːkt	ʁiks
0.841	1.0	0.681	close	si	scient		siː	si
0.840	1.0	0.681	close	too	toux		tuː	tu
0.840	0.85	0.977	identical	sketches	sketch		skɛtʃɪz	skɛtʃ
0.840	0.847	0.984	identical	connect	connecte		kənɛkt	kɔnɛkt
0.840	0.847	0.983	identical	collect	collecte		kəlɛkt	kɔlɛkt
0.840	0.844	0.990	identical	protest	proteste		pɹoʊtɛst	pʁɔtɛst
0.840	0.847	0.983	identical	critique	critiques	cognate	kɹɪtiːk	kʁitik
0.839	1.0	0.678	close	meme	mime		miːm	mim
0.839	0.975	0.721	close	collie	colis	generative	kɒli	kɔli
0.839	0.94	0.785	close	ruder	rôder	generative	ɹuːdɐ	ʁode
0.839	1.0	0.677	close	booboo	boubou	generative	buːbuː	bubu
0.838	0.866	0.936	identical	export	exporte		ɛkspoːɹt	ɛkspɔʁt
0.838	0.94	0.783	close	veldt	volts	generative	vɛlt	vɔlt
0.838	0.97	0.728	close	laddie	lesdits	generative	lædi	ledi
0.838	0.847	0.978	identical	exact	exacte	cognate	ɛɡzækt	ɛɡzakt
0.838	1.0	0.676	close	peeve	pives		piːv	piv
0.838	0.85	0.971	identical	stress	stressé	cognate	stɹɛs	stʁɛse
0.837	0.847	0.977	identical	critique	critiquent		kɹɪtiːk	kʁitik
0.837	0.841	0.991	identical	suspect	suspecte	cognate	sʌspɛkt	syspɛkt
0.837	0.96	0.744	close	what	ouate	funcword	wɒt	wat
0.837	0.915	0.830	identical	amice	émises	generative	æmɪs	emiz
0.837	0.951	0.760	close	respectful	respectent elle	multiword	ɹɪspɛktfəl	ʁɛspɛkt ɛl
0.837	0.94	0.781	close	fleece	plisse	generative	fliːs	plis
0.836	0.85	0.968	identical	regret	regrette	cognate	ɹɪɡɹɛt	ʁəɡʁɛt
0.836	0.956	0.750	close	pennis	pénis	generative	pɛniz	penis
0.836	0.842	0.986	identical	expertise	expertises	cognate	ɛkspətiːz	ɛkspɛʁtiz
0.836	1.0	0.672	close	bead	bide		biːd	bid
0.836	1.0	0.672	close	see	sis		siː	si
0.836	1.0	0.671	close	piece	pissent		piːs	pis
0.835	1.0	0.671	close	pee	pis		piː	pi
0.835	0.96	0.740	close	tresses	trais aise	multiword,generative	tɹɛsɪz	tʁɛ ɛz
0.835	1.0	0.671	close	seal	sil		siːl	sil
0.835	0.85	0.965	identical	correct	corrects	cognate	kəɹɛkt	kɔʁɛkt
0.835	0.97	0.722	close	blot	blattes	generative	blɒt	blat
0.835	1.0	0.670	close	shoo	chou		ʃuː	ʃu
0.835	1.0	0.670	close	beck	becs		bɛk	bɛk
0.835	1.0	0.670	close	fraught	frotte	generative	fɹɔːt	fʁɔt
0.835	0.97	0.722	close	cottar	côté	generative	kɒtɐ	kote
0.835	1.0	0.669	close	bream	brime	generative	bɹiːm	bʁim
0.835	0.847	0.971	identical	strict	stricte	cognate	stɹɪkt	stʁikt
0.834	1.0	0.668	close	pieced	piste		piːst	pist
0.834	1.0	0.668	close	for	fort		fɔː	fɔʁ
0.834	1.0	0.668	close	moo	mou		muː	mu
0.834	1.0	0.667	close	beep	bip	cognate	biːp	bip
0.833	1.0	0.667	close	net	nettes		nɛt	nɛt
0.833	1.0	0.667	close	vex	vexent		vɛks	vɛks
0.833	1.0	0.665	close	cs	sis ès	multiword	siːɛs	siɛs
0.833	0.94	0.771	close	lauder	ledit	generative	lɔːdɐ	lədi
0.832	1.0	0.665	close	shoo	choux		ʃuː	ʃu
0.832	1.0	0.665	close	lee	lit		liː	li
0.832	1.0	0.664	close	freak	fric		fɹiːk	fʁik
0.832	0.85	0.958	identical	stress	stressée		stɹɛs	stʁɛse
0.832	0.929	0.791	close	speller	spolie	generative	spɛlɐ	spɔli
0.832	0.952	0.748	close	pretor	prêtons	generative	pɹɪtɔː	pʁɛtɔ̃
0.832	1.0	0.664	close	form	forment		fɔːm	fɔʁm
0.832	1.0	0.664	close	rumen	roumaine	generative	ɹuːmɛn	ʁumɛn
0.832	0.932	0.785	close	disses	dis aise	multiword,generative	dɪsɪz	di ɛz
0.832	0.97	0.715	close	corrie	carie	generative	kɒɹi	kaʁi
0.831	1.0	0.663	close	rest	restent		ɹɛst	ʁɛst
0.831	0.955	0.740	close	parlor	palais	generative	pɑːlɐ	palɛ
0.831	1.0	0.662	close	moo	moue		muː	mu
0.831	1.0	0.661	close	chic	chiquent		ʃiːk	ʃik
0.831	0.97	0.712	close	seeder	cité	generative	siːdɐ	site
0.830	0.87	0.909	identical	semester	semestre	cognate	səmɛstɐ	səmɛstʁ
0.830	1.0	0.660	close	chic	chiques		ʃiːk	ʃik
0.830	0.945	0.757	close	deader	dédie	generative	dɛdɐ	dedi
0.830	1.0	0.660	close	boom	boum	cognate	buːm	bum
0.830	0.932	0.781	close	northwest	nœud ouest	multiword	nɔːθwɛst	nø wɛst
0.830	1.0	0.659	close	ruler	roule		ɹuːlɐ	ʁul
0.830	0.94	0.765	close	pander	pan des	multiword,generative	pændɐ	pɑ̃ de
0.829	0.97	0.710	close	cupped	capte	generative	kʌpt	kapt
0.829	0.976	0.699	close	treader	traité	generative	tɹɛdɐ	tʁɛte
0.829	1.0	0.657	close	si	scies		siː	si
0.828	1.0	0.657	close	sees	sises		siːz	siz
0.828	0.94	0.761	close	mealy	mêler	generative	miːli	mele
0.828	0.97	0.707	close	clack	claque	generative	klæk	klak
0.827	0.85	0.947	identical	direct	directs	cognate	daɪɹɛkt	diʁɛkt
0.827	1.0	0.655	close	seen	seine		siːn	sɛn
0.827	0.975	0.696	close	crick	crique	generative	kɹɪk	kʁik
0.827	0.91	0.817	identical	was	ose	funcword	wɒz	oz
0.827	1.0	0.653	close	flues	flouze	generative	fluːz	fluz
0.827	0.952	0.736	close	about	épate	funcword	ɐbaʊt	epat
0.826	0.955	0.731	close	recruit	recrute	generative	ɹɪkɹuːt	ʁəkʁyt
0.826	0.836	0.976	identical	explode	explose	cognate	ɛkspləʊd	ɛksploz
0.826	0.891	0.854	identical	excessive	excès sève	multiword	ɛksɛsɪv	ɛksɛsɛv
0.826	0.94	0.757	close	rushy	régie	generative	ɹʌʃi	ʁeʒi
0.826	1.0	0.651	close	sees	sise		siːz	siz
0.826	0.97	0.702	close	tooter	douter	generative	tuːtɐ	dute
0.825	0.985	0.676	close	cask	casque	generative	kɑːsk	kask
0.825	0.952	0.733	close	rebury	repris	generative	ɹɛbɹi	ʁəpʁi
0.825	0.97	0.701	close	cassia	cacher	generative	kæʃɐ	kaʃe
0.825	0.94	0.755	close	vela	voler	generative	vɛlɐ	vɔle
0.824	0.95	0.736	close	more	mot	funcword	mɔː	mo
0.824	0.947	0.741	close	excluded	exclus aide	multiword	ɛkskluːdɪd	ɛkskly ɛd
0.824	1.0	0.648	close	cooper	coupent		kuːpɐ	kup
0.824	0.847	0.946	identical	strict	strictes	cognate	stɹɪkt	stʁikt
0.824	0.833	0.978	identical	role	rôle	cognate	ɹəʊl	ʁol
0.824	0.976	0.688	close	bender	ben des	multiword,generative	bɛndɐ	bɛ̃ de
0.824	0.97	0.698	close	cotta	côté	generative	kɒtɐ	kote
0.823	1.0	0.645	close	beet	bittes		biːt	bit
0.822	0.859	0.913	identical	transform	transforment		tɹænsfɔːɹm	tʁɑ̃sfɔʁm
0.822	1.0	0.643	close	tell	telle		tɛl	tɛl
0.821	0.833	0.972	identical	role	rôles	cognate	ɹəʊl	ʁol
0.821	0.827	0.986	identical	textile	textiles	cognate	tɛkstaɪl	tɛkstil
0.821	0.847	0.939	identical	costume	costumes	cognate	kɒstjuːm	kɔstym
0.821	1.0	0.642	close	scoop	scoops	cognate	skuːp	skup
0.821	0.85	0.931	identical	enemies	ennemies	cognate	ɛnəmɪz	ɛnəmi
0.821	0.95	0.728	close	glasses	glass aise	multiword	ɡlɑːsɪz	ɡla ɛz
0.821	0.838	0.959	identical	context	contexte	cognate	kɒntɛkst	kɔ̃tɛkst
0.821	0.858	0.913	identical	destiny	destins nient	multiword	dɛstɪni	dɛstɛ̃ni
0.820	0.963	0.704	close	divvy	devis	generative	dɪvi	dəvi
0.820	0.956	0.716	close	vista	vis tes	multiword	vɪstɐ	vis te
0.819	1.0	0.639	close	coup	coupent		kuːp	kup
0.819	1.0	0.638	close	peek	pique		piːk	pik
0.819	0.837	0.956	identical	accept	accepte	cognate	ɐksɛpt	aksɛpt
0.819	0.952	0.720	close	settees	sottises	generative	sɛtiːz	sɔtiz
0.818	0.825	0.984	identical	princess	princesse	cognate	pɹɪnsɛs	pʁɛ̃sɛs
0.818	1.0	0.636	close	pee	pie		piː	pi
0.818	0.94	0.740	close	an	in	funcword	ɐn	in
0.818	0.836	0.957	identical	explode	explosent		ɛkspləʊd	ɛksploz
0.818	0.94	0.740	close	fleck	flics	generative	flɛk	flik
0.818	0.822	0.990	identical	repair	repaire		ɹᵻpɛɹ	ʁəpɛʁ
0.818	0.97	0.686	close	clam	clame	generative	klæm	klam
0.818	0.85	0.924	identical	babies	baby		beɪbɪz	beɪbi
0.818	1.0	0.635	close	rule	roule		ɹuːl	ʁul
0.817	0.821	0.991	identical	orbit	orbite	cognate	ɔːbɪt	ɔʁbit
0.817	0.85	0.923	identical	regret	regrettent		ɹɪɡɹɛt	ʁəɡʁɛt
0.817	1.0	0.634	close	tell	telles		tɛl	tɛl
0.817	0.97	0.684	close	dory	doré	generative	dɔːɹi	dɔʁe
0.817	0.911	0.793	close	annas	ânesse	generative	ænəz	anɛs
0.817	0.911	0.793	close	techie	toquer	generative	tɛki	tɔke
0.816	0.975	0.675	close	prawn	prône	generative	pɹɔːn	pʁon
0.816	0.821	0.988	identical	police	polices	cognate	pəliːs	pɔlis
0.816	1.0	0.632	close	meme	miment		miːm	mim
0.816	0.822	0.985	identical	groups	groupes	cognate	ɡɹuːps	ɡʁup
0.816	0.94	0.736	close	rapport	répond	generative	ɹæpɔː	ʁepɔ̃
0.816	0.838	0.947	identical	context	contextes	cognate	kɒntɛkst	kɔ̃tɛkst
0.816	0.933	0.748	close	southwest	cent ouest	multiword	saʊθwɛst	sɑ̃ wɛst
0.815	1.0	0.631	close	peek	piques		piːk	pik
0.815	0.975	0.672	close	benny	béni	generative	bɛni	beni
0.815	1.0	0.630	close	mess	messe		mɛs	mɛs
0.815	0.829	0.966	identical	stressed	stressant		stɹɛst	stʁɛsɑ̃
0.815	1.0	0.630	close	creak	crique	generative	kɹiːk	kʁik
0.815	0.975	0.671	close	peri	péri	generative	pɛɹi	peʁi
0.815	1.0	0.630	close	net	nette		nɛt	nɛt
0.815	0.94	0.733	close	doormat eek	domestiques	multiword	dɔːmætiːk	dɔmɛstik
0.815	0.821	0.984	identical	debris	débris	cognate	dɛbɹiː	debʁi
0.814	1.0	0.629	close	due	doux		djuː	du
0.814	0.97	0.679	close	kasha	cacher	generative	kæʃɐ	kaʃe
0.814	1.0	0.629	close	peek	pic		piːk	pik
0.814	0.96	0.696	close	concede	con cid	multiword,generative	kənsiːd	kɔ̃ sid
0.814	1.0	0.628	close	sought	sottes		sɔːt	sɔt
0.813	1.0	0.627	close	pea	pies		piː	pi
0.813	0.821	0.981	identical	gallery	galerie	cognate	ɡæləɹi	ɡalʁi
0.813	0.97	0.676	close	burry	barrie	generative	bʌɹi	baʁi
0.813	0.94	0.730	close	on	âne	funcword	ɒn	an
0.813	1.0	0.625	close	knew	nous		njuː	nu
0.813	0.975	0.667	close	sitar	cité	generative	sɪtɐ	site
0.812	0.97	0.675	close	mallee	mali	generative	mæliː	mali
0.812	0.94	0.728	close	pallor	palais	generative	pælɐ	palɛ
0.812	0.864	0.880	identical	prone	prône		pɹəʊn	pʁon
0.812	0.956	0.699	close	senores	sain ose	multiword,generative	sɛnɔːz	sɛ̃ oz
0.812	0.97	0.674	close	flam	flammes	generative	flæm	flam
0.812	0.822	0.975	identical	enemy	ennemie	cognate	ɛnəmi	ɛnmi
0.812	0.975	0.665	close	deli	délit	generative	dɛli	deli
0.812	0.905	0.794	close	minas	minage	generative	miːnəz	minaʒ
0.811	1.0	0.623	close	air	aires		eə	ɛʁ
0.811	0.93	0.744	close	examination	examen échine	multiword	ɛɡzæmɪneɪʃən	ɛɡzamɛ̃ eʃin
0.811	0.94	0.726	close	at	hâtent	funcword	æt	at
0.811	0.886	0.830	identical	expressed	expresse		ɛkspɹɛst	ɛkspʁɛs
0.810	0.97	0.671	close	ruddy	redis	generative	ɹʌdi	ʁədi
0.810	0.97	0.671	close	sealer	scellé	generative	siːlɐ	sele
0.810	1.0	0.621	close	xu	zou		zuː	zu
0.810	1.0	0.620	close	re	riz		ɹiː	ʁi
0.810	0.822	0.971	identical	lines	line	cognate	laɪnz	laɪn
0.810	0.975	0.661	close	fella	fêlé	generative	fɛlɐ	fele
0.810	0.821	0.973	identical	whiskey	whisky	cognate	wɪski	wiski
0.810	0.822	0.970	identical	tests	teste		tɛsts	tɛst
0.810	0.822	0.970	identical	downs	down	cognate	daʊnz	daʊn
0.809	0.833	0.943	identical	zone	zones	cognate	zəʊn	zon
0.809	0.833	0.942	identical	pose	poses	cognate	pəʊz	poz
0.809	1.0	0.618	close	soup	soupent		suːp	sup
0.809	0.955	0.694	close	lardy	lattis	generative	lɑːdi	lati
0.809	0.858	0.885	identical	extreme	extrêmes	cognate	ɛkstɹiːm	ɛkstʁɛm
0.808	0.95	0.702	close	feta	futé	generative	fiːtɐ	fyte
0.808	0.822	0.966	identical	tests	test	cognate	tɛsts	tɛst
0.808	1.0	0.616	close	we	ouïe		wiː	uj
0.808	1.0	0.616	close	peep	pipent		piːp	pip
0.808	1.0	0.615	close	around	round		ɐɹaʊnd	ɹaʊnd
0.807	0.837	0.929	identical	accept	acceptent	cognate	ɐksɛpt	aksɛpt
0.807	0.976	0.654	close	exhort	exode	generative	ɛɡzɔːt	ɛɡzɔd
0.807	0.821	0.965	identical	meeting	meetings		miːtɪŋ	mitiŋ
0.806	0.94	0.716	close	fleam	flemme	generative	fliːm	flɛm
0.806	1.0	0.612	close	boo	boues		buː	bu
0.806	0.97	0.661	close	butty	bâti	generative	bʌti	bati
0.806	0.837	0.925	identical	accept	acceptes	cognate	ɐksɛpt	aksɛpt
0.805	1.0	0.610	close	bet	bêtes		bɛt	bɛt
0.804	0.85	0.893	identical	prairie	prairies	cognate	pɹeəɹi	pʁeʁi
0.804	1.0	0.609	close	pease	pise		piːz	piz
0.804	0.822	0.957	identical	flows	flow	cognate	fləʊz	fləʊ
0.804	0.944	0.704	close	rending	rhin digne	multiword,generative	ɹɛndɪŋ	ʁɛ̃ diɲ
0.804	1.0	0.609	close	sort	sorte	cognate	sɔːt	sɔʁt
0.804	0.822	0.957	identical	forge	forges	cognate	fɔːdʒ	fɔʁʒ
0.804	0.822	0.956	identical	groups	group		ɡɹuːps	ɡʁup
0.804	0.94	0.711	close	on	ânes	funcword	ɒn	an
0.804	0.976	0.647	close	freaky	friqués	generative	fɹiːki	fʁike
0.804	1.0	0.607	close	toot	toutes		tuːt	tut
0.804	0.827	0.943	identical	library	librairie	cognate	laɪbɹəɹi	libʁɛʁi
0.803	0.932	0.724	close	court utter	constater	multiword	kɔːtʌtɐ	kɔ̃state
0.803	0.96	0.674	close	tightly	taillent lis	multiword	taɪtli	taj lis
0.803	0.81	0.984	identical	address	adresse	cognate	ɐdɹɛs	adʁɛs
0.803	0.97	0.656	close	looby	lubie	generative	luːbi	lybi
0.803	1.0	0.606	close	dare	der		deə	dɛʁ
0.803	0.925	0.736	close	over	vêt	funcword	əʊvɐ	ve
0.803	0.94	0.708	close	swede	souhaite	generative	swiːd	swet
0.803	0.821	0.956	identical	gallery	galeries	cognate	ɡæləɹi	ɡalʁi
0.803	0.929	0.728	close	recede	réside	generative	ɹɪsiːd	ʁezid
0.802	1.0	0.604	close	least	liste		liːst	list
0.802	0.955	0.679	close	carney	canée	generative	kɑːni	kane
0.801	0.929	0.725	close	racon	ricaine	generative	ɹækən	ʁikɛn
0.801	0.903	0.774	close	wardrobe	vont robe	multiword	wɔːdɹəʊb	vɔ̃ ʁɔb
0.801	1.0	0.602	close	nor	nord		nɔː	nɔʁ
0.800	1.0	0.600	close	seen	seines		siːn	sin
0.800	1.0	0.600	close	pen	pennes		pɛn	pɛn
0.800	1.0	0.599	close	ski	skient		skiː	ski
0.799	1.0	0.599	close	born	borne		bɔːn	bɔʁn
0.799	0.97	0.647	close	flack	flaque	generative	flæk	flak
0.799	1.0	0.598	close	newer	nous		njuːɐ	nu
0.799	1.0	0.598	close	pea	pi		piː	pi
0.799	0.932	0.714	close	court utter	constaté	multiword	kɔːtʌtɐ	kɔ̃state
0.798	0.822	0.943	identical	group	groupés		ɡɹuːp	ɡʁupe
0.798	0.952	0.677	close	prissy	précis	generative	pɹɪsi	pʁesi
0.798	0.847	0.885	identical	formal	formelle	cognate	fɔːməl	fɔʁmɛl
0.798	0.847	0.883	identical	exact	exactes	cognate	ɛɡzækt	ɛɡzakt
0.798	0.822	0.941	identical	technique	techniquement		tɛkniːk	tɛknikmɑ̃
0.797	1.0	0.595	close	error	aires		ɛɹɐ	ɛʁ
0.797	0.821	0.942	identical	excel	excelle	cognate	ɛksɛl	ɛksel
0.797	0.97	0.644	close	tread	traite	generative	tɹɛd	tʁɛt
0.797	0.822	0.940	identical	fest	festin		fɛst	fɛstɛ̃
0.797	1.0	0.594	close	liner	line		laɪnɐ	laɪn
0.797	1.0	0.594	close	cruse	crous	generative	kɹuːs	kʁus
0.797	0.822	0.939	identical	steps	step	cognate	stɛps	stɛp
0.797	1.0	0.594	close	do	doues		duː	du
0.797	1.0	0.594	close	sought	sotte		sɔːt	sɔt
0.797	0.842	0.893	identical	exploring	explore		ɛksplɔːɹɪŋ	ɛksplɔʁ
0.797	0.821	0.940	identical	taxi	taxis	cognate	tæksi	taksi
0.796	0.952	0.673	close	busty	bas tee	multiword,generative	bʌsti	ba ti
0.796	0.915	0.740	close	nelly	délit	generative	nɛli	deli
0.796	0.798	0.995	identical	insect	insecte	cognate	ɪnsɛkt	ɛ̃sɛkt
0.796	1.0	0.592	close	truce	trousse	generative	tɹuːs	tʁus
0.796	0.952	0.672	close	cinder	sain des	multiword,generative	sɪndɐ	sɛ̃ de
0.796	0.94	0.694	close	rucks	rixe	generative	ɹʌks	ʁiks
0.796	0.92	0.730	close	ochrey	accru	generative	ɒkɹi	akʁy
0.796	0.81	0.965	identical	address	adressent		ɐdɹɛs	adʁɛs
0.796	0.81	0.965	identical	address	adresses	cognate	ɐdɹɛs	adʁɛs
0.795	0.946	0.682	close	lording	loden	generative	lɔːdɪŋ	lɔdɛn
0.795	0.887	0.794	close	cooing	couine	generative	kuːɪŋ	kwin
0.795	1.0	0.591	close	bell	bel		bɛl	bɛl
0.795	1.0	0.591	close	step	steppe		stɛp	stɛp
0.795	0.822	0.935	identical	enemy	ennemis	cognate	ɛnəmi	ɛnmi
0.795	0.816	0.949	identical	concept	concepts	cognate	kɒnsɛpt	kɔ̃sɛpt
0.795	0.932	0.706	close	exon	exode	generative	ɛɡzɒn	ɛɡzɔd
0.795	1.0	0.590	close	true	trou		tɹuː	tʁu
0.795	0.832	0.911	identical	explored	explore		ɛksplɔːd	ɛksplɔʁ
0.795	0.822	0.934	identical	groups	groupe	cognate	ɡɹuːps	ɡʁup
0.795	0.804	0.977	identical	contest	conteste		kɑːntɛst	kɔ̃tɛst
0.795	1.0	0.589	close	boom	boume		buːm	bum
0.795	1.0	0.589	close	peeked	picte		piːkt	pikt
0.795	0.81	0.962	identical	affect	affecte		ɐfɛkt	afɛkt
0.794	0.821	0.935	identical	mixed	mixte	cognate	mɪkst	mikst
0.794	1.0	0.588	close	we	oui		wiː	wi
0.794	1.0	0.588	close	ruler	roulent		ɹuːlɐ	ʁul
0.794	0.932	0.704	close	ridgy	rient chie	multiword,generative	ɹɪdʒi	ʁi ʃi
0.794	0.825	0.924	identical	princess	princesses	cognate	pɹɪnsɛs	pʁɛ̃sɛs
0.793	0.906	0.751	close	ridding	rient in	multiword,generative	ɹɪdɪŋ	ʁi in
0.793	0.97	0.636	close	peaky	piquer	generative	piːki	pike
0.793	0.795	0.996	identical	exclude	exclut		ɛkskluːd	ɛkskly
0.793	0.98	0.619	close	shortly	chaud lis	multiword	ʃɔːtli	ʃo lis
0.793	0.822	0.930	identical	torch	torche	cognate	tɔːtʃ	tɔʁʃ
0.793	0.822	0.930	identical	rolls	roll	cognate	ɹəʊlz	ɹəʊl
0.793	0.798	0.987	identical	confess	confesse	cognate	kənfɛs	kɔ̃fɛs
0.793	0.95	0.669	close	more	mots	funcword	mɔː	mo
0.792	1.0	0.585	close	cord	codes		kɔːd	kɔd
0.792	0.858	0.847	identical	extreme	extrême	cognate	ɛkstɹiːm	ɛkstʁɛm
0.792	1.0	0.585	close	meme	mimes		miːm	mim
0.792	1.0	0.585	close	pee	pi		piː	pi
0.792	0.847	0.871	identical	exact	exacts	cognate	ɛɡzækt	ɛɡzakt
0.792	0.97	0.634	close	frill	frêle	generative	fɹɪl	fʁɛl
0.792	0.81	0.956	identical	organ	organe	cognate	ɔːɡən	ɔʁɡan
0.792	0.795	0.992	identical	expert	experte		ɛkspɜːt	ɛkspɛʁt
0.792	0.822	0.927	identical	proves	prouvent		pɹuːvz	pʁuv
0.792	0.822	0.927	identical	blessed	blesse		blɛst	blɛs
0.792	0.911	0.738	close	rani	radis	generative	ɹæni	ʁadi
0.792	0.795	0.991	identical	exclude	exclus		ɛkskluːd	ɛkskly
0.791	0.886	0.787	close	explorer	explore		ɛksplɔːɹɐ	ɛksplɔʁ
0.791	1.0	0.582	close	beet	bite		biːt	bit
0.791	0.959	0.649	close	expressing	exprès in	multiword	ɛkspɹɛsɪŋ	ɛkspʁɛ in
0.790	0.96	0.646	close	trestle	trais elle	multiword,generative	tɹɛsəl	tʁɛ ɛl
0.790	0.837	0.888	identical	detect	détecte	cognate	dɪtɛkt	detɛkt
0.790	0.956	0.653	close	scrip	scribe	generative	skɹɪp	skʁib
0.789	1.0	0.579	close	booze	bouses		buːz	buz
0.789	1.0	0.579	close	bean	binent		biːn	bin
0.789	0.963	0.639	close	betta	bêta	generative	bɛtɐ	bɛta
0.789	1.0	0.579	close	phlegm	flemme	generative	flɛm	flɛm
0.789	0.795	0.985	identical	exclude	exclues		ɛkskluːd	ɛkskly
0.789	0.793	0.990	identical	fast	faste		fɑːst	fast
0.789	0.833	0.894	identical	pike	pâques		paɪk	pak
0.789	0.97	0.626	close	flak	flaque	generative	flæk	flak
0.789	0.97	0.626	close	masher	mâcher	generative	mæʃɐ	maʃe
0.789	0.98	0.609	close	meting	meeting	generative	miːtɪŋ	mitiŋ
0.789	0.97	0.626	close	looter	lutter	generative	luːtɐ	lyte
0.788	0.94	0.678	close	at	hâtes	funcword	æt	at
0.788	0.822	0.918	identical	proves	prouve	cognate	pɹuːvz	pʁuv
0.788	0.96	0.642	close	lyric	lyrique	generative	lɪɹɪk	liʁik
0.788	0.827	0.906	identical	library	librairies	cognate	laɪbɹəɹi	libʁɛʁi
0.788	1.0	0.576	close	mesh	mèche		mɛʃ	mɛʃ
0.788	0.944	0.670	close	desist	dis est	multiword,generative	dɪsɪst	di ɛst
