unit	ipa	kind
l'identifier	lidɑ̃tifje	elision
l'intelligent	lɛ̃tɛliʒɑ̃	elision
l'italienne	litaljɛn	elision
l'opposé	lɔpoze	elision
l'orientation	loɹjɑ̃tasjɔ̃	elision
l'originale	loɹiʒinal	elision
l'origines	loɹiʒin	elision
l'étions	letjɔ̃	elision
l'amende	lamɑ̃d	elision
l'amener	lamne	elision
l'aménagement	lamenaʒmɑ̃	elision
l'américaines	lameɹikɛn	elision
l'applications	laplikasjɔ̃	elision
l'atlantique	latlɑ̃tik	elision
l'atteinte	latɛ̃t	elision
l'autonomie	lotonomi	elision
l'autoroute	lotoɹut	elision
l'obligations	lɔbliɡasjɔ̃	elision
l'obtient	lɔbtjɛ̃	elision
l'oubliez	lublie	elision
l'ouvriers	luvɹie	elision
l'équipage	lekipaʒ	elision
l'étrangère	letɹɑ̃ʒɛɹ	elision
l'êtres	lɛtɹ	elision
l'absolue	labsoly	elision
l'adam	ladɑ̃	elision
l'adversaire	ladvɛɹsɛɹ	elision
l'aidé	lɛde	elision
l'albert	lalbɛɹ	elision
l'all	(en)ɛlɔl(fɹ)	elision
l'apres	lapɹ	elision
l'associés	lasosje	elision
l'audience	lodjɑ̃s	elision
l'autriche	lotɹiʃ	elision
l'enregistré	lɑ̃ɹʒistɹe	elision
l'explosion	lɛksplozjɔ̃	elision
l'ignore	linjɔɹ	elision
l'indispensable	lɛ̃dispɑ̃sabl	elision
l'intéressante	lɛ̃teɹɛsɑ̃t	elision
l'investir	lɛ̃vɛstiɹ	elision
l'open	lopɛn	elision
l'ordinaire	lɔɹdinɛɹ	elision
l'écrits	lekɹi	elision
l'émotions	lemosjɔ̃	elision
l'étapes	letap	elision
l'accords	lakɔɹ	elision
l'alimentaire	lalimɑ̃tɛɹ	elision
l'annuel	lanyɛl	elision
l'apparence	lapaɹɑ̃s	elision
l'autrefois	lotɹəfwa	elision
l'ed	(en)ɛlɛd(fɹ)	elision
l'hockey	lɔkɛ	elision
l'inscrire	lɛ̃skɹiɹ	elision
l'instruments	lɛ̃stɹymɑ̃	elision
l'internationaux	lɛ̃tɛɹnasjono	elision
l'intervenir	lɛ̃tɛɹvəniɹ	elision
l'intégrer	lɛ̃teɡɹe	elision
l'intérieure	lɛ̃teɹjœɹ	elision
l'officiers	lɔfisje	elision
l'organise	lɔɹɡaniz	elision
l'écrite	lekɹit	elision
l'électriques	lelɛktɹik	elision
l'élevés	lelve	elision
l'émotion	lemosjɔ̃	elision
l'étonnant	letɔnɑ̃	elision
l'acquisition	lakizisjɔ̃	elision
l'africains	lafɹikɛ̃	elision
l'agricoles	laɡɹikol	elision
l'amateurs	lamatœɹ	elision
l'apprécier	lapɹesje	elision
l'arrivés	laɹive	elision
l'attendais	latɑ̃dɛ	elision
l'avocats	lavoka	elision
l'enjeux	lɑ̃ʒø	elision
l'enseigne	lɑ̃sɛɲ	elision
l'esprits	lɛspɹi	elision
l'héritage	leɹitaʒ	elision
l'implique	lɛ̃plik	elision
l'industriels	lɛ̃dystɹiɛl	elision
l'inférieur	lɛ̃feɹjœɹ	elision
l'instruction	lɛ̃stɹyksjɔ̃	elision
l'oiseau	lwazo	elision
l'olympiques	lolɛ̃pik	elision
l'onze	lɔ̃z	elision
l'unies	lyni	elision
l'universités	lynivɛɹsite	elision
l'ère	lɛɹ	elision
l'éditeur	leditœɹ	elision
l'accessible	laksɛsibl	elision
l'age	laʒ	elision
l'ali	lali	elision
l'ambassadeur	lɑ̃basadœɹ	elision
l'autorisé	lotoɹize	elision
l'effectué	lefɛktye	elision
l'entraîne	lɑ̃tɹɛn	elision
l'estimé	lɛstime	elision
l'exclusivement	lɛksklyzivmɑ̃	elision
l'hop	lɔp	elision
l'horizon	loɹizɔ̃	elision
l'hésite	lezit	elision
l'inspiré	lɛ̃spiɹe	elision
l'intitulé	lɛ̃tityle	elision
l'iphone	lifɔn	elision
l'universitaire	lynivɛɹsitɛɹ	elision
l'écris	lekɹi	elision
l'équipements	lekipmɑ̃	elision
l'évoque	levok	elision
l'accompagne	lakɔ̃paɲ	elision
l'accompagner	lakɔ̃panje	elision
l'adopter	ladɔpte	elision
l'adoption	ladɔpsjɔ̃	elision
l'apprécie	lapɹesi	elision
l'assister	lasiste	elision
l'aveugle	lavøɡl	elision
l'essayez	lesɛje	elision
l'excuses	lɛkskyz	elision
l'ile	lil	elision
l'incapable	lɛ̃kapabl	elision
l'installations	lɛ̃stalasjɔ̃	elision
l'inter	lɛ̃tɛɹ	elision
l'investissements	lɛ̃vɛstismɑ̃	elision
l'issus	lisy	elision
l'observer	lɔbsɛɹve	elision
l'occupation	lɔkypasjɔ̃	elision
l'opéra	lopeɹa	elision
l'ose	lɔz	elision
l'épreuves	lepɹøv	elision
l'abbé	labe	elision
l'acier	lasje	elision
l'adapté	ladapte	elision
l'allée	lale	elision
l'amateur	lamatœɹ	elision
l'amené	lamne	elision
l'angeles	lɑ̃nʒelɛs	elision
l'appartenant	lapaɹtənɑ̃	elision
l'appellent	lapɛl	elision
l'apporté	lapɔɹte	elision
l'argument	laɹɡymɑ̃	elision
l'automatique	lotomatik	elision
l'enseignants	lɑ̃sɛnjɑ̃	elision
l'entré	lɑ̃tɹe	elision
l'exemplaires	lɛɡzɑ̃plɛɹ	elision
l'indépendante	lɛ̃depɑ̃dɑ̃t	elision
l'islamique	lislamik	elision
l'ontario	lɔ̃taɹjo	elision
l'orléans	lɔɹleɑ̃	elision
l'out	laut	elision
l'accueille	lakœj	elision
l'adapter	ladapte	elision
l'affronter	lafɹɔ̃te	elision
l'africain	lafɹikɛ̃	elision
l'africaine	lafɹikɛn	elision
l'ailes	lɛl	elision
l'alsace	lalzas	elision
l'arbitre	laɹbitɹ	elision
l'arguments	laɹɡymɑ̃	elision
l'arthur	(en)ɛlɑθə(fɹ)	elision
l'attendait	latɑ̃dɛ	elision
l'entraîner	lɑ̃tɹɛne	elision
l'environs	lɑ̃viɹɔ̃	elision
l'express	(en)ɛlɛkspɹɛs(fɹ)	elision
l'exprime	lɛkspɹim	elision
l'instrument	lɛ̃stɹymɑ̃	elision
l'ivoire	livwaɹ	elision
l'ump	(en)ɛlʌmp(fɹ)	elision
l'économies	lekonomi	elision
l'églises	leɡliz	elision
l'étudié	letydje	elision
l'accidents	laksidɑ̃	elision
l'administratif	ladministɹatif	elision
l'administrative	ladministɹativ	elision
l'admis	ladmi	elision
l'analyses	lanaliz	elision
l'argentine	laɹʒɑ̃tin	elision
l'at	la	elision
l'ateliers	latəlje	elision
l'augmenté	loɡmɑ̃te	elision
l'avouer	lavwe	elision
l'emplacement	lɑ̃plasmɑ̃	elision
l'exact	lɛɡzakt	elision
l'exécutif	lɛɡzekytif	elision
l'haha	laa	elision
l'https	(en)ɛlhtpz(fɹ)	elision
l'ingénieurs	lɛ̃ʒenjœɹ	elision
l'inscrits	lɛ̃skɹi	elision
l'inspiration	lɛ̃spiɹasjɔ̃	elision
l'observation	lɔbsɛɹvasjɔ̃	elision
l'ondes	lɔ̃d	elision
l'opinions	lopinjɔ̃	elision
l'uniforme	lynifɔɹm	elision
l'énergétique	lenɛɹʒetik	elision
l'éthique	letik	elision
l'alternative	laltɛɹnativ	elision
l'amène	lamɛn	elision
l'android	lɑ̃dɹoid	elision
l'annuelle	lanyɛl	elision
l'attendez	latɑ̃de	elision
l'attentats	latɑ̃ta	elision
l'excellence	lɛksɛlɑ̃s	elision
l'exceptionnel	lɛksɛpsjɔnɛl	elision
l'exercer	lɛɡzɛɹse	elision
l'habitudes	labityd	elision
l'habituellement	labityɛlmɑ̃	elision
l'hugo	lyɡo	elision
l'incident	lɛ̃sidɑ̃	elision
l'irak	liɹak	elision
l'oblige	lɔbliʒ	elision
l'observe	lɔbsɛɹv	elision
l'occident	lɔksidɑ̃	elision
l'onu	lony	elision
l'opportunité	lɔpɔɹtynite	elision
l'urbain	lyɹbɛ̃	elision
l'utilisateur	lytilizatœɹ	elision
l'utilisées	lytilize	elision
l'âgé	laʒe	elision
l'électorale	lelɛktoɹal	elision
l'acide	lasid	elision
l'adversaires	ladvɛɹsɛɹ	elision
l'agression	laɡɹɛsjɔ̃	elision
l'allaient	lalɛ	elision
l'appelait	laplɛ	elision
l'appelés	laple	elision
l'attaché	lataʃe	elision
l'aussitôt	losito	elision
l'auxquels	lokɛl	elision
l'effectif	lefɛktif	elision
l'entourage	lɑ̃tuɹaʒ	elision
l'explications	lɛksplikasjɔ̃	elision
l'expédition	lɛkspedisjɔ̃	elision
l'inférieure	lɛ̃feɹjœɹ	elision
l'inspecteur	lɛ̃spɛktœɹ	elision
l'intentions	lɛ̃tɑ̃sjɔ̃	elision
l'irlande	liɹlɑ̃d	elision
l'italiens	litaljɛ̃	elision
l'ours	luɹs	elision
l'ouverts	luvɛɹ	elision
l'élite	lelit	elision
l'éventuellement	levɑ̃tyɛlmɑ̃	elision
l'abandon	labɑ̃dɔ̃	elision
l'abonnés	labɔne	elision
l'accorde	lakɔɹd	elision
l'ambition	lɑ̃bisjɔ̃	elision
l'anges	lɑ̃ʒ	elision
l'appuie	lapyi	elision
l'attaqué	latake	elision
l'aube	lob	elision
l'aventures	lavɑ̃tyɹ	elision
l'exister	lɛɡziste	elision
l'habitant	labitɑ̃	elision
l'offrent	lɔfɹ	elision
l'universel	lynivɛɹsɛl	elision
l'utiles	lytil	elision
l'utilité	lytilite	elision
l'égal	leɡal	elision
l'accorder	lakɔɹde	elision
l'achats	laʃa	elision
l'actuelles	laktyɛl	elision
l'admettre	ladmɛtɹ	elision
l'affirmer	lafiɹme	elision
l'afp	lafp	elision
l'apparaître	lapaɹɛtɹ	elision
l'apprécié	lapɹesje	elision
l'assumer	lasyme	elision
l'existait	lɛɡzistɛ	elision
l'exposé	lɛkspoze	elision
l'indépendants	lɛ̃depɑ̃dɑ̃	elision
l'infrastructures	lɛ̃fɹastɹyktyɹ	elision
l'intellectuelle	lɛ̃tɛlɛktyɛl	elision
l'intense	lɛ̃tɑ̃s	elision
l'optique	lɔptik	elision
l'ouvertes	luvɛɹt	elision
l'ultime	lyltim	elision
l'écologique	lekoloʒik	elision
l'éliminer	lelimine	elision
l'épaule	lepol	elision
l'évoluer	levolye	elision
l'actuels	laktyɛl	elision
l'agriculteurs	laɡɹikyltœɹ	elision
l'appuyer	lapyije	elision
l'armé	laɹme	elision
l'ecole	lekɔl	elision
l'enlève	lɑ̃lɛv	elision
l'entouré	lɑ̃tuɹe	elision
l'escalier	lɛskalje	elision
l'externe	lɛkstɛɹn	elision
l'indien	lɛ̃djɛ̃	elision
l'informer	lɛ̃fɔɹme	elision
l'oppose	lɔpɔz	elision
l'options	lɔpsjɔ̃	elision
l'ordonnance	lɔɹdɔnɑ̃s	elision
l'originaire	loɹiʒinɛɹ	elision
l'épargne	lepaɹɲ	elision
l'abonnement	labɔnmɑ̃	elision
l'accusation	lakyzasjɔ̃	elision
l'aile	lɛl	elision
l'aimait	lɛmɛ	elision
l'ampleur	lɑ̃plœɹ	elision
l'apparaissent	lapaɹɛs	elision
l'arrivera	laɹivɹa	elision
l'attire	latiɹ	elision
l'employeur	lɑ̃plwajœɹ	elision
l'excès	lɛksɛ	elision
l'habitation	labitasjɔ̃	elision
l'hall	(en)ɛlhɔl(fɹ)	elision
l'hôpitaux	lopito	elision
l'impressionnant	lɛ̃pɹɛsjɔnɑ̃	elision
l'instance	lɛ̃stɑ̃s	elision
l'interdire	lɛ̃tɛɹdiɹ	elision
l'internes	lɛ̃tɛɹn	elision
l'occidentale	lɔksidɑ̃tal	elision
l'usines	lyzin	elision
l'épée	lepe	elision
l'abandonne	labɑ̃dɔn	elision
l'ac	lak	elision
l'aie	lɛ	elision
l'anna	lana	elision
l'arabie	laɹabi	elision
l'architecte	laɹʃitɛkt	elision
l'assurances	lasyɹɑ̃s	elision
l'av	lav	elision
l'esclaves	lɛsklav	elision
l'espagnole	lɛspanjɔl	elision
l'imagination	limaʒinasjɔ̃	elision
l'introduit	lɛ̃tɹodyi	elision
l'inventé	lɛ̃vɑ̃te	elision
l'issu	lisy	elision
l'ukraine	lykɹɛn	elision
l'unes	lyn	elision
l'urbaine	lyɹbɛn	elision
l'époux	lepu	elision
l'évaluer	levalye	elision
l'alimentaires	lalimɑ̃tɛɹ	elision
l'altitude	laltityd	elision
l'amuser	lamyze	elision
l'animé	lanime	elision
l'anonyme	lanonim	elision
l'arrestation	laɹɛstasjɔ̃	elision
l'arrêtés	laɹɛte	elision
l'assise	lasiz	elision
l'attentes	latɑ̃t	elision
l'automatiquement	lotomatikmɑ̃	elision
l'encourager	lɑ̃kuɹaʒe	elision
l'exige	lɛɡziʒ	elision
l'exigences	lɛɡziʒɑ̃s	elision
l'herbe	lɛɹb	elision
l'hé	le	elision
l'industries	lɛ̃dystɹi	elision
l'intervient	lɛ̃tɛɹvjɛ̃	elision
l'intéresser	lɛ̃teɹɛse	elision
l'invitation	lɛ̃vitasjɔ̃	elision
l'obama	lobama	elision
l'orchestre	lɔɹkɛstɹ	elision
l'accordé	lakɔɹde	elision
l'accuse	lakyz	elision
l'acquérir	lakeɹiɹ	elision
l'aperçu	lapɛɹsy	elision
l'assistant	lasistɑ̃	elision
l'autonome	lotonɔm	elision
l'encontre	lɑ̃kɔ̃tɹ	elision
l'enquêtes	lɑ̃kɛt	elision
l'esthétique	lɛstetik	elision
l'extraits	lɛkstɹɛ	elision
l'identique	lidɑ̃tik	elision
l'indiens	lɛ̃djɛ̃	elision
l'individuelle	lɛ̃dividyɛl	elision
l'isabelle	lizabɛl	elision
l'universelle	lynivɛɹsɛl	elision
l'étend	letɑ̃	elision
l'œufs	lø	elision
l'agences	laʒɑ̃s	elision
l'alice	lalis	elision
l'annonces	lanɔ̃s	elision
l'asile	lazil	elision
l'assaut	laso	elision
l'attaquant	latakɑ̃	elision
l'avancée	lavɑ̃se	elision
l'espagnols	lɛspanjɔl	elision
l'espoirs	lɛspwaɹ	elision
l'espérons	lɛspeɹɔ̃	elision
l'expansion	lɛkspɑ̃sjɔ̃	elision
l'extérieure	lɛksteɹjœɹ	elision
l'ignorer	linjoɹe	elision
l'imaginaire	limaʒinɛɹ	elision
l'intensité	lɛ̃tɑ̃site	elision
l'intégré	lɛ̃teɡɹe	elision
l'observations	lɔbsɛɹvasjɔ̃	elision
l'off	(en)ɛlɒf(fɹ)	elision
l'oscar	lɔskaɹ	elision
l'écologie	lekoloʒi	elision
l'édifice	ledifis	elision
l'établie	letabli	elision
l'établit	letabli	elision
l'évite	levit	elision
l'absolu	labsoly	elision
l'ad	lad	elision
l'afficher	lafiʃe	elision
l'aimais	lɛmɛ	elision
l'amazon	lamazɔn	elision
l'anglo	lɑ̃ɡlo	elision
l'appart	lapaɹ	elision
l'arsenal	laɹsənal	elision
l'avancé	lavɑ̃se	elision
l'entrées	lɑ̃tɹe	elision
l'etienne	letjɛn	elision
l'exceptionnelle	lɛksɛpsjɔnɛl	elision
l'exercices	lɛɡzɛɹsis	elision
l'expertise	lɛkspɛɹtiz	elision
l'hamon	lamɔ̃	elision
l'hitler	litle	elision
l'hélas	lelas	elision
l'illustre	lilystɹ	elision
l'immeubles	limøbl	elision
l'inclus	lɛ̃kly	elision
l'interventions	lɛ̃tɛɹvɑ̃sjɔ̃	elision
l'opérateur	lopeɹatœɹ	elision
l'organes	lɔɹɡan	elision
l'écouté	lekute	elision
l'élevage	lelvaʒ	elision
l'épaules	lepol	elision
l'étendue	letɑ̃dy	elision
l'étonne	letɔn	elision
l'adn	ladeɛn	elision
l'aix	lɛks	elision
l'ambassade	lɑ̃basad	elision
l'amies	lami	elision
l'armés	laɹme	elision
l'aérienne	laeɹjɛn	elision
l'eglise	leɡliz	elision
l'emploie	lɑ̃plwa	elision
l'enlevé	lɑ̃lve	elision
l'entrepreneur	lɑ̃tɹəpɹənœɹ	elision
l'enveloppe	lɑ̃vlɔp	elision
l'explorer	lɛksploɹe	elision
l'exploser	lɛksploze	elision
l'horaires	loɹɛɹ	elision
l'imaginez	limaʒine	elision
l'indiquer	lɛ̃dike	elision
l'informé	lɛ̃fɔɹme	elision
l'installe	lɛ̃stal	elision
l'insulte	lɛ̃sylt	elision
l'interprète	lɛ̃tɛɹpɹɛt	elision
l'occupée	lɔkype	elision
l'officiels	lɔfisjɛl	elision
l'élever	lelve	elision
l'énormes	lenɔɹm	elision
l'albums	lalbɔm	elision
l'alger	lalʒe	elision
l'algérien	lalʒeɹjɛ̃	elision
l'aliments	lalimɑ̃	elision
l'assassinat	lasasina	elision
l'assisté	lasiste	elision
l'egypte	leʒipt	elision
l'emporter	lɑ̃pɔɹte	elision
l'entretenir	lɑ̃tɹətniɹ	elision
l'envisager	lɑ̃vizaʒe	elision
l'esclavage	lɛsklavaʒ	elision
l'exemplaire	lɛɡzɑ̃plɛɹ	elision
l'exprès	lɛkspɹɛ	elision
l'harcèlement	laɹsɛlmɑ̃	elision
l'hélène	lelɛn	elision
l'inconnue	lɛ̃kɔny	elision
l'indices	lɛ̃dis	elision
l'initiale	linisjal	elision
l'insectes	lɛ̃sɛkt	elision
l'instructions	lɛ̃stɹyksjɔ̃	elision
l'oeuvres	lœvɹ	elision
l'opposer	lɔpoze	elision
l'écho	leko	elision
l'étages	letaʒ	elision
l'étudiante	letydjɑ̃t	elision
l'abbaye	labaj	elision
l'adieu	ladjø	elision
l'alentours	lalɑ̃tuɹ	elision
l'amuse	lamyz	elision
l'analyser	lanalize	elision
l'antenne	lɑ̃tɛn	elision
l'apprends	lapɹɑ̃	elision
l'artillerie	laɹtijɹi	elision
l'effectifs	lefɛktif	elision
l'emma	lɛma	elision
l'enseignant	lɑ̃sɛnjɑ̃	elision
l'enthousiasme	(en)ɛlɛnθaʊziazmɪ(fɹ)	elision
l'espérant	lɛspeɹɑ̃	elision
l'etes	(en)ɛlits(fɹ)	elision
l'examens	lɛɡzamɛ̃	elision
l'extra	lɛkstɹa	elision
l'high	(en)ɛlhaɪ(fɹ)	elision
l'hong	lɔ̃ɡ	elision
l'idiot	lidjo	elision
l'immédiate	limedjat	elision
l'imposé	lɛ̃poze	elision
l'individuel	lɛ̃dividyɛl	elision
l'insiste	lɛ̃sist	elision
l'inspire	lɛ̃spiɹ	elision
l'intime	lɛ̃tim	elision
l'ordonné	lɔɹdɔne	elision
l'ottawa	lɔtawa	elision
l'universitaires	lynivɛɹsitɛɹ	elision
l'énergies	lenɛɹʒi	elision
l'étendre	letɑ̃dɹ	elision
l'aborder	labɔɹde	elision
l'accueilli	lakœji	elision
l'accusations	lakyzasjɔ̃	elision
l'actualités	laktyalite	elision
l'administrateur	ladministɹatœɹ	elision
l'anime	lanim	elision
l'autorise	lotoɹiz	elision
l'auxquelles	lokɛl	elision
l'ayez	lɛje	elision
l'edf	lədeɛf	elision
l'emporte	lɑ̃pɔɹt	elision
l'engagements	lɑ̃ɡaʒmɑ̃	elision
l'enjeu	lɑ̃ʒø	elision
l'habitat	labita	elision
l'hectares	lɛktaɹ	elision
l'historien	listoɹjɛ̃	elision
l'house	luz	elision
l'identification	lidɑ̃tifikasjɔ̃	elision
l'identifié	lidɑ̃tifje	elision
l'immédiat	limedja	elision
l'inscriptions	lɛ̃skɹipsjɔ̃	elision
l'invasion	lɛ̃vazjɔ̃	elision
l'occasions	lɔkazjɔ̃	elision
l'échantillon	leʃɑ̃tijɔ̃	elision
l'échappe	leʃap	elision
l'égale	leɡal	elision
l'actionnaires	laksjɔnɛɹ	elision
l'adhésion	ladezjɔ̃	elision
l'agenda	laʒɛ̃da	elision
l'aire	lɛɹ	elision
l'antique	lɑ̃tik	elision
l'arrêts	laɹɛ	elision
l'entrepreneurs	lɑ̃tɹəpɹənœɹ	elision
l'envoyés	lɑ̃vwaje	elision
l'espérance	lɛspeɹɑ̃s	elision
l'impliqué	lɛ̃plike	elision
l'incluant	lɛ̃klyɑ̃	elision
l'inutiles	linytil	elision
l'occidentaux	lɔksidɑ̃to	elision
l'occupent	lɔkyp	elision
l'offensive	lɔfɑ̃siv	elision
l'ouvrier	luvɹie	elision
l'oxygène	loksiʒɛn	elision
l'écoutez	lekute	elision
l'égypte	leʒipt	elision
l'électoral	lelɛktoɹal	elision
l'absent	labsɑ̃	elision
l'adresser	ladɹɛse	elision
l'aimerai	lɛmɹe	elision
l'annuler	lanyle	elision
l'apport	lapɔɹ	elision
l'arrivait	laɹivɛ	elision
l'asseoir	laswaɹ	elision
l'attache	lataʃ	elision
l'aurons	loɹɔ̃	elision
l'avère	lavɛɹ	elision
l'azur	lazyɹ	elision
l'embrasser	lɑ̃bɹase	elision
l'entente	lɑ̃tɑ̃t	elision
l'examiner	lɛɡzamine	elision
l'expositions	lɛkspozisjɔ̃	elision
l'hebdomadaire	lɛbdomadɛɹ	elision
l'hygiène	liʒjɛn	elision
l'hôtels	lotɛl	elision
l'initial	linisjal	elision
l'initialement	linisjalmɑ̃	elision
l'intéressés	lɛ̃teɹɛse	elision
l'invention	lɛ̃vɑ̃sjɔ̃	elision
l'inviter	lɛ̃vite	elision
l'obligés	lɔbliʒe	elision
l'observatoire	lɔbsɛɹvatwaɹ	elision
l'observé	lɔbsɛɹve	elision
l'étudie	letydi	elision
l'absurde	labsyɹd	elision
l'adoptée	ladɔpte	elision
l'alarme	lalaɹm	elision
l'ancêtres	lɑ̃sɛtɹ	elision
l'angers	lɑ̃ʒe	elision
l'anthony	(en)ɛlanθəni(fɹ)	elision
l'arnaud	laɹno	elision
l'attiré	latiɹe	elision
l'engagée	lɑ̃ɡaʒe	elision
l'enregistrer	lɑ̃ɹʒistɹe	elision
l'entraîné	lɑ̃tɹɛne	elision
l'exerce	lɛɡzɛɹs	elision
l'expose	lɛkspɔz	elision
l'exprimé	lɛkspɹime	elision
l'honnêtement	lɔnɛtmɑ̃	elision
l'horaire	loɹɛɹ	elision
l'huitième	lyisjɛm	elision
l'hum	lɔm	elision
l'injuste	lɛ̃ʒyst	elision
l'inquiétude	lɛ̃kjetyd	elision
l'inventaire	lɛ̃vɑ̃tɛɹ	elision
l'invisible	lɛ̃vizibl	elision
l'offrant	lɔfɹɑ̃	elision
l'usages	lyzaʒ	elision
l'âmes	lam	elision
l'échanger	leʃɑ̃ʒe	elision
l'écrivains	lekɹivɛ̃	elision
l'accompagnée	lakɔ̃panje	elision
l'accomplir	lakɔ̃pliɹ	elision
l'administratives	ladministɹativ	elision
l'am	lam	elision
l'amiral	lamiɹal	elision
l'artisans	laɹtizɑ̃	elision
l'assiette	lasjɛt	elision
l'audio	lodjo	elision
l'auguste	loɡyst	elision
l'economie	lekonomi	elision
l'effacer	lefase	elision
l'efficaces	lefikas	elision
l'embrasse	lɑ̃bɹas	elision
l'engagés	lɑ̃ɡaʒe	elision
l'enseigner	lɑ̃sɛnje	elision
l'excuser	lɛkskyze	elision
l'exploiter	lɛksplwate	elision
l'hollywood	(en)ɛlhɒliwʊd(fɹ)	elision
l'hongrie	lɔ̃ɡɹi	elision
l'individuelles	lɛ̃dividyɛl	elision
l'inflation	lɛ̃flasjɔ̃	elision
l'interdite	lɛ̃tɛɹdit	elision
l'interroger	lɛ̃tɛɹoʒe	elision
l'intégralité	lɛ̃teɡɹalite	elision
l'irai	liɹe	elision
l'osé	loze	elision
l'united	(en)ɛljunaɪtɪd(fɹ)	elision
l'écrans	lekɹɑ̃	elision
l'allure	lalyɹ	elision
l'american	lamɹikɑ̃	elision
l'animateur	lanimatœɹ	elision
l'asiatique	lazjatik	elision
l'assurée	lasyɹe	elision
l'autrui	lotɹyi	elision
l'aviez	lavje	elision
l'aérien	laeɹjɛ̃	elision
l'effectue	lefɛkty	elision
l'empreinte	lɑ̃pɹɛ̃t	elision
l'exploration	lɛksploɹasjɔ̃	elision
l'expressions	lɛkspɹɛsjɔ̃	elision
l'havre	lavɹ	elision
l'hiérarchie	ljeɹaɹʃi	elision
l'home	lɔm	elision
l'héritier	leɹitje	elision
l'hésitez	lezite	elision
l'hôte	lot	elision
l'ia	lja	elision
l'idéologie	lideoloʒi	elision
l'illégal	lileɡal	elision
l'inconnus	lɛ̃kɔny	elision
l'innocent	linosɑ̃	elision
l'inégalités	lineɡalite	elision
l'urgent	lyɹʒɑ̃	elision
l'éric	leɹik	elision
l'éteint	letɛ̃	elision
l'étiez	letje	elision
l'évolue	levoly	elision
l'évolué	levolye	elision
l'adoré	ladoɹe	elision
l'affiches	lafiʃ	elision
l'aimerait	lɛmɹɛ	elision
l'amendement	lamɑ̃dmɑ̃	elision
l'amusant	lamyzɑ̃	elision
l'anneau	lano	elision
l'approcher	lapɹoʃe	elision
l'are	laɹ	elision
l'arrivant	laɹivɑ̃	elision
l'essentielle	lesɑ̃sjɛl	elision
l'handicap	lɑ̃dikap	elision
l'harmonie	laɹmoni	elision
l'hot	lo	elision
l'ignorance	linjoɹɑ̃s	elision
l'illusion	lilyzjɔ̃	elision
l'index	lɛ̃dɛks	elision
l'infection	lɛ̃fɛksjɔ̃	elision
l'initiatives	linisjativ	elision
l'inspection	lɛ̃spɛksjɔ̃	elision
l'installée	lɛ̃stale	elision
l'intelligente	lɛ̃tɛliʒɑ̃t	elision
l'investisseurs	lɛ̃vɛstisœɹ	elision
l'isolé	lizole	elision
l'issues	lisy	elision
l'obtenus	lɔbtny	elision
l'opérateurs	lopeɹatœɹ	elision
l'âgées	laʒe	elision
l'éclairage	leklɛɹaʒ	elision
l'éloigner	lelwanje	elision
l'étiquette	letikɛt	elision
l'adorable	ladoɹabl	elision
l'alexis	lalɛksi	elision
l'alternance	laltɛɹnɑ̃s	elision
l'antiquité	lɑ̃tikite	elision
l'appliqué	laplike	elision
l'assume	lasym	elision
l'attribué	latɹibye	elision
l'education	ledykasjɔ̃	elision
l'envoyez	lɑ̃vwaje	elision
l'exclusion	lɛksklyzjɔ̃	elision
l'extrêmes	lɛkstɹɛm	elision
l'hello	lɛlo	elision
l'indiquent	lɛ̃dik	elision
l'infirmière	lɛ̃fiɹmjɛɹ	elision
l'installés	lɛ̃stale	elision
l'intéressantes	lɛ̃teɹɛsɑ̃t	elision
l'onde	lɔ̃d	elision
l'urgences	lyɹʒɑ̃s	elision
l'usagers	lyzaʒe	elision
l'âgée	laʒe	elision
l'éd	led	elision
l'adolescents	ladolɛsɑ̃	elision
l'affection	lafɛksjɔ̃	elision
l'affecté	lafɛkte	elision
l'allié	lalje	elision
l'annexe	lanɛks	elision
l'annulé	lanyle	elision
l'apparu	lapaɹy	elision
l'archevêque	laɹʃvɛk	elision
l'arrives	laɹiv	elision
l'asiatiques	lazjatik	elision
l'assassiné	lasasine	elision
l'associée	lasosje	elision
l'attribution	latɹibysjɔ̃	elision
l'avertissement	lavɛɹtismɑ̃	elision
l'avignon	lavinjɔ̃	elision
l'esclave	lɛsklav	elision
l'estimation	lɛstimasjɔ̃	elision
l'exclu	lɛkskly	elision
l'extrémité	lɛkstɹemite	elision
l'ho	lo	elision
l'illustration	lilystɹasjɔ̃	elision
l'instants	lɛ̃stɑ̃	elision
l'insulter	lɛ̃sylte	elision
l'insultes	lɛ̃sylt	elision
l'intéressent	lɛ̃teɹɛs	elision
l'investi	lɛ̃vɛsti	elision
l'island	lislɑ̃	elision
l'obstacles	lɔbstakl	elision
l'ordinateurs	lɔɹdinatœɹ	elision
l'orientale	loɹjɑ̃tal	elision
l'échappé	leʃape	elision
l'échoué	leʃwe	elision
l'élaboration	lelaboɹasjɔ̃	elision
l'élue	lely	elision
l'émis	lemi	elision
l'épaisseur	lepɛsœɹ	elision
l'évasion	levazjɔ̃	elision
l'évènements	levɛnmɑ̃	elision
l'accordée	lakɔɹde	elision
l'amsterdam	lamstɛɹdam	elision
l'angoisse	lɑ̃ɡwas	elision
l'appartiennent	lapaɹtjɛn	elision
l'appliquée	laplike	elision
l'appétit	lapeti	elision
l'arracher	laɹaʃe	elision
