tier	score	en	fr	flags	en_ipa	fr_ipa	alignment
S	1.0	berry	bey rient	multiword	bɛɹi	bɛʁi	b:b ɛ:ɛ ɹ:ɹ i:i
S	1.0	bees	bises		biːz	biz	b:b i:i z:z
S	1.0	bees	bise		biːz	biz	b:b i:i z:z
S	1.0	cooler	coulent		kuːlɐ	kul	k:k u:u l:l ɐ:·
S	1.0	cooler	coule		kuːlɐ	kul	k:k u:u l:l ɐ:·
B	1.0	cooler	cool	loanword	kuːlɐ	kul	
S	1.0	flu	floue		fluː	flu	f:f l:l u:u
S	1.0	flu	flou		fluː	flu	f:f l:l u:u
S	1.0	pee	pis		piː	pi	p:p i:i
S	1.0	pee	pie		piː	pi	p:p i:i
S	1.0	pee	pi		piː	pi	p:p i:i
S	1.0	plea	plis		pliː	pli	p:p l:l i:i
S	1.0	plea	plie		pliː	pli	p:p l:l i:i
S	1.0	plea	pli		pliː	pli	p:p l:l i:i
S	1.0	fare	fers		feə	fɛʁ	f:f e:ɛ ·:ɹ
S	1.0	fare	fer		feə	fɛʁ	f:f e:ɛ ·:ɹ
S	1.0	fare	faire		feə	fɛʁ	f:f e:ɛ ·:ɹ
S	1.0	newer	nous		njuːɐ	nu	n:n j:· u:u ɐ:·
S	1.0	lb	aile bis	multiword	ɛlbiː	ɛlbi	ɛ:ɛ l:l b:b i:i
S	1.0	norm	normes	cognate	nɔːm	nɔʁm	n:n ɔ:ɔ ·:ɹ m:m
S	1.0	norm	norme	cognate	nɔːm	nɔʁm	n:n ɔ:ɔ ·:ɹ m:m
S	1.0	norm	nomment		nɔːm	nɔm	n:n ɔ:ɔ m:m
S	1.0	seas	six		siːz	sis	s:s i:i z:s
S	1.0	boo	bouts		buː	bu	b:b u:u
S	1.0	boo	bout		buː	bu	b:b u:u
S	1.0	boo	boues		buː	bu	b:b u:u
S	1.0	cs	sis ès	multiword	siːɛs	siɛs	s:s i:i ɛ:ɛ s:s
S	1.0	esteem	estiment		ɛstiːm	ɛstim	ɛ:ɛ s:s t:t i:i m:m
S	1.0	esteem	estime	cognate	ɛstiːm	ɛstim	ɛ:ɛ s:s t:t i:i m:m
S	1.0	sued	soude		suːd	sud	s:s u:u d:d
S	1.0	tel	tels	cognate	tɛl	tɛl	t:t ɛ:ɛ l:l
S	1.0	tel	telles		tɛl	tɛl	t:t ɛ:ɛ l:l
S	1.0	tel	telle		tɛl	tɛl	t:t ɛ:ɛ l:l
S	1.0	vault	volts		vɒlt	vɔlt	v:v ɒ:ɔ l:l t:t
B	1.0	aye	eye	loanword	aɪ	aɪ	
S	1.0	bury	bey rient	multiword	bɛɹi	bɛʁi	b:b ɛ:ɛ ɹ:ɹ i:i
S	1.0	heir	ère		eə	ɛʁ	e:ɛ ·:ɹ
S	1.0	heir	airs		eə	ɛʁ	e:ɛ ·:ɹ
S	1.0	heir	aires		eə	ɛʁ	e:ɛ ·:ɹ
S	1.0	pl	pie aile	multiword	piːɛl	piɛl	p:p i:i ɛ:ɛ l:l
S	1.0	messy	mets sis	multiword	mɛsi	mɛsi	m:m ɛ:ɛ s:s i:i
S	1.0	wee	ouïe		wiː	uj	w:u i:j
S	1.0	wee	oui		wiː	wi	w:w i:i
S	1.0	breeze	brise	cognate	bɹiːz	bʁiz	b:b ɹ:ɹ i:i z:z
S	1.0	levy	lez vies	multiword	lɛvi	lɛvi	l:l ɛ:ɛ v:v i:i
S	1.0	niche	niches	cognate	niːʃ	niʃ	n:n i:i ʃ:ʃ
S	1.0	envy	haines vies	multiword	ɛnvi	ɛnvi	ɛ:ɛ n:n v:v i:i
S	1.0	ml	aiment aile	multiword	ɛmɛl	ɛmɛl	ɛ:ɛ m:m ɛ:ɛ l:l
S	1.0	ruler	roulent		ɹuːlɐ	ʁul	ɹ:ɹ u:u l:l ɐ:·
S	1.0	ruler	roule		ɹuːlɐ	ʁul	ɹ:ɹ u:u l:l ɐ:·
S	1.0	merry	mets rient	multiword	mɛɹi	mɛʁi	m:m ɛ:ɛ ɹ:ɹ i:i
S	1.0	ea	hi		iː	i	i:i
S	1.0	peel	piles		piːl	pil	p:p i:i l:l
S	1.0	peel	pile		piːl	pil	p:p i:i l:l
S	1.0	seize	six		siːz	sis	s:s i:i z:s
S	1.0	belle	belles	cognate	bɛl	bɛl	b:b ɛ:ɛ l:l
S	1.0	belle	bel		bɛl	bɛl	b:b ɛ:ɛ l:l
S	1.0	paired	perdent		peəd	pɛʁd	p:p e:ɛ ə:ɹ d:d
S	1.0	paired	perde		peəd	pɛʁd	p:p e:ɛ ə:ɹ d:d
B	1.0	liner	line	loanword	laɪnɐ	laɪn	
S	1.0	mesh	mèches		mɛʃ	mɛʃ	m:m ɛ:ɛ ʃ:ʃ
S	1.0	mesh	mèche		mɛʃ	mɛʃ	m:m ɛ:ɛ ʃ:ʃ
S	1.0	prestige	presse tiges	multiword	pɹɛstiːʒ	pʁɛstiʒ	p:p ɹ:ɹ ɛ:ɛ s:s t:t i:i ʒ:ʒ
S	1.0	selfie	selles fis	multiword	sɛlfi	sɛlfi	s:s ɛ:ɛ l:l f:f i:i
S	1.0	excel	ex aile	multiword	ɛksɛl	ɛksɛl	ɛ:ɛ k:k s:s ɛ:ɛ l:l
B	1.0	rumor	room	loanword	ɹuːmɚ	ɹuːm	
S	1.0	vest	vestes		vɛst	vɛst	v:v ɛ:ɛ s:s t:t
S	1.0	vest	veste		vɛst	vɛst	v:v ɛ:ɛ s:s t:t
S	1.0	yen	yens	cognate	jɛn	jɛn	j:j ɛ:ɛ n:n
S	1.0	beck	bec		bɛk	bɛk	b:b ɛ:ɛ k:k
S	1.0	cork	coques		kɔːk	kɔk	k:k ɔ:ɔ k:k
S	1.0	cork	coque		kɔːk	kɔk	k:k ɔ:ɔ k:k
S	1.0	cork	coq		kɔːk	kɔk	k:k ɔ:ɔ k:k
S	1.0	ls	aile ès	multiword	ɛlɛs	ɛlɛs	ɛ:ɛ l:l ɛ:ɛ s:s
S	1.0	moody	mous dits	multiword	muːdi	mudi	m:m u:u d:d i:i
S	1.0	pd	pie dits	multiword	piːdiː	pidi	p:p i:i d:d i:i
S	1.0	peek	piques		piːk	pik	p:p i:i k:k
S	1.0	peek	pique		piːk	pik	p:p i:i k:k
S	1.0	peek	pics		piːk	pik	p:p i:i k:k
S	1.0	mu	mous		muː	mu	m:m u:u
S	1.0	mu	mou		muː	mu	m:m u:u
S	1.0	troop	troupes	cognate	tɹuːp	tʁup	t:t ɹ:ɹ u:u p:p
S	1.0	troop	troupe	cognate	tɹuːp	tʁup	t:t ɹ:ɹ u:u p:p
S	1.0	dd	dits dis	multiword	diːdiː	didi	d:d i:i d:d i:i
S	1.0	sushi	saoul chie	multiword	suːʃi	suʃi	s:s u:u ʃ:ʃ i:i
S	1.0	borne	bonnes		bɔːn	bɔn	b:b ɔ:ɔ n:n
S	1.0	borne	bonne		bɔːn	bɔn	b:b ɔ:ɔ n:n
S	1.0	tutor	tours		tjuːtɐ	tuʁ	t:t j:· u:u t:· ɐ:ɹ
S	1.0	tutor	tour		tjuːtɐ	tuʁ	t:t j:· u:u t:· ɐ:ɹ
S	1.0	freezer	frise		fɹiːzɐ	fʁiz	f:f ɹ:ɹ i:i z:z ɐ:·
S	1.0	poop	poupe		puːp	pup	p:p u:u p:p
S	1.0	rouge	rouges	cognate	ɹuːʒ	ʁuʒ	ɹ:ɹ u:u ʒ:ʒ
S	1.0	wed	oued		wɛd	wɛd	w:w ɛ:ɛ d:d
S	1.0	awed	ode		ɔːd	ɔd	ɔ:ɔ d:d
S	1.0	awed	odes		ɔːd	ɔd	ɔ:ɔ d:d
S	1.0	beck	becs		bɛk	bɛk	b:b ɛ:ɛ k:k
S	1.0	bawdy	body		bɔːdi	bɔdi	b:b ɔ:ɔ d:d i:i
S	1.0	bead	bide		biːd	bid	b:b i:i d:d
S	1.0	bead	bides		biːd	bid	b:b i:i d:d
S	1.0	beak	bic		biːk	bik	b:b i:i k:k
S	1.0	beak	bique		biːk	bik	b:b i:i k:k
S	1.0	beak	biques		biːk	bik	b:b i:i k:k
S	1.0	bean	bine		biːn	bin	b:b i:i n:n
S	1.0	bean	binent		biːn	bin	b:b i:i n:n
S	1.0	bean	bines		biːn	bin	b:b i:i n:n
S	1.0	beat	bit		biːt	bit	b:b i:i t:t
S	1.0	beat	bitte		biːt	bit	b:b i:i t:t
S	1.0	beat	bittent		biːt	bit	b:b i:i t:t
S	1.0	beat	bittes		biːt	bit	b:b i:i t:t
S	1.0	beet	bit		biːt	bit	b:b i:i t:t
S	1.0	beet	bite		biːt	bit	b:b i:i t:t
S	1.0	beet	bites		biːt	bit	b:b i:i t:t
S	1.0	beet	bits		biːt	bit	b:b i:i t:t
S	1.0	beet	bitte		biːt	bit	b:b i:i t:t
S	1.0	beet	bittent		biːt	bit	b:b i:i t:t
S	1.0	beet	bittes		biːt	bit	b:b i:i t:t
S	1.0	beef	biffe		biːf	bif	b:b i:i f:f
S	1.0	beef	biffent		biːf	bif	b:b i:i f:f
S	1.0	beef	biffes		biːf	bif	b:b i:i f:f
S	1.0	beep	bip	cognate	biːp	bip	b:b i:i p:p
S	1.0	ben	benne		bɛn	bɛn	b:b ɛ:ɛ n:n
S	1.0	ben	bennes		bɛn	bɛn	b:b ɛ:ɛ n:n
S	1.0	bet	bette		bɛt	bɛt	b:b ɛ:ɛ t:t
S	1.0	bet	bettes		bɛt	bɛt	b:b ɛ:ɛ t:t
S	1.0	boo	boue		buː	bu	b:b u:u
S	1.0	booed	boude		buːd	bud	b:b u:u d:d
S	1.0	booed	boudent		buːd	bud	b:b u:u d:d
S	1.0	booed	boudes		buːd	bud	b:b u:u d:d
S	1.0	boom	booms	cognate	buːm	bum	b:b u:u m:m
S	1.0	boom	boume		buːm	bum	b:b u:u m:m
S	1.0	boom	boument		buːm	bum	b:b u:u m:m
S	1.0	boom	boumes		buːm	bum	b:b u:u m:m
S	1.0	boos	bouse		buːz	buz	b:b u:u z:z
S	1.0	boos	bouses		buːz	buz	b:b u:u z:z
S	1.0	booze	bouse		buːz	buz	b:b u:u z:z
S	1.0	booze	bouses		buːz	buz	b:b u:u z:z
S	1.0	bootie	boutis		buːti	buti	b:b u:u t:t i:i
S	1.0	booty	boutis		buːti	buti	b:b u:u t:t i:i
S	1.0	boutique	boutiques	cognate	buːtiːk	butik	b:b u:u t:t i:i k:k
S	1.0	sea	ci		siː	si	s:s i:i
S	1.0	sea	scient		siː	si	s:s i:i
S	1.0	sea	scies		siː	si	s:s i:i
S	1.0	see	ci		siː	si	s:s i:i
S	1.0	see	scient		siː	si	s:s i:i
S	1.0	see	scies		siː	si	s:s i:i
S	1.0	si	ci		siː	si	s:s i:i
S	1.0	si	scie		siː	si	s:s i:i
S	1.0	si	scient		siː	si	s:s i:i
S	1.0	si	scies		siː	si	s:s i:i
S	1.0	si	sis		siː	si	s:s i:i
S	1.0	seas	sise		siːz	siz	s:s i:i z:z
S	1.0	seas	sises		siːz	siz	s:s i:i z:z
S	1.0	sees	sise		siːz	siz	s:s i:i z:z
S	1.0	sees	sises		siːz	siz	s:s i:i z:z
S	1.0	seize	sise		siːz	siz	s:s i:i z:z
S	1.0	seize	sises		siːz	siz	s:s i:i z:z
S	1.0	cede	cid		siːd	sid	s:s i:i d:d
S	1.0	seed	cid		siːd	sid	s:s i:i d:d
S	1.0	chemise	chemisent		ʃəmiːz	ʃəmiz	ʃ:ʃ ə:ə m:m i:i z:z
S	1.0	chemise	chemises		ʃəmiːz	ʃəmiz	ʃ:ʃ ə:ə m:m i:i z:z
S	1.0	chic	chics	cognate	ʃiːk	ʃik	ʃ:ʃ i:i k:k
S	1.0	chic	chique		ʃiːk	ʃik	ʃ:ʃ i:i k:k
S	1.0	chic	chiquent		ʃiːk	ʃik	ʃ:ʃ i:i k:k
S	1.0	chic	chiques		ʃiːk	ʃik	ʃ:ʃ i:i k:k
S	1.0	chute	choute		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	chute	choutes		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	chute	shoot		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	chute	shoote		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	chute	shootent		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	chute	shootes		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	chute	shoots		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	shoot	choute		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	shoot	choutes		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	shoot	shoote		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	shoot	shootent		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	shoot	shootes		ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	shoot	shoots	cognate	ʃuːt	ʃut	ʃ:ʃ u:u t:t
S	1.0	sheen	chine		ʃiːn	ʃin	ʃ:ʃ i:i n:n
S	1.0	sheen	chinent		ʃiːn	ʃin	ʃ:ʃ i:i n:n
S	1.0	sheen	chines		ʃiːn	ʃin	ʃ:ʃ i:i n:n
S	1.0	coo	cou		kuː	ku	k:k u:u
S	1.0	coo	coud		kuː	ku	k:k u:u
S	1.0	coo	couds		kuː	ku	k:k u:u
S	1.0	coo	coup		kuː	ku	k:k u:u
S	1.0	coo	coups		kuː	ku	k:k u:u
S	1.0	coo	cous		kuː	ku	k:k u:u
S	1.0	cooed	coude		kuːd	kud	k:k u:u d:d
S	1.0	cooed	coudent		kuːd	kud	k:k u:u d:d
S	1.0	cooed	coudes		kuːd	kud	k:k u:u d:d
S	1.0	coupe	coupent		kuːp	kup	k:k u:u p:p
S	1.0	coupe	coupes	cognate	kuːp	kup	k:k u:u p:p
S	1.0	kooky	cookie		kuːki	kuki	k:k u:u k:k i:i
S	1.0	dawn	don		dɔːn	dɔ̃	d:d ɔ:ɔ n:n
S	1.0	do	doue		duː	du	d:d u:u
S	1.0	do	douent		duː	du	d:d u:u
S	1.0	do	doues		duː	du	d:d u:u
S	1.0	douche	douchent		duːʃ	duʃ	d:d u:u ʃ:ʃ
S	1.0	douche	douches		duːʃ	duʃ	d:d u:u ʃ:ʃ
S	1.0	eave	ive		iːv	iv	i:i v:v
S	1.0	eave	ives		iːv	iv	i:i v:v
S	1.0	eve	ives		iːv	iv	i:i v:v
S	1.0	en	aine		ɛn	ɛn	ɛ:ɛ n:n
S	1.0	en	aines		ɛn	ɛn	ɛ:ɛ n:n
S	1.0	fawn	phone		fɔːn	fɔn	f:f ɔ:ɔ n:n
S	1.0	fawn	phones		fɔːn	fɔn	f:f ɔ:ɔ n:n
S	1.0	fee	fi		fiː	fi	f:f i:i
S	1.0	fee	fient		fiː	fi	f:f i:i
S	1.0	fee	fies		fiː	fi	f:f i:i
S	1.0	fee	phi		fiː	fi	f:f i:i
S	1.0	fess	fesse		fɛs	fɛs	f:f ɛ:ɛ s:s
S	1.0	fess	fessent		fɛs	fɛs	f:f ɛ:ɛ s:s
S	1.0	fess	fesses		fɛs	fɛs	f:f ɛ:ɛ s:s
S	1.0	gean	djinn		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	gean	djinns		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	gean	gin		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	gean	gins		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	gean	jean		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	gene	djinn		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	gene	djinns		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	gene	gins		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	jean	djinn		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	jean	djinns		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	jean	gin		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	jean	gins		dʒiːn	dʒin	d:d ʒ:ʒ i:i n:n
S	1.0	nu	noue		nuː	nu	n:n u:u
S	1.0	nu	nouent		nuː	nu	n:n u:u
S	1.0	nu	noues		nuː	nu	n:n u:u
S	1.0	nu	nous		nuː	nu	n:n u:u
S	1.0	shoo	chou		ʃuː	ʃu	ʃ:ʃ u:u
S	1.0	shoo	choux		ʃuː	ʃu	ʃ:ʃ u:u
S	1.0	kea	qui		kiː	ki	k:k i:i
S	1.0	keck	cake		kɛk	kɛk	k:k ɛ:ɛ k:k
S	1.0	keck	cakes		kɛk	kɛk	k:k ɛ:ɛ k:k
S	1.0	kiwi	kiwis	cognate	kiːwiː	kiwi	k:k i:i w:w i:i
S	1.0	knee	ni		niː	ni	n:n i:i
S	1.0	knee	nid		niː	ni	n:n i:i
S	1.0	knee	nies		niː	ni	n:n i:i
S	1.0	kook	couque		kuːk	kuk	k:k u:u k:k
S	1.0	me	mi		miː	mi	m:m i:i
S	1.0	me	mies		miː	mi	m:m i:i
S	1.0	mean	minent		miːn	min	m:m i:i n:n
S	1.0	meany	mini		miːni	mini	m:m i:i n:n i:i
S	1.0	meany	minis		miːni	mini	m:m i:i n:n i:i
S	1.0	meany	minnie		miːni	mini	m:m i:i n:n i:i
S	1.0	meat	mite		miːt	mit	m:m i:i t:t
S	1.0	meat	mitent		miːt	mit	m:m i:i t:t
S	1.0	meat	mites		miːt	mit	m:m i:i t:t
S	1.0	meet	mite		miːt	mit	m:m i:i t:t
S	1.0	meet	mitent		miːt	mit	m:m i:i t:t
S	1.0	meet	mites		miːt	mit	m:m i:i t:t
S	1.0	meme	mime		miːm	mim	m:m i:i m:m
S	1.0	meme	miment		miːm	mim	m:m i:i m:m
S	1.0	meme	mimes		miːm	mim	m:m i:i m:m
S	1.0	men	maine		mɛn	mɛn	m:m ɛ:ɛ n:n
S	1.0	met	mettes		mɛt	mɛt	m:m ɛ:ɛ t:t
S	1.0	moo	mou		muː	mu	m:m u:u
S	1.0	moo	moue		muː	mu	m:m u:u
S	1.0	moo	moues		muː	mu	m:m u:u
S	1.0	moo	mous		muː	mu	m:m u:u
S	1.0	mu	moue		muː	mu	m:m u:u
S	1.0	mu	moues		muː	mu	m:m u:u
S	1.0	moose	mousse		muːs	mus	m:m u:u s:s
S	1.0	moose	moussent		muːs	mus	m:m u:u s:s
S	1.0	moose	mousses		muːs	mus	m:m u:u s:s
S	1.0	mousse	moussent		muːs	mus	m:m u:u s:s
S	1.0	mousse	mousses	cognate	muːs	mus	m:m u:u s:s
S	1.0	naught	note		nɔːt	nɔt	n:n ɔ:ɔ t:t
S	1.0	naught	notent		nɔːt	nɔt	n:n ɔ:ɔ t:t
S	1.0	naught	notes		nɔːt	nɔt	n:n ɔ:ɔ t:t
S	1.0	ooh	ou		uː	u	u:u
S	1.0	pea	pi		piː	pi	p:p i:i
S	1.0	pea	pie		piː	pi	p:p i:i
S	1.0	pea	pies		piː	pi	p:p i:i
S	1.0	pea	pis		piː	pi	p:p i:i
S	1.0	pee	pies		piː	pi	p:p i:i
S	1.0	peas	pise		piːz	piz	p:p i:i z:z
S	1.0	pees	pise		piːz	piz	p:p i:i z:z
S	1.0	peak	pic	cognate	piːk	pik	p:p i:i k:k
S	1.0	peak	piquent		piːk	pik	p:p i:i k:k
S	1.0	peek	pic		piːk	pik	p:p i:i k:k
S	1.0	peek	piquent		piːk	pik	p:p i:i k:k
S	1.0	peace	pissent		piːs	pis	p:p i:i s:s
S	1.0	peace	pisses		piːs	pis	p:p i:i s:s
S	1.0	piece	pissent		piːs	pis	p:p i:i s:s
S	1.0	piece	pisses		piːs	pis	p:p i:i s:s
S	1.0	peeked	picte		piːkt	pikt	p:p i:i k:k t:t
S	1.0	peep	pipe		piːp	pip	p:p i:i p:p
S	1.0	peep	pipent		piːp	pip	p:p i:i p:p
S	1.0	peep	pipes		piːp	pip	p:p i:i p:p
S	1.0	peeve	pive		piːv	piv	p:p i:i v:v
S	1.0	peeve	pives		piːv	piv	p:p i:i v:v
S	1.0	pen	peinent		pɛn	pɛn	p:p ɛ:ɛ n:n
S	1.0	pen	penne		pɛn	pɛn	p:p ɛ:ɛ n:n
S	1.0	pen	pennes		pɛn	pɛn	p:p ɛ:ɛ n:n
S	1.0	pest	peste	cognate	pɛst	pɛst	p:p ɛ:ɛ s:s t:t
S	1.0	pest	pestent		pɛst	pɛst	p:p ɛ:ɛ s:s t:t
S	1.0	pest	pestes	cognate	pɛst	pɛst	p:p ɛ:ɛ s:s t:t
S	1.0	petite	petites	cognate	pətiːt	pətit	p:p ə:ə t:t i:i t:t
S	1.0	pieced	piste		piːst	pist	p:p i:i s:s t:t
S	1.0	pieced	pistent		piːst	pist	p:p i:i s:s t:t
S	1.0	pieced	pistes		piːst	pist	p:p i:i s:s t:t
S	1.0	poo	pou		puː	pu	p:p u:u
S	1.0	poo	pouls		puː	pu	p:p u:u
S	1.0	pooh	pou		puː	pu	p:p u:u
S	1.0	pooh	pouls		puː	pu	p:p u:u
S	1.0	pooch	putsch		puːtʃ	putʃ	p:p u:u t:t ʃ:ʃ
S	1.0	pooch	putschs		puːtʃ	putʃ	p:p u:u t:t ʃ:ʃ
S	1.0	poof	pouf	cognate	puːf	puf	p:p u:u f:f
S	1.0	poof	pouffe		puːf	puf	p:p u:u f:f
S	1.0	poof	pouffent		puːf	puf	p:p u:u f:f
S	1.0	poof	pouffes		puːf	puf	p:p u:u f:f
S	1.0	poof	poufs	cognate	puːf	puf	p:p u:u f:f
S	1.0	poop	poupes		puːp	pup	p:p u:u p:p
S	1.0	queen	couine		kwiːn	kwin	k:k w:w i:i n:n
S	1.0	queen	couinent		kwiːn	kwin	k:k w:w i:i n:n
S	1.0	queen	couines		kwiːn	kwin	k:k w:w i:i n:n
S	1.0	quiche	quiches	cognate	kiːʃ	kiʃ	k:k i:i ʃ:ʃ
S	1.0	scene	seines		siːn	sin	s:s i:i n:n
S	1.0	seen	seines		siːn	sin	s:s i:i n:n
S	1.0	scoot	scout		skuːt	skut	s:s k:k u:u t:t
S	1.0	scoot	scouts		skuːt	skut	s:s k:k u:u t:t
S	1.0	scoop	scoops	cognate	skuːp	skup	s:s k:k u:u p:p
S	1.0	seam	cime		siːm	sim	s:s i:i m:m
S	1.0	seam	cimes		siːm	sim	s:s i:i m:m
S	1.0	seem	cime		siːm	sim	s:s i:i m:m
S	1.0	seem	cimes		siːm	sim	s:s i:i m:m
S	1.0	seek	sikh		siːk	sik	s:s i:i k:k
S	1.0	seat	cite		siːt	sit	s:s i:i t:t
S	1.0	seat	cites		siːt	sit	s:s i:i t:t
S	1.0	sect	secte	cognate	sɛkt	sɛkt	s:s ɛ:ɛ k:k t:t
S	1.0	sect	sectes	cognate	sɛkt	sɛkt	s:s ɛ:ɛ k:k t:t
S	1.0	set	cet		sɛt	sɛt	s:s ɛ:ɛ t:t
S	1.0	she	chient		ʃiː	ʃi	ʃ:ʃ i:i
S	1.0	she	chies		ʃiː	ʃi	ʃ:ʃ i:i
S	1.0	sheaf	chiffe		ʃiːf	ʃif	ʃ:ʃ i:i f:f
S	1.0	sheaf	chiffes		ʃiːf	ʃif	ʃ:ʃ i:i f:f
S	1.0	sheep	chipe		ʃiːp	ʃip	ʃ:ʃ i:i p:p
S	1.0	sheep	chipent		ʃiːp	ʃip	ʃ:ʃ i:i p:p
S	1.0	sheep	chipes		ʃiːp	ʃip	ʃ:ʃ i:i p:p
S	1.0	sue	saouls		suː	su	s:s u:u
S	1.0	sketch	sketchs		skɛtʃ	skɛtʃ	s:s k:k ɛ:ɛ t:t ʃ:ʃ
S	1.0	ski	skie		skiː	ski	s:s k:k i:i
S	1.0	ski	skient		skiː	ski	s:s k:k i:i
S	1.0	ski	skies		skiː	ski	s:s k:k i:i
S	1.0	sued	soudent		suːd	sud	s:s u:u d:d
S	1.0	sued	soudes		suːd	sud	s:s u:u d:d
S	1.0	sought	sotte		sɔːt	sɔt	s:s ɔ:ɔ t:t
S	1.0	sought	sottes		sɔːt	sɔt	s:s ɔ:ɔ t:t
S	1.0	soup	soupent		suːp	sup	s:s u:u p:p
S	1.0	soup	soupes	cognate	suːp	sup	s:s u:u p:p
S	1.0	speech	speechs		spiːtʃ	spitʃ	s:s p:p i:i t:t ʃ:ʃ
S	1.0	stalk	stock		stɔːk	stɔk	s:s t:t ɔ:ɔ k:k
S	1.0	stalk	stocke		stɔːk	stɔk	s:s t:t ɔ:ɔ k:k
S	1.0	stalk	stockent		stɔːk	stɔk	s:s t:t ɔ:ɔ k:k
S	1.0	stalk	stockes		stɔːk	stɔk	s:s t:t ɔ:ɔ k:k
S	1.0	stalk	stocks		stɔːk	stɔk	s:s t:t ɔ:ɔ k:k
S	1.0	stem	stemm		stɛm	stɛm	s:s t:t ɛ:ɛ m:m
S	1.0	stem	stemms		stɛm	stɛm	s:s t:t ɛ:ɛ m:m
S	1.0	stem	stems		stɛm	stɛm	s:s t:t ɛ:ɛ m:m
S	1.0	step	steppe		stɛp	stɛp	s:s t:t ɛ:ɛ p:p
S	1.0	step	steppes		stɛp	stɛp	s:s t:t ɛ:ɛ p:p
S	1.0	steppe	steppes	cognate	stɛp	stɛp	s:s t:t ɛ:ɛ p:p
S	1.0	suit	soute		suːt	sut	s:s u:u t:t
S	1.0	suit	soutes		suːt	sut	s:s u:u t:t
S	1.0	tea	tees		tiː	ti	t:t i:i
S	1.0	tee	tees	cognate	tiː	ti	t:t i:i
S	1.0	talk	tocs		tɔːk	tɔk	t:t ɔ:ɔ k:k
S	1.0	talk	toque		tɔːk	tɔk	t:t ɔ:ɔ k:k
S	1.0	talk	toquent		tɔːk	tɔk	t:t ɔ:ɔ k:k
S	1.0	talk	toques		tɔːk	tɔk	t:t ɔ:ɔ k:k
S	1.0	teak	tic		tiːk	tik	t:t i:i k:k
S	1.0	teak	tics		tiːk	tik	t:t i:i k:k
S	1.0	teak	tique		tiːk	tik	t:t i:i k:k
S	1.0	teak	tiquent		tiːk	tik	t:t i:i k:k
S	1.0	teak	tiques		tiːk	tik	t:t i:i k:k
S	1.0	teat	tite		tiːt	tit	t:t i:i t:t
S	1.0	tech	teck		tɛk	tɛk	t:t ɛ:ɛ k:k
S	1.0	tech	tecks		tɛk	tɛk	t:t ɛ:ɛ k:k
S	1.0	tech	tek		tɛk	tɛk	t:t ɛ:ɛ k:k
S	1.0	tech	teks		tɛk	tɛk	t:t ɛ:ɛ k:k
S	1.0	test	testent		tɛst	tɛst	t:t ɛ:ɛ s:s t:t
S	1.0	test	testes		tɛst	tɛst	t:t ɛ:ɛ s:s t:t
S	1.0	to	touts		tuː	tu	t:t u:u
S	1.0	too	touts		tuː	tu	t:t u:u
S	1.0	two	touts		tuː	tu	t:t u:u
S	1.0	toot	toute		tuːt	tut	t:t u:u t:t
S	1.0	toot	toutes		tuːt	tut	t:t u:u t:t
S	1.0	tutu	toutou		tuːtuː	tutu	t:t u:u t:t u:u
S	1.0	tutu	toutous		tuːtuː	tutu	t:t u:u t:t u:u
S	1.0	tweed	tweeds	cognate	twiːd	twid	t:t w:w i:i d:d
S	1.0	vex	vexe		vɛks	vɛks	v:v ɛ:ɛ k:k s:s
S	1.0	vex	vexent		vɛks	vɛks	v:v ɛ:ɛ k:k s:s
S	1.0	vex	vexes		vɛks	vɛks	v:v ɛ:ɛ k:k s:s
S	1.0	wed	oueds		wɛd	wɛd	w:w ɛ:ɛ d:d
S	1.0	xu	zou		zuː	zu	z:z u:u
S	1.0	zoo	zou		zuː	zu	z:z u:u
S	1.0	zest	zeste	cognate	zɛst	zɛst	z:z ɛ:ɛ s:s t:t
