count	en_chunk	fr_chunk	examples
2	ikɔ	ikɔ	recall~rient collent; recall~agricoles
2	ɹikɔ	ɹikɔ	recall~rient collent; recall~agricoles
2	ikɔl	ikɔl	recall~rient collent; recall~agricoles
2	bluz	bluz	blues~blouse; blues~blouson
2	siɛ	siɛ	cm~sis aiment; cs~sis ès
2	ksɛs	ksɛs	excess~ex ès; excessive~excès sève
2	flɛʃ	flɛʃ	flesh~flèches; flesh~flèche
2	kɔn	kɔn	corn~conne; coin~conne
2	fɹiz	fɹiz	freeze~frise; freezer~frise
2	fɹik	fɹik	freak~fric; frequently~fricotent lis
2	ɡɹif	ɡɹif	grief~griffes; grief~griffe
2	ɔɹt	ɔɹt	escort~escorte; resort~ressortent
2	bɛɹ	bɛɹ	berry~bey rient; bury~bey rient
2	bɛɹi	bɛɹi	berry~bey rient; bury~bey rient
2	biz	biz	bees~bises; bees~bise
2	ɒlt	ɔlt	vault~volts; fault~volts
2	iʃ	iʃ	niche~niches; quiche~quiches
2	nv	nv	envy~haines vies; converted~con vedette
2	mɛʃ	mɛʃ	mesh~mèches; mesh~mèche
2	vɛst	vɛst	vest~vestes; vest~veste
2	bɛk	bɛk	beck~bec; beck~becs
2	wɛd	wɛd	wed~oued; wed~oueds
2	ʃəm	ʃəm	chemise~chemisent; chemise~chemises
2	miz	miz	chemise~chemisent; chemise~chemises
2	ʃəmi	ʃəmi	chemise~chemisent; chemise~chemises
2	əmiz	əmiz	chemise~chemisent; chemise~chemises
2	uk	uk	kooky~cookie; kook~couque
2	kuk	kuk	kooky~cookie; kook~couque
2	duʃ	duʃ	douche~douchent; douche~douches
2	fɔn	fɔn	fawn~phone; fawn~phones
2	kɛk	kɛk	keck~cake; keck~cakes
2	ikt	ikt	peeked~picte; leaked~dicte
2	piv	piv	peeve~pive; peeve~pives
2	ət	ət	petite~petites; property~prie petits
2	pət	pət	petite~petites; property~prie petits
2	əti	əti	petite~petites; property~prie petits
2	tit	tit	petite~petites; teat~tite
2	pəti	pəti	petite~petites; property~prie petits
2	put	put	pooch~putsch; pooch~putschs
2	utʃ	utʃ	pooch~putsch; pooch~putschs
2	putʃ	putʃ	pooch~putsch; pooch~putschs
2	kut	kut	scoot~scout; scoot~scouts
2	skut	skut	scoot~scout; scoot~scouts
2	ʃif	ʃif	sheaf~chiffe; sheaf~chiffes
2	ɛtʃ	ɛtʃ	sketch~sketchs; sketches~sketch
2	kɛtʃ	kɛtʃ	sketch~sketchs; sketches~sketch
2	sɔt	sɔt	sought~sotte; sought~sottes
2	sut	sut	suit~soute; suit~soutes
2	utu	utu	tutu~toutou; tutu~toutous
2	tutu	tutu	tutu~toutou; tutu~toutous
2	twi	twi	tweed~tweeds; tweet~twist
2	zɛs	zɛs	zest~zeste; zest~zestes
2	zɛst	zɛst	zest~zeste; zest~zestes
2	əɹɛ	əɹɛ	surrender~serein des; surrender~sereine
2	səɹɛ	səɹɛ	surrender~serein des; surrender~sereine
2	əɹɛn	əɹɛn	surrender~serein des; surrender~sereine
2	ɹɛnd	ɹɛnd	surrender~serein des; render~rhin des
2	kʌl	kal	culture~calent chez; color~cale
2	lɑs	lɑ̃s	lastly~lancent lis; classy~clans sis
2	ɛnti	ɛnti	plenty~plain tee; twenty~soin tee
2	fʊ	fɛ	footballer~fait bolée; football~fait bol
2	ɪps	ips	friendships~freinent chips; ships~chips
2	ʃɪps	ʃips	friendships~freinent chips; ships~chips
2	wɛ	wɛ̃	question~coincent chaîne; requested~recoins tête
2	kwɛ	kwɛ̃	question~coincent chaîne; requested~recoins tête
2	sɛ	sə	secretary~secret ri; semi~semis
2	kɹɪs	kɹis	crystal~crissent elle; crystal~cristal
2	dɪn	din	dynasty~dîners tee; dynasty~dynastie
2	fɑn	fan	fantastic~fanent aztèques; fantasy~fanent ci
2	tɹə	tɹɔ	central~sain troll; mattress~mat rosse
2	ɹəl	ɹɔl	central~sain troll; naturally~nid charolais
2	əmɛ	ɔmɛ	semester~sommets tes; domestic~domestiques
2	əɹi	əɹe	sensory~sain serez; necessary~nés serez
2	səɹi	səɹe	sensory~sain serez; necessary~nés serez
2	ɹəl	ɹəl	literally~lient relie; primarily~primaires relis
2	ɹəli	ɹəli	literally~lient relie; primarily~primaires relis
2	əɹə	ɛɹɛ	desperately~dès paierait lis; federal~fait airelles
2	dən	dɔn	presidency~près don ci; residency~raies don ci
2	dəns	dɔns	presidency~près don ci; residency~raies don ci
2	ənsi	ɔnsi	presidency~près don ci; residency~raies don ci
2	ɹəs	ɹɔs	fortress~faut rosse; mattress~mat rosse
2	ɛnsɪ	ɛnsi	senses~sain six; density~tain cité
2	lɪŋ	liɲ	settling~sait ligne; wrestling~raies ligne
2	dɪ	də	dementia~demain chez; devoted~devait aide
2	nsəs	nsɛs	census~sain cesse; census~saines cessent
2	ntə	ntɛ	centers~sain thèse; rental~rhin tel
2	ɛntə	ɛntɛ	centers~sain thèse; rental~rhin tel
2	ənf	ɔnf	confess~con fesses; confess~confesse
2	nfɛ	nfɛ	confess~con fesses; confess~confesse
2	kənf	kɔnf	confess~con fesses; confess~confesse
2	ənfɛ	ɔnfɛ	confess~con fesses; confess~confesse
2	nfɛs	nfɛs	confess~con fesses; confess~confesse
2	ɛd	ed	credited~crédit aide; creditors~crédit aise
2	ɹɛd	ɹed	credited~crédit aide; creditors~crédit aise
2	ɛdɪ	edi	credited~crédit aide; creditors~crédit aise
2	kɹɛd	kɹed	credited~crédit aide; creditors~crédit aise
2	ɹɛdɪ	ɹedi	credited~crédit aide; creditors~crédit aise
2	dɛk	dek	decorative~décret ive; deck~déc
2	bæk	bak	feedback~fient bac; back~bacs
2	ɡɹi	kɹi	greeted~crient aide; greeting~crient in
2	lɪs	lɛs	listed~laissent aide; bliss~blesse
2	pɑ	pɑ	panties~pan thèse; partly~party
2	tɪz	tɛz	panties~pan thèse; counties~khan thèse
2	ɑntɪ	ɑntɛ	panties~pan thèse; granted~cran tête
2	ntɪz	ntɛz	panties~pan thèse; counties~khan thèse
2	bli	bli	reasonably~ries anobli; terribly~ter oublient
2	təl	tɛl	rental~rhin tel; mortal~motel
2	ɹɛnt	ɹɛnt	rental~rhin tel; rented~rhin tête
2	tən	tɔn	western~ouais tonnes; northwestern~notais tonnes
2	bl	pl	preferably~prêt repli; bleeding~plient in
2	bli	pli	preferably~prêt repli; bleeding~plient in
2	ənə	ɛnɛ	fortunate~faut chaînette; foreigners~forain aise
2	ɒlɐ	ɔlɛ	volatile~volet al; peat olla~pistolet
2	pɒ	po	podcast~pot caste; coupon~coupent aune
2	kɑst	kast	podcast~pot caste; cast~caste
2	mɛnt	mɛnt	mentor~main taux; manners meant~management
2	vɪs	vis	vista~vis tes; vicinity~vis hindi
2	bʌ	bɛ	busted~baissent aide; but~bête
2	ʌs	ɛs	busted~baissent aide; rust~restes
2	pəli	pɔli	policeman~polis mène; police~polices
2	pɹæ	bɹa	practiced~braquent est; practice~braquent hisse
2	pɹæk	bɹak	practiced~braquent est; practice~braquent hisse
2	vɛn	fɛɲ	venture~feignent chez; ventures~feignent chaise
2	æns	ɛns	transcript~train script; transit~train cette
2	ɹæns	ɹɛns	transcript~train script; transit~train cette
2	skɹɪ	skɹi	transcript~train script; scripts~script
2	kɹɪp	kɹip	transcript~train script; scripts~script
2	ɹɪpt	ɹipt	transcript~train script; scripts~script
2	ɪb	əb	distributor~dissent rebuter; rebuilding~rebellent in
2	ɹɪb	ɹəb	distributor~dissent rebuter; rebuilding~rebellent in
2	ɐk	eɡ	acoustic~égouts tic; academy~égaient omis
2	ɐtɛ	etɛ	attended~étain dites; attending~étain digne
2	ɐtɛn	etɛn	attended~étain dites; attending~étain digne
2	beɪ	pei	baseball~pays bol; baseline~pays lad
2	sə	se	celebrities~célèbrent hisse; sensory~saines séries
2	əl	el	celebrities~célèbrent hisse; velocity~vélos tee
2	ʌst	ast	discussed~dis caste; disgusting~dis casting
2	ɡaz	ɡaz	disguise~dis gaz; guys~gaz
2	lak	lak	dislike~dis lac; like~lac
2	dʌ	de	dusty~des tee; duck~déc
2	ɒnɪ	ani	monitored~manient aide; honesty~anis tee
2	pi	pø	pizza~peut ses; peters~peut aise
2	et	it	portrait~pot rite; freight~frites
2	ɹet	ɹit	portrait~pot rite; freight~frites
2	vd	ft	retrieved~rient rift; preserved~pris aphtes
2	ʃu	ʒu	shooters~jouent aise; shooting~jouent in
2	ɛsɐ	ese	successor~secs essaie; processor~près essaie
2	tɛ	te	context~khan texte; meet error~mystérieux
2	ɒnt	ɑnt	context~khan texte; restaurant~restantes
2	kʌ	kɑ	country~khan tri; countries~khan treize
2	kʌn	kɑn	country~khan tri; countries~khan treize
2	ʌnt	ɑnt	country~khan tri; countries~khan treize
2	kʌnt	kɑnt	country~khan tri; countries~khan treize
2	ʌntɹ	ɑntɹ	country~khan tri; countries~khan treize
2	næ	ni	anatomy~hennit omis; naturally~nid charolais
2	ɹɛ	ɹi	arrested~hérissent aide; erected~irriguent aide
2	fɪt	fɛt	benefit~ben faites; fit~fêtes
2	fɛs	vɛs	confessed~con veste; fest~vestes
2	fɛst	vɛst	confessed~con veste; fest~vestes
2	ɪf	ef	defeated~défient aide; reflects~réflexes
2	ɪli	eli	deleted~délit aide; elite~élites
2	fɹə	fɹɛ	frozen~frais haine; references~refrain six
2	lɑd	lɑn	largest~lent geste; larger~lent chez
2	tɹə	tɹɛ	mistress~mais tresses; strategic~stressées chic
2	ɹəs	ɹɛs	mistress~mais tresses; interest~aident reste
2	enf	ɛnf	rainfall~rhin folle; painful~pain folle
2	əns	ɛns	references~refrain six; preferences~prêt rhin six
2	ɹəns	ɹɛns	references~refrain six; preferences~prêt rhin six
2	ənsɪ	ɛnsi	references~refrain six; preferences~prêt rhin six
2	ɹɪp	ɹep	repeated~répit aide; reporters~répond aise
2	te	ti	tasted~tissent aide; mistake~mais tic
2	kə	ka	constructive~cannes traquent ive; consider~cannes des
2	kən	kan	constructive~cannes traquent ive; consider~cannes des
2	mən	mɔn	ceremonies~sermon aise; monopoly~mon appelait
2	nɪz	nɛz	ceremonies~sermon aise; colonies~colin aise
2	ŋɡ	nɡ	penguin~pain gouine; singular~sain goulée
2	wɪ	wi	penguin~pain gouine; whiskey~whisky
2	ət	ɔt	potentially~potin joli; protects~protectrice
2	ʃə	ʒɔ	potentially~potin joli; essentially~sain joli
2	ətɛ	ɔtɛ	potentially~potin joli; protects~protectrice
2	nʃə	nʒɔ	potentially~potin joli; essentially~sain joli
2	ʃəl	ʒɔl	potentially~potin joli; essentially~sain joli
2	ɛnʃə	ɛnʒɔ	potentially~potin joli; essentially~sain joli
2	nʃəl	nʒɔl	potentially~potin joli; essentially~sain joli
2	ʃəli	ʒɔli	potentially~potin joli; essentially~sain joli
2	ɹəm	ɹɔm	promoted~promet aide; promoting~promet in
2	əmə	ɔmɛ	promoted~promet aide; promoting~promet in
2	pɹəm	pɹɔm	promoted~promet aide; promoting~promet in
2	ɹəmə	ɹɔmɛ	promoted~promet aide; promoting~promet in
2	əɹ	œɹ	terrorism~terreurs homme; lecturer~lecteurs
2	tɛs	sɛs	testimony~cessent mener; tested~cessent aide
2	ɪs	iz	artistic~attisent hic; descended~dizaines aide
2	ʃə	sə	centuries~saignent cerise; lecturer~liguent serez
2	ʃəɹ	səɹ	centuries~saignent cerise; lecturer~liguent serez
2	əɹɪ	əɹi	centuries~saignent cerise; theories~cerises
2	əɹɪz	əɹiz	centuries~saignent cerise; theories~cerises
2	ʊk	uk	notebook~nouent book; textbook~taxent book
2	bʊk	buk	notebook~nouent book; textbook~taxent book
2	ɹes	ɹɛs	disgrace~dis grèce; grace~graisses
2	ɡɹes	ɡɹɛs	disgrace~dis grèce; grace~graisses
2	ez	ɛz	displays~dis plaise; plays~plaisent
2	lez	lɛz	displays~dis plaise; plays~plaisent
2	plez	plɛz	displays~dis plaise; plays~plaisent
2	fɹʌ	fɹɛ	frustrated~frais trait aide; frontier~frein tee
2	ælɪ	ali	mortality~mot alité; realities~rallient hisse
2	lɪt	lit	mortality~mot alité; facilities~fais litige
2	pɹɒ	pɹɔ	promises~promis aise; problem~problèmes
2	lɪn	lɛn	clinic~clin hic; discipline~dis pleine
2	ɑnsɪ	ɑnsi	dances~tan six; dancing~tan signe
2	ʒɪt	ʒɛt	digit~dit jette; legit~laid jette
2	lɛnd	lɛnd	lending~lin digne; lenders~lin dos
2	ɜv	ɛv	preserve~pris ève; serve~sève
2	kɛ	kɔ	chemistry~commis tri; sketch~scotch
2	ɛm	ɔm	chemistry~commis tri; cemetery~sommet ri
2	mə	mœ	commentary~commun tri; commonly~commun lis
2	ən	œn	commentary~commun tri; commonly~commun lis
2	kɒm	kɔm	commentary~commun tri; commonly~commun lis
2	ɒmə	ɔmœ	commentary~commun tri; commonly~commun lis
2	mən	mœn	commentary~commun tri; commonly~commun lis
2	kɒmə	kɔmœ	commentary~commun tri; commonly~commun lis
2	ɒmən	ɔmœn	commentary~commun tri; commonly~commun lis
2	pɹɪz	pɹiz	presenter~prison tes; prisoners~prison aise
2	zən	zɔn	prisoners~prison aise; seasonal~saison elle
2	zənə	zɔnɛ	prisoners~prison aise; seasonal~saison elle
2	pɹɒ	pɹo	prostate~pros tête; product~pros acte
2	ta	tɑ	township~tan chipe; titled~tant halte
2	ksə	ksɛ	exercises~excès assise; exodus~excès os
2	ɛksə	ɛksɛ	exercises~excès assise; exodus~excès os
2	ɒnə	ɑnɔ	autonomy~otan omis; economy~khan omis
2	nəm	nɔm	autonomy~otan omis; economy~khan omis
2	ɒnəm	ɑnɔm	autonomy~otan omis; economy~khan omis
2	nəmi	nɔmi	autonomy~otan omis; economy~khan omis
2	dl	nl	broadly~prompt lis; proudly~prend lis
2	dli	nli	broadly~prompt lis; proudly~prend lis
2	kæ	kɑ	cancer~khan ses; candy~khan dit
2	kæn	kɑn	cancer~khan ses; candy~khan dit
2	ændi	ɑndi	candy~khan dit; randy~rendit
2	əmpl	ɔnpl	completely~con plient lis; completed~con plient aide
2	dɛm	tɛm	condemn~con thème; accursed em~écosystème
2	dʌ	di	conductor~con dictée; duchess~dit chaise
2	ol	ɔl	control~con troll; sold~soldes
2	ka	kɑ	counties~khan thèse; counting~khan teigne
2	kan	kɑn	counties~khan thèse; counting~khan teigne
2	ant	ɑnt	counties~khan thèse; counting~khan teigne
2	kant	kɑnt	counties~khan thèse; counting~khan teigne
2	antɪ	ɑntɛ	counties~khan thèse; counting~khan teigne
2	ɹɛ	ɹɛ̃	dresses~drains aise; restoration~rincent origine
2	ɛs	ɛz	duchess~dit chaise; fess~fez
2	ʒɪn	ʒɛn	engine~haines gêne; origin~aurait gêne
2	sɛnʃ	sɛnʒ	essentially~sain joli; essential~sain gel
2	fɜ	fɛ	fertility~fait lady; transferred~traînes faites
2	lʌ	lo	flooded~flot aide; flooding~flot in
2	flʌ	flo	flooded~flot aide; flooding~flot in
2	fʌn	fan	funded~fanent aide; funding~fanent in
2	ɡɔ	ɡɔ	gorgeous~godes os; gawd en~golden
2	də	do	lenders~lin dos; vendors~vin dos
2	ndə	ndo	lenders~lin dos; vendors~vin dos
2	ɛndə	ɛndo	lenders~lin dos; vendors~vin dos
2	mɪs	mɛs	mysteries~mais cerise; miss~messes
2	wɜ	wɔ	network~nid wok; work~walk
2	ɜk	ɔk	network~nid wok; work~walk
2	wɜk	wɔk	network~nid wok; work~walk
2	əfɛ	afɛ	offender~afin des; offended~afin dites
2	fɛn	fɛn	offender~afin des; offended~afin dites
2	əfɛn	afɛn	offender~afin des; offended~afin dites
2	fɛnd	fɛnd	offender~afin des; offended~afin dites
2	pæɹ	paɹ	paranoid~parrain ode; parallel~parallèles
2	kə	kɛ	particle~bat quel; beacon~bic haines
2	pɹɛ	bɹɛ	premises~brèmes aise; pressure~brèche
2	ɪnt	ɛnt	printer~brin tes; sovereignty~savarin tee
2	ɹɪnt	ɹɛnt	printer~brin tes; sovereignty~savarin tee
2	ɹa	ɹɑ	proudly~prend lis; grinding~cran digne
2	ad	ɑn	proudly~prend lis; sidewalk~cent wok
2	ntɪd	ntɛt	rented~rhin tête; granted~cran tête
2	dɛn	tɛn	residential~raies tain gel; density~tain cité
2	nʃə	nʒɛ	residential~raies tain gel; essential~sain gel
2	ʃəl	ʒɛl	residential~raies tain gel; essential~sain gel
2	ɛnʃə	ɛnʒɛ	residential~raies tain gel; essential~sain gel
2	nʃəl	nʒɛl	residential~raies tain gel; essential~sain gel
2	əld	alt	settled~sait halte; titled~tant halte
2	mpɹɪ	npɹɛ	temperature~tain prêt chez; temperatures~tain prêt chaise
2	un	yn	communities~communient hisse; opportunity~appât unité
2	unɪ	yni	communities~communient hisse; opportunity~appât unité
2	si	ti	controversy~cognent revêtit; concealed~con tilde
2	fɛ	sɛ	festival~cessent vol; festivals~cessent valse
2	fɛs	sɛs	festival~cessent vol; festivals~cessent valse
2	tɪŋ	tiŋ	disgusting~dis casting; meeting~meetings
2	vl	fl	exclusively~exclus flux; extensively~axent haines flux
2	vli	fly	exclusively~exclus flux; extensively~axent haines flux
2	ɛt	et	aesthetic~hissent éthique; sweat~souhaites
2	sp	st	experimental~exterminent elle; spectacular~stockent écoulé
2	mɛ	mi	experimental~exterminent elle; melody~mie ledit
2	nɪŋ	nɛn	reasoning~ries naine; lightning~lent naine
2	ɪd	in	suspected~ces pectine; unexpected~iniques pectine
2	tɪd	tin	suspected~ces pectine; unexpected~iniques pectine
2	ktɪd	ktin	suspected~ces pectine; unexpected~iniques pectine
2	ɐb	ep	abilities~épilent hisse; about~épate
2	lən	lɛn	colonies~colin aise; fallen~fol haines
2	nl	nl	commonly~commun lis; manly~main lis
2	nli	nli	commonly~commun lis; manly~main lis
2	ɪne	ɛne	destination~destin échine; examination~examen échine
2	neʃ	neʃ	destination~destin échine; examination~examen échine
2	ɪneʃ	ɛneʃ	destination~destin échine; examination~examen échine
2	teɪ	tei	entertain~aident théine; take~té hic
2	ɛpt	ɔpt	receptor~ries opté; concept~cannes opte
2	ənk	ɔnk	conclusion~con clous haine; conclude~con claude
2	nkl	nkl	conclusion~con clous haine; conclude~con claude
2	kənk	kɔnk	conclusion~con clous haine; conclude~con claude
2	ənkl	ɔnkl	conclusion~con clous haine; conclude~con claude
2	ɹʌ	ɹe	frustrating~pressent rétine; frustration~pressent résonne
2	ʌs	es	frustrating~pressent rétine; frustration~pressent résonne
2	fɹʌ	pɹe	frustrating~pressent rétine; frustration~pressent résonne
2	ɹʌs	ɹes	frustrating~pressent rétine; frustration~pressent résonne
2	fɹʌs	pɹes	frustrating~pressent rétine; frustration~pressent résonne
2	et	et	frustrating~pressent rétine; gate~guette
2	lɐ	li	laboratory~libérait ri; laboratories~libérait reims
2	ɐb	ib	laboratory~libérait ri; laboratories~libérait reims
2	lɐb	lib	laboratory~libérait ri; laboratories~libérait reims
2	stə	sta	registered~raids stade; crystal~cristal
2	ɒv	av	sovereignty~savarin tee; coot of~gustave
2	əɹi	ɔɹe	boundary~ban doré; extraordinary~extrait ignorer
2	band	bɑnd	boundary~ban doré; binding~ban digne
2	ɹɛ	ɹɔ	corrected~croquent aide; compression~con prochaine
2	ti	si	certainty~sait ensi; ct~sis scie
2	kɒn	kan	concept~cannes opte; con~cannes
2	ud	od	conclude~con claude; moody~maudits
2	ɛl	el	electronic~électron hic; excel~excelle
2	ɹɑ	ɹɑ	granted~cran tête; rant~rentes
2	ɹɑn	ɹɑn	granted~cran tête; rant~rentes
2	ɹɑnt	ɹɑnt	granted~cran tête; rant~rentes
2	tə	dɔ	internet~aident honnête; quantum~quad homme
2	ɛnə	ɛna	penalty~pain haleter; penalties~pain altesse
2	əlt	alt	penalty~pain haleter; penalties~pain altesse
2	pɛnə	pɛna	penalty~pain haleter; penalties~pain altesse
2	ɛnəl	ɛnal	penalty~pain haleter; penalties~pain altesse
2	nəlt	nalt	penalty~pain haleter; penalties~pain altesse
2	sɛ	se	separated~séparait aide; excel~excelle
2	ɐk	ɛk	accessories~excès ruse; acceptable~excèdent belle
2	ɐks	ɛks	accessories~excès ruse; acceptable~excèdent belle
2	ɐksɛ	ɛksɛ	accessories~excès ruse; acceptable~excèdent belle
2	læ	lɑ	planet~plan êtes; plant~plantes
2	plæ	plɑ	planet~plan êtes; plant~plantes
2	læn	lɑn	planet~plan êtes; plant~plantes
2	nɪt	nɛt	planet~plan êtes; knit~nettes
2	plæn	plɑn	planet~plan êtes; plant~plantes
2	ɔθ	ɔt	northwestern~notais tonnes; northwest~notes ouest
2	nɔθ	nɔt	northwestern~notais tonnes; northwest~notes ouest
2	idɪ	edi	preceded~pris édite; succeeded~secs édite
2	idɪd	edit	preceded~pris édite; succeeded~secs édite
2	ɹɒk	ɹak	proximity~braques midi; rocky~raz qui
2	ɪk	ək	requested~recoins tête; electrical~liguent recolle
2	ɹɪk	ɹək	requested~recoins tête; electrical~liguent recolle
2	tɪd	tit	transported~traînes petite; tempted~tain petite
2	wɪ	ɥi	whichever~huit cheveux; quitting~cuit in
2	də	nɛ	borders~bond aise; garden~gand haine
2	tə	dɛ	entered~aident aide; enters~aident aise
2	mæ	me	masses~mes aise; mad in~médecine
2	mʌ	mɔ	monkey~mon qui; monkeys~mon guise
2	mʌn	mɔn	monkey~mon qui; monkeys~mon guise
2	ɹænd	ɹɛnd	randy~rhin dit; branding~brin digne
2	ændi	ɛndi	randy~rhin dit; sandy~sain dit
2	sæ	se	sadly~ses lis; saddle~ses elle
2	sæn	sɛn	sandy~sain dit; sandwiches~sain dit chaise
2	sænd	sɛnd	sandy~sain dit; sandwiches~sain dit chaise
2	ɒɹ	aɹ	priorities~braillard hisse; minorities~minaret hisse
2	ʌv	av	discovering~dis caverne; love~lave
2	ntɪŋ	ntɛɲ	parenting~perron teigne; counting~khan teigne
2	stɹæ	stɹa	strategy~strates chie; strategy~stratégies
2	tɹæt	tɹat	strategy~strates chie; strategy~stratégies
2	ʒi	ʃi	strategy~strates chie; energy~hainaut chie
2	andɪ	ɑndi	binding~ban digne; grinding~cran digne
2	kəns	kɔns	consumers~con soumise; consent~con celtes
2	kʌ	ko	discussing~discos in; cut~côtes
2	mɔn	mɔn	morning~mon in; mourning~mon in
2	ɔnɪ	ɔni	morning~mon in; mourning~mon in
2	mɔnɪ	mɔni	morning~mon in; mourning~mon in
2	ɔnɪŋ	ɔnin	morning~mon in; mourning~mon in
2	əs	es	proceeded~précis aide; procedures~précis chaise
2	ɹəs	ɹes	proceeded~précis aide; procedures~précis chaise
2	əsi	esi	proceeded~précis aide; procedures~précis chaise
2	pɹəs	pɹes	proceeded~précis aide; procedures~précis chaise
2	ɹəsi	ɹesi	proceeded~précis aide; procedures~précis chaise
2	pɹəv	bɹəv	provision~brevets haine; provided~brevet aide
2	ʒə	ʒə	tragedy~trait jeter; legends~laide genèse
2	kɹɒ	kɹo	crossover~crocs avez; crossing~crocs in
2	ov	av	crossover~crocs avez; over~avez
2	ovɐ	ave	crossover~crocs avez; over~avez
2	ɒn	on	electron~liguent rhône; coupon~coupent aune
2	tɜ	tɛ	maternity~matin tee; maternal~matin elle
2	mət	mat	maternity~matin tee; maternal~matin elle
2	ətɜ	atɛ	maternity~matin tee; maternal~matin elle
2	tɜn	tɛn	maternity~matin tee; maternal~matin elle
2	mətɜ	matɛ	maternity~matin tee; maternal~matin elle
2	ətɜn	atɛn	maternity~matin tee; maternal~matin elle
2	ɔɡ	ɔk	mortgages~moquent chaise; orgasm~hoquets homme
2	mɛs	mes	messenger~mécènes je; messy~messie
2	sɪn	sɛn	messenger~mécènes je; sin~scènes
2	idɪ	edɛ	preceding~pris éden; proceeding~près éden
2	dɪŋ	dɛn	preceding~pris éden; proceeding~près éden
2	idɪŋ	edɛn	preceding~pris éden; proceeding~près éden
2	ɑd	ɑ̃d	boulevard~boules andes; starred~stands
2	wəd	wɛd	downward~tan oued; awkward~oc oued
2	iz	iʒ	facilities~fais litige; vet ease~vestiges
2	tiz	tiʒ	facilities~fais litige; vet ease~vestiges
2	ɡɹæ	ɡɹi	grandma~green ma; grandmother~green médée
2	ɹæn	ɹin	grandma~green ma; grandmother~green médée
2	ɡɹæn	ɡɹin	grandma~green ma; grandmother~green médée
2	pɜ	pɔ	purposes~popes aise; expert~exporte
2	ɹi	ɹj	reinforce~rien fausse; reinforced~rien poste
2	iɪ	jɛ	reinforce~rien fausse; reinforced~rien poste
2	ɹiɪ	ɹjɛ	reinforce~rien fausse; reinforced~rien poste
2	iɪn	jɛn	reinforce~rien fausse; reinforced~rien poste
2	nfɔ	nfo	reinforce~rien fausse; enforce~haines fosses
2	fɔs	fos	reinforce~rien fausse; enforce~haines fosses
2	ɹiɪn	ɹjɛn	reinforce~rien fausse; reinforced~rien poste
2	nfɔs	nfos	reinforce~rien fausse; enforce~haines fosses
2	ɐk	ek	according~écot in; accursed em~écosystème
2	kɔ	ko	according~écot in; cause~causent
2	kɒɹ	kɔɹ	corresponding~corps pan digne; coral~chorale
2	pɒ	pɑ	corresponding~corps pan digne; coupon~coupant
2	pɒn	pɑn	corresponding~corps pan digne; coupon~coupant
2	ɒndɪ	ɑndi	corresponding~corps pan digne; bonding~ban digne
2	dɪ	tɛ	denied~tain aède; deciding~dis atteignent
2	naɪ	naɛ	denied~tain aède; nine~na haines
2	pɔ	bɔ	pornography~bon agrafer; porn~bornes
2	ʒə	ʃɛ	procedures~précis chaise; dodgers~tôt chaise
2	ʒəz	ʃɛz	procedures~précis chaise; dodgers~tôt chaise
2	ʃə	sɛ	protection~prêt excède; expression~expresse haines
2	ɹɪv	ɹiv	revival~rivas elle; reveal~rient vil
2	zɐ	ze	composer~con peser; visa~visés
2	ʒɔ	ʃo	enjoyed~haines chaude; enjoys~haines chose
2	ɔd	od	enjoyed~haines chaude; fraud~fraudes
2	nv	nw	investors~nouées thèse; investing~nouées teigne
2	vɛ	we	investors~nouées thèse; investing~nouées teigne
2	nvɛ	nwe	investors~nouées thèse; investing~nouées teigne
2	ɹəɹ	ɹeɹ	temporary~tain prairies; contemporary~con tain prairies
2	ɹəɹi	ɹeɹi	temporary~tain prairies; contemporary~con tain prairies
2	mb	nb	member~main bée; members~main baise
2	mɛm	mɛn	member~main bée; members~main baise
2	ɛmb	ɛnb	member~main bée; members~main baise
2	mɛmb	mɛnb	member~main bée; members~main baise
2	əd	ɛt	projected~prêtes excède; endangered~haines in jette
2	ʃəɹ	ʃaɹ	supernatural~soutenait charles; naturally~nid charolais
2	dl	dl	landlord~lad lotte; gladly~glande lies
2	nf	np	reinforced~rien poste; enforced~haines postent
2	fɔ	pɔ	reinforced~rien poste; enforced~haines postent
2	nfɔ	npɔ	reinforced~rien poste; enforced~haines postent
2	fɔs	pɔs	reinforced~rien poste; enforced~haines postent
2	nfɔs	npɔs	reinforced~rien poste; enforced~haines postent
2	fɔst	pɔst	reinforced~rien poste; enforced~haines postent
2	ʒə	ʒe	surgery~sait gérer; injury~in gérer
2	ʒəɹ	ʒeɹ	surgery~sait gérer; injury~in gérer
2	əɹi	eɹe	surgery~sait gérer; injury~in gérer
2	ʒəɹi	ʒeɹe	surgery~sait gérer; injury~in gérer
2	bɒ	bɑ	bonding~ban digne; bond~bandes
2	bɒn	bɑn	bonding~ban digne; bond~bandes
2	bɒnd	bɑnd	bonding~ban digne; bond~bandes
2	mɒ	mɑ	commodities~comment dix; monarch~manques
2	ɛst	ist	conquest~khan kyste; tests~tristesse
2	be	bɛ	debating~tibet in; bears~baise
2	stɹe	stɹi	stranger~strings je; straight~strictes
2	pə	pe	supervisor~soupers assez; petit your~pétition
2	ɛkə	ekɔ	secondly~déconnent lis; secondary~déconnent ri
2	ɛkən	ekɔn	secondly~déconnent lis; secondary~déconnent ri
2	men	mɛn	remainder~romain des; domain~demain
2	ɪm	ɛn	simply~sain plie; simpler~simples
