en	fr	old_combo	prosody	meaning	tier
because it	bébés êtes	0.572	0.882	0.434	A
perhaps the	femmes de	0.471	0.681	0.508	A
not of	native	0.637	0.923	0.393	A
necessary to	s rient où	0.690	0.867	0.382	A
of jane	as jeune	0.486	0.864	0.357	A
ever been	estime	0.460	0.811	0.528	GOLD
off his	office	0.648	0.862	0.263	A
to express	express	0.675	0.884	0.830	GOLD
when mr	on must	0.509	0.871	0.405	A
be called	vicomte	0.517	0.854	0.385	A
give way	gueux les	0.454	0.824	0.532	GOLD
or more	on or	0.594	0.719	0.598	GOLD
affection and	et excellence	0.461	0.783	0.291	A
and like	un lac	0.593	0.823	0.309	A
with whom	les hommes	0.481	0.776	0.537	GOLD
pleasure to	plus tout	0.722	0.837	0.522	GOLD
she spoke	chez banque	0.560	0.775	0.318	A
never to	des tout	0.563	0.843	0.367	A
not an	d une	0.456	0.802	0.487	GOLD
perhaps you	pipes go	0.471	0.834	0.131	A
down on	don n	0.607	0.837	0.365	A
thing for	son for	0.669	0.740	0.491	GOLD
best of	baissent as	0.741	0.957	0.553	GOLD
be for	but or	0.705	0.842	0.486	GOLD
mind was	man rose	0.623	0.855	0.368	A
knew not	non a	0.524	0.744	0.669	GOLD
not tell	d tels	0.658	0.918	0.370	A
he left	pilote	0.538	0.831	0.307	A
door was	dérange	0.485	0.739	0.458	GOLD
not all	d elle	0.480	0.857	0.439	A
to accept	turcs êtes	0.529	0.826	0.282	A
ten minutes	tain main s	0.586	0.873	0.402	A
to london	selon de	0.561	0.737	0.402	A
man the	main de	0.634	0.750	0.612	GOLD
talked of	tombent as	0.485	0.896	0.678	GOLD
to sit	t s	0.498	0.853	0.381	A
with so	ouais se	0.483	0.733	0.711	GOLD
own and	on hard	0.514	0.682	0.323	A
off and	office	0.567	0.858	0.309	A
the village	devinette	0.466	0.843	0.542	GOLD
so he	série	0.603	0.805	0.520	GOLD
say the	ces a	0.623	0.830	0.687	GOLD
and me	ils mis	0.585	0.890	0.461	GOLD
ill of	élèves	0.551	0.903	0.363	A
sure of	preuve	0.475	0.682	0.643	A
whom the	on ne	0.475	0.589	0.439	B
thought the	dont je	0.496	0.693	0.494	A
put it	poste	0.620	0.852	0.706	GOLD
him his	chemise	0.508	0.833	0.466	GOLD
many hours	main rose	0.568	0.754	0.164	A
imagine that	met chaînes êtes	0.470	0.862	0.479	GOLD
make me	marquis	0.527	0.799	0.248	A
light and	land hard	0.559	0.828	0.188	A
does it	des hautes	0.579	0.809	0.411	A
intention of	est un genève	0.547	0.845	0.457	GOLD
allow me	élan et	0.452	0.827	0.534	GOLD
nor did	nord s	0.660	0.840	0.229	A
you he	youpi	0.726	0.820	0.666	GOLD
their eyes	terrasse	0.606	0.746	0.315	A
morning to	man un tout	0.614	0.846	0.418	A
seeing him	sien if	0.480	0.787	0.344	A
with many	les mini	0.540	0.885	0.471	GOLD
than once	chinoise	0.476	0.851	0.287	A
of making	aux viking	0.503	0.705	0.327	A
if your	est or	0.509	0.680	0.295	A
bed and	but hard	0.544	0.844	0.324	A
she found	chient halte	0.557	0.837	0.295	A
pleasure in	plaies in	0.598	0.700	0.556	GOLD
that can	d cane	0.509	0.933	0.277	A
by what	balade	0.610	0.826	0.524	GOLD
am very	en série	0.573	0.705	0.527	GOLD
to quit	secret	0.474	0.729	0.229	A
on in	on n	0.596	0.866	0.664	GOLD
the sake	d hic	0.494	0.845	0.593	GOLD
sake of	séquence	0.582	0.816	0.283	A
that might	d man	0.484	0.861	0.491	GOLD
can do	con tout	0.622	0.890	0.539	GOLD
but then	but gêne	0.655	0.928	0.547	GOLD
the circumstance	d aucun stand	0.456	0.819	0.410	A
expected to	s box tout	0.532	0.817	0.285	A
your mother	normal	0.457	0.806	0.200	A
your uncle	iran quel	0.506	0.767	0.480	GOLD
never seen	nées fine	0.685	0.928	0.315	A
him not	n êtes	0.458	0.858	0.647	GOLD
not even	d hiver	0.462	0.813	0.352	A
to stay	tout et	0.586	0.824	0.363	A
to persuade	types laide	0.554	0.840	0.249	A
an idea	on adieu	0.481	0.775	0.438	A
this letter	les leurs	0.480	0.748	0.486	GOLD
the means	remise	0.635	0.871	0.568	GOLD
not seem	d cime	0.658	0.918	0.392	A
is well	aux elle	0.601	0.842	0.582	GOLD
on each	on if	0.503	0.875	0.541	GOLD
do in	duel	0.526	0.916	0.281	A
not take	d sec	0.470	0.815	0.392	A
her of	arrive	0.531	0.784	0.476	GOLD
reached the	restent de	0.559	0.648	0.418	A
because the	bébés de	0.542	0.728	0.481	GOLD
street and	trait hard	0.532	0.713	0.190	A
made to	mes tout	0.796	0.865	0.483	GOLD
oh no	on ores	0.516	0.740	0.449	A
reason for	rien for	0.778	0.742	0.427	A
were so	vaisseau	0.551	0.869	0.319	A
hands of	in savent	0.457	0.759	0.525	GOLD
left to	laid tout	0.751	0.941	0.644	GOLD
if that	et cette	0.454	0.723	0.565	GOLD
of yours	affreuse	0.477	0.766	0.446	A
them from	don femme	0.477	0.844	0.547	GOLD
before us	et horace	0.538	0.671	0.499	A
and whose	en dise	0.531	0.784	0.581	GOLD
nothing else	dauphin elle	0.487	0.861	0.400	A
the match	demandent	0.465	0.858	0.440	A
period of	pierrot as	0.459	0.722	0.321	A
quitted the	corps de	0.621	0.620	0.279	A
to set	tous êtes	0.786	0.929	0.217	A
have just	as geste	0.551	0.912	0.458	GOLD
be made	limite	0.488	0.825	0.384	A
brought to	brut où	0.740	0.781	0.491	GOLD
back again	bagatelle	0.463	0.813	0.262	A
it cannot	et quarante	0.474	0.767	0.271	A
to throw	t deux	0.469	0.816	0.397	A
you tell	est elle	0.680	0.910	0.557	GOLD
through it	suite	0.502	0.865	0.373	A
day after	direct	0.518	0.703	0.193	A
passed in	pas donne	0.576	0.834	0.474	GOLD
fear and	farine	0.486	0.748	0.213	A
try to	travaux	0.641	0.671	0.471	A
can only	canon le	0.521	0.819	0.379	A
or at	honnête	0.611	0.839	0.484	GOLD
here are	erreur	0.513	0.657	0.340	A
anything of	on est neuve	0.525	0.788	0.310	A
that these	d vise	0.561	0.892	0.509	GOLD
so little	solidaire	0.544	0.774	0.321	A
my fellow	mat aileron	0.611	0.798	0.642	GOLD
the wedding	jouait n	0.480	0.848	0.235	A
there to	gèrent où	0.810	0.850	0.618	GOLD
out that	as as	0.486	0.827	0.492	GOLD
know where	navire	0.588	0.719	0.293	A
lost in	lord in	0.523	0.690	0.357	A
the park	remarque	0.559	0.750	0.460	GOLD
which my	laid mailles	0.460	0.888	0.431	A
the steps	des têtes	0.468	0.853	0.422	A
was some	les femmes	0.483	0.858	0.428	A
down with	don ville	0.487	0.802	0.469	GOLD
voice of	vous if	0.494	0.792	0.260	A
with these	les vise	0.529	0.845	0.595	GOLD
of air	hiver	0.770	0.789	0.389	A
hand to	un tout	0.611	0.716	0.460	GOLD
we went	ouverte	0.463	0.778	0.305	A
then said	son cède	0.681	0.849	0.630	GOLD
last and	les femmes	0.465	0.827	0.348	A
that on	d une	0.474	0.848	0.568	GOLD
of great	aux grotte	0.532	0.678	0.397	A
aspect of	et piquent as	0.483	0.846	0.435	A
turned out	son date	0.613	0.803	0.273	A
sitting room	terrain rome	0.497	0.725	0.178	A
the original	dirais sain elle	0.479	0.773	0.234	A
the woods	pelouse	0.476	0.825	0.566	GOLD
you look	unique	0.475	0.798	0.394	A
you go	logo	0.479	0.831	0.670	GOLD
he called	accorde	0.574	0.808	0.347	A
and went	n ouest	0.614	0.896	0.495	GOLD
that what	d hôte	0.488	0.858	0.419	A
your majesty	hermès dit	0.517	0.825	0.593	GOLD
over my	ores ma	0.555	0.714	0.643	GOLD
towards me	dehors mi	0.606	0.868	0.678	GOLD
found myself	fan pas elfes	0.675	0.863	0.221	A
out into	afin de	0.518	0.694	0.603	A
some few	son vous	0.585	0.799	0.446	A
the key	requis	0.726	0.920	0.491	GOLD
the left	relève	0.566	0.892	0.496	GOLD
man was	main as	0.516	0.844	0.341	A
him who	un coup	0.499	0.760	0.536	GOLD
hosmer angel	aux brides gel	0.505	0.762	0.428	A
up into	afin tout	0.452	0.850	0.533	GOLD
one which	on ouest	0.458	0.820	0.446	A
of god	aux guide	0.452	0.852	0.400	A
the american	américaine	0.481	0.798	0.929	GOLD
the act	pacte	0.590	0.813	0.391	A
days and	des est	0.557	0.799	0.532	GOLD
night the	tant de	0.482	0.663	0.438	A
the iron	vienne	0.464	0.729	0.414	A
of heaven	avez une	0.479	0.807	0.421	A
fast fish	set fiche	0.567	0.906	0.293	A
and death	n dette	0.583	0.931	0.483	GOLD
boats and	but sarde	0.608	0.832	0.281	A
to windward	terrain tout	0.471	0.701	0.421	A
will ye	allié	0.498	0.872	0.558	GOLD
spirit of	sport as	0.532	0.750	0.254	A
and stubb	in stop	0.454	0.801	0.503	GOLD
cried starbuck	grand statique	0.516	0.742	0.243	A
boats were	but soin	0.650	0.872	0.271	A
right and	rat en est	0.530	0.704	0.490	GOLD
sense and	set in	0.496	0.677	0.361	A
the book	debout	0.472	0.852	0.486	GOLD
than one	son watts	0.462	0.849	0.222	A
with those	les choses	0.451	0.789	0.636	GOLD
while she	litchi	0.551	0.793	0.366	A
in two	en tout	0.655	0.878	0.517	GOLD
one was	on vases	0.517	0.774	0.463	GOLD
the late	relate	0.571	0.822	0.408	A
the half	joseph	0.477	0.756	0.391	A
man is	main il	0.521	0.838	0.519	GOLD
for mr	formule	0.683	0.782	0.447	A
difficult to	d collent tout	0.635	0.872	0.385	A
said of	saint as	0.514	0.870	0.417	A
even more	afin pour	0.482	0.735	0.635	GOLD
young men	on mène	0.690	0.820	0.281	A
which his	laid chose	0.501	0.873	0.544	GOLD
came down	crimes are	0.468	0.770	0.284	A
see me	soumis	0.755	0.909	0.586	GOLD
you want	ouverte	0.473	0.748	0.514	GOLD
for as	force	0.676	0.737	0.292	A
pretend to	prêt n tout	0.731	0.870	0.427	A
advantage of	et vain d chauve	0.476	0.848	0.420	A
their father	servant	0.498	0.785	0.277	A
is such	s h	0.499	0.891	0.484	GOLD
have nothing	avenant n	0.482	0.826	0.436	A
for they	former	0.665	0.716	0.464	GOLD
soon afterwards	son épouse	0.514	0.791	0.223	A
in law	un le	0.455	0.871	0.445	A
darcy had	dans équipe	0.451	0.786	0.267	A
to stand	t dan	0.487	0.913	0.517	GOLD
and turning	in on n	0.468	0.776	0.513	GOLD
am in	on n	0.500	0.846	0.522	GOLD
she looked	pilote	0.519	0.845	0.177	A
equal to	égalent a	0.476	0.847	0.572	GOLD
herself she	insert j	0.530	0.851	0.236	A
were very	les édit	0.474	0.827	0.668	GOLD
for half	tarifs	0.496	0.806	0.358	A
spoke of	sportive	0.594	0.787	0.436	A
in meryton	n aurait n	0.460	0.776	0.261	A
said miss	saint baisse	0.604	0.905	0.418	A
what we	et oui	0.621	0.779	0.421	A
continued to	con deniers tout	0.671	0.883	0.382	A
her from	et rome	0.487	0.754	0.451	GOLD
this to	dit tout	0.615	0.940	0.621	GOLD
is impossible	son pas pale	0.466	0.813	0.422	A
that every	d ouvrit	0.608	0.799	0.345	A
one morning	in holding	0.470	0.605	0.278	A
an object	on abject	0.660	0.906	0.479	GOLD
interest in	un très n	0.630	0.781	0.390	A
his friends	des freine	0.577	0.755	0.302	A
any more	un homère	0.507	0.714	0.568	GOLD
is about	aux abattent	0.581	0.870	0.534	GOLD
just now	jet na	0.486	0.851	0.432	A
as one	aux n	0.473	0.804	0.546	GOLD
something to	son pain tout	0.611	0.836	0.476	GOLD
the rain	lorraine	0.507	0.698	0.369	A
read the	dit de	0.586	0.781	0.649	GOLD
pursuit of	tout if	0.494	0.866	0.473	GOLD
by reason	bandits n	0.548	0.801	0.249	A
was almost	les n ouest	0.460	0.779	0.442	A
by them	pas homme	0.517	0.815	0.498	GOLD
had in	et n	0.527	0.857	0.553	GOLD
whole party	hostellerie	0.493	0.666	0.237	A
been very	bain verra	0.666	0.781	0.531	GOLD
you it	couette	0.486	0.842	0.475	GOLD
prevailed on	prêts ils n	0.586	0.781	0.771	GOLD
words of	on savent	0.506	0.768	0.637	GOLD
is too	aux tout	0.608	0.891	0.505	GOLD
this moment	dit mon halte	0.461	0.792	0.675	GOLD
any man	on hymen	0.736	0.891	0.403	A
had received	cadres if	0.491	0.893	0.113	A
much like	met plaque	0.606	0.897	0.290	A
and did	n dit	0.492	0.884	0.519	GOLD
never been	nos peines	0.533	0.840	0.322	A
couple of	catalans	0.452	0.844	0.421	A
him before	aimait or	0.474	0.700	0.352	A
no less	notice	0.661	0.802	0.389	A
with every	les offrit	0.551	0.786	0.487	GOLD
opened and	open in	0.526	0.800	0.808	GOLD
herself to	et est où	0.514	0.739	0.320	A
himself he	on servi	0.535	0.791	0.538	GOLD
no sign	nos arme	0.563	0.774	0.116	A
her on	baronne	0.655	0.814	0.500	GOLD
took place	lectrice	0.450	0.732	0.460	GOLD
had lost	et poste	0.615	0.821	0.388	A
dear sir	dit à	0.490	0.847	0.699	GOLD
be my	bain a	0.535	0.802	0.491	GOLD
myself with	mas aident vise	0.586	0.891	0.465	GOLD
the society	des est henri	0.521	0.703	0.473	GOLD
find out	femmes out	0.620	0.922	0.444	A
around him	rien dîme	0.580	0.749	0.299	A
very long	vérité	0.502	0.719	0.345	A
memory of	mon rives	0.615	0.716	0.478	GOLD
been my	bain me	0.548	0.709	0.662	GOLD
had it	et êtes	0.527	0.751	0.483	GOLD
feelings and	physiques in	0.472	0.674	0.326	A
of wickham	aux item	0.451	0.754	0.451	GOLD
take place	lectrice	0.454	0.689	0.494	A
for not	forte	0.717	0.714	0.411	A
on such	on patch	0.599	0.813	0.391	A
signs of	son savent	0.665	0.793	0.468	GOLD
him again	on éden	0.531	0.794	0.545	GOLD
collins and	calmes en est	0.467	0.831	0.498	GOLD
for so	fort à	0.693	0.792	0.679	GOLD
that day	d d	0.521	0.879	0.383	A
three of	drive	0.464	0.669	0.211	A
would take	vous sec	0.487	0.799	0.435	A
fail to	veulent où	0.695	0.881	0.246	A
the adventure	d verge	0.458	0.808	0.470	GOLD
had now	et narre	0.496	0.772	0.546	GOLD
during my	terrain ma	0.498	0.645	0.379	A
many months	mon immense	0.645	0.838	0.349	A
again the	rien de	0.471	0.672	0.473	A
the gentle	d gênent il	0.643	0.931	0.558	GOLD
or whether	horloge	0.599	0.802	0.152	A
no wonder	novembre	0.554	0.751	0.352	A
ashamed of	échappent ève	0.497	0.844	0.385	A
the gloom	diplôme	0.452	0.862	0.228	A
us we	et oui	0.666	0.847	0.433	A
was for	lots for	0.668	0.854	0.509	GOLD
would seem	vous aime	0.492	0.862	0.524	GOLD
returning to	et n tout	0.519	0.829	0.405	A
his very	les verrez	0.530	0.738	0.438	A
where we	lundi	0.480	0.813	0.323	A
still in	staline	0.666	0.901	0.321	A
which could	laid code	0.469	0.934	0.215	A
up at	attente	0.511	0.840	0.482	GOLD
out at	attente	0.645	0.845	0.515	GOLD
of new	n où	0.597	0.951	0.520	GOLD
calm and	candide	0.549	0.815	0.463	GOLD
the people	capital	0.515	0.842	0.393	A
love of	les hommes	0.478	0.826	0.470	GOLD
be with	billets	0.570	0.792	0.366	A
on me	on mi	0.722	0.859	0.671	GOLD
hands in	in zone	0.501	0.739	0.265	A
are they	ares et	0.463	0.801	0.537	GOLD
came back	con mec	0.549	0.820	0.433	A
eye of	arrive	0.616	0.772	0.392	A
was standing	ouest in in	0.501	0.843	0.504	GOLD
ceased to	sept ou	0.675	0.755	0.248	A
the direction	d recteur	0.492	0.752	0.374	A
are now	n a	0.494	0.851	0.466	GOLD
upon their	pan chair	0.589	0.782	0.131	A
by night	bien as	0.556	0.820	0.442	A
set down	set out	0.640	0.926	0.703	GOLD
you then	vous n	0.546	0.828	0.750	GOLD
his pocket	des pacte	0.479	0.827	0.219	A
be some	but home	0.599	0.913	0.297	A
they seemed	d hymne	0.504	0.847	0.302	A
the past	déteste	0.559	0.848	0.393	A
he stood	et cède	0.523	0.839	0.400	A
how did	candide	0.513	0.845	0.531	GOLD
he held	nickel	0.477	0.838	0.135	A
away at	alerte	0.455	0.719	0.410	A
the presence	après s	0.566	0.757	0.625	GOLD
for example	forêts en pale	0.562	0.815	0.319	A
until he	on délit	0.520	0.848	0.429	A
of fire	aux far	0.468	0.790	0.513	GOLD
instant the	un stand de	0.562	0.698	0.472	A
centre of	set rêve	0.717	0.877	0.243	A
far more	former	0.563	0.771	0.373	A
his pipe	des pape	0.559	0.821	0.552	GOLD
series of	séries as	0.632	0.800	0.858	GOLD
what seemed	as hymne	0.570	0.914	0.363	A
day the	des a	0.623	0.830	0.380	A
to death	t elle	0.482	0.839	0.444	A
neville st	mais ils êtes	0.470	0.857	0.214	A
my beloved	matelas et	0.503	0.817	0.461	GOLD
heads of	aides as	0.599	0.886	0.512	GOLD
arrived at	ras rate	0.622	0.736	0.198	A
loose fish	tous fiche	0.666	0.905	0.190	A
of sperm	as pomme	0.571	0.954	0.280	A
cape horn	cloportes	0.517	0.715	0.469	GOLD
still further	stellaire	0.534	0.825	0.272	A
sea but	suppose	0.492	0.847	0.340	A
lower jaw	laid je	0.606	0.749	0.343	A
ahab was	établir	0.466	0.774	0.443	A
and ahab	on dérive	0.469	0.755	0.558	GOLD
dough boy	débris	0.472	0.721	0.279	A
greenland whale	grain let il	0.580	0.738	0.043	A
to love	relève	0.580	0.890	0.456	GOLD
book and	baguette	0.452	0.829	0.400	A
go for	d or	0.534	0.726	0.385	A
here to	eurent où	0.725	0.702	0.695	GOLD
made it	mes s	0.593	0.818	0.508	GOLD
superior to	soupirait et	0.655	0.817	0.509	GOLD
the days	d elle	0.459	0.869	0.436	A
jane to	viennent où	0.613	0.835	0.665	GOLD
there but	servant	0.483	0.738	0.317	A
catherine de	patron de	0.543	0.636	0.529	A
of view	aux vous	0.470	0.823	0.411	A
the mouth	chômage	0.482	0.825	0.102	A
talking to	aucun tout	0.584	0.847	0.235	A
not give	d gave	0.464	0.857	0.568	GOLD
which mr	et sieste	0.501	0.766	0.439	A
by far	but are	0.563	0.766	0.368	A
best and	baissent en est	0.673	0.845	0.404	A
the girl	secondes	0.488	0.844	0.285	A
regard to	gardent et	0.564	0.834	0.571	GOLD
like it	label	0.556	0.786	0.301	A
to assure	toujours	0.594	0.735	0.606	GOLD
the breakfast	devrait êtes	0.504	0.774	0.290	A
mrs long	mais aux longue	0.464	0.865	0.657	GOLD
it mr	et piste	0.568	0.848	0.587	GOLD
must know	mat nos	0.676	0.756	0.689	GOLD
he comes	chicane	0.461	0.847	0.307	A
see no	sinon	0.743	0.854	0.550	GOLD
are as	assises	0.474	0.803	0.578	GOLD
her daughters	on horde	0.524	0.698	0.233	A
am glad	on glass	0.473	0.836	0.197	A
hear that	ils êtes	0.479	0.793	0.552	GOLD
can tell	con tels	0.768	0.928	0.612	GOLD
my love	madame	0.559	0.749	0.463	GOLD
description of	krypton as	0.459	0.762	0.236	A
after his	et douze	0.467	0.750	0.383	A
his two	les tout	0.549	0.871	0.485	GOLD
five minutes	failles main s	0.586	0.869	0.391	A
sit down	set out	0.499	0.913	0.335	A
was and	les aides	0.485	0.820	0.467	GOLD
he walked	collecte	0.537	0.847	0.206	A
is also	idoles au	0.454	0.762	0.344	A
seeing that	cygnes as	0.541	0.869	0.227	A
leave to	les tout	0.676	0.871	0.413	A
dear lizzy	droits et	0.491	0.773	0.300	A
of others	aux aise	0.470	0.818	0.632	GOLD
them they	thèmes a	0.494	0.852	0.362	A
pleased with	plus vite	0.521	0.819	0.454	GOLD
young woman	on romaine	0.462	0.757	0.312	A
head to	et tout	0.640	0.806	0.433	A
as mr	aux piste	0.550	0.842	0.495	GOLD
mother was	mais as	0.497	0.863	0.401	A
first and	fait hard	0.544	0.830	0.362	A
then be	vain vie	0.525	0.847	0.599	GOLD
do but	double	0.661	0.856	0.225	A
to conceal	secondes il	0.557	0.903	0.353	A
there will	service	0.477	0.787	0.291	A
not as	notice	0.518	0.884	0.306	A
the eyes	dièse	0.487	0.741	0.193	A
was perfectly	les fait inclus	0.454	0.841	0.346	A
what does	et douze	0.488	0.820	0.357	A
sir and	salade	0.539	0.824	0.167	A
to pay	taper	0.653	0.874	0.368	A
not long	nid legs	0.474	0.874	0.444	A
that our	détails	0.515	0.833	0.478	GOLD
and tell	un tel	0.689	0.888	0.375	A
danger of	d grave	0.570	0.855	0.489	GOLD
have got	des gâte	0.468	0.881	0.390	A
matter with	marquise	0.474	0.761	0.305	A
of little	australe	0.459	0.644	0.485	A
be taken	but étonne	0.615	0.854	0.451	GOLD
thing in	son n	0.504	0.799	0.601	GOLD
day in	divine	0.561	0.803	0.370	A
nothing at	d un hâte	0.459	0.809	0.293	A
the occasion	secrets n	0.510	0.769	0.323	A
get the	dit je	0.458	0.638	0.614	A
that miss	d baisse	0.489	0.900	0.476	GOLD
retired to	et hais tout	0.546	0.808	0.016	A
by mr	baptiste	0.704	0.781	0.445	A
yes and	et hard	0.470	0.706	0.583	GOLD
came into	commun de	0.501	0.692	0.517	A
to walk	avec	0.490	0.842	0.495	GOLD
have an	usine	0.478	0.746	0.642	GOLD
entering the	en train de	0.567	0.598	0.530	B
upon your	opinion	0.477	0.847	0.426	A
possibility of	pas building	0.509	0.854	0.284	A
very ill	venise	0.475	0.766	0.236	A
off in	est une	0.494	0.829	0.434	A
his manner	des man	0.485	0.865	0.685	GOLD
quite as	toit as	0.479	0.872	0.581	GOLD
be true	but roue	0.813	0.850	0.364	A
his affection	aux et excède	0.462	0.812	0.333	A
not appear	d être	0.460	0.711	0.241	A
of either	invite	0.511	0.869	0.363	A
together in	seconds in	0.464	0.683	0.353	A
taking the	pékin de	0.505	0.723	0.621	GOLD
was already	les offrait et	0.526	0.799	0.474	GOLD
powers of	pas as	0.600	0.828	0.426	A
was full	les full	0.475	0.821	0.743	GOLD
to sleep	taux type	0.643	0.898	0.199	A
to spend	tous peine	0.706	0.916	0.445	A
house of	massive	0.482	0.782	0.350	A
one time	veulent âme	0.574	0.870	0.294	A
good enough	goût un if	0.557	0.873	0.496	GOLD
to explain	mecs plaine	0.583	0.829	0.567	GOLD
not and	nature	0.461	0.815	0.316	A
and since	in six	0.498	0.781	0.382	A
for having	forêts un	0.491	0.780	0.539	GOLD
on these	en dise	0.616	0.840	0.544	GOLD
he says	et onze	0.507	0.756	0.414	A
mean to	mon tout	0.725	0.809	0.500	GOLD
here he	chérie	0.502	0.740	0.524	GOLD
not more	d maures	0.658	0.827	0.450	A
on every	on ouvrit	0.655	0.775	0.336	A
however the	arrêts de	0.454	0.608	0.576	A
but little	but lord	0.518	0.789	0.386	A
belonged to	blocs tout	0.781	0.941	0.283	A
him up	on hep	0.508	0.782	0.580	GOLD
very soon	ferez une	0.520	0.829	0.484	GOLD
effect of	et active	0.534	0.815	0.531	GOLD
unknown to	n en tout	0.562	0.824	0.621	GOLD
its being	s bine	0.581	0.899	0.567	GOLD
he but	écoute	0.493	0.793	0.470	GOLD
there seemed	terrible	0.475	0.791	0.309	A
he added	gardes	0.462	0.722	0.428	A
my spirits	pas fritz	0.533	0.683	0.371	A
have now	avenir	0.491	0.737	0.563	GOLD
than ever	genève	0.711	0.934	0.553	GOLD
fellow creatures	célébrité	0.476	0.769	0.321	A
you if	juif	0.491	0.885	0.476	GOLD
man he	main qui	0.622	0.848	0.701	GOLD
between his	et ligneuses	0.503	0.747	0.517	GOLD
be all	viol	0.645	0.890	0.510	GOLD
aware that	envers a	0.473	0.774	0.416	A
doubt of	d if	0.490	0.839	0.442	A
but let	but let	0.534	0.697	1.000	A
or not	en hâte	0.509	0.793	0.437	A
voice and	vous hard	0.536	0.716	0.445	A
the circumstances	d aucun stand	0.453	0.811	0.362	A
could never	con ève	0.709	0.889	0.344	A
was she	les j	0.503	0.883	0.417	A
voice was	vous vases	0.559	0.798	0.442	A
it of	grave	0.496	0.746	0.386	A
distance of	dit on savent	0.561	0.867	0.189	A
feelings which	physiques ouest	0.554	0.872	0.292	A
him now	un are	0.493	0.711	0.423	A
ere long	hermine	0.539	0.701	0.392	A
my family	met aboli	0.568	0.843	0.504	GOLD
and may	in mes	0.462	0.836	0.477	GOLD
you what	relate	0.462	0.846	0.502	GOLD
not by	d bah	0.496	0.845	0.311	A
sheet of	chient as	0.594	0.889	0.372	A
to these	taux use	0.599	0.915	0.332	A
the winter	sellette	0.465	0.820	0.457	GOLD
to hope	découpe	0.482	0.767	0.253	A
health and	kelvin	0.464	0.773	0.288	A
back the	banques a	0.507	0.918	0.258	A
the woman	deviennent	0.457	0.740	0.399	A
sir but	sympa	0.509	0.830	0.617	GOLD
he knows	héloïse	0.489	0.827	0.367	A
wanted to	est tout	0.536	0.733	0.502	GOLD
to encounter	son carte	0.532	0.737	0.500	GOLD
were always	corollaire	0.495	0.758	0.288	A
not see	d si	0.594	0.900	0.399	A
have told	savent autre	0.531	0.835	0.572	GOLD
then we	un oui	0.623	0.762	0.575	GOLD
so we	série	0.585	0.754	0.559	GOLD
had long	et lobe	0.473	0.801	0.457	GOLD
there you	sérieux	0.502	0.766	0.522	GOLD
as was	aux vases	0.481	0.857	0.475	GOLD
quantity of	con trouve	0.591	0.748	0.457	GOLD
to become	symptômes	0.459	0.769	0.187	A
the beginning	toboggan in	0.454	0.682	0.319	A
this place	les places	0.617	0.811	0.828	GOLD
man had	madame	0.483	0.806	0.337	A
he put	écoute	0.509	0.823	0.364	A
himself with	on solfège	0.468	0.832	0.403	A
came on	carbone	0.639	0.835	0.169	A
be that	bitter	0.600	0.792	0.338	A
yes he	et qui	0.488	0.733	0.581	GOLD
to carry	secret	0.468	0.692	0.316	A
belonging to	plan on tout	0.550	0.807	0.407	A
while in	latine	0.499	0.811	0.335	A
place where	plus verre	0.686	0.740	0.188	A
even so	hivers au	0.574	0.732	0.358	A
especially as	et bacheliers	0.510	0.813	0.571	GOLD
circumstance that	secondes en stade	0.500	0.832	0.340	A
ask you	et coup	0.522	0.824	0.463	GOLD
you don	yeux are	0.470	0.819	0.189	A
and why	en loua	0.533	0.824	0.537	GOLD
me how	milan	0.578	0.728	0.508	GOLD
man but	main but	0.594	0.860	0.490	GOLD
if any	et henni	0.693	0.907	0.413	A
moment the	moment de	0.622	0.725	0.865	GOLD
the noble	son hôtel	0.537	0.822	0.355	A
some small	sommes vol	0.625	0.910	0.324	A
we found	vit hard	0.468	0.779	0.500	GOLD
ll be	interdits	0.472	0.797	0.494	GOLD
that and	d inde	0.505	0.831	0.540	GOLD
body and	but yen	0.453	0.817	0.182	A
said my	sait pas	0.593	0.850	0.599	GOLD
any way	on hiver	0.481	0.773	0.496	GOLD
do to	tout est	0.611	0.833	0.599	GOLD
him then	ils n	0.548	0.830	0.532	GOLD
or if	honnête	0.494	0.819	0.448	A
the heavy	poésies	0.479	0.778	0.346	A
the coroner	reconnais	0.576	0.814	0.328	A
