en	fr	sound	meaning	cognate	tier
founded	fondé	0.511	1.0	0	DUAL-B
founded	fondée	0.511	1.0	1	DUAL-B
europe	europe	0.515	1.0	1	DUAL-B
independent	indépendante	0.498	1.0	1	DUAL-B
independent	indépendantes	0.498	1.0	1	DUAL-B
process	processus	0.758	1.0	1	DUAL-S
process	procédé	0.566	1.0	0	DUAL-B
character	caractère	0.549	1.0	1	DUAL-B
michael	michael	0.570	1.0	1	DUAL-B
michael	michel	0.550	1.0	1	DUAL-B
pages	pages	0.530	1.0	1	DUAL-B
light	lumiere	0.469	1.0	0	DUAL-B
light	lumière	0.467	1.0	0	DUAL-B
light	légère	0.511	1.0	0	DUAL-B
light	léger	0.512	1.0	0	DUAL-B
big	big	0.733	1.0	1	DUAL-A
release	release	0.568	1.0	1	DUAL-B
release	libération	0.459	1.0	0	DUAL-B
release	libèrent	0.492	1.0	0	DUAL-B
episode	épisode	0.532	1.0	1	DUAL-B
episode	episode	0.532	1.0	1	DUAL-B
republic	république	0.618	1.0	0	DUAL-A
thomas	thomas	0.523	1.0	1	DUAL-B
companies	compagnies	0.565	1.0	1	DUAL-B
companies	entreprises	0.526	1.0	0	DUAL-B
via	via	0.586	1.0	1	DUAL-B
russian	russes	0.486	1.0	0	DUAL-B
russian	russe	0.486	1.0	0	DUAL-B
race	course	0.490	1.0	0	DUAL-B
race	race	0.683	1.0	1	DUAL-A
route	route	0.657	1.0	1	DUAL-A
route	trajet	0.532	1.0	0	DUAL-B
someone	someone	0.594	1.0	1	DUAL-B
civil	civil	0.621	1.0	1	DUAL-A
civil	civile	0.621	1.0	1	DUAL-A
civil	civiles	0.621	1.0	1	DUAL-A
police	policière	0.637	1.0	1	DUAL-A
police	policiers	0.661	1.0	1	DUAL-A
police	police	0.810	1.0	1	DUAL-S
police	policier	0.661	1.0	1	DUAL-A
charles	charles	0.549	1.0	1	DUAL-B
listed	listés	0.614	1.0	0	DUAL-A
listed	listé	0.614	1.0	0	DUAL-A
body	carrosserie	0.466	1.0	0	DUAL-B
question	question	0.641	1.0	1	DUAL-A
italian	italiennes	0.524	1.0	0	DUAL-B
italian	italienne	0.524	1.0	1	DUAL-B
italian	italien	0.462	1.0	1	DUAL-B
italian	italiens	0.462	1.0	1	DUAL-B
texas	texas	0.838	1.0	1	DUAL-S
chief	chef	0.564	1.0	1	DUAL-B
match	match	0.785	1.0	1	DUAL-S
roman	romain	0.655	1.0	1	DUAL-A
roman	romaine	0.719	1.0	1	DUAL-A
roman	roman	0.637	1.0	1	DUAL-A
roman	romaines	0.719	1.0	1	DUAL-A
roman	romains	0.655	1.0	1	DUAL-A
come	come	0.710	1.0	1	DUAL-A
tour	tour	0.733	1.0	1	DUAL-A
tour	tournée	0.529	1.0	0	DUAL-B
cross	croisée	0.585	1.0	0	DUAL-B
cross	croix	0.634	1.0	0	DUAL-A
cross	croisé	0.585	1.0	0	DUAL-B
institute	institute	0.597	1.0	1	DUAL-B
institute	institut	0.532	1.0	1	DUAL-B
caps	casquettes	0.466	1.0	0	DUAL-B
caps	caps	0.577	1.0	1	DUAL-B
forces	forces	0.652	1.0	1	DUAL-A
arts	arts	0.454	1.0	1	DUAL-B
probably	probablement	0.568	1.0	0	DUAL-B
consensus	consensus	0.555	1.0	1	DUAL-B
bar	barreau	0.551	1.0	0	DUAL-B
bar	bar	0.740	1.0	1	DUAL-A
bar	barre	0.740	1.0	1	DUAL-A
problem	problème	0.712	1.0	1	DUAL-A
problem	problématique	0.556	1.0	0	DUAL-B
returned	retourné	0.485	1.0	1	DUAL-B
returned	retournés	0.485	1.0	0	DUAL-B
returned	retournée	0.485	1.0	1	DUAL-B
night	nuit	0.505	1.0	0	DUAL-B
magazine	magazine	0.731	1.0	1	DUAL-A
magazine	magasine	0.731	1.0	1	DUAL-A
centre	centre	0.539	1.0	1	DUAL-B
middle	middle	0.691	1.0	1	DUAL-A
middle	milieu	0.510	1.0	0	DUAL-B
completed	complété	0.550	1.0	0	DUAL-B
significant	significative	0.457	1.0	1	DUAL-B
significant	significatif	0.466	1.0	1	DUAL-B
significant	significatifs	0.466	1.0	1	DUAL-B
african	africains	0.543	1.0	1	DUAL-B
african	africain	0.543	1.0	1	DUAL-B
african	africaine	0.601	1.0	1	DUAL-A
african	africaines	0.601	1.0	1	DUAL-A
able	capable	0.466	1.0	0	DUAL-B
google	google	0.691	1.0	1	DUAL-A
stage	stade	0.618	1.0	1	DUAL-A
stage	scène	0.519	1.0	0	DUAL-B
ireland	irlande	0.508	1.0	1	DUAL-B
academy	académie	0.589	1.0	0	DUAL-B
academy	academy	0.653	1.0	1	DUAL-A
saint	sainte	0.688	1.0	1	DUAL-A
saint	saint	0.579	1.0	1	DUAL-B
self	self	0.648	1.0	1	DUAL-A
continued	continué	0.505	1.0	1	DUAL-B
stations	stations	0.566	1.0	1	DUAL-B
mother	mère	0.545	1.0	0	DUAL-B
mother	mere	0.549	1.0	0	DUAL-B
mother	maman	0.468	1.0	0	DUAL-B
africa	afrique	0.555	1.0	0	DUAL-B
culture	culture	0.546	1.0	1	DUAL-B
spanish	espagnol	0.452	1.0	0	DUAL-B
spanish	espagnole	0.452	1.0	0	DUAL-B
spanish	espagnols	0.452	1.0	0	DUAL-B
grand	grandiose	0.585	1.0	0	DUAL-B
grand	grand	0.668	1.0	1	DUAL-A
committee	comité	0.514	1.0	0	DUAL-B
things	choses	0.469	1.0	0	DUAL-B
fire	feu	0.563	1.0	0	DUAL-B
gold	gold	0.560	1.0	1	DUAL-B
female	femelle	0.608	1.0	1	DUAL-A
female	femelles	0.608	1.0	0	DUAL-A
female	féminin	0.503	1.0	0	DUAL-B
female	femmes	0.486	1.0	0	DUAL-B
female	femme	0.486	1.0	0	DUAL-B
course	cours	0.562	1.0	1	DUAL-B
directed	dirigé	0.464	1.0	0	DUAL-B
months	mois	0.517	1.0	0	DUAL-B
chinese	chinoise	0.496	1.0	1	DUAL-B
previous	précédentes	0.528	1.0	0	DUAL-B
previous	précédente	0.528	1.0	0	DUAL-B
previous	précédent	0.540	1.0	0	DUAL-B
previous	précédents	0.540	1.0	0	DUAL-B
developed	développées	0.487	1.0	0	DUAL-B
developed	développés	0.487	1.0	0	DUAL-B
developed	développée	0.487	1.0	0	DUAL-B
developed	développé	0.487	1.0	0	DUAL-B
mentioned	mentionnée	0.482	1.0	1	DUAL-B
mentioned	mentionné	0.482	1.0	1	DUAL-B
mentioned	mentionnés	0.482	1.0	0	DUAL-B
festival	festival	0.757	1.0	1	DUAL-S
festival	fête	0.573	1.0	0	DUAL-B
peter	peter	0.579	1.0	1	DUAL-B
peter	pierre	0.676	1.0	0	DUAL-A
basketball	basket	0.534	1.0	1	DUAL-B
basketball	basketball	0.705	1.0	1	DUAL-A
performance	performance	0.607	1.0	1	DUAL-A
performance	performances	0.607	1.0	1	DUAL-A
standard	standard	0.578	1.0	1	DUAL-B
means	moyens	0.509	1.0	0	DUAL-B
training	entraînement	0.474	1.0	0	DUAL-B
artist	artiste	0.606	1.0	1	DUAL-A
artist	artistes	0.606	1.0	1	DUAL-A
blue	bleu	0.690	1.0	1	DUAL-A
blue	bleus	0.690	1.0	0	DUAL-A
blue	bleue	0.690	1.0	1	DUAL-A
blue	bleues	0.690	1.0	1	DUAL-A
primary	primaire	0.632	1.0	1	DUAL-A
primary	primaires	0.632	1.0	1	DUAL-A
value	valeur	0.505	1.0	0	DUAL-B
christian	chrétiens	0.565	1.0	0	DUAL-B
christian	christianisme	0.571	1.0	1	DUAL-B
christian	chrétienne	0.617	1.0	0	DUAL-A
christian	christian	0.623	1.0	1	DUAL-A
christian	chrétien	0.565	1.0	0	DUAL-B
private	privée	0.581	1.0	1	DUAL-B
private	privé	0.581	1.0	0	DUAL-B
private	privés	0.581	1.0	0	DUAL-B
catholic	catholique	0.571	1.0	1	DUAL-B
catholic	catholiques	0.571	1.0	0	DUAL-B
artists	artistes	0.525	1.0	1	DUAL-B
includes	inclut	0.523	1.0	0	DUAL-B
view	vue	0.598	1.0	0	DUAL-B
view	voir	0.515	1.0	0	DUAL-B
baseball	baseball	0.752	1.0	1	DUAL-S
seven	seven	0.691	1.0	1	DUAL-A
seven	sept	0.604	1.0	0	DUAL-A
ever	ever	0.502	1.0	1	DUAL-B
technology	technologique	0.676	1.0	1	DUAL-A
technology	technologies	0.750	1.0	1	DUAL-S
technology	technologie	0.750	1.0	1	DUAL-S
future	future	0.490	1.0	1	DUAL-B
future	futures	0.490	1.0	1	DUAL-B
future	futur	0.490	1.0	1	DUAL-B
future	futurs	0.490	1.0	1	DUAL-B
formed	formés	0.789	1.0	0	DUAL-S
formed	formé	0.789	1.0	0	DUAL-S
formed	formées	0.789	1.0	1	DUAL-S
formed	formée	0.789	1.0	1	DUAL-S
census	recensements	0.471	1.0	0	DUAL-B
census	recensement	0.471	1.0	0	DUAL-B
los	los	0.700	1.0	1	DUAL-A
results	résultats	0.545	1.0	1	DUAL-B
return	retourner	0.490	1.0	1	DUAL-B
return	retour	0.499	1.0	1	DUAL-B
return	revenir	0.498	1.0	0	DUAL-B
quality	qualite	0.516	1.0	1	DUAL-B
quality	qualité	0.495	1.0	1	DUAL-B
construction	construction	0.590	1.0	1	DUAL-B
zealand	zélande	0.619	1.0	0	DUAL-A
front	front	0.661	1.0	1	DUAL-A
cover	couvercle	0.454	1.0	0	DUAL-B
cover	couverture	0.468	1.0	0	DUAL-B
cover	couvrir	0.494	1.0	0	DUAL-B
model	modele	0.634	1.0	1	DUAL-A
model	modèle	0.625	1.0	0	DUAL-A
model	mannequin	0.479	1.0	0	DUAL-B
model	maquette	0.480	1.0	0	DUAL-B
material	matériel	0.562	1.0	1	DUAL-B
material	matériaux	0.476	1.0	0	DUAL-B
material	matériau	0.476	1.0	1	DUAL-B
strong	strong	0.714	1.0	1	DUAL-A
coach	coach	0.560	1.0	1	DUAL-B
henry	henri	0.646	1.0	1	DUAL-A
henry	henry	0.691	1.0	1	DUAL-A
footballers	footballeurs	0.566	1.0	1	DUAL-B
mark	marquer	0.640	1.0	0	DUAL-A
mark	marque	0.793	1.0	0	DUAL-S
mark	mark	0.499	1.0	1	DUAL-B
rev	rév	0.733	1.0	0	DUAL-A
rev	rev	1.000	1.0	1	DUAL-S
organization	organisation	0.570	1.0	1	DUAL-B
federal	fédéral	0.584	1.0	0	DUAL-B
federal	fédérale	0.584	1.0	0	DUAL-B
federal	fédéraux	0.492	1.0	0	DUAL-B
federal	fédérales	0.584	1.0	0	DUAL-B
richard	richard	0.499	1.0	1	DUAL-B
html	html	0.722	1.0	1	DUAL-A
virginia	virginie	0.561	1.0	1	DUAL-B
virginia	virginia	0.479	1.0	1	DUAL-B
car	voitures	0.456	1.0	0	DUAL-B
car	voiture	0.456	1.0	0	DUAL-B
attack	attaque	0.566	1.0	0	DUAL-B
attack	attack	0.566	1.0	1	DUAL-B
conference	conférences	0.558	1.0	1	DUAL-B
conference	conférence	0.558	1.0	1	DUAL-B
names	noms	0.514	1.0	0	DUAL-B
writer	rédacteur	0.559	1.0	0	DUAL-B
writer	auteur	0.517	1.0	0	DUAL-B
characters	caractères	0.539	1.0	1	DUAL-B
musical	musicale	0.580	1.0	1	DUAL-B
musical	musical	0.580	1.0	1	DUAL-B
border	border	0.636	1.0	1	DUAL-A
border	bordure	0.607	1.0	1	DUAL-A
medical	médicaux	0.505	1.0	0	DUAL-B
medical	médicale	0.594	1.0	1	DUAL-B
medical	médical	0.594	1.0	1	DUAL-B
past	passées	0.537	1.0	0	DUAL-B
past	passée	0.537	1.0	0	DUAL-B
past	passé	0.537	1.0	0	DUAL-B
past	passés	0.537	1.0	0	DUAL-B
writing	rédaction	0.470	1.0	0	DUAL-B
interest	intérêts	0.522	1.0	0	DUAL-B
interest	intérêt	0.522	1.0	0	DUAL-B
medal	médaille	0.508	1.0	0	DUAL-B
medal	médailles	0.508	1.0	0	DUAL-B
signed	signées	0.501	1.0	1	DUAL-B
signed	signée	0.501	1.0	1	DUAL-B
signed	signé	0.501	1.0	0	DUAL-B
signed	signés	0.501	1.0	0	DUAL-B
label	libellé	0.593	1.0	0	DUAL-B
label	label	0.618	1.0	1	DUAL-A
fair	foire	0.659	1.0	0	DUAL-A
search	recherche	0.506	1.0	0	DUAL-B
search	recherches	0.506	1.0	0	DUAL-B
bay	baie	0.618	1.0	0	DUAL-A
bay	bay	0.591	1.0	1	DUAL-B
reference	référence	0.578	1.0	1	DUAL-B
especially	spécialement	0.465	1.0	0	DUAL-B
library	librairie	0.827	1.0	1	DUAL-S
management	management	0.544	1.0	1	DUAL-B
references	références	0.506	1.0	1	DUAL-B
features	fonctionnalités	0.476	1.0	0	DUAL-B
navy	navy	0.691	1.0	1	DUAL-A
guitar	guitare	0.651	1.0	1	DUAL-A
guitar	guitares	0.651	1.0	1	DUAL-A
hill	hill	0.606	1.0	1	DUAL-A
sure	sure	0.526	1.0	1	DUAL-B
sure	sûre	0.526	1.0	1	DUAL-B
sure	sûr	0.526	1.0	0	DUAL-B
historical	historique	0.502	1.0	0	DUAL-B
historical	historiques	0.502	1.0	0	DUAL-B
reading	reading	0.691	1.0	1	DUAL-A
systems	systèmes	0.603	1.0	1	DUAL-A
debut	débuts	0.640	1.0	0	DUAL-A
movement	mouvements	0.753	1.0	1	DUAL-S
movement	movement	0.594	1.0	1	DUAL-B
movement	mouvement	0.753	1.0	1	DUAL-S
specific	spécifiques	0.639	1.0	0	DUAL-A
specific	spécifique	0.639	1.0	0	DUAL-A
always	always	0.725	1.0	1	DUAL-A
actor	acteur	0.526	1.0	0	DUAL-B
natural	naturel	0.558	1.0	1	DUAL-B
natural	naturelles	0.558	1.0	0	DUAL-B
natural	naturels	0.558	1.0	1	DUAL-B
natural	naturelle	0.558	1.0	1	DUAL-B
clear	clair	0.785	1.0	1	DUAL-S
coast	côte	0.781	1.0	0	DUAL-S
let	let	0.591	1.0	1	DUAL-B
got	got	0.568	1.0	1	DUAL-B
chicago	chicago	0.603	1.0	1	DUAL-A
pennsylvania	pennsylvanie	0.623	1.0	1	DUAL-A
ten	ten	1.000	1.0	1	DUAL-S
individual	individuelle	0.496	1.0	1	DUAL-B
individual	individuels	0.496	1.0	1	DUAL-B
individual	individuel	0.496	1.0	1	DUAL-B
rule	règle	0.595	1.0	0	DUAL-B
etc	etc	0.644	1.0	1	DUAL-A
lists	listes	0.657	1.0	1	DUAL-A
paris	paris	0.554	1.0	1	DUAL-B
brown	brown	0.691	1.0	1	DUAL-A
brown	bruns	0.488	1.0	0	DUAL-B
brown	brun	0.640	1.0	0	DUAL-A
brown	brunes	0.701	1.0	0	DUAL-A
brown	brune	0.701	1.0	0	DUAL-A
reliable	fiable	0.492	1.0	0	DUAL-B
reliable	fiables	0.492	1.0	0	DUAL-B
smith	smith	0.648	1.0	1	DUAL-A
base	base	0.552	1.0	1	DUAL-B
florida	floride	0.617	1.0	1	DUAL-A
capital	capitaux	0.490	1.0	1	DUAL-B
capital	capitale	0.575	1.0	1	DUAL-B
capital	capital	0.575	1.0	1	DUAL-B
valley	valley	0.557	1.0	1	DUAL-B
valley	vallée	0.570	1.0	1	DUAL-B
bank	banques	0.685	1.0	0	DUAL-A
bank	banque	0.685	1.0	0	DUAL-A
italy	italie	0.610	1.0	0	DUAL-A
energy	énergie	0.582	1.0	0	DUAL-B
energy	énergies	0.582	1.0	0	DUAL-B
energy	energie	0.564	1.0	1	DUAL-B
leader	leader	0.576	1.0	1	DUAL-B
active	active	0.645	1.0	1	DUAL-A
active	actif	0.550	1.0	0	DUAL-B
active	actives	0.645	1.0	1	DUAL-A
active	actifs	0.550	1.0	0	DUAL-B
online	online	0.607	1.0	1	DUAL-A
block	bloquer	0.616	1.0	0	DUAL-A
block	block	0.748	1.0	1	DUAL-A
block	bloc	0.748	1.0	1	DUAL-A
block	blocage	0.586	1.0	0	DUAL-B
bridge	bridge	0.823	1.0	1	DUAL-S
families	familles	0.508	1.0	1	DUAL-B
industry	industrie	0.698	1.0	1	DUAL-A
collection	collection	0.632	1.0	1	DUAL-A
collection	collecte	0.623	1.0	1	DUAL-A
request	requête	0.619	1.0	0	DUAL-A
olympic	olympic	0.513	1.0	1	DUAL-B
olympic	olympique	0.513	1.0	1	DUAL-B
olympic	olympiques	0.513	1.0	0	DUAL-B
professor	professeur	0.697	1.0	1	DUAL-A
professor	professeure	0.697	1.0	1	DUAL-A
studio	studio	0.604	1.0	1	DUAL-A
mexico	mexique	0.713	1.0	0	DUAL-A
competition	compétition	0.477	1.0	1	DUAL-B
campaign	campagne	0.503	1.0	1	DUAL-B
org	org	1.000	1.0	1	DUAL-S
theatre	théatre	0.517	1.0	1	DUAL-B
theatre	théâtre	0.517	1.0	0	DUAL-B
theatre	théâtres	0.517	1.0	0	DUAL-B
particular	particulière	0.467	1.0	1	DUAL-B
particular	particulier	0.474	1.0	1	DUAL-B
length	longueur	0.472	1.0	0	DUAL-B
length	longueurs	0.472	1.0	0	DUAL-B
create	créer	0.639	1.0	0	DUAL-A
create	créez	0.639	1.0	0	DUAL-A
create	crée	0.625	1.0	0	DUAL-A
create	créent	0.625	1.0	0	DUAL-A
redirect	rediriger	0.533	1.0	0	DUAL-B
redirect	redirection	0.597	1.0	1	DUAL-B
redirect	réorienter	0.463	1.0	0	DUAL-B
additional	additionnel	0.504	1.0	1	DUAL-B
soviet	soviétique	0.540	1.0	0	DUAL-B
soviet	soviet	0.673	1.0	1	DUAL-A
soviet	soviétiques	0.540	1.0	0	DUAL-B
market	marché	0.485	1.0	0	DUAL-B
producer	producteur	0.527	1.0	1	DUAL-B
producer	productrice	0.589	1.0	0	DUAL-B
producer	producteurs	0.527	1.0	1	DUAL-B
notes	notes	0.681	1.0	1	DUAL-A
code	code	0.706	1.0	1	DUAL-A
sport	sportif	0.659	1.0	1	DUAL-A
sport	sportive	0.647	1.0	1	DUAL-A
sport	sport	0.656	1.0	1	DUAL-A
van	van	0.730	1.0	1	DUAL-A
mary	marie	0.755	1.0	0	DUAL-S
mary	mary	0.492	1.0	1	DUAL-B
mary	myriam	0.488	1.0	0	DUAL-B
sound	sound	0.691	1.0	1	DUAL-A
sound	sonore	0.490	1.0	0	DUAL-B
sound	son	0.546	1.0	1	DUAL-B
status	statut	0.572	1.0	1	DUAL-B
placed	placés	0.592	1.0	0	DUAL-B
placed	placées	0.592	1.0	1	DUAL-B
placed	placée	0.592	1.0	1	DUAL-B
placed	placé	0.592	1.0	0	DUAL-B
municipality	municipalité	0.492	1.0	1	DUAL-B
register	enregistrer	0.476	1.0	1	DUAL-B
register	enregistrez	0.476	1.0	0	DUAL-B
register	registre	0.588	1.0	1	DUAL-B
eight	huit	0.549	1.0	0	DUAL-B
eight	eight	0.674	1.0	1	DUAL-A
problems	problèmes	0.631	1.0	1	DUAL-A
native	natif	0.511	1.0	0	DUAL-B
coverage	couverture	0.466	1.0	0	DUAL-B
channel	canal	0.480	1.0	0	DUAL-B
channel	chenal	0.515	1.0	0	DUAL-B
channel	channel	0.544	1.0	1	DUAL-B
parliament	parlement	0.694	1.0	1	DUAL-A
username	username	0.493	1.0	1	DUAL-B
minor	mineures	0.500	1.0	0	DUAL-B
minor	mineure	0.500	1.0	0	DUAL-B
minor	mineur	0.500	1.0	0	DUAL-B
foundation	fondement	0.472	1.0	0	DUAL-B
foundation	fondation	0.492	1.0	1	DUAL-B
foundation	fondations	0.492	1.0	1	DUAL-B
ice	ice	0.563	1.0	1	DUAL-B
ice	glace	0.515	1.0	0	DUAL-B
simply	simplement	0.540	1.0	0	DUAL-B
limited	limitée	0.509	1.0	1	DUAL-B
limited	limitées	0.509	1.0	1	DUAL-B
limited	limité	0.509	1.0	1	DUAL-B
limited	limités	0.509	1.0	0	DUAL-B
unit	unite	0.554	1.0	1	DUAL-B
student	étudiante	0.503	1.0	0	DUAL-B
previously	précédemment	0.485	1.0	0	DUAL-B
governor	gouverneure	0.472	1.0	0	DUAL-B
governor	gouverneur	0.472	1.0	1	DUAL-B
complete	complète	0.654	1.0	1	DUAL-A
complete	complets	0.586	1.0	1	DUAL-B
complete	complètes	0.654	1.0	1	DUAL-A
complete	complet	0.586	1.0	1	DUAL-B
test	test	1.000	1.0	1	DUAL-S
test	tester	0.828	1.0	1	DUAL-S
nominated	nominée	0.558	1.0	1	DUAL-B
nominated	nominé	0.558	1.0	0	DUAL-B
bill	bill	0.591	1.0	1	DUAL-B
parts	pièces	0.605	1.0	0	DUAL-A
parts	parties	0.614	1.0	1	DUAL-A
vocals	voix	0.475	1.0	0	DUAL-B
theory	théories	0.607	1.0	0	DUAL-A
theory	théorie	0.607	1.0	0	DUAL-A
regional	régionales	0.561	1.0	1	DUAL-B
regional	régionaux	0.485	1.0	0	DUAL-B
regional	régional	0.561	1.0	1	DUAL-B
account	compte	0.534	1.0	0	DUAL-B
vote	vote	0.706	1.0	1	DUAL-A
vote	votez	0.655	1.0	1	DUAL-A
vote	voter	0.655	1.0	1	DUAL-A
none	néant	0.558	1.0	0	DUAL-B
none	aucune	0.490	1.0	0	DUAL-B
carolina	caroline	0.505	1.0	1	DUAL-B
carolina	carolina	0.494	1.0	1	DUAL-B
tournament	tournois	0.543	1.0	0	DUAL-B
tournament	tournoi	0.543	1.0	0	DUAL-B
poland	pologne	0.606	1.0	0	DUAL-A
lot	lot	0.568	1.0	1	DUAL-B
hospital	hopital	0.493	1.0	1	DUAL-B
hospital	hôpital	0.493	1.0	1	DUAL-B
mid	mid	0.733	1.0	1	DUAL-A
mountain	montagne	0.495	1.0	1	DUAL-B
mountain	montagnes	0.498	1.0	0	DUAL-B
cases	cas	0.540	1.0	1	DUAL-B
angeles	angeles	0.512	1.0	1	DUAL-B
replaced	remplacé	0.553	1.0	1	DUAL-B
replaced	remplacée	0.553	1.0	1	DUAL-B
replaced	remplacées	0.553	1.0	1	DUAL-B
replaced	remplacés	0.553	1.0	0	DUAL-B
multiple	multiple	0.629	1.0	1	DUAL-A
multiple	multiples	0.629	1.0	1	DUAL-A
terms	termes	0.549	1.0	1	DUAL-B
square	square	0.798	1.0	1	DUAL-S
topic	thème	0.469	1.0	0	DUAL-B
categories	catégories	0.545	1.0	1	DUAL-B
greek	grecs	0.772	1.0	0	DUAL-S
greek	grecque	0.772	1.0	0	DUAL-S
greek	grecques	0.772	1.0	0	DUAL-S
greek	grec	0.772	1.0	0	DUAL-S
recent	récents	0.536	1.0	1	DUAL-B
recent	récent	0.536	1.0	1	DUAL-B
recent	récentes	0.619	1.0	0	DUAL-A
recent	récente	0.619	1.0	1	DUAL-A
copyright	copyright	0.679	1.0	1	DUAL-A
speed	rapidité	0.548	1.0	0	DUAL-B
money	monnaie	0.543	1.0	0	DUAL-B
saw	saw	0.512	1.0	1	DUAL-B
saw	scie	0.548	1.0	0	DUAL-B
senior	seniors	0.586	1.0	1	DUAL-B
senior	senior	0.586	1.0	1	DUAL-B
selected	sélectionnés	0.579	1.0	0	DUAL-B
selected	sélectionnées	0.579	1.0	0	DUAL-B
selected	sélectionnée	0.579	1.0	0	DUAL-B
selected	sélectionné	0.579	1.0	0	DUAL-B
introduced	introduit	0.495	1.0	0	DUAL-B
introduced	introduits	0.495	1.0	0	DUAL-B
introduced	introduites	0.553	1.0	1	DUAL-B
politician	politicien	0.500	1.0	1	DUAL-B
true	true	0.730	1.0	1	DUAL-A
required	requise	0.502	1.0	1	DUAL-B
required	requis	0.513	1.0	0	DUAL-B
regular	régulière	0.486	1.0	0	DUAL-B
regular	régulières	0.486	1.0	0	DUAL-B
regular	régulier	0.497	1.0	0	DUAL-B
commercial	commercial	0.553	1.0	1	DUAL-B
commercial	commerciaux	0.477	1.0	1	DUAL-B
commercial	commerciales	0.553	1.0	1	DUAL-B
commercial	commerciale	0.553	1.0	1	DUAL-B
contains	contient	0.531	1.0	1	DUAL-B
degree	degré	0.652	1.0	0	DUAL-A
sun	soleil	0.495	1.0	0	DUAL-B
finished	fini	0.519	1.0	0	DUAL-B
finished	finis	0.519	1.0	1	DUAL-B
rugby	rugby	0.786	1.0	1	DUAL-S
earth	earth	0.512	1.0	1	DUAL-B
access	accès	0.655	1.0	0	DUAL-A
access	accéder	0.513	1.0	0	DUAL-B
prior	prieur	0.603	1.0	0	DUAL-A
seasons	saisons	0.538	1.0	1	DUAL-B
journal	journal	0.495	1.0	1	DUAL-B
famous	fameux	0.511	1.0	0	DUAL-B
religious	religieux	0.501	1.0	1	DUAL-B
religious	religieuses	0.499	1.0	1	DUAL-B
religious	religieuse	0.499	1.0	1	DUAL-B
appear	apparaître	0.503	1.0	0	DUAL-B
martin	martín	0.639	1.0	1	DUAL-A
martin	martine	0.701	1.0	1	DUAL-A
martin	martin	0.639	1.0	1	DUAL-A
god	god	0.681	1.0	1	DUAL-A
bit	bit	0.733	1.0	1	DUAL-A
bit	bits	0.733	1.0	1	DUAL-A
missing	manquants	0.477	1.0	0	DUAL-B
missing	manquante	0.474	1.0	0	DUAL-B
missing	manque	0.503	1.0	0	DUAL-B
missing	manquant	0.477	1.0	0	DUAL-B
economic	économique	0.564	1.0	0	DUAL-B
economic	economiques	0.564	1.0	0	DUAL-B
economic	economique	0.564	1.0	1	DUAL-B
structure	structure	0.651	1.0	1	DUAL-A
rural	rurales	0.589	1.0	1	DUAL-B
rural	ruraux	0.482	1.0	0	DUAL-B
rural	rurale	0.589	1.0	1	DUAL-B
rural	rural	0.589	1.0	1	DUAL-B
remained	resta	0.478	1.0	0	DUAL-B
remained	resté	0.484	1.0	0	DUAL-B
remained	restait	0.492	1.0	0	DUAL-B
decision	décision	0.506	1.0	1	DUAL-B
certain	certain	0.482	1.0	1	DUAL-B
certain	certaine	0.475	1.0	1	DUAL-B
certain	certaines	0.475	1.0	1	DUAL-B
minutes	minutes	0.526	1.0	1	DUAL-B
spain	espagne	0.506	1.0	0	DUAL-B
joseph	joseph	0.609	1.0	1	DUAL-A
lord	lord	1.000	1.0	1	DUAL-S
web	web	0.591	1.0	1	DUAL-B
decided	décidée	0.504	1.0	0	DUAL-B
decided	décidés	0.504	1.0	0	DUAL-B
decided	décidé	0.504	1.0	0	DUAL-B
function	fonctions	0.511	1.0	1	DUAL-B
function	fonction	0.511	1.0	1	DUAL-B
louis	louis	0.717	1.0	1	DUAL-A
assembly	assemblée	0.496	1.0	1	DUAL-B
assembly	assemblage	0.471	1.0	1	DUAL-B
queen	reine	0.512	1.0	0	DUAL-B
queen	queen	0.648	1.0	1	DUAL-A
security	securité	0.545	1.0	1	DUAL-B
security	sûreté	0.483	1.0	0	DUAL-B
security	sécurité	0.537	1.0	1	DUAL-B
uses	utilise	0.462	1.0	0	DUAL-B
ohio	ohio	0.522	1.0	1	DUAL-B
jan	jan	0.460	1.0	1	DUAL-B
jan	yann	0.542	1.0	0	DUAL-B
call	appel	0.469	1.0	0	DUAL-B
call	appelle	0.469	1.0	0	DUAL-B
legal	légal	0.632	1.0	1	DUAL-A
legal	légales	0.632	1.0	0	DUAL-A
legal	légale	0.632	1.0	0	DUAL-A
russia	russie	0.466	1.0	1	DUAL-B
prince	prince	0.761	1.0	1	DUAL-S
establishments	établissements	0.486	1.0	1	DUAL-B
bad	bad	0.730	1.0	1	DUAL-A
attendance	présence	0.474	1.0	0	DUAL-B
populated	peuplée	0.559	1.0	0	DUAL-B
populated	peuplés	0.559	1.0	0	DUAL-B
populated	peuplé	0.559	1.0	0	DUAL-B
populated	peuplées	0.559	1.0	0	DUAL-B
nature	nature	0.484	1.0	1	DUAL-B
captain	captain	0.634	1.0	1	DUAL-A
captain	capitaine	0.586	1.0	1	DUAL-B
mount	monter	0.521	1.0	0	DUAL-B
mount	mont	0.548	1.0	1	DUAL-B
mount	monture	0.505	1.0	0	DUAL-B
calculated	calculées	0.600	1.0	0	DUAL-A
calculated	calculé	0.600	1.0	0	DUAL-A
