a	b	type	w
en:meany	fr:mini	≈snd	1.0
en:meany	fr:minis	≈snd	1.0
en:meany	fr:minnie	≈snd	1.0
en:meat	fr:mite	≈snd	1.0
en:meat	fr:mitent	≈snd	1.0
en:meat	fr:mites	≈snd	1.0
en:meet	fr:mite	≈snd	1.0
en:meet	fr:mitent	≈snd	1.0
en:meet	fr:mites	≈snd	1.0
en:meme	fr:mime	≈snd	1.0
en:meme	fr:miment	≈snd	1.0
en:meme	fr:mimes	≈snd	1.0
en:men	fr:maine	≈snd	1.0
en:met	fr:mettes	≈snd	1.0
en:moo	fr:mou	≈snd	1.0
en:moo	fr:moue	≈snd	1.0
en:moo	fr:moues	≈snd	1.0
en:moo	fr:mous	≈snd	1.0
en:mu	fr:moue	≈snd	1.0
en:mu	fr:moues	≈snd	1.0
en:moose	fr:mousse	≈snd	1.0
en:moose	fr:moussent	≈snd	1.0
en:moose	fr:mousses	≈snd	1.0
en:mousse	fr:moussent	≈snd	1.0
en:mousse	fr:mousses	≈snd	1.0
en:mousse	fr:mousses	=cog	0.95
fr:mousses	en:mousse	=cog	0.95
en:naught	fr:note	≈snd	1.0
en:naught	fr:notent	≈snd	1.0
en:naught	fr:notes	≈snd	1.0
en:ooh	fr:ou	≈snd	1.0
en:pea	fr:pi	≈snd	1.0
en:pea	fr:pie	≈snd	1.0
en:pea	fr:pies	≈snd	1.0
en:pea	fr:pis	≈snd	1.0
en:pee	fr:pies	≈snd	1.0
en:peas	fr:pise	≈snd	1.0
en:pees	fr:pise	≈snd	1.0
en:peak	fr:pic	≈snd	1.0
en:peak	fr:pic	=cog	0.95
fr:pic	en:peak	=cog	0.95
en:peak	fr:piquent	≈snd	1.0
en:peek	fr:pic	≈snd	1.0
en:peek	fr:piquent	≈snd	1.0
en:peace	fr:pissent	≈snd	1.0
en:peace	fr:pisses	≈snd	1.0
en:piece	fr:pissent	≈snd	1.0
en:piece	fr:pisses	≈snd	1.0
en:peeked	fr:picte	≈snd	1.0
en:peep	fr:pipe	≈snd	1.0
en:peep	fr:pipent	≈snd	1.0
en:peep	fr:pipes	≈snd	1.0
en:peeve	fr:pive	≈snd	1.0
en:peeve	fr:pives	≈snd	1.0
en:pen	fr:peinent	≈snd	1.0
en:pen	fr:penne	≈snd	1.0
en:pen	fr:pennes	≈snd	1.0
en:pest	fr:peste	≈snd	1.0
en:pest	fr:peste	=cog	0.95
fr:peste	en:pest	=cog	0.95
en:pest	fr:pestent	≈snd	1.0
en:pest	fr:pestes	≈snd	1.0
en:pest	fr:pestes	=cog	0.95
fr:pestes	en:pest	=cog	0.95
en:petite	fr:petites	≈snd	1.0
en:petite	fr:petites	=cog	0.95
fr:petites	en:petite	=cog	0.95
en:pieced	fr:piste	≈snd	1.0
en:pieced	fr:pistent	≈snd	1.0
en:pieced	fr:pistes	≈snd	1.0
en:poo	fr:pou	≈snd	1.0
en:poo	fr:pouls	≈snd	1.0
en:pooh	fr:pou	≈snd	1.0
en:pooh	fr:pouls	≈snd	1.0
en:pooch	fr:putsch	≈snd	1.0
en:pooch	fr:putschs	≈snd	1.0
en:poof	fr:pouf	≈snd	1.0
en:poof	fr:pouf	=cog	0.95
fr:pouf	en:poof	=cog	0.95
en:poof	fr:pouffe	≈snd	1.0
en:poof	fr:pouffent	≈snd	1.0
en:poof	fr:pouffes	≈snd	1.0
en:poof	fr:poufs	≈snd	1.0
en:poof	fr:poufs	=cog	0.95
fr:poufs	en:poof	=cog	0.95
en:poop	fr:poupes	≈snd	1.0
en:queen	fr:couine	≈snd	1.0
en:queen	fr:couinent	≈snd	1.0
en:queen	fr:couines	≈snd	1.0
en:quiche	fr:quiches	≈snd	1.0
en:quiche	fr:quiches	=cog	0.95
fr:quiches	en:quiche	=cog	0.95
en:scene	fr:seines	≈snd	1.0
en:seen	fr:seines	≈snd	1.0
en:scoot	fr:scout	≈snd	1.0
en:scoot	fr:scouts	≈snd	1.0
en:scoop	fr:scoops	≈snd	1.0
en:scoop	fr:scoops	=cog	0.95
fr:scoops	en:scoop	=cog	0.95
en:seam	fr:cime	≈snd	1.0
en:seam	fr:cimes	≈snd	1.0
en:seem	fr:cime	≈snd	1.0
en:seem	fr:cimes	≈snd	1.0
en:seek	fr:sikh	≈snd	1.0
en:seat	fr:cite	≈snd	1.0
en:seat	fr:cites	≈snd	1.0
en:sect	fr:secte	≈snd	1.0
en:sect	fr:secte	=cog	0.95
fr:secte	en:sect	=cog	0.95
en:sect	fr:sectes	≈snd	1.0
en:sect	fr:sectes	=cog	0.95
fr:sectes	en:sect	=cog	0.95
en:set	fr:cet	≈snd	1.0
en:she	fr:chient	≈snd	1.0
en:she	fr:chies	≈snd	1.0
en:sheaf	fr:chiffe	≈snd	1.0
en:sheaf	fr:chiffes	≈snd	1.0
en:sheep	fr:chipe	≈snd	1.0
en:sheep	fr:chipent	≈snd	1.0
en:sheep	fr:chipes	≈snd	1.0
en:sue	fr:saouls	≈snd	1.0
en:sketch	fr:sketchs	≈snd	1.0
en:ski	fr:skie	≈snd	1.0
en:ski	fr:skient	≈snd	1.0
en:ski	fr:skies	≈snd	1.0
en:sued	fr:soudent	≈snd	1.0
en:sued	fr:soudes	≈snd	1.0
en:sought	fr:sotte	≈snd	1.0
en:sought	fr:sottes	≈snd	1.0
en:soup	fr:soupent	≈snd	1.0
en:soup	fr:soupes	≈snd	1.0
en:soup	fr:soupes	=cog	0.95
fr:soupes	en:soup	=cog	0.95
en:speech	fr:speechs	≈snd	1.0
en:stalk	fr:stock	≈snd	1.0
en:stalk	fr:stocke	≈snd	1.0
en:stalk	fr:stockent	≈snd	1.0
en:stalk	fr:stockes	≈snd	1.0
en:stalk	fr:stocks	≈snd	1.0
en:stem	fr:stemm	≈snd	1.0
en:stem	fr:stemms	≈snd	1.0
en:stem	fr:stems	≈snd	1.0
en:step	fr:steppe	≈snd	1.0
en:step	fr:steppes	≈snd	1.0
en:steppe	fr:steppes	≈snd	1.0
en:steppe	fr:steppes	=cog	0.95
fr:steppes	en:steppe	=cog	0.95
en:suit	fr:soute	≈snd	1.0
en:suit	fr:soutes	≈snd	1.0
en:tea	fr:tees	≈snd	1.0
en:tee	fr:tees	≈snd	1.0
en:tee	fr:tees	=cog	0.95
fr:tees	en:tee	=cog	0.95
en:talk	fr:tocs	≈snd	1.0
en:talk	fr:toque	≈snd	1.0
en:talk	fr:toquent	≈snd	1.0
en:talk	fr:toques	≈snd	1.0
en:teak	fr:tic	≈snd	1.0
en:teak	fr:tics	≈snd	1.0
en:teak	fr:tique	≈snd	1.0
en:teak	fr:tiquent	≈snd	1.0
en:teak	fr:tiques	≈snd	1.0
en:teat	fr:tite	≈snd	1.0
en:tech	fr:teck	≈snd	1.0
en:tech	fr:tecks	≈snd	1.0
en:tech	fr:tek	≈snd	1.0
en:tech	fr:teks	≈snd	1.0
en:test	fr:testent	≈snd	1.0
en:test	fr:testes	≈snd	1.0
en:to	fr:touts	≈snd	1.0
en:too	fr:touts	≈snd	1.0
en:two	fr:touts	≈snd	1.0
en:toot	fr:toute	≈snd	1.0
en:toot	fr:toutes	≈snd	1.0
en:tutu	fr:toutou	≈snd	1.0
en:tutu	fr:toutous	≈snd	1.0
en:tweed	fr:tweeds	≈snd	1.0
en:tweed	fr:tweeds	=cog	0.95
fr:tweeds	en:tweed	=cog	0.95
en:vex	fr:vexe	≈snd	1.0
en:vex	fr:vexent	≈snd	1.0
en:vex	fr:vexes	≈snd	1.0
en:wed	fr:oueds	≈snd	1.0
en:xu	fr:zou	≈snd	1.0
en:zoo	fr:zou	≈snd	1.0
en:zest	fr:zeste	≈snd	1.0
en:zest	fr:zeste	=cog	0.95
fr:zeste	en:zest	=cog	0.95
en:zest	fr:zestes	≈snd	1.0
en:zest	fr:zestes	=cog	0.95
fr:zestes	en:zest	=cog	0.95
en:zoom	fr:zoome	≈snd	1.0
en:zoom	fr:zooment	≈snd	1.0
en:zoom	fr:zoomes	≈snd	1.0
en:zoom	fr:zooms	≈snd	1.0
en:zoom	fr:zooms	=cog	0.95
fr:zooms	en:zoom	=cog	0.95
en:pease	fr:pise	≈snd	1.0
en:creature	fr:crient chez	≈snd	1.0
en:feature	fr:fient chez	≈snd	1.0
en:preacher	fr:prient chez	≈snd	1.0
en:creatures	fr:crient chaise	≈snd	0.983
en:friendly	fr:freinent lis	≈snd	0.983
en:meantime	fr:minent âme	≈snd	0.983
en:picture	fr:piquent chez	≈snd	0.983
en:retailer	fr:rient ailé	≈snd	0.983
en:retrieve	fr:rient rive	≈snd	0.983
en:surrender	fr:serein des	≈snd	0.983
en:butcher	fr:bout chez	≈snd	0.98
en:costly	fr:cassent lis	≈snd	0.98
en:culture	fr:calent chez	≈snd	0.98
en:fourteen	fr:faut in	≈snd	0.98
en:lastly	fr:lancent lis	≈snd	0.98
en:lenses	fr:laines aise	≈snd	0.98
en:mental	fr:mènent elle	≈snd	0.98
en:plenty	fr:plain tee	≈snd	0.98
en:possessed	fr:paix est	≈snd	0.98
en:reaches	fr:rient chaise	≈snd	0.98
en:resource	fr:ries os	≈snd	0.98
en:richer	fr:rient chez	≈snd	0.98
en:settlers	fr:sait lès	≈snd	0.98
en:shortly	fr:chaud lis	≈snd	0.98
en:torture	fr:tôt chez	≈snd	0.98
en:treason	fr:tries haine	≈snd	0.98
en:treated	fr:trient aide	≈snd	0.98
en:treaties	fr:trient aise	≈snd	0.98
en:footballer	fr:fait bolée	≈snd	0.979
en:fortunately	fr:faut chenet lis	≈snd	0.978
en:butler	fr:bat les	≈snd	0.976
en:center	fr:sain tes	≈snd	0.976
en:diesel	fr:dis elle	≈snd	0.976
en:eastern	fr:hissent haine	≈snd	0.976
en:friendships	fr:freinent chips	≈snd	0.976
en:letters	fr:laid aise	≈snd	0.976
en:losers	fr:loues aise	≈snd	0.976
en:loses	fr:loues aise	≈snd	0.976
en:metal	fr:met elle	≈snd	0.976
en:pitcher	fr:paient chez	≈snd	0.976
en:possess	fr:paix ace	≈snd	0.976
en:render	fr:rhin des	≈snd	0.976
en:season	fr:scies haine	≈snd	0.976
en:seated	fr:scient aide	≈snd	0.976
en:sensor	fr:sain ses	≈snd	0.976
en:settle	fr:sait elle	≈snd	0.976
en:setup	fr:sait happe	≈snd	0.976
en:teacher	fr:dit chez	≈snd	0.976
en:tender	fr:tain des	≈snd	0.976
en:vendor	fr:vin des	≈snd	0.976
en:football	fr:fait bol	≈snd	0.975
en:destroyed	fr:dissent rhodes	≈snd	0.973
en:forestry	fr:forcent ri	≈snd	0.973
en:friendship	fr:freinent chipe	≈snd	0.973
en:predecessor	fr:prient cessé	≈snd	0.973
en:freestyle	fr:frisent al	≈snd	0.97
en:masterpiece	fr:massent pisse	≈snd	0.97
en:passport	fr:pas pote	≈snd	0.97
en:question	fr:coincent chaîne	≈snd	0.97
en:secretary	fr:secret ri	≈snd	0.97
en:crystal	fr:crissent elle	≈snd	0.969
en:designer	fr:dis année	≈snd	0.969
en:disagree	fr:dis aigri	≈snd	0.969
en:distress	fr:dis tresses	≈snd	0.969
en:dynasty	fr:dîners tee	≈snd	0.969
en:exotic	fr:exact hic	≈snd	0.969
en:fountain	fr:fanent in	≈snd	0.969
en:fantastic	fr:fanent aztèques	≈snd	0.967
en:central	fr:sain troll	≈snd	0.966
en:clusters	fr:classent aise	≈snd	0.966
en:customer	fr:cassent aimé	≈snd	0.966
en:fantasy	fr:fanent ci	≈snd	0.966
en:gesture	fr:jet chez	≈snd	0.966
en:miniature	fr:mènent chez	≈snd	0.966
en:myself	fr:mas elfes	≈snd	0.966
en:newsletter	fr:nous laiteux	≈snd	0.966
en:orchestra	fr:hoquets trait	≈snd	0.966
en:planted	fr:planent aide	≈snd	0.966
en:printed	fr:prennent aide	≈snd	0.966
en:protein	fr:prêt in	≈snd	0.966
en:recipes	fr:raies pise	≈snd	0.966
en:reservoir	fr:raies vois	≈snd	0.966
en:semester	fr:sommets tes	≈snd	0.966
en:sensory	fr:sain serez	≈snd	0.966
en:softball	fr:savent bol	≈snd	0.966
en:suggest	fr:sait geste	≈snd	0.966
en:tourism	fr:tords homme	≈snd	0.966
en:trusted	fr:tracent aide	≈snd	0.966
en:trustees	fr:tracent hisse	≈snd	0.966
en:literally	fr:lient relie	≈snd	0.965
en:desperately	fr:dès paierait lis	≈snd	0.964
en:faster	fr:fats tes	≈snd	0.964
en:master	fr:mas tes	≈snd	0.964
en:partly	fr:bat lis	≈snd	0.964
en:partner	fr:bat né	≈snd	0.964
en:pasta	fr:pas tes	≈snd	0.964
en:pastor	fr:pas tes	≈snd	0.964
en:preaching	fr:prient chine	≈snd	0.964
en:presidency	fr:près don ci	≈snd	0.964
en:fortress	fr:faut rosse	≈snd	0.963
en:parental	fr:prennent elle	≈snd	0.963
en:pentagon	fr:peinent gaine	≈snd	0.963
en:pistol	fr:pissent elle	≈snd	0.963
en:prison	fr:pris haine	≈snd	0.963
en:result	fr:ries halte	≈snd	0.963
en:senses	fr:sain six	≈snd	0.963
en:settling	fr:sait ligne	≈snd	0.963
en:territory	fr:terrait ri	≈snd	0.963
en:dementia	fr:demain chez	≈snd	0.962
en:exhibited	fr:exhibent aide	≈snd	0.962
en:prejudice	fr:prêt jouent hisse	≈snd	0.962
en:rescued	fr:raies coude	≈snd	0.962
en:census	fr:sain cesse	≈snd	0.96
en:centers	fr:sain thèse	≈snd	0.96
en:cluster	fr:clés tes	≈snd	0.96
en:confess	fr:con fesses	≈snd	0.96
en:contractor	fr:con tracter	≈snd	0.96
en:credited	fr:crédit aide	≈snd	0.96
en:creditors	fr:crédit aise	≈snd	0.96
en:custom	fr:cassent homme	≈snd	0.96
en:decorative	fr:décret ive	≈snd	0.96
en:destroys	fr:dissent rose	≈snd	0.96
en:edited	fr:aidait aide	≈snd	0.96
en:feedback	fr:fient bac	≈snd	0.96
en:firstly	fr:foncent lis	≈snd	0.96
en:freedom	fr:frit homme	≈snd	0.96
en:greeted	fr:crient aide	≈snd	0.96
en:instructor	fr:haines tracter	≈snd	0.96
en:itself	fr:êtes elfes	≈snd	0.96
en:legion	fr:lient gêne	≈snd	0.96
en:listed	fr:laissent aide	≈snd	0.96
en:mainstream	fr:mines trime	≈snd	0.96
en:matches	fr:mat chaise	≈snd	0.96
en:matrix	fr:met rixe	≈snd	0.96
en:mattress	fr:mat rosse	≈snd	0.96
en:medicine	fr:met scène	≈snd	0.96
en:mention	fr:main chaîne	≈snd	0.96
en:metric	fr:met reg	≈snd	0.96
en:monster	fr:mânes tes	≈snd	0.96
en:obsessed	fr:aubes est	≈snd	0.96
en:panties	fr:pan thèse	≈snd	0.96
en:peaceful	fr:pis folle	≈snd	0.96
en:pencil	fr:peines elle	≈snd	0.96
en:petrol	fr:paient rôle	≈snd	0.96
en:pleaded	fr:plient aide	≈snd	0.96
en:prisoner	fr:pris né	≈snd	0.96
en:protesters	fr:prêtais thèse	≈snd	0.96
en:reasonably	fr:ries anobli	≈snd	0.96
en:region	fr:rient gêne	≈snd	0.96
en:registry	fr:raids stries	≈snd	0.96
en:rental	fr:rhin tel	≈snd	0.96
en:residency	fr:raies don ci	≈snd	0.96
en:restored	fr:rincent ode	≈snd	0.96
en:sensors	fr:sain seize	≈snd	0.96
en:shelters	fr:gèlent aise	≈snd	0.96
en:sixty	fr:secs tee	≈snd	0.96
en:softly	fr:savent lis	≈snd	0.96
en:succeed	fr:secs ides	≈snd	0.96
en:success	fr:secs ace	≈snd	0.96
en:system	fr:cessent homme	≈snd	0.96
en:teachers	fr:dit chaise	≈snd	0.96
en:teaches	fr:dit chaise	≈snd	0.96
en:tension	fr:tain chaîne	≈snd	0.96
en:tightly	fr:taillent lis	≈snd	0.96
en:trustee	fr:trots tee	≈snd	0.96
en:western	fr:ouais tonnes	≈snd	0.96
en:yourself	fr:ions elfes	≈snd	0.96
en:expressing	fr:exprès in	≈snd	0.959
en:preferably	fr:prêt repli	≈snd	0.959
en:describe	fr:dis crabe	≈snd	0.958
en:distract	fr:dis tracts	≈snd	0.958
en:domestic	fr:demains tic	≈snd	0.958
en:fortunate	fr:faut chaînette	≈snd	0.958
en:freezing	fr:frits in	≈snd	0.958
en:ministry	fr:mines tri	≈snd	0.958
en:pleasing	fr:plies in	≈snd	0.958
en:reaching	fr:rient chine	≈snd	0.958
en:sensitive	fr:sain sait ive	≈snd	0.958
en:sweating	fr:souhait in	≈snd	0.958
en:treating	fr:trient in	≈snd	0.958
en:volatile	fr:volet al	≈snd	0.958
en:custody	fr:cassent dit	≈snd	0.957
en:fastest	fr:fats test	≈snd	0.957
en:feasible	fr:fies belle	≈snd	0.957
en:podcast	fr:pot caste	≈snd	0.957
en:predator	fr:prêt tes	≈snd	0.957
en:destructive	fr:dis traquent ive	≈snd	0.956
en:disease	fr:dis hisse	≈snd	0.956
en:estimated	fr:estimait aide	≈snd	0.956
en:lawsuit	fr:lots août	≈snd	0.956
en:mature	fr:met chaud	≈snd	0.956
en:mentor	fr:main taux	≈snd	0.956
en:portal	fr:pot elle	≈snd	0.956
en:receive	fr:ries ive	≈snd	0.956
en:tennis	fr:tain hisse	≈snd	0.956
en:vista	fr:vis tes	≈snd	0.956
en:written	fr:rient haine	≈snd	0.956
en:busted	fr:baissent aide	≈snd	0.955
en:centered	fr:saignent aide	≈snd	0.955
en:forensic	fr:forain sec	≈snd	0.955
en:greatest	fr:créent est	≈snd	0.955
en:inspector	fr:haines becqueter	≈snd	0.955
en:policeman	fr:polis mène	≈snd	0.955
en:practiced	fr:braquent est	≈snd	0.955
en:predators	fr:prêtait aise	≈snd	0.955
en:register	fr:raids ester	≈snd	0.955
en:shotgun	fr:chaud gaine	≈snd	0.955
en:sunset	fr:saines êtes	≈snd	0.955
en:venture	fr:feignent chez	≈snd	0.955
en:basket	fr:bas quitte	≈snd	0.954
en:basketball	fr:masquent bol	≈snd	0.954
en:diseases	fr:dis isis	≈snd	0.954
en:distracted	fr:dis traquent aide	≈snd	0.954
en:portrayed	fr:pot raid	≈snd	0.954
en:restart	fr:ries tâte	≈snd	0.954
en:routinely	fr:ruent inouï	≈snd	0.954
en:stressful	fr:stressent elle	≈snd	0.954
en:transcript	fr:train script	≈snd	0.954
en:distributor	fr:dissent rebuter	≈snd	0.953
en:respiratory	fr:respirait ri	≈snd	0.953
en:sweetheart	fr:suit hâte	≈snd	0.953
en:acoustic	fr:égouts tic	≈snd	0.952
en:attended	fr:étain dites	≈snd	0.952
en:attending	fr:étain digne	≈snd	0.952
en:baseball	fr:pays bol	≈snd	0.952
en:battle	fr:bat elle	≈snd	0.952
en:bottle	fr:bat elle	≈snd	0.952
en:causes	fr:cons aise	≈snd	0.952
en:celebrities	fr:célèbrent hisse	≈snd	0.952
en:certain	fr:sait haine	≈snd	0.952
en:committed	fr:commit aide	≈snd	0.952
en:committees	fr:commit hisse	≈snd	0.952
en:dancer	fr:tan ses	≈snd	0.952
en:daughters	fr:dont aise	≈snd	0.952
en:deadly	fr:dès lis	≈snd	0.952
en:defender	fr:divin des	≈snd	0.952
en:despite	fr:dis pâte	≈snd	0.952
en:discussed	fr:dis caste	≈snd	0.952
en:disguise	fr:dis gaz	≈snd	0.952
en:dislike	fr:dis lac	≈snd	0.952
en:dusty	fr:des tee	≈snd	0.952
en:fitted	fr:fait aide	≈snd	0.952
en:latest	fr:laid est	≈snd	0.952
en:leaders	fr:lient aise	≈snd	0.952
en:lesson	fr:laids haine	≈snd	0.952
en:matters	fr:mat aise	≈snd	0.952
en:medal	fr:met elle	≈snd	0.952
en:minister	fr:mines tes	≈snd	0.952
en:monitored	fr:manient aide	≈snd	0.952
en:needed	fr:nid aide	≈snd	0.952
en:needle	fr:nid elle	≈snd	0.952
en:onset	fr:ânes êtes	≈snd	0.952
en:phrases	fr:frais aise	≈snd	0.952
en:pieces	fr:pis aise	≈snd	0.952
en:piton	fr:paient haine	≈snd	0.952
en:pizza	fr:peut ses	≈snd	0.952
en:portrait	fr:pot rite	≈snd	0.952
en:practice	fr:braquent hisse	≈snd	0.952
en:prosperity	fr:près perdit	≈snd	0.952
en:purchased	fr:paient schiste	≈snd	0.952
en:pursuit	fr:paix août	≈snd	0.952
en:rapidly	fr:répit lis	≈snd	0.952
en:readers	fr:rient aise	≈snd	0.952
en:relative	fr:relaient ive	≈snd	0.952
en:retired	fr:rient aède	≈snd	0.952
en:retrieved	fr:rient rift	≈snd	0.952
en:richest	fr:rient geste	≈snd	0.952
en:rooted	fr:ruent aide	≈snd	0.952
en:rotten	fr:rat haine	≈snd	0.952
en:shattered	fr:chat aide	≈snd	0.952
en:shooters	fr:jouent aise	≈snd	0.952
en:sister	fr:ces tes	≈snd	0.952
en:sorted	fr:sont aide	≈snd	0.952
en:subtle	fr:saut elle	≈snd	0.952
en:successor	fr:secs essaie	≈snd	0.952
en:sustain	fr:cessent haine	≈snd	0.952
en:tinder	fr:tain des	≈snd	0.952
en:toddler	fr:tôt les	≈snd	0.952
en:wizard	fr:ouais aide	≈snd	0.952
en:century	fr:saignent chérie	≈snd	0.951
en:produced	fr:prêt oust	≈snd	0.951
en:respectful	fr:respectent elle	≈snd	0.951
en:respectively	fr:respectes lis	≈snd	0.951
en:bastard	fr:passent aide	≈snd	0.95
en:capture	fr:campent chez	≈snd	0.95
en:censorship	fr:saines chipe	≈snd	0.95
en:context	fr:khan texte	≈snd	0.95
en:country	fr:khan tri	≈snd	0.95
en:glasses	fr:glass aise	≈snd	0.95
en:largely	fr:lads lis	≈snd	0.95
en:letting	fr:laid in	≈snd	0.95
en:seating	fr:scient in	≈snd	0.95
en:setting	fr:sait in	≈snd	0.95
en:sixteen	fr:fixent in	≈snd	0.95
en:trademark	fr:trait mac	≈snd	0.95
en:anatomy	fr:hennit omis	≈snd	0.949
en:arrested	fr:hérissent aide	≈snd	0.949
en:benefit	fr:ben faites	≈snd	0.949
en:classroom	fr:clans rhume	≈snd	0.949
en:confessed	fr:con veste	≈snd	0.949
en:council	fr:cannes elle	≈snd	0.949
en:counsel	fr:cannes elle	≈snd	0.949
en:defeated	fr:défient aide	≈snd	0.949
en:deleted	fr:délit aide	≈snd	0.949
en:dentist	fr:donnent est	≈snd	0.949
en:dreadful	fr:trait folle	≈snd	0.949
en:federal	fr:fait airelles	≈snd	0.949
en:founded	fr:fanent aide	≈snd	0.949
en:founders	fr:fanent aise	≈snd	0.949
en:frozen	fr:frais haine	≈snd	0.949
en:himself	fr:aimes elfes	≈snd	0.949
en:kindly	fr:cannes lis	≈snd	0.949
en:largest	fr:lent geste	≈snd	0.949
en:mistress	fr:mais tresses	≈snd	0.949
en:moisture	fr:bossent chez	≈snd	0.949
en:monsters	fr:mânes thèse	≈snd	0.949
en:patron	fr:peut reine	≈snd	0.949
en:petition	fr:paient chaîne	≈snd	0.949
en:position	fr:paix chaîne	≈snd	0.949
en:princes	fr:prennes aise	≈snd	0.949
en:prizes	fr:bras aise	≈snd	0.949
en:productive	fr:prêt active	≈snd	0.949
en:rainfall	fr:rhin folle	≈snd	0.949
en:references	fr:refrain six	≈snd	0.949
en:repeated	fr:répit aide	≈snd	0.949
en:righteous	fr:rat chasse	≈snd	0.949
en:sketches	fr:skient chaise	≈snd	0.949
en:suicide	fr:saouls aède	≈snd	0.949
en:superstar	fr:soupes ta	≈snd	0.949
en:targeted	fr:tanguait aide	≈snd	0.949
en:tasted	fr:tissent aide	≈snd	0.949
en:texture	fr:taxent chez	≈snd	0.949
en:treasurer	fr:trais aurez	≈snd	0.949
en:trinity	fr:train tee	≈snd	0.949
en:branches	fr:bradent chaise	≈snd	0.948
en:casting	fr:cassent in	≈snd	0.948
en:cholesterol	fr:collais troll	≈snd	0.948
en:constructive	fr:cannes traquent ive	≈snd	0.948
en:desperate	fr:dès porte	≈snd	0.948
en:dominion	fr:demain in	≈snd	0.948
en:monetary	fr:menait ri	≈snd	0.948
en:sensible	fr:saines belle	≈snd	0.948
en:beaches	fr:but chaise	≈snd	0.947
en:ceremonies	fr:sermon aise	≈snd	0.947
en:excluded	fr:exclus aide	≈snd	0.947
en:exclusion	fr:exclus haine	≈snd	0.947
en:fracture	fr:traquent chez	≈snd	0.947
en:penguin	fr:pain gouine	≈snd	0.947
en:planting	fr:planent in	≈snd	0.947
en:platform	fr:plat sommes	≈snd	0.947
en:potentially	fr:potin joli	≈snd	0.947
en:previously	fr:privées lis	≈snd	0.947
en:printing	fr:prennent in	≈snd	0.947
en:promoted	fr:promet aide	≈snd	0.947
en:protected	fr:prêt excède	≈snd	0.947
en:reduced	fr:rient oust	≈snd	0.947
en:suspended	fr:ces peinent aide	≈snd	0.947
en:suspension	fr:ces pain chaîne	≈snd	0.947
en:switching	fr:souhait chine	≈snd	0.947
en:terrorism	fr:terreurs homme	≈snd	0.947
en:testimony	fr:cessent mener	≈snd	0.947
en:textbooks	fr:taxent box	≈snd	0.947
en:trusting	fr:tracent in	≈snd	0.947
en:twisted	fr:tissent aide	≈snd	0.947
en:artistic	fr:attisent hic	≈snd	0.946
en:centuries	fr:saignent cerise	≈snd	0.946
en:collectively	fr:collectes lis	≈snd	0.946
en:legendary	fr:laid gênent ri	≈snd	0.946
en:notebook	fr:nouent book	≈snd	0.946
en:addresses	fr:adrets aise	≈snd	0.945
en:amended	fr:amènent aide	≈snd	0.945
en:capsule	fr:caps houle	≈snd	0.945
en:costume	fr:cassent hume	≈snd	0.945
en:disgrace	fr:dis grèce	≈snd	0.945
en:displays	fr:dis plaise	≈snd	0.945
en:frustrated	fr:frais trait aide	≈snd	0.945
en:mortality	fr:mot alité	≈snd	0.945
en:neutral	fr:nouent rôle	≈snd	0.945
en:promises	fr:promis aise	≈snd	0.945
en:releases	fr:relis aise	≈snd	0.945
en:ventures	fr:feignent chaise	≈snd	0.945
en:approaches	fr:apprêt chaise	≈snd	0.944
en:bending	fr:ben digne	≈snd	0.944
en:beside	fr:bis aède	≈snd	0.944
en:classic	fr:clés hic	≈snd	0.944
en:clinic	fr:clin hic	≈snd	0.944
en:contested	fr:cognent esthète	≈snd	0.944
en:controller	fr:cognent relais	≈snd	0.944
en:credit	fr:créent êtes	≈snd	0.944
en:dances	fr:tan six	≈snd	0.944
en:digit	fr:dit jette	≈snd	0.944
en:disorder	fr:dis ondées	≈snd	0.944
en:fifteen	fr:vivent in	≈snd	0.944
en:honesty	fr:anis tee	≈snd	0.944
en:install	fr:haines taule	≈snd	0.944
en:lending	fr:lin digne	≈snd	0.944
en:pending	fr:pain digne	≈snd	0.944
en:pixel	fr:pics elle	≈snd	0.944
en:preserve	fr:pris ève	≈snd	0.944
en:resist	fr:ries est	≈snd	0.944
en:sending	fr:sain digne	≈snd	0.944
en:tended	fr:tain dites	≈snd	0.944
en:tortured	fr:tôt chaude	≈snd	0.944
en:wrestling	fr:raies ligne	≈snd	0.944
en:chemistry	fr:commis tri	≈snd	0.943
en:coaches	fr:coud chaise	≈snd	0.943
en:commentary	fr:commun tri	≈snd	0.943
en:created	fr:créait aide	≈snd	0.943
en:creators	fr:créait aise	≈snd	0.943
en:designers	fr:dis ânesse	≈snd	0.943
en:detected	fr:dit excède	≈snd	0.943
en:discipline	fr:dis pleine	≈snd	0.943
en:existed	fr:exit aide	≈snd	0.943
en:industry	fr:in haussent ri	≈snd	0.943
en:leadership	fr:lient chipe	≈snd	0.943
en:lesbian	fr:les bine	≈snd	0.943
en:patrol	fr:peut roule	≈snd	0.943
en:portable	fr:pot belle	≈snd	0.943
en:posters	fr:poussent aise	≈snd	0.943
en:presenter	fr:prison tes	≈snd	0.943
en:prisoners	fr:prison aise	≈snd	0.943
en:processor	fr:près essaie	≈snd	0.943
en:prostate	fr:pros tête	≈snd	0.943
en:realities	fr:rallient hisse	≈snd	0.943
en:successes	fr:secs incise	≈snd	0.943
en:textbook	fr:taxent book	≈snd	0.943
en:township	fr:tan chipe	≈snd	0.943
