tier	combo	coverage	coherence	uses_filler	novel	en	fr
B	0.626	0.82	0.716	0	1	understanding	in standing
B	0.626	0.67	0.127	0	0	believed	clive
B	0.626	0.67	0.11	0	0	claimed	clame
B	0.626	0.67	0.309	0	1	chicken	tchèque
B	0.626	0.88	0.194	0	1	creative	créative
B	0.626	0.67	0.558	1	1	widely	et lie
B	0.626	0.62	0.555	1	1	infrastructure	on stretch
B	0.625	0.8	0.633	0	0	open	open
B	0.625	0.67	0.59	0	1	questions	question
B	0.625	0.75	0.898	0	0	built	but
B	0.625	0.67	0.627	0	1	table	table
B	0.625	0.75	0.442	0	0	moved	mode
B	0.625	0.89	0.675	1	0	interested	un très aides
B	0.625	0.8	0.17	0	0	target	tact
B	0.625	0.75	0.61	0	0	rooms	rose
B	0.625	0.67	0.355	0	1	cable	câble
B	0.625	0.62	0.542	0	0	external	excellent
B	0.625	0.67	0.558	1	0	lately	et lie
B	0.625	0.83	0.39	0	1	remote	remonte
B	0.625	0.67	0.548	1	0	conclusion	on clown
B	0.625	0.8	0.532	0	0	stops	stop
B	0.625	0.83	0.405	0	1	liquid	liquide
B	0.625	0.83	0.476	0	0	relate	relate
B	0.624	0.67	0.068	0	1	music	musc
B	0.624	0.67	0.27	0	1	purchase	patch
B	0.624	0.75	0.524	0	0	boyfriend	but reines
B	0.624	0.62	0.437	0	1	exciting	excite
B	0.624	0.67	0.35	0	0	proposal	proposent
B	0.624	0.67	0.127	0	0	believes	clive
B	0.624	0.67	0.233	0	1	passage	badge
B	0.624	0.67	0.944	1	1	cinema	on me
B	0.624	0.75	0.524	0	0	provision	prochaine
B	0.624	0.8	0.233	0	0	cookies	cookie
B	0.623	1.0	0.212	0	0	market	maquette
B	0.623	0.67	0.392	0	0	points	poète
B	0.623	0.83	0.489	1	0	itself	est celle
B	0.623	0.75	0.34	0	1	collection	collecte
B	0.623	0.67	0.292	0	0	effects	secte
B	0.623	1.0	0.292	0	1	bottom	baptême
B	0.623	0.8	0.495	0	0	starts	stade
B	0.623	0.83	0.958	1	0	dating	d un
B	0.623	0.67	0.263	0	0	gender	gêné
B	0.623	0.67	0.449	0	1	practices	précise
B	0.623	0.6	0.64	0	0	filed	face
B	0.623	0.83	0.233	0	1	fitness	finesse
B	0.623	0.75	0.319	0	0	fewer	fiers
B	0.623	0.67	0.17	0	0	speakers	piquer
B	0.623	0.67	0.503	0	1	slaves	slave
B	0.623	0.8	0.252	0	1	charts	tchad
B	0.623	0.67	0.183	0	1	divide	diva
B	0.622	0.6	0.489	0	0	games	gaz
B	0.622	0.6	0.497	0	0	leaving	ligue
B	0.622	0.62	0.609	0	0	basically	but lie
B	0.622	0.67	0.097	0	1	practical	pactole
B	0.622	0.6	0.451	0	1	begun	bonne
B	0.622	0.83	0.416	0	0	piano	piano
B	0.622	0.83	0.106	0	0	emperor	aimerez
B	0.622	1.0	0.17	0	1	beneath	bénite
B	0.622	0.67	0.361	0	0	robot	robot
B	0.622	0.89	0.292	0	1	privilege	privilèges
B	0.621	0.83	0.397	0	1	magic	magique
B	0.621	1.0	0.561	0	1	palace	police
B	0.621	0.83	0.403	0	0	decent	dizaines
B	0.621	0.83	0.481	1	0	define	d âne
B	0.621	0.7	0.334	1	1	educated	est jouxte
B	0.621	0.8	0.472	0	0	mature	matchs
B	0.621	0.6	0.384	0	0	auction	hockey
B	0.621	0.83	0.17	0	1	cancel	cannelle
B	0.621	0.88	0.399	0	0	sexually	sexuelle
B	0.62	0.83	0.451	1	1	include	un clou
B	0.62	0.67	0.524	0	0	production	prochaine
B	0.62	0.67	0.217	0	0	papers	pépin
B	0.62	1.0	0.27	0	1	linked	links
B	0.62	0.83	0.528	0	0	domain	domaine
