seed	hops	quality	loop
techniques	4	0.907	en:techniques ~ en:technique ≈ fr:techniques = en:technical ≈ fr:technique
teeter	3	0.918	en:teeter ≈ fr:titi ~ en:titi ≈ fr:tirer
teeter	3	0.902	en:teeter ≈ fr:titi = en:titi ≈ fr:tirer
tel	4	0.915	en:tel ~ fr:tel ≈ en:tell ~ en:tells ≈ fr:tels
tel	4	0.907	en:tel ~ fr:tels ≈ en:tells ~ en:tell ≈ fr:tel
tell	3	0.916	en:tell ≈ fr:tel ~ fr:tels ≈ en:tells
tell	4	0.921	en:tell ≈ fr:tel ~ fr:tels ≈ en:tells ~ en:told
telly	4	0.923	en:telly ~ en:tell ≈ fr:tel ~ fr:tels ≈ en:tells
telly	4	0.899	en:telly ~ en:tells ≈ fr:tels ~ fr:tel ≈ en:tell
test	3	0.941	en:test ≈ fr:tests ~ en:tests ≈ fr:teste
test	3	0.941	en:test ≈ fr:tests ~ en:tests ≈ fr:test
testa	6	0.965	en:testa ≈ fr:tester ~ en:testers ≈ fr:test ~ en:test ≈ fr:testent ~ en:prueba
testa	6	0.965	en:testa ≈ fr:tester ~ en:testers ≈ fr:test ~ en:test ≈ fr:testent ~ fr:prueba
tested	5	0.923	en:tested ~ fr:testé ≈ en:test ~ fr:test ≈ en:testa ~ fr:testés
tested	5	0.921	en:tested = fr:testé ≈ en:test ~ fr:test ≈ en:testa ~ fr:testés
testers	4	0.930	en:testers ~ fr:testes ≈ en:test ~ en:testes ≈ fr:tester
testers	5	0.954	en:testers ~ fr:testes ≈ en:test ~ fr:test ≈ en:tests ~ en:testes
testes	5	0.964	en:testes ~ fr:testes ≈ en:test ~ fr:test ≈ en:testers ~ en:testis
testes	5	0.960	en:testes ~ fr:teste ≈ en:test ~ fr:test ≈ en:testers ~ fr:testes
testing	4	0.947	en:testing ~ en:test ≈ fr:tests ~ en:tests ≈ fr:teste
testing	4	0.947	en:testing ~ en:test ≈ fr:tests ~ en:tests ≈ fr:test
testis	4	0.960	en:testis ~ fr:testes ≈ en:test ~ fr:test ≈ en:testers
testis	4	0.956	en:testis ~ fr:teste ≈ en:test ~ fr:test ≈ en:testers
teston	5	0.885	en:teston ~ en:testers ≈ fr:test ~ en:testes ≈ fr:tester ~ en:tester
teston	6	0.939	en:teston ~ en:testy ≈ fr:tester ~ fr:teste ≈ en:test ~ fr:test ≈ en:testers
tests	5	0.964	en:tests ~ fr:tests ≈ en:test ~ fr:test ≈ en:testers ~ fr:testes
tests	5	0.964	en:tests ~ fr:tests ≈ en:test ~ fr:test ≈ en:testers ~ en:testes
testy	4	0.897	en:testy ~ fr:tester ≈ en:test ~ fr:test ≈ en:testers
testy	4	0.877	en:testy ~ en:testers ≈ fr:test ~ en:testes ≈ fr:tester
text	3	0.944	en:text ≈ fr:texte ~ fr:textes ≈ en:texts
text	4	0.934	en:text ≈ fr:texte ~ fr:textes ≈ en:texts ~ fr:texto
textbooks	3	0.842	en:textbooks ≈ fr:taxent box ~ fr:boxe ≈ en:books
textbooks	4	0.882	en:textbooks ≈ fr:taxent box ~ fr:boxe ≈ en:books ~ fr:books
texting	3	0.926	en:texting ≈ fr:textes ~ fr:texte ≈ en:text
texting	3	0.923	en:texting ≈ fr:textes = en:text ≈ fr:texte
texts	4	0.924	en:texts ~ en:text ≈ fr:texte ~ fr:textes ≈ en:texting
texts	4	0.914	en:texts ~ fr:texte ≈ en:text = fr:textes ≈ en:texting
this	4	0.902	en:this = fr:cet ≈ en:set ~ en:sets ≈ fr:cette
this	4	0.902	en:this = fr:cet ≈ en:set ~ en:sets ≈ fr:cette
threw	6	0.859	en:threw ~ en:tossed ≈ fr:test ~ fr:teste ≈ en:chest = fr:torse ≈ en:toss
thrown	6	0.862	en:thrown ~ en:tossed ≈ fr:test ~ fr:teste ≈ en:chest = fr:torse ≈ en:toss
told	4	0.912	en:told ~ en:tell ≈ fr:tel ~ fr:tels ≈ en:tells
told	4	0.921	en:told ~ en:tells ≈ fr:tels ~ fr:tel ≈ en:tell
trace	4	0.856	en:trace ~ fr:trace ≈ en:tries ~ en:tried ≈ fr:traces
trace	4	0.843	en:trace = fr:trace ≈ en:tries ~ en:tried ≈ fr:traces
traced	4	0.836	en:traced ~ fr:trace ≈ en:tries ~ en:tried ≈ fr:traces
traced	5	0.859	en:traced ~ fr:trace ≈ en:tries ~ en:tried ≈ fr:traces = en:trace
track	5	0.920	en:track = fr:piste ≈ en:pissed ~ fr:pisse ≈ en:piece = fr:morceau
trader	4	0.925	en:trader ~ en:traders ≈ fr:trait aise ~ fr:trait in ≈ en:trading
trader	5	0.940	en:trader ~ en:traders ≈ fr:trait aise ~ fr:trait in ≈ en:trading ~ fr:trading
traders	3	0.913	en:traders ≈ fr:trait aise ~ fr:trait in ≈ en:trading
traders	4	0.935	en:traders ≈ fr:trait aise ~ fr:trait in ≈ en:trading ~ fr:trading
trading	4	0.925	en:trading ≈ fr:trait in ~ fr:trait aise ≈ en:traders ~ fr:trader
trading	4	0.925	en:trading ≈ fr:trait in ~ fr:trait aise ≈ en:traders ~ en:trader
transform	4	0.827	en:transform = fr:transformer ≈ en:transformation ~ en:transformed ≈ fr:transforme
transform	4	0.823	en:transform = fr:transformer ≈ en:transformation ~ en:transformed ≈ fr:transforment
transformation	4	0.864	en:transformation ~ en:transformed ≈ fr:transforme ~ en:transform ≈ fr:transformé
transformation	4	0.855	en:transformation ~ en:transformed ≈ fr:transforme = en:transform ≈ fr:transformé
transformed	5	0.855	en:transformed ~ fr:transformé ≈ en:transform = fr:transformer ≈ en:transformation ~ fr:transformés
transformed	5	0.851	en:transformed = fr:transformé ≈ en:transform = fr:transformer ≈ en:transformation ~ fr:transformés
trap	4	0.831	en:trap ~ fr:trappes ≈ en:tribe ~ en:tribes ≈ fr:trappe
trap	4	0.835	en:trap ~ fr:trappe ≈ en:tribes ~ en:tribe ≈ fr:trappes
trapped	4	0.808	en:trapped ~ fr:trappes ≈ en:tribe ~ en:tribes ≈ fr:trappe
trapped	5	0.847	en:trapped ~ fr:trappes ≈ en:tribe ~ en:tribes ≈ fr:trappe ~ en:trappe
treat esse	4	0.927	en:treat esse ≈ fr:tristesse ~ fr:triste ≈ en:treat = fr:traitez
treat esse	4	0.914	en:treat esse ≈ fr:tristesse ~ fr:triste ≈ en:treat ~ en:treating
treaty	5	0.902	en:treaty = fr:traité ≈ en:treater ~ en:pact ≈ fr:pacte ~ fr:pact
treaty	5	0.898	en:treaty = fr:traité ≈ en:treater ~ en:pact ≈ fr:pacte ~ fr:pactes
tribal	5	0.880	en:tribal ~ en:tribe ≈ fr:trappes ~ fr:trappe ≈ en:tribes ~ fr:tribus
tribal	5	0.872	en:tribal ~ en:tribe ≈ fr:trappes ~ fr:trappe ≈ en:tribes = fr:tribus
tried	4	0.844	en:tried ~ en:trying ≈ fr:trahi ~ fr:trahis ≈ en:try
tried	5	0.867	en:tried ~ en:trying ≈ fr:trahi ~ fr:trahis ≈ en:try ~ en:tries
tries	4	0.860	en:tries ~ en:try ≈ fr:trahis ~ fr:trahi ≈ en:tried
tries	4	0.848	en:tries ~ en:try ≈ fr:trahis ~ fr:trahi ≈ en:trying
troop	3	0.927	en:troop ≈ fr:troupes ~ fr:troupe ≈ en:troops
troop	3	0.927	en:troop ≈ fr:troupe ~ fr:troupes ≈ en:troops
troops	5	0.981	en:troops = fr:troupes ≈ en:troupe ~ fr:troupe ≈ en:troop ~ fr:truppe
troops	5	0.981	en:troops = fr:troupes ≈ en:troupe ~ fr:troupe ≈ en:troop ~ en:truppe
troupe	3	0.924	en:troupe ≈ fr:troupes = en:troops ≈ fr:troupe
troupe	4	0.932	en:troupe ~ fr:troupe ≈ en:troop ~ en:troops ≈ fr:troupes
true	4	0.964	en:true ≈ fr:trous ~ fr:trous lies ≈ en:truly ~ en:wahre
true	4	0.964	en:true ≈ fr:trous ~ fr:trous lies ≈ en:truly ~ en:wahre
trues	5	0.957	en:trues ~ en:true ≈ fr:trous ~ fr:trous lies ≈ en:truly ~ en:wahre
trues	5	0.957	en:trues ~ en:true ≈ fr:trous ~ fr:trous lies ≈ en:truly ~ en:wahre
truly	4	0.975	en:truly ≈ fr:trous lies ~ fr:trous ≈ en:true ~ en:wahre
truly	4	0.975	en:truly ≈ fr:trous lies ~ fr:trous ≈ en:true ~ fr:wahre
trying	4	0.862	en:trying ~ en:try ≈ fr:trahis ~ fr:trahi ≈ en:tried
trying	4	0.856	en:trying ~ en:tried ≈ fr:trahi ~ fr:trahis ≈ en:try
tryst	5	0.865	en:tryst ~ en:try ≈ fr:trahis ~ fr:trahi ≈ en:tried ~ en:tries
tryst	5	0.861	en:tryst ~ en:try ≈ fr:trahis ~ fr:trahi ≈ en:trying ~ en:tries
type	4	0.846	en:type ~ fr:type ≈ en:tape ~ fr:tape ≈ en:types
type	4	0.833	en:type = fr:type ≈ en:tape ~ fr:tape ≈ en:types
types	4	0.865	en:types ~ en:type ≈ fr:tape ~ en:tape ≈ fr:type
types	4	0.865	en:types ~ en:type ≈ fr:tape ~ en:tape ≈ fr:type
unless	4	0.787	en:unless ~ fr:excepte ≈ en:exception ~ en:exceptions ≈ fr:excepté
unless	4	0.785	en:unless ~ fr:excepté ≈ en:exceptions ~ en:exception ≈ fr:excepte
website	5	0.925	en:website ~ fr:site ≈ en:seats ~ en:seat ≈ fr:sites ~ en:websites
website	5	0.921	en:website ~ fr:site ≈ en:seats ~ en:seat ≈ fr:sites = en:websites
western	6	0.923	en:western ≈ fr:ouais tonnes ~ fr:notais tonnes ≈ en:northwestern ~ en:southwest ≈ fr:cent ouest ~ fr:ouest
western	6	0.927	en:western ≈ fr:ouais tonnes ~ fr:notais tonnes ≈ en:northwestern ~ en:northwest ≈ fr:nœud ouest ~ fr:ouest
widely	4	0.902	en:widely ~ en:extensively ≈ fr:axent haines flux ~ fr:axent haines ive ≈ en:extensive
widely	5	0.922	en:widely ~ en:extensively ≈ fr:axent haines flux ~ fr:axent haines ive ≈ en:extensive ~ fr:extensive
wire	4	0.928	en:wire = fr:fils ≈ en:feel ~ en:feels ≈ fr:fil
wire	4	0.928	en:wire = fr:fil ≈ en:feels ~ en:feel ≈ fr:fils
yourself	3	0.938	en:yourself ≈ fr:ions elfes ~ fr:mas elfes ≈ en:myself
yourself	4	0.917	en:yourself ≈ fr:ions elfes ~ fr:mas elfes ≈ en:myself ~ en:seba
zippy	3	0.815	en:zippy ≈ fr:zipper ~ en:zip ≈ fr:zip
zippy	4	0.842	en:zippy ≈ fr:zipper ~ en:zip ≈ fr:zip ~ en:zipf
